name|position|plus.minus|Salary.0203|Salary.0304|Salary.0506|Salary.0607|Salary.0708|Salary.0809|Salary.0910|Salary.1011|Salary.1112|Salary.1213|Salary.1314|Total
SAM_GAGNER|C|65|0|0|0|0|0.875|0.875|0.875|2.275|2.275|3.2|4.4|14.775
SAMI_AITTOKALLIO|G|0|0|0|0|0|0|0|0|0|0|0.59|0.68|1.27
SAMI_HELENIUS|D|5|0.44|0|0|0|0|0|0|0|0|0|0|0.44
SAMI_KAPANEN|R|-60|3|3|1.52|1.52|1.25|0|0|0|0|0|0|10.29
SAMI_LEPISTO|D|-12|0|0|0|0|0|0|0|0|0.75|0|0|0.75
SAMI_SALO|D|63|0.88|1.675|1.5|1.5|3|3.75|3.75|3.5|2|4|3.5|29.055
SAMI_VATANEN|D|6|0|0|0|0|0|0|0|0|0|0.84|0.9|1.74
SAMUEL_PAHLSSON|C|-259|0|0.55|0.625|0.65|1.4|1.4|2.65|2.65|2.65|0|0|12.575
SANDIS_OZOLINSH|D|45|5.5|5.5|2.75|2.75|0.625|0|0|0|0|0|0|17.125
SANDY_MCCARTHY|R|-7|1.3|0.8|0|0|0|0|0|0|0|0|0|2.1
SCOTT_CLEMMENSEN|G|-34|0|0|0|0.45|0.5|0.5|1|1.1|1.5|1.1|1.3|7.45
SCOTT_FERGUSON|D|-1|0.5|0.55|0.45|0|0|0|0|0|0|0|0|1.5
SCOTT_GOMEZ|C|130|0.9|1|2.204|5|10|8|8|8|7.5|0.7|0.9|52.204
SCOTT_HANNAN|D|-250|0.77|1.25|2.033|2.204|4.5|4.5|4.5|4.5|1|1|1|27.257
SCOTT_HARTNELL|L|257|1.075|1.1825|1|1.75|5.2|4.7|4.2|4.2|3.7|3.2|6|36.2075
SCOTT_LACHANCE|D|-72|2|2|1.013333|0|0|0|0|0|0|0|0|5.013333
SCOTT_MELLANBY|R|116|2.2|2|0.912|1|0|0|0|0|0|0|0|6.112
SCOTT_NICHOL|C|-137|0.4|0.425|0.525|0.525|0.75|0.75|0.75|0.76|0.6|0.65|0|6.135
SCOTT_NIEDERMAYER|D|112|4|4|6.75|6.75|6.75|6.75|6|0|0|0|0|41
SCOTT_PARKER|R|5|0.57475|0.665|0.5852|0.575|0.475|0|0|0|0|0|0|2.87495
SCOTT_PARSE|R|17|0|0|0|0|0|0|0.55|0.9|0.9|0|0|2.35
SCOTT_PELLERIN|L|-10|1|0|0|0|0|0|0|0|0|0|0|1
SCOTT_STEVENS|D|7|6.89110313|6.916747|0|0|0|0|0|0|0|0|0|13.80785013
SCOTT_THORNTON|L|-14|1.425|1.425|1.71|1.5|1.5|0|0|0|0|0|0|7.56
SCOTT_TIMMINS|C|-13|0|0|0|0|0|0|0|0|0.59|0.59|0.6|1.78
SCOTT_WALKER|R|29|1.85|0|1.52|1.52|2.5|2.5|2.5|0|0|0|0|12.39
SCOTT_YOUNG|R|56|3.46227809|3.462278|0.75|0|0|0|0|0|0|0|0|7.67455609
SCOTTIE_UPSHALL|R|44|1.185|0|0.4503|0.9006|1.2|1.25|1.5|2.25|3.5|3.5|3.5|19.2359
SEAN_AVERY|L|61|0.4|0.44|0.532|1.1|1.9|3.5|4|4|4|0|0|19.872
SEAN_BERGENHEIM|L|-54|0|0|0|0|0.5|0.8|0.925|0|2.75|2.75|2.75|10.475
SEAN_BROWN|D|-13|0.6875|0.5|0.45|0|0|0|0|0|0|0|0|1.6375
SEAN_BURKE|G|19|3.25|4.5|1.6|1.6|0|0|0|0|0|0|0|10.95
SEAN_COLLINS|D|-2|0|0|0|0|0|0.685|0|0|0.525|0.6|0.665|2.475
SEAN_COUTURIER|C|-26|0|0|0|0|0|0|0|0|0|0.925|0.925|1.85
SEAN_HILL|D|-39|2.5|2.05|1.52|0.6|0.475|0|0|0|0|0|0|7.145
SEAN_O'DONNELL|D|-136|2.7|2.7|1.748|1.52|1.25|1.25|1.25|1|0.85|0|0|14.268
SEAN_PRONGER|C|-30|0.425|0.45|0|0|0|0|0|0|0|0|0|0.875
SEBASTIEN_CARON|G|-79|0|0|0.646|0.65|0|0|0|0|0|0|0|1.296
SEBASTIEN_CHARPENTIER|G|-15|0|0.4|0|0|0|0|0|0|0|0|0|0.4
SEMYON_VARLAMOV|G|-9|0|0|0|0|0|0|0.85|0.765|2.5|3|3|10.115
SERGE_AUBIN|L|-60|0.5|0.55|0.45|0|0|0|0|0|0|0|0|1.5
SERGE_PAYER|C|-38|0|0.45|0.45|0|0|0|0|0|0|0|0|0.9
SERGEI_BEREZIN|L|5|2.2|0|0|0|0|0|0|0|0|0|0|2.2
SERGEI_BOBROVSKY|G|40|0|0|0|0|0|0|0|0|0.9|0.9|5|6.8
SERGEI_BRYLIN|C|-20|1.3|0|1.52|1.52|1.52|0|0|0|0|0|0|5.86
SERGEI_FEDOROV|C|104|2|10|6.08|6.08|6.08|4|0|0|0|0|0|34.24
SERGEI_GONCHAR|D|335|3.45|3.65|3.5|4.5|5.5|6|5.5|5.5|5.5|5.5|5|53.6
SERGEI_KOSTITSYN|L|64|0|0|0|0|0.56|0.55|0.585|0.55|2.5|3|3|10.745
SERGEI_SAMSONOV|L|165|2.2|3.65|2.774|3.525|3.525|2.3|2.5|2.8|0|0|0|23.274
SERGEI_ZHOLTOK|R|40|1.025|1.225|0|0|0|0|0|0|0|0|0|2.25
SERGEI_ZUBOV|D|192|5|6|4|4|4|5.35|0|0|0|0|0|28.35
SHANE_DOAN|R|210|2.4|2.8|3.002|3.382|4.55|4.55|4.55|4.55|4.55|6.05|5.55|45.934
SHANE_HNIDY|D|-15|0.6|0.725|0.6|0.6|0.755|0.76|0.75|0|0|0|0|4.79
SHANE_O'BRIEN|D|-41|0|0|0|0.495|0.875|1.025|1.6|1.6|1.1|1.8|2|10.495
SHANE_WILLIS|R|2|0.6156|0|0|0|0|0|0|0|0|0|0|0.6156
SHAONE_MORRISONN|D|-165|0|1.13|0.6688|0.9|0.9|1.975|1.975|2.075|2.075|0|0|11.6988
SHAWN_BATES|C|-79|0.55|0.9|0.8778|1.2|1.2|0|0|0|0|0|0|4.7278
SHAWN_HEINS|D|-13|0.6|0|0|0|0|0|0|0|0|0|0|0.6
SHAWN_HORCOFF|C|-53|0.575|0|1|3.6|3.6|3.6|7|6.5|6.5|6|4|42.375
SHAWN_LALONDE|D|1|0|0|0|0|0|0|0|0.605|0.605|0.525|0|1.735
SHAWN_MATTHIAS|C|-18|0|0|0|0|0|0|0|0.765|0.80325|0.9|1.65|4.11825
SHAWN_MCEACHERN|L|-18|3.35|2|1|0|0|0|0|0|0|0|0|6.35
SHAWN_THORNTON|L|-17|0|0|0|0.45|0.5|0.5|0.55|0.825|0.8|1.1|1.1|5.825
SHAYNE_CORSON|L|-2|2.45|0|0|0|0|0|0|0|0|0|0|2.45
SHEA_WEBER|D|178|0|0|0|0.735|0.475|4.5|4.5|4.5|7.5|14|14|50.21
SHEAN_DONOVAN|R|-48|0.6845|0.75295|0.627|0.925|0.925|0.6|0.65|0|0|0|0|5.16445
SHELDON_BROOKBANK|D|-25|0|0|0|0|0.5|0.5|0.5|0.7|0.8|1.2|1.3|5.5
SHELDON_KEEFE|R|1|0.975|0|0|0|0|0|0|0|0|0|0|0.975
SHELDON_SOURAY|D|41|1.1|1.6|2.128|2.432|6.25|6.25|5.5|4.5|4.5|1.5|3.5|39.26
SHJON_PODEIN|L|-10|1.35|0|0|0|0|0|0|0|0|0|0|1.35
SIDNEY_CROSBY|C|492|0|0|0.85|0.85|0.85|9|9|9|9|7.5|12|58.05
SIMON_DESPRES|D|22|0|0|0|0|0|0|0|0|0|0.81|0.81|1.62
SIMON_GAGNE|L|219|2.1|2.6|2|5.25|5.25|5.25|5.25|5.25|4.5|2.5|0|39.95
SLAVA_VOYNOV|D|52|0|0|0|0|0|0|0|0.7125|0.7875|0.787|0|2.287
STANISLAV_CHISTOV|L|19|0|0|0|0.8|0|0|0|0|0|0|0|0.8
STEFAN_ELLIOTT|D|6|0|0|0|0|0|0|0|0|0|0.84|0.9|1.74
STEFAN_MATTEAU|C|-1|0|0|0|0|0|0|0|0|0|0.8425|0.8425|1.685
STEFAN_RUZICKA|R|7|0|0|0|0.55|0.525|0|0|0|0|0|0|1.075
STEPHANE_DA COSTA|C|-12|0|0|0|0|0|0|0|0|0|0.8|8.25|9.05
STEPHANE_MATTEAU|L|-12|0.6|0|0|0|0|0|0|0|0|0|0|0.6
STEPHANE_QUINTAL|D|-36|2.15|1.5|0|0|0|0|0|0|0|0|0|3.65
STEPHANE_ROBIDAS|D|4|0.65|0.727502|0.55|0.55|1.5|1.5|1.5|3.25|3.55|3.55|2.85|20.177502
STEPHANE_VEILLEUX|L|-112|0.48|0|0.495|0.55|0.595|0.8625|0.75|0|0|0.6|0.6|4.9325
STEPHANE_YELLE|C|-131|1.2|1.6|1.368|1.55|1.25|0.75|0.55|0|0|0|0|8.268
STEPHEN_GIONTA|R|-9|0|0|0|0|0|0|0|0|0|0.525|0.6|1.125
STEPHEN_PEAT|R|-14|0.525|0.495|0.455205|0|0|0|0|0|0|0|0|1.475205
STEPHEN_VALIQUETTE|G|-15|0|0|0|0.6|0.635|0.725|0.725|0|0|0|0|2.685
STEPHEN_WEISS|C|99|0|0|0.61028|0.9|1.8|2.5|3|3.2|4|4.1|4|24.11028
STEVE_BEGIN|L|-136|0.375|0.4|0.608|0.646|1.225|1.3|0.85|0|0|0|0|5.404
STEVE_BERNIER|R|75|0|0|0|0.85|0.85|2.5|2|2|0|0.775|0.775|9.75
STEVE_DOWNIE|R|69|0|0|0|0|0.585|0|0.6|0|1.9|2.55|2.75|8.385
STEVE_DUBINSKY|C|1|0.45|0|0|0|0|0|0|0|0|0|0|0.45
STEVE_EMINGER|D|-104|1.185|0|0.96|0.992912|1|1.2|0.75|1.5|0.8|0.75|0.75|9.887912
STEVE_KELLY|C|-2|0|0.5|0|0|0|0|0|0|0|0|0|0.5
STEVE_KONOWALCHUK|L|-7|1.55|1.575|1.9|1.9|0|0|0|0|0|0|0|6.925
STEVE_MACINTYRE|L|-7|0|0|0|0|0|0.525|0.55|0.5|0.6|0.625|0.625|3.425
STEVE_MARTINS|C|-23|0.375|0.3|0.45|0|0|0|0|0|0|0|0|1.125
STEVE_MASON|G|-79|0|0|0|0|0.85|0.85|0.85|0.765|2.6|3.2|1.5|10.615
STEVE_MCCARTHY|D|11|1.025|1.1275|0.76|0.775|0.725|0|0|0|0|0|0|4.4125
STEVE_MCKENNA|L|-18|0.4|0.4|0|0|0|0|0|0|0|0|0|0.8
STEVE_MONTADOR|D|38|0.3|0.35|0.45|0.5|0.8|0.8|1.55|1.55|4.6|2.3|2.3|15.5
STEVE_OTT|C|-38|0|0|0.58296|0.775|0.8|1.35|1.5|2.95|3.3|3.2|3.2|17.65796
STEVE_PASSMORE|G|-13|0.55|0.55|0.45|0|0|0|0|0|0|0|0|1.55
STEVE_POAPST|D|-105|0.55|0.6|0.5|0|0|0|0|0|0|0|0|1.65
STEVE_RUCCHIN|C|38|2.875|2.975|2.261|1.85|2.4|0|0|0|0|0|0|12.361
STEVE_SHIELDS|G|-20|1.2|1.2|0.575|0|0|0|0|0|0|0|0|2.975
STEVE_STAIOS|D|-169|0.9|1.1|1.615|1.615|2.9|2.9|2.8|2.2|0|0|0|16.03
STEVE_SULLIVAN|L|203|3|3|3.2|3.2|3.2|3.2|3.75|3.75|1.5|1.85|0|29.65
STEVE_THOMAS|R|36|1|0|0|0|0|0|0|0|0|0|0|1
STEVE_WAGNER|D|-7|0|0|0|0|0|0|0|0.5|0|0|0|0.5
STEVE_YZERMAN|C|47|8|5.849823|1.25|0|0|0|0|0|0|0|0|15.099823
STEVEN_KAMPFER|D|14|0|0|0|0|0|0|0|0|0.635|0.688|0|1.323
STEVEN_REINPRECHT|C|109|0.5|1.5|1.444|2|2|2|1.8|2.175|2.175|0|0|15.594
STEVEN_STAMKOS|C|167|0|0|0|0|0|0.875|0.875|0.875|8|8|8|26.625
STEVEN_ZALEWSKI|C|-4|0|0|0|0|0|0|0|0|0|0.525|0|0.525
STU_BARNES|C|-93|2.8|2.8|1.14|1.14|0.9|0|0|0|0|0|0|8.78
STU_BICKEL|D|-4|0|0|0|0|0|0|0|0|0|0.7|0.8|1.5
SVEN_BAERTSCHI|L|5|0|0|0|0|0|0|0|0|0|0.925|0.925|1.85
SVEN_BUTENSCHON|D|-14|0.425|0|0.45|0|0|0|0|0|0|0|0|0.875
SYLVAIN_BLOUIN|L|-3|0.5|0|0|0|0|0|0|0|0|0|0|0.5
SYLVAIN_LEFEBVRE|D|-7|2.6|0|0|0|0|0|0|0|0|0|0|2.6
T.J._BRENNAN|D|-3|0|0|0|0|0|0|0|0|0|0.55|0|0.55
T.J._BRODIE|D|4|0|0|0|0|0|0|0|0|0|0.525|1.75|2.275
T.J._GALIARDI|L|-52|0|0|0|0|0|0|0.5875|0.637|0.7|0.95|1.25|4.1245
T.J._HENSICK|C|-1|0|0|0|0|0.585|0.685|0.85|0|0|0.6|0.6|3.32
T.J._OSHIE|C|67|0|0|0|0|0|0.85|0.85|0.85|2.35|3.375|4|12.275
TANNER_GLASS|L|-76|0|0|0|0|0|0|0|0|0.75|1.1|1.1|2.95
TAYLOR_BECK|L|2|0|0|0|0|0|0|0|0|0|0.69|0.6|1.29
TAYLOR_CHORNEY|D|-32|0|0|0|0|0|0|0.735|0.785|0.735|0.575|0|2.83
TAYLOR_HALL|L|55|0|0|0|0|0|0|0|0.9|0.9|0.9|6|8.7
TAYLOR_PYATT|L|19|1.025|1.1275|0.98972|0.7|1.575|1.575|0.6|0.8|1.2|1.45|1.65|12.69222
TED_DONATO|L|-9|0|0.45|0|0|0|0|0|0|0|0|0|0.45
TEDDY_PURCELL|R|113|0|0|0|0|0|0|0|0|2.35|2.375|4.5|9.225
TEEMU_HARTIKAINEN|C|1|0|0|0|0|0|0|0|0|0|0.875|0|0.875
TEEMU_SELANNE|R|391|6.5|5.8|1|3.75|0|3.25|2|3.25|4|4.5|2|36.05
TEPPO_NUMMINEN|D|36|4.75|4.5|2|2.6|0|1.1|0|0|0|0|0|14.95
THEO_PECKHAM|D|-61|0|0|0|0|0|0.56|0|0.55|1.075|1.075|0.575|3.835
THEOREN_FLEURY|R|4|4|4.5|0|0|0|0|0|0|0|0|0|8.5
THOMAS_GREISS|G|8|0|0|0|0|0.68|0|0.55|0.55|0.55|0.625|0.75|3.705
THOMAS_HICKEY|D|2|0|0|0|0|0|0|0|0|0|0.7|0.6|1.3
THOMAS_MCCOLLUM|G|-2|0|0|0|0|0|0|0|0.875|0|0.787|0|1.662
THOMAS_POCK|D|-33|0|0|0|0|0|0.685|0|0|0|0.55|0|1.235
THOMAS_VANEK|L|313|0|0|0.9424|0.9424|10|8|6.4|6.4|6.4|6.4|6.4|51.8848
TIE_DOMI|R|4|1.9|2|1.25|0|0|0|0|0|0|0|0|5.15
TIM_BRENT|C|-27|0|0|0|0.5222|0|0|0.525|0|0.7|0.8|0|2.5472
TIM_CONBOY|D|-8|0|0|0|0|0|0.475|0.5|0|0|0|0|0.975
TIM_CONNOLLY|C|105|1.1275|0|1.0369|2.2|3|3.5|4.5|4.5|5.5|4|0|29.3644
TIM_ERIXON|D|5|0|0|0|0|0|0|0|0|0|0.9|0.9|1.8
TIM_GLEASON|D|-168|0|0|0.646|1.175|1.175|2|2.5|3|3.5|3.5|4.5|21.996
TIM_JACKMAN|R|-60|0|0|0|0|0.5|0.6|0.55|0.55|0.55|0.613|0.613|3.976
TIM_KENNEDY|L|-10|0|0|0|0|0|0|0.635|0|0|0|0|0.635
TIM_SESTITO|C|-14|0|0|0|0|0|0|0.585|0|0|0.525|0.55|1.66
TIM_STAPLETON|R|9|0|0|0|0|0|0|0|0|0.525|0|0|0.525
TIM_THOMAS|G|152|0.4|0.55|0|1.2|1|1.1|6|6|5|3|5|29.25
TIM_WALLACE|R|-18|0|0|0|0|0|0.475|0|0.5|0|0.7|0|1.675
TIMO_HELBLING|D|-3|0|0|0.45|0|0|0|0|0|0|0|0|0.45
TOBIAS_ENSTROM|D|64|0|0|0|0|0.75|0.75|3|3.5|4|4.5|5.75|22.25
TOBIAS_STEPHAN|G|-13|0|0|0|0|0|0.485|0|0|0|0|0|0.485
TOBY_PETERSEN|C|-73|0.4|0|0|0.45|0|0.55|0.55|0.75|0.8|0.675|0.675|4.85
TODD_BERTUZZI|R|279|2.75|3.7|5.269333|5.26908|4|1.95|1.5|2.25|1.625|1.975|2.175|32.463413
TODD_FEDORUK|L|-14|0|0|0.45|0.45|0.875|1|1.05|1.125|0|0|0|4.95
TODD_HARVEY|R|-5|1.3|1.3|0.5282|0|0|0|0|0|0|0|0|3.1282
TODD_MARCHANT|C|-205|1.54|2.9|2.47|2.47|2.47|2.66|1|1.25|0|0|0|16.76
TODD_REIRDEN|D|-3|0.5|0|0|0|0|0|0|0|0|0|0|0.5
TODD_SIMPSON|D|-46|1.4|1.5|0.6|0|0|0|0|0|0|0|0|3.5
TODD_WARRINER|L|3|0.5|0|0|0|0|0|0|0|0|0|0|0.5
TODD_WHITE|C|109|0.75|1.15|1.4|1.55|2.1|2.35|2.45|2.6|0|0|0|14.35
TOM_BARRASSO|G|-1|0.6|0.2|0|0|0|0|0|0|0|0|0|0.8
TOM_CAVANAGH|C|0|0|0|0|0|0|0.5|0|0|0|0|0|0.5
TOM_FITZGERALD|R|-37|0.95|0.9|0.475|0|0|0|0|0|0|0|0|2.325
TOM_GILBERT|D|-96|0|0|0|0.73|0.835|3.5|3.5|5.5|5|3.5|3|25.565
TOM_KOSTOPOULOS|R|-118|0|0|0.525|0.6|0.9|0.9|0.7|0.95|1.1|0|0|5.675
TOM_POTI|D|-27|1.8|2.8|2.356|2.75|3.5|3.5|3.5|3.5|3|2.75|0|29.456
TOM_PREISSING|D|76|0|0|0.5|0.6|2.75|2.75|2.75|0|0|0|0|9.35
TOM_PYATT|C|-65|0|0|0|0|0|0|0.685|0.5|0.525|0.6|0.6|2.91
TOM_SESTITO|L|-7|0|0|0|0|0|0|0|0|0|0.605|0.65|1.255
TOM_WANDELL|C|-26|0|0|0|0|0|0|0.56|0.7|0.85|0.892|0|3.002
TOM_WILSON|R|-1|0|0|0|0|0|0|0|0|0|0.925|0.925|1.85
TOMAS_FLEISCHMANN|L|57|0|0|0|0.602|0.495|0.725|0.725|0|4.5|4.5|4.5|16.047
TOMAS_HOLMSTROM|L|451|1.3|1.475|1.368|1.501|2.25|2.25|2.25|1.875|1.5|0|0|15.769
TOMAS_KABERLE|D|200|1.75|2.75|2.28|4.25|4.25|4.25|4.25|4.25|4|4.25|4.5|40.78
TOMAS_KLOUCEK|D|-7|0|0|0.45|0|0|0|0|0|0|0|0|0.45
TOMAS_KOPECKY|R|-17|0|0|0|0.45|0.475|0.525|1.2|1.2|3.15|3|3|13
TOMAS_KUBALIK|R|-5|0|0|0|0|0|0|0|0|0|0.65|0|0.65
TOMAS_KUNDRATEK|D|-3|0|0|0|0|0|0|0|0|0|0.6|0.55|1.15
TOMAS_PLEKANEC|C|86|0|0|0.45|0.45|1.4|1.8|2.75|5|5|5|5|26.85
TOMAS_PLIHAL|L|-6|0|0|0|0|0|0.5|0|0|0|0|0|0.5
TOMAS_TATAR|C|3|0|0|0|0|0|0|0|0|0.64|0.6|0.65|1.89
TOMAS_VINCOUR|C|-8|0|0|0|0|0|0|0|0|0|0.655|0|0.655
TOMAS_VOKOUN|G|67|0.9|0|2.28|2.28|5.3|5.5|5.7|6.3|1.5|2|2|33.76
TOMI_KALLIO|R|-8|0.55|0|0|0|0|0|0|0|0|0|0|0.55
TOMI_PETTINEN|D|-10|0|0.475|0.45|0|0|0|0|0|0|0|0|0.925
TOMMI_SANTALA|C|-3|0|0|0|0.45|0|0|0|0|0|0|0|0.45
TOMMY_ALBELIN|D|-3|1.11325958|0|0|0|0|0|0|0|0|0|0|1.11325958
TOMMY_SALO|G|1|3.5|3.9|0|3.466|0|0|0|0|0|0|0|10.866
TOMMY_WESTLUND|L|-1|0.625|0|0|0|0|0|0|0|0|0|0|0.625
TOMMY_WINGELS|C|-13|0|0|0|0|0|0|0|0|0.6875|0.7|0.85|2.2375
TONI_LYDMAN|D|-113|0.715|1.7|1.9|2.3|2.9|3.15|3.15|3|3|3|0|24.815
TONY_AMONTE|R|80|5.81434|5.896914|1.85|1.85|0|0|0|0|0|0|0|15.411254
TONY_SALMELAINEN|L|-2|0|0|0|0.65|0|0|0|0|0|0|0|0.65
TOREY_KRUG|D|9|0|0|0|0|0|0|0|0|0|0.925|0.925|1.85
TORREY_MITCHELL|C|-72|0|0|0|0|0.715|0.715|1|1.375|1.725|1.1|2.1|8.73
TRAVIS_GREEN|C|-61|1.5|1.6|0.65|0.5|0|0|0|0|0|0|0|4.25
TRAVIS_HAMONIC|D|-34|0|0|0|0|0|0|0|0|0.875|0.875|1.25|3
TRAVIS_MOEN|L|-208|0|0|0.45|0.475|0.9|0.925|1.5|1.5|1.5|1.85|1.85|10.95
TRAVIS_ROCHE|D|14|0|0|0|0.45|0|0|0|0|0|0|0|0.45
TRAVIS_ZAJAC|C|108|0|0|0|0.9842|0.9842|0.9842|2.75|3.5|4.5|4.8|3.5|22.0026
TRENT_HUNTER|R|44|0|0|1|1|1.55|2|2|2|0|0.667|0.667|10.884
TRENT_KLATT|R|24|0.9|1.1|0|0|0|0|0|0|0|0|0|2
TRENT_WHITFIELD|C|-22|0|0|0|0|0|0|0|0.55|0.575|0.575|0|1.7
TREVOR_DALEY|D|-71|0|0|0|0.775|0.8|2.1|2.3|2.5|3.5|3.5|3.5|18.975
TREVOR_GILLIES|L|-6|0|0|0|0|0|0|0|0.5|0.625|0|0|1.125
TREVOR_KIDD|G|-6|0.65|0.65|0|0|0|0|0|0|0|0|0|1.3
TREVOR_LETOWSKI|R|-114|0.75|0.725|0.551|0.8|0.8|0|0|0|0|0|0|3.626
TREVOR_LEWIS|C|-33|0|0|0|0|0|0.85|0.765|0|0.75|0.7|1.325|4.39
TREVOR_LINDEN|C|-50|4.5|2|1.52|0.6|0.6|0|0|0|0|0|0|9.22
TREVOR_SMITH|C|-2|0|0|0|0|0|0|0|0|0|0.575|0|0.575
TROY_BODIE|R|-22|0|0|0|0|0|0|0|0.5|0|0|0|0.5
TROY_BROUWER|R|67|0|0|0|0|0.675|0.7|1|1.05|2.35|2.35|3.6|11.725
TUOMO_RUUTU|R|95|0|0|0.8588|1.5|2.25|2.25|3|4|4.4|4|5|27.2588
TURNER_STEVENSON|R|1|1.1|1.35|1.254|0|0|0|0|0|0|0|0|3.704
TUUKKA_RASK|G|68|0|0|0|0|0|0|0|1|1.5|3.5|6|12
TY_CONKLIN|G|45|0|0|1.14|0.525|0.5|0.75|1.2|1.4|0.75|0|0|6.265
TY_WISHART|D|7|0|0|0|0|0|0|0|0|0|0.843|0|0.843
TYE_MCGINN|L|3|0|0|0|0|0|0|0|0|0|0.775|0.775|1.55
TYLER_ARNASON|C|61|0.6|0.9|1.2|0.95|1.6|1.75|0.7|0|0|0|0|7.7
TYLER_BOUCK|R|-6|0|0|0.45|0.495|0|0|0|0|0|0|0|0.945
TYLER_BOZAK|C|4|0|0|0|0|0|0|0|0.875|1.6|1.4|0|3.875
TYLER_ECKFORD|D|0|0|0|0|0|0|0|0|0|0|0.6|0.6|1.2
TYLER_ENNIS|C|56|0|0|0|0|0|0|0|0.875|0.875|2.562|3.062|7.374
TYLER_JOHNSON|C|2|0|0|0|0|0|0|0|0|0|0.74|0.84|1.58
TYLER_KENNEDY|C|77|0|0|0|0|0.55|0.55|0.6|0.85|2|2|2.35|8.9
TYLER_MYERS|D|-2|0|0|0|0|0|0|0.875|0.875|0.875|12|6|20.625
TYLER_SEGUIN|C|104|0|0|0|0|0|0|0|0.9|0.9|0.9|4.5|7.2
TYLER_SLOAN|D|-20|0|0|0|0|0|0.475|0.64|0.7|0.7|0.233|0.6|3.348
TYLER_TOFFOLI|C|12|0|0|0|0|0|0|0|0|0|0.7|0.765|1.465
TYLER_WRIGHT|R|-59|0.85|0.9|0.947133|0|0|0|0|0|0|0|0|2.697133
TYSON_BARRIE|D|-7|0|0|0|0|0|0|0|0|0|0.69|0.84|1.53
TYSON_NASH|L|-38|1.175|1.2925|0.608|0|0|0|0|0|0|0|0|3.0755
TYSON_STRACHAN|D|-32|0|0|0|0|0|0.575|0.625|0.6|0.75|0.6|0.55|3.7
ULF_DAHLEN|R|31|1.5|0|0|0|0|0|0|0|0|0|0|1.5
UWE_KRUPP|D|-2|0.5|0|0|0|0|0|0|0|0|0|0|0.5
VACLAV_PROSPAL|C|193|1.55|6.5|1.9|1.9|1.9|3.5|3.5|1|1.75|1.167|1.167|25.834
VACLAV_VARADA|R|2|1.3|1.5|1.216|0|0|0|0|0|0|0|0|4.016
VALERI_BURE|R|49|2.9|3.1|1.5|0|0|0|0|0|0|0|0|7.5
VALTTERI_FILPPULA|C|71|0|0|0|0.71|0.85|2|2.5|3.5|3.5|3.5|4|20.56
VERNON_FIDDLER|L|-143|0|0|0|0.45|0.8|0.9|1.1|1.1|1.8|1.8|1.8|9.75
VESA_TOSKALA|G|-13|0|0.575|0.684|1.375|1.375|4|4|0|0|0|0|12.009
VICTOR_BARTLEY|D|-1|0|0|0|0|0|0|0|0|0|0.537|0|0.537
VICTOR_HEDMAN|D|-52|0|0|0|0|0|0|0.9|0.9|0.9|3|3|8.7
VICTOR_ORESKOVICH|R|-13|0|0|0|0|0|0|0.525|0.625|0.605|0|0|1.755
VIKTOR_FASTH|G|17|0|0|0|0|0|0|0|0|0|1|2.4|3.4
VIKTOR_KOZLOV|C|109|2.1|2.3|1.748|0.865|2.5|2.5|0|0|0|0|0|12.013
VIKTOR_STALBERG|L|20|0|0|0|0|0|0|0|0.785|0.9|0.85|2.5|5.035
VIKTOR_TIKHONOV|R|-13|0|0|0|0|0|0.875|0.875|0.875|0.826875|0|0|3.451875
VILLE_KOISTINEN|D|45|0|0|0|0|0.475|0.7|1|0|0|0|0|2.175
VILLE_LEINO|L|54|0|0|0|0|0|0.875|0.775|0.825|6|6|4|18.475
VILLE_NIEMINEN|L|-50|0.55|0.6|0.7|0.7|0|0|0|0|0|0|0|2.55
VILLE_PELTONEN|L|-37|0|0|0|0.795|1|1.2|0|0|0|0|0|2.995
VINCENT_DAMPHOUSSE|C|5|5.75|4|0|0|0|0|0|0|0|0|0|9.75
VINCENT_LECAVALIER|C|194|2|2.625|6|7.166667|7.166667|7.166666|10|10|10|10|10|82.125
VITALI_YACHMENEV|L|-5|1|0|0|0|0|0|0|0|0|0|0|1
VLADIMIR_MALAKHOV|D|-26|3.5|3.5|3.6|3.6|0|0|0|0|0|0|0|14.2
VLADIMIR_ORSZAGH|R|-6|0.55|0.7|0|0.875|0|0|0|0|0|0|0|2.125
VLADIMIR_SOBOTKA|C|-47|0|0|0|0|0.55|0.575|0.625|0.75|1.2|1.3|1.4|6.4
VLADIMIR_TARASENKO|R|13|0|0|0|0|0|0|0|0|0|0.9|0.9|1.8
VLADIMIR_ZHARKOV|R|5|0|0|0|0|0|0|0|0.61|0.5775|0|0|1.1875
VOJTECH_POLAK|L|-2|0|0|0.53|0|0|0|0|0|0|0|0|0.53
VYACHESLAV_KOZLOV|L|162|2.35|3.5|2.66|2.014|3.3|3.85|3.85|0|0|0|0|21.524
WADE_BELAK|D|-35|0.77|0.85|0.665|0.675|0.625|0.65|0.65|0.575|0|0|0|5.46
WADE_BROOKBANK|D|4|0|0|0.45|0|0.5|0.475|0|0|0|0|0|1.425
WADE_DUBIELEWICZ|G|-13|0|0|0|0.495|0.5|0.5|0|0|0|0|0|1.495
WADE_REDDEN|D|199|3|4.5|3.724|6.5|6.5|8|8|6.5|6.5|5|5|63.224
