name|position|plus.minus|Salary.0203|Salary.0304|Salary.0506|Salary.0607|Salary.0708|Salary.0809|Salary.0910|Salary.1011|Salary.1112|Salary.1213|Salary.1314|Total
AARON_DOWNEY|R|0|0.45|0.5|0.45|0.475|0.525|0|0|0|0|0|0|2.4
AARON_GAGNON|C|-7|0|0|0|0|0|0|0|0|0|0.525|0|0.525
AARON_GAVEY|C|1|0.5|0|0|0|0|0|0|0|0|0|0|0.5
AARON_JOHNSON|D|1|0|0|0|0.45|0.475|0.525|0.54|0|0|0.65|0|2.64
AARON_MILLER|D|-88|1.7|3.5|2.66|2.28|1.5|0|0|0|0|0|0|11.64
AARON_NESS|D|-1|0|0|0|0|0|0|0|0|0|0.787|0.875|1.662
AARON_PALUSHAJ|R|1|0|0|0|0|0|0|0|0|0|0.6|0|0.6
AARON_ROME|D|-34|0|0|0|0|0|0.5445|0.525|0.7|0.8|1.3|1.6|5.4695
AARON_VOLPATTI|L|-5|0|0|0|0|0|0|0|0|0.625|0.6|0|1.225
AARON_VOROS|L|-13|0|0|0|0|0.495|1.2|0.9|0.9|0|0|0|3.495
AARON_WARD|D|-174|1.5|0|1.52|2.75|2.75|2.5|2.5|0|0|0|0|13.52
ADAM_BURISH|R|-79|0|0|0|0|0.575|0.7|0.725|1|1.3|1.85|1.85|8
ADAM_CRACKNELL|R|4|0|0|0|0|0|0|0|0|0|0.55|0.6|1.15
ADAM_DEADMARSH|R|6|3|3|0|0|0|0|0|0|0|0|0|6
ADAM_FOOTE|D|-182|4.2|4.3|4.6|4.6|4.6|2.75|3.25|1|0|0|0|29.3
ADAM_GRAVES|L|-14|3.2|0|0|0|0|0|0|0|0|0|0|3.2
ADAM_HALL|R|-100|0.6|0.685|0.6|0.975|0.525|0.6|0.6|0.6|0.6|0.65|0.6|7.035
ADAM_HENRIQUE|C|13|0|0|0|0|0|0|0|0|0.6125|0.525|4|5.1375
ADAM_LARSSON|D|4|0|0|0|0|0|0|0|0|0|0.925|0.925|1.85
ADAM_MAIR|C|-21|0.4|0.483|0.45|0.675|0.75|0.75|0.775|0|0|0|0|4.283
ADAM_MCQUAID|D|34|0|0|0|0|0|0|0|0|0.6|1.4|1.5|3.5
ADAM_MUNRO|G|-21|0|0.2|0|0|0|0|0|0|0|0|0|0.2
ADAM_OATES|C|45|3.5|0|0|0|0|0|0|0|0|0|0|3.5
ADAM_PARDY|D|-20|0|0|0|0|0|0.5|0.7|0.7|2|2|0.6|6.5
ADRIAN_AUCOIN|D|-4|3.1|3.25|4|4|4|4|2.25|1.8|2.2|2|0|30.6
AKIM_ALIU|R|1|0|0|0|0|0|0|0|0|0|0.695|0|0.695
AL_MACINNIS|D|43|7.5|6|0|0|0|0|0|0|0|0|0|13.5
AL_MONTOYA|G|-12|0|0|0|0|0|0|0|0|0.601|0.601|0.601|1.803
ALAIN_NASREDDINE|D|-7|0|0|0|0.45|0|0|0|0|0|0|0|0.45
ALEC_MARTINEZ|D|27|0|0|0|0|0|0|0.6375|0|0.7375|0.738|1.1|3.213
ALES_HEMSKY|R|203|0|0|0.90174|3.5|3.6|3.6|4.4|4.5|5|4.5|5.5|35.50174
ALES_KOTALIK|R|137|0|0.9|0.8379|2|2.5|2.5|3|3|0|0|0|14.7379
ALEX_CHIASSON|R|4|0|0|0|0|0|0|0|0|0|0.8|0.9|1.7
ALEX_GALCHENYUK|C|15|0|0|0|0|0|0|0|0|0|0.925|0.925|1.85
ALEX_GOLIGOSKI|D|132|0|0|0|0|0|0.89526|1.25|1.5|2.75|4.2|4.6|15.19526
ALEX_HENRY|D|-13|0.55|0.605|0.57|0|0|0|0.5|0|0|0|0|2.225
ALEX_PETROVIC|D|-9|0|0|0|0|0|0|0|0|0|0.76|0.815|1.575
ALEX_PIETRANGELO|D|51|0|0|0|0|0|0|0.875|0.875|0.7875|0.787|6.5|9.8245
ALEX_PLANTE|D|-2|0|0|0|0|0|0|0|0|0|0.625|0|0.625
ALEX_STALOCK|G|4|0|0|0|0|0|0|0|0.785|0|0.688|0|1.473
ALEX_TANGUAY|L|329|0.9|1.5|3.23|5|5.375|5.375|2.5|1.7|3.5|3.5|3.5|36.08
ALEXANDER_BURMISTROV|C|-22|0|0|0|0|0|0|0|0|0.9|0.9|0|1.8
ALEXANDER_EDLER|D|116|0|0|0|0|0.55|0.55|3.25|3.25|3.25|3.25|3.25|17.35
ALEXANDER_KARPOVTSEV|D|-22|2.95|3.1|0.76|0|0|0|0|0|0|0|0|6.81
ALEXANDER_KHAVANOV|D|-3|0|1.3|1.25|0|0|0|0|0|0|0|0|2.55
ALEXANDER_KOROLYUK|L|6|0.9|1.2|0|0|0|0|0|0|0|0|0|2.1
ALEXANDER_MOGILNY|R|44|5.5|5.5|3.5|3.5|0|0|0|0|0|0|0|18
ALEXANDER_PEREZHOGIN|R|27|0|0|0.7106|0.627|0|0|0|0|0|0|0|1.3376
ALEXANDER_RADULOV|R|72|0|0|0|0.9842|0.68894|0|0|0|0|0|0|1.67314
ALEXANDER_SALAK|G|-3|0|0|0|0|0|0|0|0|0|0.6|0|0.6
ALEXANDER_SEMIN|L|341|0|0|0.9006|1.4|1.2|4.2|5|6|6.7|7|7|39.4006
ALEXANDER_SULZER|D|2|0|0|0|0|0|0|0.6|0.7|0.7|0.725|7.25|9.975
ALEXANDER_SVITOV|C|-14|0|0|0|0.8|0|0|0|0|0|0|0|0.8
ALEXANDER_URBOM|D|-2|0|0|0|0|0|0|0|0|0.615|0.525|0.525|1.665
ALEXANDRE_BOLDUC|C|-12|0|0|0|0|0|0|0|0|0.55|0.65|0|1.2
ALEXANDRE_DAIGLE|R|19|0.7|0.5|0.85|0|0|0|0|0|0|0|0|2.05
ALEXANDRE_GIROUX|L|2|0|0|0|0|0|0.475|0|0.5|0|0|0|0.975
ALEXANDRE_PICARD|L|-6|0|0|0|0.55|0|0.75|0.85|0|0.6|0|0|2.75
ALEXEI_EMELIN|D|-34|0|0|0|0|0|0|0|0|0|2|2|4
ALEXEI_PONIKAROVSKY|L|89|0|0.5225|0.7|0.725|1.575|2.24|2.5|3.2|1.5|1.8|0|14.7625
ALEXEI_SEMENOV|D|-14|0|0.7|0.76|0.798|0.65|0.65|0|0|0|0|0|3.558
ALEXEI_YASHIN|C|100|7.4|8.4|7.6|7.6|0|0|0|0|0|2.204|2.204|35.408
ALEXEI_ZHAMNOV|C|13|4|4.5|4.1|4.1|4.1|0|0|0|0|0|0|20.8
ALEXEI_ZHITNIK|D|-34|3.55|3.75|3.515|3.5|3.5|0|0|0|0|0|0|17.815
ALLEN_YORK|G|3|0|0|0|0|0|0|0|0|0|0.738|0|0.738
ALYN_MCCAULEY|C|-12|0.9517|1.2|1.083|2|0|0|0|0|0|0|0|5.2347
ANDERS_ERIKSSON|D|-11|1|0|0|0.6|1.5|0|0|0|0|0|0|3.1
ANDERS_LINDBACK|G|16|0|0|0|0|0|0|0|0|0.7375|1.4|2.2|4.3375
ANDERS_NILSSON|G|-8|0|0|0|0|0|0|0|0|0|0.9|0.9|1.8
ANDRE_BENOIT|D|7|0|0|0|0|0|0|0|0|0|0.65|0|0.65
ANDRE_DEVEAUX|C|-1|0|0|0|0|0|0.48|0|0|0|0.7|0|1.18
ANDRE_ROY|R|-7|0.7|0.825|1|1|1|0.55|0|0|0|0|0|5.075
ANDRE_SAVAGE|C|2|0.5|0|0|0|0|0|0|0|0|0|0|0.5
ANDREAS_DACKELL|R|-33|1.2|1.4|0|0|0|0|0|0|0|0|0|2.6
ANDREAS_KARLSSON|C|-13|0|0|0|0.5|0.5|0|0|0|0|0|0|1
ANDREAS_LILJA|D|-128|0.5|0.6|0.65|1|1|1.25|1.25|0|0.775|0.7|0|7.725
ANDREAS_NODL|R|-15|0|0|0|0|0|0.66|0|0.735|0.845|0.845|0|3.085
ANDREAS_THURESSON|R|-7|0|0|0|0|0|0|0.58|0|0|0|0|0.58
ANDREI_LOKTIONOV|C|7|0|0|0|0|0|0|0|0|0|0.575|7.25|7.825
ANDREI_MARKOV|D|219|0.7|1.3|1.5|2|5.75|5.75|5.75|5.75|5.75|5.75|5.75|45.75
ANDREI_NAZAROV|L|-7|0.6|0.675|0.625|0|0|0|0|0|0|0|0|1.9
ANDREI_NIKOLISHIN|C|-4|1.24025|1.75|0|0|0|0|0|0|0|0|0|2.99025
ANDREI_ZYUZIN|D|-32|1.05|1.2|1.25|1.325|1.475|0|0|0|0|0|0|6.3
ANDREJ_MESZAROS|D|19|0|0|0.9842|0.9842|0.9842|2.5|3.25|4|4|4.75|5.5|26.9526
ANDREJ_SEKERA|D|-17|0|0|0|0|0.658|0.659|0.75|1.25|4.25|3.25|1.75|12.567
ANDREW_ALBERTS|D|-113|0|0|0.8588|0.6613|1.1|1.4|0.8|1.3|1.225|1.225|0.6|9.1701
ANDREW_BODNARCHUK|D|-2|0|0|0|0|0|0|0|0|0|0.6|0|0.6
ANDREW_BRUNETTE|L|268|1.05|1.1|0.8|0.8|1.6|2.5|2.5|2|2|0|0|14.35
ANDREW_CASSELS|C|13|2.6|3.225|1.5|0|0|0|0|0|0|0|0|7.325
ANDREW_COGLIANO|C|-36|0|0|0|0|0.85|0.85|0.85|1|2.15|2.35|2.67|10.72
ANDREW_DESJARDINS|C|-11|0|0|0|0|0|0|0|0.5|0.54|0.64|0.75|2.43
ANDREW_EBBETT|C|7|0|0|0|0|0|0.475|0.5|0.6|0.525|0.6|0.55|3.25
ANDREW_FERENCE|D|-37|0.44|0.5|0.75|0.75|1.235|1.34|1.625|2.25|2.25|2.25|2.25|15.64
ANDREW_GORDON|R|-24|0|0|0|0|0|0|0|0|0|0.55|0.55|1.1
ANDREW_GREENE|D|1|0|0|0|0.85|0.6|0.6|0.725|0.75|2.5|0|3.25|9.275
ANDREW_HUTCHINSON|D|19|0|0|0|0.45|0|0.5|0.6|0|0|0|0|1.55
ANDREW_LADD|L|81|0|0|0|0.9842|0.9842|1.45|1.65|2.35|4|4.5|4.5|20.4184
ANDREW_MACDONALD|D|-14|0|0|0|0|0|0|0.5|0.5|0.55|0.575|0.575|2.7
ANDREW_MURRAY|C|-33|0|0|0|0|0.475|0.6|0.625|0.65|0.575|0.6|0|3.525
ANDREW_PETERS|L|-17|0|0|0.45|0.46|0.5|0.55|0.5|0.5|0|0|0|2.96
ANDREW_RAYCROFT|G|-44|0|0|1.35|1.8|2|0.8|0.5|0.7|0.6|0|0|7.75
ANDREW_SHAW|C|22|0|0|0|0|0|0|0|0|0|0.565|0.555|1.12
ANDY_BERENZWEIG|D|1|0.475|0|0|0|0|0|0|0|0|0|0|0.475
ANDY_DELMORE|D|21|0.9|0|0.45|0|0|0|0|0|0|0|0|1.35
ANDY_HILBERT|C|-32|0|0|0|0.45|0.65|0.7|0|0|0|0|0|1.8
ANDY_MCDONALD|C|233|0.575|0.65|0.627|3.333333|3.333333|3.333333|5.2|5.2|4.2|4.2|0|30.651999
ANDY_MIELE|C|-2|0|0|0|0|0|0|0|0|0.9|0.851|0|1.751
ANDY_SUTTON|D|-140|0.575|0.775|1.8|2|2.5|3|3.5|2|2.25|1.5|0|19.9
ANSON_CARTER|R|63|2.4|2.8|1|2.5|0|0|0|0|0|0|0|8.7
ANSSI_SALMELA|D|-11|0|0|0|0|0|0|6|0.625|0|0|0|6.625
ANTERO_NIITTYMAKI|G|-37|0|0|0.45|1|1.075|1.375|0.6|2|2|0|0|8.5
ANTHONY_PELUSO|R|1|0|0|0|0|0|0|0|0|0|0.605|0.55|1.155
ANTHONY_STEWART|R|-7|0|0|0.646|0|0.475|0.5225|0|0|0.8|1|0|3.4435
ANTOINE_ROUSSEL|L|1|0|0|0|0|0|0|0|0|0|0.6|0.625|1.225
ANTOINE_VERMETTE|C|-83|0|0|0.5643|0.925|1.075|2.525|3|3.75|3.75|3.75|3.75|23.0893
ANTON_BABCHUK|D|57|0|0|0|0.9006|0|1|0|1.4|2.5|2.5|0|8.3006
ANTON_KHUDOBIN|G|16|0|0|0|0|0|0|0|0|0.95|0.8|0|1.75
ANTON_LANDER|C|-25|0|0|0|0|0|0|0|0|0|0.9|0.9|1.8
ANTON_STRALMAN|D|48|0|0|0|0|0.565|0|0.665|1.95|0|1.6|1.8|6.58
ANTON_VOLCHENKOV|D|-122|0|0|1.1|1.5|2.1|2.2|3.2|4.25|4.25|4.25|4.25|27.1
ANTTI_LAAKSONEN|L|-95|0.75|0.95|0.646|0.684|0|0|0|0|0|0|0|3.03
ANTTI_MIETTINEN|R|71|0|0|0.45|0.45|0.885|2|2.5|2.5|0|1.5|0|10.285
ANTTI_NIEMI|G|84|0|0|0|0|0|0|0.826875|2|3.2|4|4|14.026875
ANZE_KOPITAR|C|185|0|0|0|0.85|0.85|0.765|6|6|6.4|6.5|7.5|34.865
ARRON_ASHAM|R|-12|0.4235|0|0.627|0.95|0.7|0.64|0.64|0.7|0.775|1|1|7.4555
ARTEM_ANISIMOV|C|28|0|0|0|0|0|0|0.85|0.765|0|1.875|2.75|6.24
ARTEM_CHUBAROV|C|-23|0.77|0.847|0|0|0|0|0|0|0|0|0|1.617
ARTURS_IRBE|G|-13|2.5|2.7|0|0|0|0|0|0|0|0|0|5.2
AUSTIN_WATSON|L|-2|0|0|0|0|0|0|0|0|0|0.9|0.9|1.8
B.J._CROMBEEN|R|-70|0|0|0|0|0|0.55|0.86|0.885|0.95|1.05|1.15|5.445
BARRET_JACKMAN|D|-166|0.5|0|1.14|1.482|2.2|2.5|4.5|4|3.5|3|3.25|26.072
BARRY_TALLACKSON|R|-1|0|0|0.51|0|0|0|0|0|0|0|0|0.51
BATES_BATTAGLIA|L|-21|0.85|0.935|0|0.5|0.625|0|0|0|0|0|0|2.91
BEAU_BENNETT|R|21|0|0|0|0|0|0|0|0|0|0.9|0.9|1.8
BEN_BISHOP|G|-1|0|0|0|0|0|0|0|0|0|0.65|0|0.65
BEN_CLYMER|R|-10|0.715|0.79|0.6625|0.85|0|0|0|0|0|0|0|3.0175
BEN_EAGER|L|-16|0|0|0|0.646|0.55|0.65|0.965|0.965|1|1.1|1.2|7.076
BEN_GUITE|R|-60|0|0|0|0.45|0.475|0.475|0|0|0|0|0|1.4
BEN_HOLMSTROM|C|-2|0|0|0|0|0|0|0|0|0.625|0.55|0.6|1.775
BEN_LOVEJOY|D|22|0|0|0|0|0|0|0.5|0.525|0.525|0.525|1|3.075
BEN_MAXWELL|C|-8|0|0|0|0|0|0.685|0|0|0.715|0.65|0|2.05
BEN_SCRIVENS|G|-15|0|0|0|0|0|0|0|0.69|0.6|0.6|0.625|2.515
BEN_SMITH|R|-6|0|0|0|0|0|0|0|0|0.605|0.55|0.575|1.73
BEN_STREET|C|-1|0|0|0|0|0|0|0|0|0|0.55|0.6|1.15
BEN_WALTER|C|-1|0|0|0|0|0|0.55|0|0|0|0.525|0|1.075
BENN_FERRIERO|R|14|0|0|0|0|0|0|0.635|0.635|0.605|0.7|0.55|3.125
BENOIT_POULIOT|L|68|0|0|0|0|0|0.85|0.80325|1.35|1.1|1.8|1.3|7.20325
BILL_GUERIN|R|217|8.73289063|8.866445|6.738498|2|4.5|4.5|2|0|0|0|0|37.33783363
BILL_HOULDER|D|-30|1.25|0|0|0|0|0|0|0|0|0|0|1.25
BILL_LINDSAY|L|-6|7|0|0|0|0|0|0|0|0|0|0|7
BILL_MUCKALT|R|-4|0.75|0.8|0|0|0|0|0|0|0|0|0|1.55
BILL_SWEATT|L|-1|0|0|0|0|0|0|0|0|0|0.9|0|0.9
BILL_THOMAS|R|-2|0|0|0|0|0|0|0|0|0|0.55|0|0.55
BLAIR_BETTS|C|-180|0|0|0.5|0.55|0.615|0.615|0.55|0.7|0.7|0|0|4.23
BLAIR_JONES|C|-21|0|0|0|0.485|0|0|0|0|0.525|0.65|0.65|2.31
BLAKE_COMEAU|L|-58|0|0|0|0|0.7|0.735|0.5|0.8|2.5|1.25|1|7.485
BLAKE_GEOFFRION|C|4|0|0|0|0|0|0|0|0|0|0.803|0|0.803
BLAKE_SLOAN|R|-18|0.45|0|0|0|0|0|0|0|0|0|0|0.45
BLAKE_WHEELER|R|65|0|0|0|0|0|0.875|0.875|2.2|2.45|2.65|4.6|13.65
BOB_BOUGHNER|D|-26|2.3|2.3|0.95|0|0|0|0|0|0|0|0|5.55
BOBBY_ALLEN|D|-5|0|0|0|0.45|0.5|0|0|0|0|0|0|0.95
BOBBY_BUTLER|R|2|0|0|0|0|0|0|0|0.9|0|0.075|0.2|1.175
BOBBY_RYAN|R|149|0|0|0|0|0.85|0.85|0.765|3.25|5.562|5.562|5.562|22.401
BOBBY_SANGUINETTI|D|-8|0|0|0|0|0|0|0|0|0|0.7|0|0.7
BORIS_MIRONOV|D|-13|3.3|1.925|0|0|0|0|0|0|0|0|0|5.225
BORIS_VALABIK|D|-32|0|0|0|0|0|0.925|0.725|0.8|0|0|0|2.45
BOYD_DEVEREAUX|C|-57|1.4|1.6|0.57|0.45|0.55|0.6|0|0|0|0|0|5.17
BOYD_GORDON|C|-225|0|0.5|0.9006|0.65|0.65|0.725|0.76125|0.8|1.3|1.35|3|10.63685
BOYD_KANE|L|-4|0|0|0|0.45|0|0|0|0|0|0|0|0.45
BRACKEN_KEARNS|C|-1|0|0|0|0|0|0|0|0|0.7|0.55|0|1.25
BRAD_BOMBARDIR|D|-33|0.775|0.825|0|0|0|0|0|0|0|0|0|1.6
BRAD_BOYES|R|173|0|0|0.6|1.4|1.6|2.5|5|4.5|4|1|1|21.6
BRAD_BROWN|D|-4|0.75|0|0.45|0|0|0|0|0|0|0|0|1.2
BRAD_FERENCE|D|-36|0.975|1.32|0.6|0|0|0|0|0|0|0|0|2.895
BRAD_ISBISTER|L|6|1.8|1.925|1.102|0.6|0.525|0|0|0|0|0|0|5.952
BRAD_LARSEN|L|-95|0.5|0|0.485|0.485|0.51|0.56|0|0|0|0|0|2.54
BRAD_LUKOWICH|D|-84|0.825|1.1|1|1|1.25|1.65|1.8|1|0|0|0|9.625
BRAD_MALONE|C|-7|0|0|0|0|0|0|0|0|0|0.787|0.735|1.522
BRAD_MARCHAND|C|96|0|0|0|0|0|0|0|0.6|2|3|4|9.6
BRAD_MAY|L|-21|1.2|1.1|0.65|0.7|0.6|0.6|0.5|0|0|0|0|5.35
BRAD_NORTON|D|-11|0.45|0.475|0|0|0.475|0|0|0|0|0|0|1.4
BRAD_RICHARDS|C|161|0.975|2.4|3.401|7.8|7.8|7.8|7.8|7.8|12|12|9|78.776
BRAD_RICHARDSON|R|-85|0|0|0|0.55|0|0.575|0.6|0.9|1|1.35|1.15|6.125
BRAD_STAUBITZ|R|-8|0|0|0|0|0|0|0.5|0.55|0.6|0.625|0.65|2.925
BRAD_STUART|D|-170|0|1.75|1.9|2.4|3.5|3.75|3.75|3.75|3.75|3.6|3.6|31.75
BRAD_TAPPER|R|5|0.975|0|0|0|0|0|0|0|0|0|0|0.975
BRAD_THIESSEN|G|2|0|0|0|0|0|0|0|0.6625|0|0.525|0|1.1875
BRAD_WINCHESTER|L|-20|0|0|0.45|0.5|0.475|0.6|0.8|0.7|0|0|0.55|4.075
BRADEN_HOLTBY|G|37|0|0|0|0|0|0|0|0|0.55|0.6|1.7|2.85
BRANDON_BOCHENSKI|R|18|0|0|0.602|0.5|0.6|0|0.55|0|0|0|0|2.252
BRANDON_BOLLIG|L|-4|0|0|0|0|0|0|0|0|0|0.575|0.575|1.15
BRANDON_DUBINSKY|C|65|0|0|0|0|0.645|0.635|1.7|2|3.75|3.75|4.65|17.13
BRANDON_MANNING|D|5|0|0|0|0|0|0|0|0|0|0.74|6.75|7.49
BRANDON_MASHINTER|L|-4|0|0|0|0|0|0|0|0|0.5875|0.55|0.605|1.7425
BRANDON_MCMILLAN|C|-38|0|0|0|0|0|0|0|0|0.665|0.733|0.71|2.108
BRANDON_NOLAN|C|-2|0|0|0|0|0.475|0|0|0|0|0|0|0.475
BRANDON_PIRRI|C|0|0|0|0|0|0|0|0|0|0.615|0.64|0.6|1.855
BRANDON_PRUST|L|-19|0|0|0|0.525|0|0.475|0.525|0|0.8|3|2.5|7.825
BRANDON_SAAD|L|20|0|0|0|0|0|0|0|0|0|0.618|0.843|1.461
BRANDON_SEGAL|R|4|0|0|0|0|0|0|0|0.55|0.525|0.55|0.55|2.175
BRANDON_SUTTER|C|-41|0|0|0|0|0|0.875|0.875|0.875|1.5|2|2.7|8.825
BRANDON_YIP|R|-14|0|0|0|0|0|0|0|0.7|0.75|0.75|0.675|2.875
BRANISLAV_MEZEI|D|-44|1.025|0.825|1.026|0.8|0.85|0|0|0|0|0|0|4.526
BRANKO_RADIVOJEVIC|R|-38|0.725|0.825|0.55176|0.6|0.68|0|0|0|0|0|0|3.38176
BRAYDEN_MCNABB|D|-2|0|0|0|0|0|0|0|0|0|0.69|0.84|1.53
BRAYDEN_SCHENN|C|8|0|0|0|0|0|0|0|0|0|0.9|0.81|1.71
BRAYDON_COBURN|D|-34|0|0|0|0.4712|0.9424|1.2|1.4|3|3.4|4|5.5|19.9136
BRENDAN_BELL|D|-3|0|0|0|0.45|0.495|0.5|0|0|0|0|0|1.445
BRENDAN_GALLAGHER|R|13|0|0|0|0|0|0|0|0|0|0.69|0.715|1.405
BRENDAN_MIKKELSON|D|-17|0|0|0|0|0|0|0|0|0.721875|0.6|0.55|1.871875
BRENDAN_MORRISON|C|179|2.15|2.45|3.2|3.2|3.2|2.75|1.5|0|0.85|0|0|19.3
BRENDAN_SHANAHAN|L|184|6.5|6.5|2.28|4|2.5|0.8|1|0|0|0|0|23.58
BRENDAN_SMITH|D|-7|0|0|0|0|0|0|0|0|0.875|0.875|1.25|3
BRENDAN_WITT|D|-285|1.65|1.75|1.672|2.5|2.8|3|3.5|3|0|0|0|19.872
BRENDEN_DILLON|D|-15|0|0|0|0|0|0|0|0|0|0.69|0.9|1.59
BRENDEN_MORROW|L|205|1|1.4|1.9|2.2|2.2|4.1|4.1|4.1|4.1|4.1|1.5|30.7
BRENDON_NASH|D|-1|0|0|0|0|0|0|0|0|0|0.575|0|0.575
BRENT_BURNS|D|56|0|0|0.836|0.775|0.875|3|3.4|3.8|4|5.76|5.76|28.206
BRENT_GILCHRIST|L|-13|0.575|0|0|0|0|0|0|0|0|0|0|0.575
BRENT_JOHNSON|G|-32|0.7|1.1|0.525|0.575|0.8|0.825|0.525|0.6|0.6|0|0|6.25
BRENT_SEABROOK|D|34|0|0|0.9424|0.9424|0.9424|3.5|3.5|3.5|7|7|5|32.3272
BRENT_SOPEL|D|-36|0.55|0.875|2.4|2.4|1.36|2.5|2.5|2|0|0|0|14.585
BRET_HEDICAN|D|-42|3.2|3.2|2.432|2.432|2.432|0.8705|0|0|0|0|0|14.5665
BRETT_BELLEMORE|D|-3|0|0|0|0|0|0|0|0|0|0.525|0|0.525
BRETT_BULMER|R|1|0|0|0|0|0|0|0|0|0|0.74|0.79|1.53
BRETT_CARSON|D|1|0|0|0|0|0|0|0|0.5|0.55|0.6|0|1.65
BRETT_CLARK|D|-78|0|0|0.45|1.5|1.5|3.5|3.5|1.5|1.3|0|0|13.25
BRETT_CONNOLLY|R|-6|0|0|0|0|0|0|0|0|0|0.9|0.9|1.8
BRETT_FESTERLING|D|-10|0|0|0|0|0|0.475|0|0.525|0|0|0|1
BRETT_HULL|R|59|5.5|5|1.691|0|0|0|0|0|0|0|0|12.191
BRETT_LEBDA|D|34|0|0|0|0.55|0.55|0.65|0.85|1.5|0|0.467|0|4.567
BRETT_MACLEAN|L|3|0|0|0|0|0|0|0|0|0.735|0|0|0.735
BRETT_MCLEAN|C|-21|0|0|0.45|0.75|1.7|1.7|1.7|0|0|0|0|6.3
BRETT_SUTTER|L|-10|0|0|0|0|0|0|0|0|0|0.55|0.6|1.15
BRIAN_BOUCHER|G|-87|2|2|0.9|0.475|0|0.65|0.925|0.925|0.9|1|0|9.775
BRIAN_BOYLE|C|-47|0|0|0|0|0|0|0.5|0.55|1.6|1.7|1.8|6.15
BRIAN_CAMPBELL|D|288|0.45|0.55|0.4598|1.25|1.75|7.142857|7.142857|7.142857|7.142857|7.14|7.14|47.311228
BRIAN_ELLIOTT|G|-43|0|0|0|0|0|0|0|0.9|0.6|1.7|1.9|5.1
BRIAN_FAHEY|D|-1|0|0|0|0|0|0|0|0.5|0|0|0|0.5
BRIAN_FLYNN|C|3|0|0|0|0|0|0|0|0|0|0.925|0|0.925
BRIAN_FOSTER|G|1|0|0|0|0|0|0|0|0|0|0.578|0|0.578
BRIAN_GIONTA|R|135|0.72|0.65|0.627|4|4|4|5|5|5|5|5|38.997
BRIAN_HOLZINGER|C|-53|1.25|1.05|0|0|0|0|0|0|0|0|0|2.3
BRIAN_LASHOFF|D|-21|0|0|0|0|0|0|0|0|0|0.525|0.65|1.175
BRIAN_LEE|D|-52|0|0|0|0|0|0|0|0.825|0.925|1|1.3|4.05
BRIAN_LEETCH|D|17|9.68|6.6|4|0|0|0|0|0|0|0|0|20.28
BRIAN_MCGRATTAN|R|-6|0|0|0.45|0.5|0.55|0.605|0.547|0|0|0.6|0.75|4.002
BRIAN_POTHIER|D|65|0|0.525|0.532|2.5|2.5|2.5|2.5|0|0|0|0|11.057
BRIAN_RAFALSKI|D|316|2.5|3|4.2|4.2|6|6|6|6|0|0|0|37.9
BRIAN_ROLSTON|R|158|2.2|3.175|2.432|2.432|2.432|5.25|5|5|5|0|0|32.921
BRIAN_SAVAGE|L|-17|3.25|3.25|0.5|0|0|0|0|0|0|0|0|7
BRIAN_STRAIT|D|1|0|0|0|0|0|0|0|0|0|0.605|0.625|1.23
BRIAN_SUTHERBY|C|-102|0|0.825|0.6479|0.8|0.8|0.7|0.775|0.85|0|0|0|5.3979
BRIAN_WILLSIE|R|-36|0|0.55|0.45|0.8|0.9|0.6|0.6|0|0|0|0|3.9
BROCK_NELSON|C|-1|0|0|0|0|0|0|0|0|0|0.9|0.9|1.8
BROOKS_LAICH|C|8|0|0|0.57|0.6061|0.725|1.7|2.1|2.4|6.5|4|4|22.6011
BROOKS_ORPIK|D|-126|0|0|0.65|1|1.075|3.75|3.75|3.75|3.75|3.75|3.75|25.225
BRUNO_GERVAIS|D|-129|0|0|0|0.45|0.475|0.5225|0.8|0.9|0.525|0.825|0.825|5.3225
BRYAN_ALLEN|D|-153|0.975|0|0.941441|1.55|2.25|3|3|3.1|3.15|3.5|3.5|24.966441
BRYAN_BERARD|D|23|0.85|2.51|2|2.5|0.725|0|0|0|0|0|0|8.585
BRYAN_BICKELL|L|47|0|0|0|0|0|0|0.5|0.5|0.525|0.6|3|5.125
BRYAN_LITTLE|R|73|0|0|0|0|0.85|0.85|0.85|1.65|2.5|3|4|13.7
BRYAN_MARCHMENT|D|-5|3|2|0.456|0|0|0|0|0|0|0|0|5.456
BRYAN_MCCABE|D|162|2.85|3.5|3.458|7.15|7.15|6.15|4.15|4.15|0|0|0|38.558
BRYAN_MUIR|D|33|0.5|0|0|0.6|0|0|0|0|0|0|0|1.1
BRYAN_SMOLINSKI|C|61|2.4|2.65|2.242|1.52|2|0|0|0|0|0|0|10.812
BRYAN_YOUNG|D|-7|0|0|0|0.52|0|0|0|0|0|0|0|0.52
BRYCE_SALVADOR|D|-215|0.52|1.2|1.3|1.4|1.5|2.9|2.9|2.9|2.9|3|3.25|23.77
BURKE_HENRY|D|-12|0|0.5|0|0|0|0|0|0|0|0|0|0.5
BYRON_BITZ|R|-10|0|0|0|0|0|0.675|0.675|0.7|0.7|0|0|2.75
BYRON_DAFOE|G|-35|3.4|3.5|0|0|0|0|0|0|0|0|0|6.9
BYRON_RITCHIE|C|-57|0|0.475|0.45|0.45|0.675|0|0|0|0|0|0|2.05
CADE_FAIRCHILD|D|-1|0|0|0|0|0|0|0|0|0|0.637|0.605|1.242
