Name|Salary.0203|Salary.0304|Salary.0506|Salary.0607|Salary.0708|Salary.0809|Salary.0910|Salary.1011|Salary.1112|Salary.1213|Salary.1314|Total
LADISLAV_SMID|0|0|0|0.9842|0.720759|0.952381|1.2|1.4|2.25|2.25|3|12.75734
LANCE_BOUMA|0|0|0|0|0|0|0|0|0|0.525|0|0.525
LANCE_PITLICK|2|0|0|0|0|0|0|0|0|0|0|2
LANCE_WARD|0.425|0|0|0|0|0|0|0|0|0|0|0.425
LANDON_FERRARO|0|0|0|0|0|0|0|0|0|0.715|0.675|1.39
LANDON_WILSON|0.667435|0.735|0|0|0|0.55|0|0|0|0|0|1.952435
LANE_MACDERMID|0|0|0|0|0|0|0|0|0|0.6|0.66|1.26
LARS_ELLER|0|0|0|0|0|0|0|0|0.7875|1.15|1.5|3.4375
LASSE_KUKKONEN|0|0|0|0.675|0.85|0.9|0|0|0|0|0|2.425
LASSE_PIRJETA|0.5|0.55|0.456|0|0|0|0|0|0|0|0|1.506
LAURI_KORPIKOSKI|0|0|0|0|0|0.9842|0.65|0.75|1.75|1.85|2|7.9842
LAWRENCE THOMAS_MURPHY|1.6|0|0|0|0|0|0|0|0|0|0|1.6
LAWRENCE_NYCHOLAT|0|0|0|0.475|0|0.6|0.5|0|0|0|0|1.575
LEE_STEMPNIAK|0|0|0.585|0.45|1.5|2.5|3.5|0|2.3|2.25|2.75|15.835
LEE_SWEATT|0|0|0|0|0|0|0|0|0.625|0|0|0.625
LELAND_IRVING|0|0|0|0|0|0|0|0|0|0.688|0|0.688
LENNART_PETRELL|0|0|0|0|0|0|0|0|0|0.825|0|0.825
LEO_KOMAROV|0|0|0|0|0|0|0|0|0|0.85|0|0.85
LIAM_REDDOX|0|0|0|0|0|0.515|0.515|0|0|0|0|1.03
LINDEN_VEY|0|0|0|0|0|0|0|0|0|0.79|0.79|1.58
LINUS_OMARK|0|0|0|0|0|0|0|0.875|0.875|0|0|1.75
LOGAN_COUTURE|0|0|0|0|0|0|0.875|0.7875|0.7875|2.75|3|8.2
LOGAN_KOOPMANS|0|0|0|0|0.495|0|0|0|0|0|0|0.495
LOGAN_PYETT|0|0|0|0|0|0|0|0.685|0|0.6|0|1.285
LOUI_ERIKSSON|0|0|0|0.65|0.65|1.5|1.7|3.2|4.1|4.6|4.6|21
LOUIE_CAPORUSSO|0|0|0|0|0|0|0|0|0|0.565|0|0.565
LOUIS_BOILEAU-DOMINGUE|0|0|0|0|0|0|0|0|0|0.58|0.58|1.16
LOUIS_LEBLANC|0|0|0|0|0|0|0|0|0|0.9|0.81|1.71
LOUIS-MARC_AUBRY|0|0|0|0|0|0|0|0|0|0.615|0.55|1.165
LUBOMIR_SEKERAS|0.775|0|0|0|0|0|0|0|0|0|0|0.775
LUBOMIR_VISNOVSKY|0|0|1.52|1.9|2.052|7|7|6|5|3|3.5|36.972
LUBOS_BARTECKO|0.575|0|0|0|0|0|0|0|0|0|0|0.575
LUC_ROBITAILLE|4|1.15|1|0|0|0|0|0|0|0|0|6.15
LUCA_CAPUTI|0|0|0|0|0|0|0|0.585|0|0|0|0.585
LUCA_SBISA|0|0|0|0|0|0.875|0.875|0|1.2|2|2.6|7.55
LUDVIK_BYSTROM|0|0|0|0|0|0|0|0|0|0.792|0.792|1.584
LUKAS_KRAJICEK|0|0|0.551|0.625|1.1|1.1|1.475|0|0|0|0|4.851
LUKE_ADAM|0|0|0|0|0|0|0|0|0|0.787|0|0.787
LUKE_GAZDIC|0|0|0|0|0|0|0|0|0|0.578|0.635|1.213
LUKE_PITHER|0|0|0|0|0|0|0|0|0|0.6|0|0.6
LUKE_RICHARDSON|2.75|2.75|2.09|0.5|0.5|0|0|0|0|0|0|8.59
LUKE_SCHENN|0|0|0|0|0|0.875|0.875|0.875|0|3.35|3.35|9.325
LUKE_WALKER|0|0|0|0|0|0|0|0|0|0.575|0|0.575
LYLE_ODELEIN|2.5|0.65|0.5|0|0|0|0|0|0|0|0|3.65
LYNN_LOYNS|0.41|0.43|0.45|0|0|0|0|0|0|0|0|1.29
MACMILLIAN_CARRUTH|0|0|0|0|0|0|0|0|0|0.6|0.6|1.2
MAGNUS_ARVEDSON|1.65|1.5|0|0|0|0|0|0|0|0|0|3.15
MAGNUS_HELLBERG|0|0|0|0|0|0|0|0|0|0.682|0.818|1.5
MAGNUS_JOHANSSON|0|0|0|0|0.7|0|0|0|0|0|0|0.7
MAGNUS_PAAJARVI|0|0|0|0|0|0|0|0.9|0.9|0.9|0|2.7
MANNY_FERNANDEZ|1.6|2.2|1.672|3.75|4.5|4.75|0|0|0|0|0|18.472
MANNY_LEGACE|0.9|1.1|1.1628|1.4|1.8|2.5|0.5|0|0|0|0|9.3628
MANNY_MALHOTRA|0.95|1.05|0.57|0.9|1.2|1.5|0.7|2.5|2.5|2.5|0|14.37
MARC_BERGEVIN|0.4|0.4|0|0|0|0|0|0|0|0|0|0.8
MARC_CANTIN|0|0|0|0|0|0|0|0|0|0.625|0.625|1.25
MARC_CHEVERIE|0|0|0|0|0|0|0|0.8|0|0|0|0.8
MARC_CHOUINARD|0.375|0.4|0.65|1.1|0|0|0|0|0|0|0|2.525
MARC_DENIS|0.95|0|1.672|2.8|0|0|0|0|0|0|0|5.422
MARC_METHOT|0|0|0|0.575|0.475|0.5225|0.975|1.05|2.25|2.75|3.25|11.8475
MARC_SAVARD|1.3|2|2.28|5|5|5|5|7|7|6.5|5|51.08
MARC_STAAL|0|0|0|0|0.85|0.765|0.765|0|3.675|3.775|3.875|13.705
MARC-ANDRE_BERGERON|0|0|0.608|0.969|1.197|1.691|0.75|0|1|1|0|7.215
MARC-ANDRE_CLICHE|0|0|0|0|0|0.585|0|0|0|0.525|0.525|1.635
MARC-ANDRE_FLEURY|0|0|0|0.98952|1.6|3.5|3.5|5.5|5.5|5.5|5.75|31.83952
MARC-ANDRE_GRAGNANI|0|0|0|0|0|0|0|0|0.55|0.8|0|1.35
MARC-ANTOINE_POULIOT|0|0|0|0.9424|0|0.725|0.925|0|0.605|0|0|3.1974
MARC-EDOUARD_VLASIC|0|0|0|0.735|0.735|0.735|2.4|2.8|3.5|3.7|4.25|18.855
MARCEL_GOC|0|0|0.836|0.775|0.8|0.775|0.55|0.775|1.7|1.7|1.7|9.611
MARCEL_HOSSA|0|0|0|0.6|0.78|0|0|0|0|0|0|1.38
MARCEL_NOEBELS|0|0|0|0|0|0|0|0|0|0.627|0.703|1.33
MARCO_COUSINEAU|0|0|0|0|0|0|0|0|0|0.66|0|0.66
MARCO_SCANDELLA|0|0|0|0|0|0|0|0|0|0.61|0.9|1.51
MARCO_STURM|1.3|2|2|2.1|3.5|3.5|3.5|3.5|2.25|0|0|23.65
MARCUS_FOLIGNO|0|0|0|0|0|0|0|0|0|0.79|0.9|1.69
MARCUS_JOHANSSON|0|0|0|0|0|0|0|0|0.9|0.9|0|1.8
MARCUS_KRUGER|0|0|0|0|0|0|0|0|0.715|0.9|1.25|2.865
MARCUS_NILSON|0.925|1.1|1.368|1.368|1|0|0|0|0|0|0|5.761
MARCUS_RAGNARSSON|2.3|3.5|0|0|0|0|0|0|0|0|0|5.8
MAREK_HRIVIK|0|0|0|0|0|0|0|0|0|0.62|0.64|1.26
MAREK_MALIK|1.1|1.65|2.5|2.5|2.5|1.25|0|0|0|0|0|11.5
MAREK_SVATOS|0|0|0.45|1.05|1.2|1.75|2.35|0|0|0|0|6.8
MAREK_TVRDON|0|0|0|0|0|0|0|0|0|0.618|0.618|1.236
MAREK_VIEDENSKY|0|0|0|0|0|0|0|0|0.6|0.6|0|1.2
MAREK_ZIDLICKY|0|0|1.14|3.2|3.2|3.5|3.5|4|4|4|3|29.54
MARIAN_GABORIK|1.075|0|2.679|5|6.5|7.5|7.5|7.5|7.5|7.5|7.5|60.254
MARIAN_HOSSA|2.05|2.75|5|6|7|7.45|7.9|7.9|7.9|7.9|7.9|69.75
MARIO_LEMIEUX|5.25|5.25|3|0|0|0|0|0|0|0|0|13.5
MARIUSZ_CZERKAWSKI|2.6|0|0.5|0|0|0|0|0|0|0|0|3.1
MARK DOUGLAS_MESSIER|3.904585|3.904585|0|0|0|0|0|0|0|0|0|7.80917
MARK_ARCOBELLO|0|0|0|0|0|0|0|0|0|0.64|0|0.64
MARK_BARBERIO|0|0|0|0|0|0|0|0|0|0.6|0|0.6
MARK_BELL|0.975|1.0725|1.064|2|2|2.5|0|0|0|0|0|9.6115
MARK_BOROWIECKI|0|0|0|0|0|0|0|0|0|0.61|0|0.61
MARK_CUNDARI|0|0|0|0|0|0|0|0|0|0.55|0.6|1.15
MARK_DEKANICH|0|0|0|0|0|0|0|0|0|0.6|0|0.6
MARK_EATON|0.5|0.4|0.7|1.6|1.6|2|2|2|3|0|0|13.8
MARK_FAYNE|0|0|0|0|0|0|0|0|0.555|1.2|1.4|3.155
MARK_FISTRIC|0|0|0|0|0|0.65|0.75|1|1.25|1.475|0.9|6.025
MARK_FRASER|0|0|0|0|0|0|0.5|0.5|0.55|0.6|0|2.15
MARK_GIORDANO|0|0|0|0.45|0|0.6|1|1.075|4.6|3.5|4|15.225
MARK_HARTIGAN|1.0275|0|0|0|0|0|0|0|0|0|0|1.0275
MARK_LETESTU|0|0|0|0|0|0|0.5|0|0.65|0.6|1.2|2.95
MARK_LOUIS|0|0|0|0|0|0|0|0|0|0.565|0.55|1.115
MARK_MANCARI|0|0|0|0|0|0|0|0|0|0.55|0.6|1.15
MARK_MCNEILL|0|0|0|0|0|0|0|0|0|0.925|0.925|1.85
MARK_MOWERS|0|0|0.45|0.45|0|0|0|0|0|0|0|0.9
MARK_OLVER|0|0|0|0|0|0|0|0|0|0.55|0.65|1.2
MARK_OWUYA|0|0|0|0|0|0|0|0|0|0.9|0|0.9
MARK_PARRISH|2.05|2.35|1.9|2.25|2.65|0.5|0|0|0|0|0|11.7
MARK_POPOVIC|0|0|0|0|0.535|0|0.6|0|0|0|0|1.135
MARK_PYSYK|0|0|0|0|0|0|0|0|0|0.9|0.9|1.8
MARK_RECCHI|5|5|2.28|2.28|1.75|1.25|1|1|0|0|0|19.56
MARK_RYCROFT|0|0|0.45|0.55|0|0|0|0|0|0|0|1
MARK_SCHEIFELE|0|0|0|0|0|0|0|0|0|0.925|0.925|1.85
MARK_SMITH|0.4675|0.5|0.45|0.7|0.4875|0|0|0|0|0|0|2.605
MARK_STONE|0|0|0|0|0|0|0|0|0|0.605|0.63|1.235
MARK_STREIT|0|0|0.55|0.6|0.6|4.1|4.1|4.1|4.1|4.1|5|27.25
MARK_STUART|0|0|0|0.9424|0.9424|1.1|1.5|1.675|1.6|1.7|1.8|11.2598
MARK_VISENTIN|0|0|0|0|0|0|0|0|0|0.9|0.9|1.8
MARKUS_NASLUND|4.5|5.225|6|6|6|5|0|0|0|0|0|32.725
MARTIN_BIRON|1.9|2.2|2.128|2.128|3.5|3.5|1.4|0.95|0.8|1.3|1.3|21.106
MARTIN_BRODEUR|6.89110313|6.891103|5.237238|5.2|5.2|5.2|5.2|5.2|5.2|4|5|59.21944413
MARTIN_CIBAK|0|0|0.45|0|0|0|0|0|0|0|0|0.45
MARTIN_ERAT|0.55|0|0.875|1.6|1.75|3.5|5.25|5.25|6|5.5|3.75|34.025
MARTIN_FRK|0|0|0|0|0|0|0|0|0|0.642|0.718|1.36
MARTIN_GELINAS|1.5|2.4|0.925|0.975|1.25|0|0|0|0|0|0|7.05
MARTIN_GERBER|0.5|0.5|1.064|3.7|3.7|3.7|0|0|0|0|0|13.164
MARTIN_HANZAL|0|0|0|0|0.85|0.85|0.85|0|2.1|2.5|2.75|9.9
MARTIN_HAVLAT|0.96|0|2.6|6|6|6|4|5|5|5|5|45.56
MARTIN_JONES|0|0|0|0|0|0|0|0|0|0.525|0|0.525
MARTIN_LAPOINTE|5.25|5.5|2.4|2.4|2.4|0|0|0|0|0|0|17.95
MARTIN_MARINCIN|0|0|0|0|0|0|0|0|0|0.69|0.69|1.38
MARTIN_PRUSEK|0.45|0.625|0.625|0|0|0|0|0|0|0|0|1.7
MARTIN_RUCINSKY|3|1.65|3|1.75|3|0|0|0|0|0|0|12.4
MARTIN_SKOULA|1.1|1.35|1.525|1.625|1.7|1.9|0.575|0|0|0|0|9.775
MARTIN_ST. LOUIS|1|1.5|6.5|6|6|5|4|4|5.5|5.5|6.5|51.5
MARTIN_ST. PIERRE|0|0|0|0|0|0.5|0|0|0|0|0.55|1.05
MARTIN_STRAKA|4|4.35|3|3.1|3.3|0|0|0|0|0|0|17.75
MARTINS_KARSUMS|0|0|0|0|0|0.825|0|0|0|0|0|0.825
MARTY_MCINNIS|1.75|1.75|0|0|0|0|0|0|0|0|0|3.5
MARTY_MURRAY|0.6|0.65|0|0.45|0|0|0|0|0|0|0|1.7
MARTY_REASONER|0.85|0.85|0.65|0.95|0.95|1|1.1|1.2|1.3|1.4|0|10.25
MARTY_TURCO|0.85|3.648166|3.161795|6|5.7|5.7|5.4|1.3|0|0|0|31.759961
MASON_RAYMOND|0|0|0|0|0.635|0.685|0.76|0|2.6|2.275|0|6.955
MATEJ_STRANSKY|0|0|0|0|0|0|0|0|0|0.598|0.625|1.223
MATHEW_DUMBA|0|0|0|0|0|0|0|0|0|0.925|0.925|1.85
MATHIAS_TJARNQVIST|0|0|0.45|0.45|0.475|0|0|0|0|0|0|1.375
MATHIEU_BEAUDOIN|0|0|0|0|0|0|0|0|0.525|0|0|0.525
MATHIEU_BIRON|0.975|0.5|0.35112|0|0|0|0|0|0|0|0|1.82612
MATHIEU_BRODEUR|0|0|0|0|0|0|0|0|0|0.62|0.605|1.225
MATHIEU_CARLE|0|0|0|0|0|0|0.685|0|0|0|0|0.685
MATHIEU_DANDENAULT|1.2625|1.45|1.7|1.7|1.75|1.75|0|0|0|0|0|9.6125
MATHIEU_DARCHE|0|0|0|0|0.475|0|0|0.5|0.7|0|0|1.675
MATHIEU_GARON|0.9075|1|1.216|1.216|1.2|1|1.2|1.2|1.35|1.3|0|11.5895
MATHIEU_PERREAULT|0|0|0|0|0|0|0|0|0.525|1|1.1|2.625
MATHIEU_ROY|0|0|0|0.475|0|0|0|0|0.6|0|0|1.075
MATHIEU_SCHNEIDER|3.5|3.75|3.3|3.3|5.5|5.75|1.55|0|0|0|0|26.65
MATHIEU_TOUSIGNANT|0|0|0|0|0|0|0|0|0|0.57|0|0.57
MATHIS_OLIMB|0|0|0|0|0|0|0|0.6|0|0|0|0.6
MATS_LINDGREN|0.7975|0.55|0|0|0|0|0|0|0|0|0|1.3475
MATS_SUNDIN|9|9|6.84|7.6|5.5|5.6265|0|0|0|0|0|43.5665
MATT_BARTKOWSKI|0|0|0|0|0|0|0|0|0.685|0.66|6.5|7.845
MATT_BELESKEY|0|0|0|0|0|0|0|0.62|0.625|0.85|1.3|3.395
MATT_BRADLEY|0.4675|0.515|0.475|0.7|0.7|1|1|1|0.9|0.283|0.333|7.3735
MATT_CALVERT|0|0|0|0|0|0|0|0|0.7125|0.738|0|1.4505
MATT_CARKNER|0|0|0|0|0|0|0.5|0.7|0.7|1.5|1.5|4.9
MATT_CLARK|0|0|0|0|0|0|0|0|0|0.78|0|0.78
MATT_CLIMIE|0|0|0|0|0|0|0|0|0.525|0|0|0.525
MATT_COOKE|0.45|0.525|1.5|1.5|1.525|1.2|1.2|2.15|2|1.25|1.5|14.8
MATT_CULLEN|1.5|1.75|0.6688|3.1|2.8|2.8|2.8|3.5|3.5|3.5|3|28.9188
MATT_D'AGOSTINI|0|0|0|0|0|0.508|0.5|0|1.5|1.8|0.55|4.858
MATT_DAVIDSON|0.45254|0|0|0|0|0|0|0|0|0|0|0.45254
MATT_DONOVAN|0|0|0|0|0|0|0|0|0|0.875|0.875|1.75
MATT_DUCHENE|0|0|0|0|0|0|0.9|0.9|0.9|3.25|3.75|9.7
MATT_ELLIS|0|0|0|0|0.475|0.475|0.5|0.625|0|0.525|0.55|3.15
MATT_ELLISON|0|0|0.583|0.5|0|0|0|0|0|0|0|1.083
MATT_FOY|0|0|0|0|0.506|0|0|0|0|0|0|0.506
MATT_FRASER|0|0|0|0|0|0|0|0|0|0.585|0.625|1.21
MATT_FRATTIN|0|0|0|0|0|0|0|0|0.875|0.9|0.95|2.725
MATT_GILROY|0|0|0|0|0|0|1.4|2.1|1|0|0.7|5.2
MATT_GREENE|0|0|0|0.855|1.05|1.25|2.75|2.75|3|3|3.25|17.905
MATT_HACKETT|0|0|0|0|0|0|0|0|0|0.74|0.715|1.455
MATT_HALISCHUK|0|0|0|0|0|0|0|0.6125|0|0.825|0.65|2.0875
MATT_HENDRICKS|0|0|0|0|0|0|0.5|0|0.85|0.8|1.85|4
MATT_HUNWICK|0|0|0|0|0|0.775|0|1.55|1.55|1.6|1.6|7.075
MATT_IRWIN|0|0|0|0|0|0|0|0|0.74|0.65|0.9|2.29
MATT_JOHNSON|1.05875|1.165|0.591698|0|0|0|0|0|0|0|0|2.815448
MATT_JONES|0|0|0|0.6|0.5225|0|0|0|0|0|0|1.1225
MATT_KASSIAN|0|0|0|0|0|0|0|0|0|0.55|0.6|1.15
MATT_KEITH|0|0.625|0|0.475|0|0|0|0|0|0|0|1.1
MATT_KENNEDY|0|0|0|0|0|0|0|0|0|0.575|0|0.575
MATT_LASHOFF|0|0|0|0|0.585|0.685|0|0.575|0.6|0|0|2.445
MATT_MACKENZIE|0|0|0|0|0|0|0|0|0|0.6|0.6|1.2
MATT_MANGENE|0|0|0|0|0|0|0|0|0|0.743|0.792|1.535
MATT_MARTIN|0|0|0|0|0|0|0|0|0.615|0.6|1|2.215
MATT_MOULSON|0|0|0|0|0|0|0.575|0|2.5|3|3.9|9.975
MATT_NISKANEN|0|0|0|0|0.585|0.635|0.805|1.25|1.75|2.1|2.5|9.625
MATT_PELECH|0|0|0|0|0|0|0|0|0|0.578|0.55|1.128
MATT_PETTINGER|0.6|0|0.45|0.9|1|1.1|0|0|0|0|0|4.05
MATT_PUEMPEL|0|0|0|0|0|0|0|0|0|0.925|0.925|1.85
MATT_READ|0|0|0|0|0|0|0|0|0|0.9|1|1.9
MATT_SMABY|0|0|0|0|0|0.825|0.5|0.55|0.6|0.65|0|3.125
MATT_STAJAN|0|0|0|0|0|0|0|0|0|2.5|2.5|5
MATT_TAORMINA|0|0|0|0|0|0|0|0|0.55|0.7|0|1.25
MATT_TENNYSON|0|0|0|0|0|0|0|0|0|0.925|0.925|1.85
MATT_WALKER|0|0.425|0.465|0.525|0.6|0.6|1.275|1.625|1.9|2|0|9.415
MATT_WATKINS|0|0|0|0|0|0|0|0|0|0.7|0|0.7
MATTHEW_ANDERSON|0|0|0|0|0|0|0|0|0|0.525|0|0.525
MATTHEW_BARNABY|1.575|1.5875|1.33|0.625|0|0|0|0|0|0|0|5.1175
MATTHEW_CARLE|0|0|0|0.9424|0.9424|2.95|3.5|3.5|3.8|5|5.75|26.3848
MATTHEW_CLACKSON|0|0|0|0|0|0|0|0|0|0.525|0|0.525
MATTHEW_CORRENTE|0|0|0|0|0|0|0.585|0.6|0.66|0.525|0.55|2.92
MATTHEW_FORD|0|0|0|0|0|0|0|0|0|0.6|0|0.6
MATTHEW_KONAN|0|0|0|0|0|0|0|0|0|0.642|0.718|1.36
MATTHEW_LOMBARDI|0|0|0.45|0.8|1.55|1.55|2.35|3.5|3.5|3.5|0|17.2
MATTHEW_SPILLER|0|0|0.722|0|0|0|0|0|0|0|0|0.722
MATTHEW_STAJAN|0|0.95|0.8056|0.8|0.95|1.75|1.75|3.5|4.5|3.5|3.5|22.0056
MATTIAS_EKHOLM|0|0|0|0|0|0|0|0|0|0.9|0.9|1.8
MATTIAS_LINDSTROM|0|0|0|0|0|0|0|0|0|0.575|0.6|1.175
MATTIAS_NORSTROM|2.5|4.5|2.66|4.25|4.25|0|0|0|0|0|0|18.16
MATTIAS_OHLUND|2.5|2.75|3.5|3.5|3.5|3.5|4|4|5.5|5|3.75|41.5
MATTIAS_RITOLA|0|0|0|0|0|0|0|0.5|0.525|0|0|1.025
MATTIAS_SJOGREN|0|0|0|0|0|0|0|0|0|0.9|0|0.9
MATTIAS_TEDENBY|0|0|0|0|0|0|0|0|0.875|0.875|0.6|2.35
MATTIAS_TIMANDER|0.1|1.2|0|0|0|0|0|0|0|0|0|1.3
MATTIAS_WEINHANDL|0|0|0.6|0|0|0|0|0|0|0|0|0.6
MAX_FRIBERG|0|0|0|0|0|0|0|0|0|0.618|0.787|1.405
MAX_NICASTRO|0|0|0|0|0|0|0|0|0|0.613|0.613|1.226
MAX_PACIORETTY|0|0|0|0|0|0|0.875|0.875|1.5|1.75|4|9
MAXIM_AFINOGENOV|1.1|1.3|1.0868|3|3.5|3.5|0.8|0|0|0|0|14.2868
MAXIM_GONCHAROV|0|0|0|0|0|0|0|0|0.875|0.875|0|1.75
MAXIM_KUZNETSOV|0.525|0.575|0|0|0|0|0|0|0|0|0|1.1
MAXIM_LAPIERRE|0|0|0|0.5625|0.5625|0.575|0.8|0.9|1|1|1|6.4
MAXIME_CLERMONT|0|0|0|0|0|0|0|0|0|0.56|0.56|1.12
MAXIME_FORTUNUS|0|0|0|0|0|0|0|0|0|0.65|0.65|1.3
MAXIME_LAGACE|0|0|0|0|0|0|0|0|0|0.56|0.56|1.12
MAXIME_MACENAUER|0|0|0|0|0|0|0|0|0|0.525|0|0.525
MAXIME_OUELLET|1.0245|0|0|0|0|0|0|0|0|0|0|1.0245
MAXIME_SAUVE|0|0|0|0|0|0|0|0.61875|0|0.6|0.6|1.81875
MAXIME_TALBOT|0|0|0.526|0.545|0.65|0.7|1.05|1.05|2.5|2.25|2|11.271
MAXWELL_REINHART|0|0|0|0|0|0|0|0|0|0.615|0.615|1.23
MICHAEL_ANGELIDIS|0|0|0|0|0|0|0|0|0.525|0|0|0.525
MICHAEL_BLUNDEN|0|0|0|0|0|0|0.735|0.59|0|0.575|0.55|2.45
MICHAEL_BOURNIVAL|0|0|0|0|0|0|0|0|0|0.64|0.69|1.33
MICHAEL_CARUSO|0|0|0|0|0|0|0|0|0|0.6|0|0.6
MICHAEL_CHAPUT|0|0|0|0|0|0|0|0|0|0.64|0.69|1.33
MICHAEL_DEL ZOTTO|0|0|0|0|0|0|0.875|0.875|0.875|0|2.9|5.525
MICHAEL_EASTWOOD|0.95|0.6|0|0|0|0|0|0|0|0|0|1.55
MICHAEL_FARRELL|0.45|0|0|0|0|0|0|0|0|0|0|0.45
MICHAEL_FERLAND|0|0|0|0|0|0|0|0|0|0.605|0.63|1.235
MICHAEL_FROLIK|0|0|0|0|0|0.85|0.85|0.85|3|2.1|1.9|9.55
MICHAEL_GRABNER|0|0|0|0|0|0|0|0.765|1|2|3|6.765
MICHAEL_GRIER|1.483625|1.632|1.3644|1.775|1.775|1.775|1.2|1.4|0|0|0|12.405025
MICHAEL_HALEY|0|0|0|0|0|0|0|0|0.55|0|0.6|1.15
MICHAEL_HOUSER|0|0|0|0|0|0|0|0|0|0.58|0.585|1.165
MICHAEL_HUTCHINSON|0|0|0|0|0|0|0|0|0|0.682|0|0.682
MICHAEL_KNUBLE|0.75|0.8|1.52|1.52|2.8|2.8|2.8|2.8|2|0.75|0|18.54
MICHAEL_KOMISAREK|0|1.13|0.90174|0.946827|1.5|1.9|4|6|5.5|3.5|3.5|28.878567
MICHAEL_KOSTKA|0|0|0|0|0|0|0|0|0|0.6|0.55|1.15
MICHAEL_LATTA|0|0|0|0|0|0|0|0|0|0.605|0.525|1.13
MICHAEL_LEE|0|0|0|0|0|0|0|0|0|0.615|0.615|1.23
MICHAEL_LEIGHTON|0|0.575|0|0.45|0.55|0.6|0.6|1.5|1.6|0.9|0|6.775
MICHAEL_MODANO|8.5|9|4.25|4.25|4.25|2.25|2.25|1.25|0|0|0|36
MICHAEL_NYLANDER|1.8|2.675|2.28|2.28|5.5|5.5|5.5|3|0|0|0|28.535
MICHAEL_PECA|3.25|4.25|3.99|2.5|1.315|1.315|0|0|0|0|0|16.62
MICHAEL_RUPP|0|0|0.57|0.45|0.5|0.5|0.8|0.85|1.7|1.6|1.2|8.17
MICHAEL_RYAN|0|0|0|0|0.475|0|0.5|0|0.525|0|0|1.5
MICHAEL_RYDER|0|0|1|2.2|2.95|4|4|4|3.5|3.5|3.5|28.65
MICHAEL_SANTORELLI|0|0|0|0|0.565|0.59|0.62|0.6|1.6|1.6|0.55|6.125
MICHAEL_SAUER|0|0|0|0|0|0|0|0|1.25|1.25|1.25|3.75
MICHAEL_SGARBOSSA|0|0|0|0|0|0|0|0|0|0.57|0.525|1.095
MICHAEL_SILLINGER|1.8|1.8|1.026|2.1|2.2|2.3|0|0|0|0|0|11.226
MICHAEL_SISLO|0|0|0|0|0|0|0|0|0|0.595|0.55|1.145
MICHAEL_STONE|0|0|0|0|0|0|0|0|0|0.575|0|0.575
MICHAEL_TESTWUIDE|0|0|0|0|0|0|0|0.64|0.64|0.525|0|1.805
MICHAEL_WEBER|0|0|0|0|0|0|0|0.55|0.9|1|1.5|3.95
MICHAEL_YORK|1.2|2|2.05|2.85|1|0.75|0|0|0|0|0|9.85
MICHAEL_ZIGOMANIS|0|0.45|0.45|0.45|0.65|0.65|0|0|0|0|0|2.65
MICHAL_BARINKA|0|0.6|0.621|0|0|0|0|0|0|0|0|1.221
MICHAL_GROSEK|0.65|0.6|0|0|0|0|0|0|0|0|0|1.25
MICHAL_HANDZUS|1.433333|1.533333|2.128|2.128|4|4|4|4|2.5|2.5|1|29.222666
MICHAL_JORDAN|0|0|0|0|0|0|0|0|0|0.632|0|0.632
MICHAL_NEUVIRTH|0|0|0|0|0|0|0|0|1.15|1.15|2.4|4.7
MICHAL_REPIK|0|0|0|0|0|0|0|0|0.6|0|0|0.6
MICHAL_ROZSIVAL|0.8|1|0.703|1.9|2.3|7|6|4|3|2|2.65|31.353
MICHEAL_HALEY|0|0|0|0|0|0|0|0|0|0.6|0.6|1.2
MICHEL_OUELLET|0|0|0|0.5|1.2|0|0|0|0|0|0|1.7
MIIKKA_KIPRUSOFF|0.8|0.88|2.9|3.5|3.6|8.5|7|7|6|5|1.5|46.68
MIKA_NORONEN|0.45|0.55|0.665|0|0|0|0|0|0|0|0|1.665
MIKA_PYORALA|0|0|0|0|0|0|0.5|0|0|0|0|0.5
MIKA_ZIBANEJAD|0|0|0|0|0|0|0|0|0|0.925|0.925|1.85
MIKAEL_BACKLUND|0|0|0|0|0|0|0.787|0.875|0.787|0.725|0|3.174
MIKAEL_GRANLUND|0|0|0|0|0|0|0|0|0|0.9|0.9|1.8
MIKAEL_HOLMQVIST|0|0|0.45|0.625|0|0|0|0|0|0|0|1.075
MIKAEL_RENBERG|2|2.2|0|0|0|0|0|0|0|0|0|4.2
MIKAEL_SAMUELSSON|0.5|0.55|0.5375|1.2|1.2|1.2|2.5|2.5|2.5|3|3|18.6875
MIKAEL_TELLQVIST|0|0|0.45|0.589|0.8|0.8|0|0|0|0|0|2.639
MIKE_ANGELIDIS|0|0|0|0|0|0|0|0|0|0.525|0|0.525
MIKE_BRODEUR|0|0|0|0|0|0|0|0.61|0|0|0|0.61
MIKE_BROWN|0|0|0.5|0|0.5|0.5225|0.5|0.575|0.76|0.725|0.725|4.8075
MIKE_CAMMALLERI|0|1.075|0.87585|1.7|3.1|3.6|5|5|6|7|7|40.35085
MIKE_CARMAN|0|0|0|0|0|0|0|0|0|0.525|0|0.525
MIKE_COMMODORE|0.77|0.515|0.45|1.2|1.3|4.3|3.8|3.8|1|0|1.142|18.277
MIKE_COMRIE|1.025|1.5|1.748|3|3.375|4|1.25|0.5|0|0|0|16.398
MIKE_CONNOLLY|0|0|0|0|0|0|0|0|0|0.74|0|0.74
MIKE_DANTON|0.525|0|0|0|0|0|0|0|0|0|0|0.525
