Name|Salary.0203|Salary.0304|Salary.0506|Salary.0607|Salary.0708|Salary.0809|Salary.0910|Salary.1011|Salary.1112|Salary.1213|Salary.1314|Total
MIKE_DUNHAM|2.8|3.3|0.75|0.5|0|0|0|0|0|0|0|7.35
MIKE_FISHER|0.75|0.9625|1.5|1.5|1.5|6|4|4|4|3|4.2|31.4125
MIKE_GREEN|0|0|0|0.825|0.85|6|5|5|5|6|6|34.675
MIKE_HALMO|0|0|0|0|0|0|0|0|0|0.743|0.925|1.668
MIKE_HOEFFEL|0|0|0|0|0|0|0|0|0|0.688|0.66|1.348
MIKE_HOFFMAN|0|0|0|0|0|0|0|0|0|0.66|0.66|1.32
MIKE_JOHNSON|1.55|2.3|1.672|1.9|0.755|0|0|0|0|0|0|8.177
MIKE_KEANE|1.5|2|0|0|0|0|0|0|0|0|0|3.5
MIKE_KOMISAREK|0|0|0|0|0|0|0|0|0|3.5|3.5|7
MIKE_LECLERC|0.9|1.4|1.14|0|0|0|0|0|0|0|0|3.44
MIKE_LUNDIN|0|0|0|0|0.6375|0|0|0|1|1.15|0|2.7875
MIKE_MCKENNA|0|0|0|0|0|0.475|0.5|0.5|0.55|0.525|0.595|3.145
MIKE_MOORE|0|0|0|0|0|0|0|0.5|0|0.55|0.55|1.6
MIKE_MORRIS|0|0|0|0|0.7306|0|0|0|0|0|0|0.7306
MIKE_MOTTAU|0|0|0|0|0.475|0.75|0.775|0|0.95|0|0.7|3.65
MIKE_PELUSO|0.4|0|0|0|0|0|0|0|0|0|0|0.4
MIKE_RATHJE|2.025|2.025|0.45|3.5|3.5|3.5|3.5|0|0|0|0|18.5
MIKE_RIBEIRO|0.7|0.847|1.178|1.9|2.8|5|5|5|5|5|4.5|36.925
MIKE_RICCI|2.5|3|1.52|1.52|0|0|0|0|0|0|0|8.54
MIKE_RICHARDS|0|0|0.9424|0.9424|0.9424|5.4|5.6|6.4|6.6|8.4|7.6|42.8272
MIKE_RICHTER|4|4|0|0|0|0|0|0|0|0|0|8
MIKE_SMITH|0|0|0|0.495|0.95|0.95|2|2.4|2|2|4|14.795
MIKE_VAN RYN|1.025|0|1.064|1.7|3.2|3.35|3.35|0|0|0|0|13.689
MIKE_VERNACE|0|0|0|0|0|0|0|0|0|0.525|0|0.525
MIKE_WEAVER|0|0|0.45|0.5|0.6|0.7|0.8|0.9|0.9|1.1|1.1|7.05
MIKHAIL_GRABOVSKI|0|0|0|0|0.7|0.85|2.75|2.85|3.1|6|6|22.25
MIKHAIL_GRIGORENKO|0|0|0|0|0|0|0|0|0|0.925|0.925|1.85
MIKHAIL_YAKUBOV|0|0.7125|0|0|0|0|0|0|0|0|0|0.7125
MIKKEL_BOEDKER|0|0|0|0|0|0.875|0.875|0.875|1|1.2|0|4.825
MIKKO_ELORANTA|0.667434|0|0|0|0|0|0|0|0|0|0|0.667434
MIKKO_KOIVU|0|0|0.858|0.9025|2.7|3.3|3.3|3.7|7.29|5.4|7.29|34.7405
MILAN_BARTOVIC|0|0.5|0.45|0|0|0|0|0|0|0|0|0.95
MILAN_HEJDUK|2.7|0|3.7|3.8|4|4|4|3|2.6|2|0|29.8
MILAN_HNILICKA|1.25|0|0|0|0|0|0|0|0|0|0|1.25
MILAN_JURCINA|0|0|0.513|0.5|0.85|0.9125|1.375|1|1.6|0|0|6.7505
MILAN_KRAFT|0.85|0|0|0|0|0|0|0|0|0|0|0.85
MILAN_LUCIC|0|0|0|0|0.585|0.585|0.685|4|4|4.25|5.5|19.605
MILAN_MICHALEK|0|0|0.4712|0.4712|0.9424|3|3.5|4.25|4.5|4.75|6|27.8848
MIROSLAV_SATAN|3.55|0|4.015|4.25|4.5|3.5|0|0|0|0|0|19.815
MITCH_WAHL|0|0|0|0|0|0|0|0|0|0.625|0|0.625
MITCHELL_CALLAHAN|0|0|0|0|0|0|0|0|0|0.565|0.525|1.09
MITCHELL_FRITZ|0|0|0|0|0|0.5|0|0|0|0|0|0.5
MORGAN_ELLIS|0|0|0|0|0|0|0|0|0|0.615|0.64|1.255
MORGAN_RIELLY|0|0|0|0|0|0|0|0|0|0.925|0.925|1.85
MURRAY_BARON|1.6|0|0|0|0|0|0|0|0|0|0|1.6
NAIL_YAKUPOV|0|0|0|0|0|0|0|0|0|0.925|0.925|1.85
NATE_GUENIN|0|0|0|0|0|0|0|0|0|0.525|0.6|1.125
NATE_PROSSER|0|0|0|0|0|0|0|0.65|0|0.8|0.85|2.3
NATE_THOMPSON|0|0|0|0|0|0.5|0.55|0|0.95|0.85|0|2.85
NATHAN_BEAULIEU|0|0|0|0|0|0|0|0|0|0.925|0.925|1.85
NATHAN_DEMPSEY|0.425|0.6|0.874|0|0|0|0|0|0|0|0|1.899
NATHAN_GERBE|0|0|0|0|0|0.85|0|0.85|1.25|1.25|1.85|6.05
NATHAN_GUENIN|0|0|0|0|0|0|0.5|0|0.525|0|0|1.025
NATHAN_HORTON|0|0|0.9424|1.1|3|3.5|3.5|4|4.5|5.5|5|31.0424
NATHAN_LAWSON|0|0|0|0|0|0|0|0|0|0.6|0.65|1.25
NATHAN_LIEUWEN|0|0|0|0|0|0|0|0|0|0.575|0.57|1.145
NATHAN_MCIVER|0|0|0|0|0.495|0.525|0|0|0|0.75|0|1.77
NATHAN_OYSTRICK|0|0|0|0|0|0.5775|0.5775|0.55|0|0|0|1.705
NATHAN_PAETSCH|0|0|0|0.495|0.7|0.8|1.05|0.525|0|0|0|3.57
NATHAN_PERROTT|0.4|0|0.45|0|0|0|0|0|0|0|0|0.85
NAZEM_KADRI|0|0|0|0|0|0|0|0|0.9|0.81|0|1.71
NELSON_EMERSON|2|0|0|0|0|0|0|0|0|0|0|2
NICHOLAS_BOYNTON|0.715|0|1.75|2.95|2.95|2.95|1.5|0.5|0|0|0|13.315
NICHOLAS_DIMITRAKOS|0|0|0.625|0|0|0|0|0|0|0|0|0.625
NICHOLAS_DRAZENOVIC|0|0|0|0|0|0|0|0|0|0.6|0.55|1.15
NICHOLAS_PETRECKI|0|0|0|0|0|0|0|0|0.875|0|0|0.875
NICK_BONINO|0|0|0|0|0|0|0|0.67375|0.693|0.7|0.7|2.76675
NICK_COUSINS|0|0|0|0|0|0|0|0|0|0.792|0.843|1.635
NICK_CRAWFORD|0|0|0|0|0|0|0|0|0|0.575|0|0.575
NICK_FOLIGNO|0|0|0|0|0.585|0.66|0.785|0|1.55|2.5|3|9.08
NICK_HOLDEN|0|0|0|0|0|0|0|0|0|0.55|0.6|1.15
NICK_JOHNSON|0|0|0|0|0|0|0|0|0.55|0.725|0|1.275
NICK_LEDDY|0|0|0|0|0|0|0|0.9|0.9|0.9|2|4.7
NICK_PALMIERI|0|0|0|0|0|0|0|0|0.525|0|0|0.525
NICK_PETERSEN|0|0|0|0|0|0|0|0|0|0.575|0|0.575
NICK_SCHULTZ|0.6|0.6|0.836|1.1875|1.85|3.2|3.4|3.6|3.6|3.6|3.6|26.0735
NICK_SPALING|0|0|0|0|0|0|0|0.7625|1|1.1|1.5|4.3625
NICK_TARNASKY|0|0|0|0.45|0.5|0.525|0.55|0|0|0.525|0|2.55
NICKLAS_BACKSTROM|0|0|0|0|0.85|0.85|0.85|6|6|6|6|26.55
NICKLAS_GROSSMANN|0|0|0|0.55|0.675|0.9|1.05|1.5|1.75|3.5|3.5|13.425
NICKLAS_JENSEN|0|0|0|0|0|0|0|0|0|0.925|0.925|1.85
NICKLAS_LIDSTROM|10.5|10|7.6|7.6|7.6|7.45|7.45|6.2|6.2|0|0|70.6
NICLAS_BERGFORS|0|0|0|0|0|0|0.5|0.9|0.575|0|0|1.975
NICLAS_HAVELID|0.83|1.35|1.216|2.5|2.7|2.9|0|0|0|0|0|11.496
NICLAS_WALLIN|0.6|0|0.836|1.725|1.725|1.725|1.725|2.65|0|0|0|10.986
NICOLAS_BLANCHARD|0|0|0|0|0|0|0|0|0|0.525|0.525|1.05
NICOLAS_DESCHAMPS|0|0|0|0|0|0|0|0|0|0.662|0.726|1.388
NICOLAS_DESLAURIERS|0|0|0|0|0|0|0|0|0|0.605|0.625|1.23
NIGEL_DAWES|0|0|0|0|0.475|0.5875|0.85|0.85|0|0|0|2.7625
NIKITA_ALEXEEV|1.075|1.075|0|0.45|0|0|0|0|0|0|0|2.6
NIKITA_FILATOV|0|0|0|0|0|0|0.875|0.875|0.787|0|0|2.537
NIKITA_NIKITIN|0|0|0|0|0|0|0|0|0|1.8|2.5|4.3
NIKITA_NIKTIN|0|0|0|0|0|0|0|0|0.6|0|2.5|3.1
NIKLAS_BACKSTROM|0|0|0|0.75|3.1|3.1|6|6|6|6|2.5|33.45
NIKLAS_HAGMAN|0|0|0.648318|0.675|0.675|3|3|3|3|0|0|13.998318
NIKLAS_HJALMARSSON|0|0|0|0|0|0|0.666|3.5|3.5|3.5|3.5|14.666
NIKLAS_KRONWALL|0|0|0.84|0|1.5|3|3.25|3.5|3.75|4.5|6|26.34
NIKLAS_NORDGREN|0|0|0.475|0|0|0|0|0|0|0|0|0.475
NIKLAS_SUNDSTROM|1.8|1.95|0.988|0|0|0|0|0|0|0|0|4.738
NIKLAS_SVEDBERG|0|0|0|0|0|0|0|0|0|0.792|0.925|1.717
NIKO_HOVINEN|0|0|0|0|0|0|0|0|0|0.9|0|0.9
NIKO_KAPANEN|0.65|0.5|0.45|0.8|0.9|0|0|0|0|0|0|3.3
NIKOLAI_ANTROPOV|0.66|0|1.007|1.007|1.95|2.15|3.5|3.75|4.25|4.75|0|23.024
NIKOLAI_KHABIBULIN|3.87343875|4.434579|6.75|6.75|6.75|6.75|3.75|3.75|3.75|3.75|2|52.30801775
NIKOLAI_KULEMIN|0|0|0|0|0|0.85|0.85|2.5|2.2|2.6|3|12
NIKOLAI_ZHERDEV|0|0|0.9424|1.75|2.5|3.25|0|0|0|0|0|8.4424
NIKOS_TSELIOS|0.605|0|0|0|0|0|0|0|0|0|0|0.605
NILS_EKMAN|0|0|1.1|1.1|0|0|0|0|0|0|0|2.2
NINO_NIEDERREITER|0|0|0|0|0|0|0|0|0|0.9|0.81|1.71
NOAH_CLARKE|0|0|0|0.45|0|0|0|0|0|0|0|0.45
NOAH_WELCH|0|0|0|0|0.55|0.75|0|0|0|0|0|1.3
NOLAN_BAUMGARTNER|0.77|0.475|0.45|1.2|0|0|0|0.55|0|0|0|3.445
NOLAN_PRATT|0.65|0.425|0.625|0.625|0.55|0|0|0|0|0|0|2.875
NOLAN_SCHAEFER|0|0|0.45|0|0|0|0|0|0|0|0|0.45
NOLAN_YONKMAN|0.575|0|0.45|0|0|0|0|0|0.7|0.7|0.6|3.025
NORM_MARACLE|0.45|0|0|0|0|0|0|0|0|0|0|0.45
OLAF_KOLZIG|6|6.25|4.94|5.45|5.45|1.5|0|0|0|0|0|29.59
OLE-KRISTIAN_TOLLEFSEN|0|0|0.5735|0.526|0.6|0.75|0.6|0|0|0|0|3.0495
OLEG_KVASHA|0.75|0.8|1.178|0|0|0|0|0|0|0|0|2.728
OLEG_PETROV|1.2|1.3|0|0|0|0|0|0|0|0|0|2.5
OLEG_SAPRYKIN|0|1|1.064|1.064|0|0|0|0|0|0|0|3.128
OLEG_TVERDOVSKY|3.6|0|2.5|2.5|0|0|0|0|0|0|0|8.6
OLIVER_EKMAN-LARSSON|0|0|0|0|0|0|0|0|0.9|0.9|3.5|5.3
OLIVER_GABRIEL|0|0|0|0|0|0|0|0|0|0.6|0.575|1.175
OLIVER_LAURIDSEN|0|0|0|0|0|0|0|0|0|0.65|0.6|1.25
OLIVIER_FORTIER|0|0|0|0|0|0|0.5875|0|0|0|0|0.5875
OLIVIER_ROY|0|0|0|0|0|0|0|0|0|0.62|0.67|1.29
OLLI_JOKINEN|0.968|2|2.5|5|5.25|5.25|5.5|3|3|4.5|4.5|41.468
ONDREJ_PALAT|0|0|0|0|0|0|0|0|0|0.562|0.562|1.124
ONDREJ_PAVELEC|0|0|0|0|0|0|0.85|1|1.3|3.25|3.5|9.9
OSCAR_KLEFBOM|0|0|0|0|0|0|0|0|0|0.925|0.925|1.85
OSCAR_LINDBERG|0|0|0|0|0|0|0|0|0|0.6|0.675|1.275
OSCAR_MOLLER|0|0|0|0|0|0.6375|0|0|0|0|0|0.6375
OSKARS_BARTULIS|0|0|0|0|0|0|0.5|0.6|0.6|0.1|0.1|1.9
OSSI_VAANANEN|0.775|0.9|0.95|0.9975|0|1|0|0|0|0|0|4.6225
OWEN_NOLAN|5.5|6.5|0|1.225|1.75|2.75|2.75|0|0|0|0|20.475
P.J._STOCK|0.45|0.55|0|0|0|0|0|0|0|0|0|1
P.K._SUBBAN|0|0|0|0|0|0|0|0|0.875|2|3.75|6.625
PASCAL_DUPUIS|0.35|0.733|0.76|0.798|0.88|1.4|1.4|1.4|1.5|1.5|4|14.721
PASCAL_LECLAIRE|0|0|0.627|0.7|1.4|3|3.6|4.8|0|0|0|14.127
PASCAL_RHEAUME|0.575|0|0.45|0|0|0|0|0|0|0|0|1.025
PAT_CANNONE|0|0|0|0|0|0|0|0|0|0.6|0.65|1.25
PAT_NAGLE|0|0|0|0|0|0|0|0|0|0.55|0|0.55
PATRIC_HORNQVIST|0|0|0|0|0|0|0.62|3.083|3|3.25|3.5|13.453
PATRIC_KJELLBERG|1.1|0|0|0|0|0|0|0|0|0|0|1.1
PATRICE_BERGERON|0|0|0.646|3|5|5|5|5.75|5.9|4.55|4.55|39.396
PATRICE_BRISEBOIS|4|0.4|1.5|3|0.7|0.75|0|0|0|0|0|10.35
PATRICE_CORMIER|0|0|0|0|0|0|0|0|0.6125|0.525|0.575|1.7125
PATRICK_BOILEAU|0.4|0.4|0|0|0|0|0|0|0|0|0|0.8
PATRICK_BORDELEAU|0|0|0|0|0|0|0|0|0|0.525|0|0.525
PATRICK_CEHLIN|0|0|0|0|0|0|0|0|0|0.59|0.59|1.18
PATRICK_DWYER|0|0|0|0|0|0|0|0.5|0.6|0.65|0.9|2.65
PATRICK_EAVES|0|0|0|0.9424|0.9416|1.1|0.5|0.75|1.2|1.2|1.2|7.834
PATRICK_FISCHER|0|0|0|0.575|0|0|0|0|0|0|0|0.575
PATRICK_HOLLAND|0|0|0|0|0|0|0|0|0|0.615|0.64|1.255
PATRICK_KALETA|0|0|0|0|0|0.5|0.5225|0.86|0.955|1.25|1.25|5.3375
PATRICK_KANE|0|0|0|0|0.875|0.875|0.875|6.5|6|6|6.5|27.625
PATRICK_KILLEEN|0|0|0|0|0|0|0|0|0|0.555|0|0.555
PATRICK_LALIME|1.85|2.575|2.432|0.7|0.95|1|1|0.6|0|0|0|11.107
PATRICK_MARLEAU|1.8|2.35|4|4|4.5|6.3|6.3|6.9|6.9|6.9|6.9|56.85
PATRICK_MAROON|0|0|0|0|0|0|0|0.5|0|0.55|0.575|1.625
PATRICK_MCNEILL|0|0|0|0|0|0|0|0|0.525|0.525|0.6|1.65
PATRICK_MULLEN|0|0|0|0|0|0|0|0|0|0.6|0.6|1.2
PATRICK_O'SULLIVAN|0|0|0.8|0.8|0.65|4|2.3875|2.388|0|0|0|11.0255
PATRICK_RISSMILLER|0|0|0|0.52|0.595|0|0|1|0|0|0|2.115
PATRICK_ROY|8.5|0|0|0|0|0|0|0|0|0|0|8.5
PATRICK_SHARP|0|0|0.45|0.725|0.825|3.3|4|4.1|4.2|6|6.5|30.1
PATRICK_THORESEN|0|0|0|0.5175|0.5425|0|0|0|0|0|0|1.06
PATRICK_TRAVERSE|0.8425|0.95|0|0|0|0|0|0|0|0|0|1.7925
PATRICK_WIERCIOCH|0|0|0|0|0|0|0|0|0|0.875|1.1|1.975
PATRIK_BERGLUND|0|0|0|0|0|0.85|0.85|0.765|2.1|2.4|3.25|10.215
PATRIK_ELIAS|4.47224909|4.722249|4.18|7.5|7.5|6|6|5|5|5|5.5|60.87449809
PATRIK_NEMETH|0|0|0|0|0|0|0|0|0|0.79|0.9|1.69
PATRIK_STEFAN|1|1.15|1.064|0.9|0|0|0|0|0|0|0|4.114
PAUL_BISSONNETTE|0|0|0|0|0|0|0.5|0.6|0.625|0.725|0.75|3.2
PAUL_BYRON|0|0|0|0|0|0|0|0|0|0.585|0.643|1.228
PAUL_CAREY|0|0|0|0|0|0|0|0|0|0.613|0.738|1.351
PAUL_GAUSTAD|0|0|0|0.675|0.75|1.7|2.5|2.5|2.5|2|4|16.625
PAUL_KARIYA|10|1.2|4.5|4.5|6|6|6|0|0|0|0|38.2
PAUL_KARPOWICH|0|0|0|0|0|0|0|0|0|0.68|0|0.68
PAUL_LAUS|1.1|1.2|0|0|0|0|0|0|0|0|0|2.3
PAUL_MARA|1|1|1.775|3|3|1.95|1.675|0.75|0|0|0|14.15
PAUL_MARTIN|0|0|0.502|2|3|4|4.5|5.5|5.5|4|5|34.002
PAUL_POSTMA|0|0|0|0|0|0|0|0|0|0.55|0.65|1.2
PAUL_RANGER|0|0|0.4652|0.45|0.75|0.95|1.1|0|0|0|0|3.7152
PAUL_RANHEIM|0.6|0|0|0|0|0|0|0|0|0|0|0.6
PAUL_STASTNY|0|0|0|0.535|0.685|0.71|6.6|6.6|6.6|6.6|6.6|34.93
PAUL_SZCZECHURA|0|0|0|0|0|0.55|0.65|0|0|0|0|1.2
PAVEL_BRENDL|0.5125|1.025|0.899745|0|0|0|0|0|0|0|0|2.437245
PAVEL_BURE|10|10|0|0|0|0|0|0|0|0|0|20
PAVEL_DATSYUK|0.625|1.5|3.9|3.9|6.7|6.7|6.7|6.7|6.7|6.7|6.7|56.825
PAVEL_KUBINA|2.25|2.5|2.584|5|5|5|5|4.2|3.5|0|0|35.034
PAVEL_PATERA|0.5|0|0|0|0|0|0|0|0|0|0|0.5
PAVEL_TRNKA|0.9|1|0|0|0|0|0|0|0|0|0|1.9
PAVEL_VOROBIEV|0|0|0.817|0|0|0|0|0|0|0|0|0.817
PAVOL_DEMITRA|3.975|6.5|4.5|4.5|4.5|4|4|0|0|0|0|31.975
PEKKA_RINNE|0|0|0|0|0|0.575|0.725|2.8|4|7|7|22.1
PER JOHAN_AXELSSON|0.9075|1.3|1.064|1.85|1.85|1.85|0|0|0|0|0|8.8215
PER_SVARTVADET|0.65|0|0|0|0|0|0|0|0|0|0|0.65
PETER_ANDERSSON|0|0|0|0|0|0|0|0|0|0.69|0.625|1.315
PETER_BARTOS|0.375|0|0|0|0|0|0|0|0|0|0|0.375
PETER_BONDRA|4.75|4.5|0.505|0.5|0|0|0|0|0|0|0|10.255
PETER_BUDAJ|0|0|0.45|0.6|0.7|0.8|1.25|1.25|1.1|1.2|1.4|8.75
PETER_DELMAS|0|0|0|0|0|0|0|0|0|0.614|0.6|1.214
PETER_FORSBERG|9.5|11|5.75|5.75|0|0|0|0|0|0|0|32
PETER_HARROLD|0|0|0|0|0|0.65|0.55|0.55|0.55|0.525|0.8|3.625
PETER_HOLLAND|0|0|0|0|0|0|0|0|0|0.9|0.81|1.71
PETER_LEBLANC|0|0|0|0|0|0|0|0|0|0.525|0|0.525
PETER_MUELLER|0|0|0|0|0.85|0.85|0.85|1.5|2.5|1.725|0|8.275
PETER_POPOVIC|1.6|0|0|0|0|0|0|0|0|0|0|1.6
PETER_REGIN|0|0|0|0|0|0|0.62|0|1.05|0.8|0.75|3.22
PETER_SCHAEFER|0.252|0.6|0.988|1.7|2.1|0|0|0|0|0|0|5.64
PETER_SEJNA|0|1.105|0|0.5335|0|0|0|0|0|0|0|1.6385
PETER_SKUDRA|0.45|0|0|0|0|0|0|0|0|0|0|0.45
PETER_WORRELL|0.6|8|0|0|0|0|0|0|0|0|0|8.6
PETR_BUZEK|0.71|0.71|0|0|0|0|0|0|0|0|0|1.42
PETR_CAJANEK|0|0|0.836|1.7|0|0|0|0|0|0|0|2.536
PETR_KALUS|0|0|0|0.585|0|0|0|0|0|0|0|0.585
PETR_MRAZEK|0|0|0|0|0|0|0|0|0|0.605|0.605|1.21
PETR_NEDVED|4.55|4.75|2.204|2.356|0|0|0|0|0|0|0|13.86
PETR_PRUCHA|0|0|0.525|0.55|1.6|1.6|1.15|1.1|0|0|0|6.525
PETR_SCHASTLIVY|0.525|0.6625|0|0|0|0|0|0|0|0|0|1.1875
PETR_SVOBODA|2.5|0|0|0|0|0|0|0|0|0|0|2.5
PETR_SYKORA|3.535|4.2|3.116|2.9|2.5|2.5|1.6|0|0|0|0|20.351
PETR_TENKRAT|0|0|0|0.525|0|0|0|0|0|0|0|0.525
PETTER_GRANBERG|0|0|0|0|0|0|0|0|0|0.8|0.8|1.6
PETTERI_NOKELAINEN|0|0|0.9842|0|0.9842|0.8|0.9|0.95|0|0.575|0|5.1934
PETTERI_NUMMELIN|0|0|0|1|1.2|0|0|0|0|0|0|2.2
PHIL_HOUSLEY|2.5|0|0|0|0|0|0|0|0|0|0|2.5
PHIL_KESSEL|0|0|0|0.85|0.85|0.85|4.5|6|6|5.1|5.4|29.55
PHIL_LANE|0|0|0|0|0|0|0|0|0|0.58|0.585|1.165
PHILIP_LARSEN|0|0|0|0|0|0|0|0.635|0|0.9|1.15|2.685
PHILIP_MCRAE|0|0|0|0|0|0|0|0|0.875|0.787|0|1.662
PHILIP_SAMUELSSON|0|0|0|0|0|0|0|0|0|0.615|0.615|1.23
PHILIP_VARONE|0|0|0|0|0|0|0|0|0|0.57|0.57|1.14
PHILIPP_GRUBAUER|0|0|0|0|0|0|0|0|0|0.61|0.6|1.21
PHILIPPE_BOUCHER|2.2|2.6|1.824|2.5|2.5|2.5|0|0|0|0|0|14.124
PHILIPPE_CORNET|0|0|0|0|0|0|0|0|0|0.605|0|0.605
PHILIPPE_DUPUIS|0|0|0|0|0|0|0|0|0.65|0.6|0|1.25
PHILIPPE_LEFEBVRE|0|0|0|0|0|0|0|0|0|0.525|0.525|1.05
PHILIPPE_PARADIS|0|0|0|0|0|0|0|0|0|0.9|0.81|1.71
PHILIPPE_SAUVE|0|0|0.5|0|0|0|0|0|0|0|0|0.5
PHILLIP_DANAULT|0|0|0|0|0|0|0|0|0|0.925|0.925|1.85
PIERRE_DAGENAIS|0.5|0.5|0.55|0|0|0|0|0|0|0|0|1.55
PIERRE_TURGEON|6|7.5|1.5|1.5|0|0|0|0|0|0|0|16.5
PIERRE-ALEXANDRE_PARENTEAU|0|0|0|0|0|0|0.5|0|1.25|4|4|9.75
PIERRE-CEDRIC_LABRIE|0|0|0|0|0|0|0|0|0|0.525|0.625|1.15
PIERRE-LUC_LETOURNEAU-LEBLOND|0|0|0|0|0|0|0.5|0.525|0.55|0|0|1.575
PIERRE-MARC_BOUCHARD|1.185|1.185|0.95|1.85|2.6|3.35|4.25|4.25|4.25|4.3|2|30.17
PRAB_RAI|0|0|0|0|0|0|0|0|0|0.59|0|0.59
QUINTIN_LAING|0|0|0|0|0.475|0|0.5|0|0|0|0|0.975
QUINTON_HOWDEN|0|0|0|0|0|0|0|0|0|0.9|0.9|1.8
R.J._UMBERGER|0|0|0|1.05|1.25|3|3.5|4|4.5|5|4.5|26.8
RADEK_BONK|3.2|3.5|2.394|2.394|1.35|1.6|0|0|0|0|0|14.438
RADEK_DVORAK|1.575|2|1.596|1|1.5|1.6|1.6|1.8|1.5|0|0|14.171
RADEK_FAKSA|0|0|0|0|0|0|0|0|0|0.925|0.925|1.85
RADEK_MARTINEK|0.5|0.6|0.575|0.7|0.7|1.2|1.4|1.9|2.2|0|0|9.775
RADIM_BICANEK|0.45|0|0|0|0|0|0|0|0|0|0|0.45
RADIM_VRBATA|0.41|0.5375|0.475|1.225|1.225|0|0|3|3|3|3|15.8725
RADKO_GUDAS|0|0|0|0|0|0|0|0|0|0.625|0.575|1.2
RADOSLAV_SUCHY|0.6|1.1|1.14|0|0|0|0|0|0|0|0|2.84
RAFFI_TORRES|1.075|0|0.825|0.925|1.6|2.4|2.75|0|1.75|1.75|1.75|14.825
RAITIS_IVANANS|0|0|0|0.45|0.475|0.6|0.6|0.6|0.6|0|0|3.325
RAMZI_ABID|0|0.45|0.45|0.475|0|0|0|0|0|0|0|1.375
RANDY_JONES|0|0|0|0.525|0.525|2.5|3|0|1.15|0|0|7.7
RANDY_MCKAY|2.125|2.125|0|0|0|0|0|0|0|0|0|4.25
RANDY_ROBITAILLE|0.82|0.5|0.475|0.6|0.625|0|0|0|0|0|0|3.02
RAPHAEL_DIAZ|0|0|0|0|0|0|0|0|0|1.2|1.25|2.45
RASMUS_RISSANEN|0|0|0|0|0|0|0|0|0|0.575|0.575|1.15
RAY_EMERY|0|0|0.45|0.925|2.75|0|1.5|0|0.6|1.15|1.65|9.025
RAY_FERRARO|2|0|0|0|0|0|0|0|0|0|0|2
RAY_SCHULTZ|0.25|0|0|0|0|0|0|0|0|0|0|0.25
RAY_SHEPPARD|1.1|0|0|0|0|0|0|0|0|0|0|1.1
RAY_WHITNEY|2.6|3|1.5|1.5|3.55|3.55|3.55|3|3|4.5|4.5|34.25
RAYMOND_GIROUX|0|0.55|0|0|0|0|0|0|0|0|0|0.55
RAYMOND_SAWADA|0|0|0|0|0|0.675|0|0|0|0|0|0.675
REED_LOW|0.6|0.7|0.57|0|0|0|0|0|0|0|0|1.87
REID_MCNEILL|0|0|0|0|0|0|0|0|0|0.56|0.56|1.12
REID_SIMPSON|0.35|0.4|0|0|0|0|0|0|0|0|0|0.75
REILLY_SMITH|0|0|0|0|0|0|0|0|0|0.9|0.9|1.8
REINHARD_DIVIS|0|0|0.45|0|0|0|0|0|0|0|0|0.45
REM_MURRAY|1.225|1|0|0|0|0|0|0|0|0|0|2.225
RENE_BOURQUE|0|0|0.45|0.75|0.9|1.3|1.4|4|4|3|4|19.8
RENE_CORBET|0.825|0|0|0|0|0|0|0|0|0|0|0.825
RHETT_WARRENER|1.65|1.8|1.9|2.5|2.5|2.5|0|0|0|0|0|12.85
RICH_CLUNE|0|0|0|0|0|0|0|0|0|0.525|0.525|1.05
RICH_PEVERLEY|0|0|0|0.45|0|0.475|0.5|1.25|1.4|3|3.375|10.45
RICHARD_BACHMAN|0|0|0|0|0|0|0|0|0|0.625|0|0.625
RICHARD_BRENNAN|0|0.45|0|0|0|0|0|0|0|0|0|0.45
RICHARD_JACKMAN|0.44|0|0.76|0.8|0|0|0|0|0|0|0|2
RICHARD_LINTNER|0.345|0|0|0|0|0|0|0|0|0|0|0.345
RICHARD_MATVICHUK|2.2|2.2|1.368|1.368|0|0|0|0|0|0|0|7.136
RICHARD_PANIK|0|0|0|0|0|0|0|0|0|0.74|0.79|1.53
RICHARD_PARK|0.5|0.8|0.75|0.45|0.475|0.7|0.8|0|0|0|0|4.475
RICHARD_PETIOT|0|0|0.55|0.57|0|0|0.5|0|0|0|0|1.62
RICHARD_PILON|1.4|0|0|0|0|0|0|0|0|0|0|1.4
RICHARD_SMEHLIK|2.75|0|0|0|0|0|0|0|0|0|0|2.75
RICHARD_ZEDNIK|1.7|1.85|1.824|1.976|1.5|1.75|0|0|0|0|0|10.6
RICHIE_REGEHR|0|0|0|0.45|0|0|0|0|0|0|0|0.45
RICK_BERRY|0.4125|0.45375|0|0|0|0|0|0|0|0|0|0.86625
RICK_DIPIETRO|1.075|0|2.5|4.5|4.5|4.5|4.5|4.5|4.5|4.5|4.5|39.575
RICK_NASH|1.185|1.185|3.5|4.5|5.5|6.5|7|7.5|7.5|7.6|7.8|59.77
RICK_RYPIEN|0|0|0|0.46|0.475|0.5225|0.525|0.55|0|0|0|2.5325
RICK_TOCCHET|2.2|0|0|0|0|0|0|0|0|0|0|2.2
RICKARD_RAKELL|0|0|0|0|0|0|0|0|0|0.925|0.925|1.85
RICO_FATA|0.65|0.715|0.551|0|0|0|0|0|0|0|0|1.916
RIKU_HELENIUS|0|0|0|0|0|0|0|0|0|0.55|0.65|1.2
RILEY_BOYCHUK|0|0|0|0|0|0|0|0|0|0.57|0.568|1.138
