who,last_active,TPq10,TPmed,TPq90
DUSTIN_JEFFREY,20132014,200.9,975,1917.1
MARTY_TURCO,20112012,455.9,977,1615.1
ERIK_KARLSSON,20132014,362.9,977.5,1758
MIKE_FISHER,20132014,460,978,1625
JASON_YORK,20062007,291,978,1855
CALLE_JARNKROK,20132014,128,978,2050
DAN_FRITSCHE,20082009,275,978.5,1837
NIKOLAI_KHABIBULIN,20132014,464,979,1619
MICHAEL_FROLIK,20132014,370,980,1756
CRISTOBAL_HUET,20092010,439,981,1645
CARSON_MCMILLAN,20112012,136,982,2053.1
MARK_PARRISH,20102011,364,983,1747.1
GUILLAUME_LATENDRESSE,20122013,337,983,1778
SHAWN_MATTHIAS,20132014,308.9,983,1824
BRIAN_STRAIT,20132014,210,983,1930.1
VICTOR_BARTLEY,20132014,191,984,1988
MIKE_MODANO,20102011,406,985,1676.2
PAUL_BISSONNETTE,20132014,198,987,1962
JULIEN_BROUILLETTE,20132014,122,987,2056
ROSTISLAV_OLESZ,20132014,348,990.5,1783.1
RYANE_CLOWE,20132014,407,992,1705
NIKLAS_SUNDSTROM,20052006,258.9,994,1910
NIGEL_DAWES,20102011,290,995,1842.1
JONAS_BRODIN,20132014,251,995,1910
BLAKE_GEOFFRION,20112012,176,995,2003
BRETT_BELLEMORE,20132014,173.9,995,2002.1
ALEXEI_YASHIN,20062007,337,996,1820.1
JAMIE_MCBAIN,20132014,336,996.5,1781.1
DARRYL_BOYCE,20112012,186,996.5,1978
RYAN_SPOONER,20132014,128.9,997,2079.1
ANDY_CHIODO,20032004,172.9,998,2030
TOMAS_POPPERLE,20062007,125,999,2077
HENRIK_KARLSSON,20112012,246,999.5,1942
BRAD_TAPPER,20022003,163.9,1000,2009
DOUG_GILMOUR,20022003,185,1001,1987
SERGEI_GONCHAR,20132014,510,1002,1609
DAN_HAMHUIS,20132014,487,1002,1631
MARCUS_FOLIGNO,20132014,239.9,1002,1941
TOM_KOIVISTO,20022003,139,1002,2083
CLAY_WILSON,20112012,180,1002.5,2006.1
DANNY_MARKOV,20062007,348,1003,1805.1
DEVIN_SETOGUCHI,20132014,406,1005,1745
RYAN_KRAFT,20022003,142,1005,2057
REID_BOUCHER,20132014,135,1006,2049
DAINIUS_ZUBRUS,20132014,459,1008,1673
BRANDON_SEGAL,20112012,204,1008,2000
BRANDON_GORMLEY,20132014,134,1008,2073
JIMMY_HOWARD,20132014,425.9,1009,1717
RUSLAN_FEDOTENKO,20122013,425.9,1010,1711
STEVE_YZERMAN,20052006,283,1010,1893.1
ARTURS_IRBE,20032004,242,1010,1916
JAMES_PATRICK,20032004,248.9,1012.5,1915.1
KIM_JOHNSSON,20092010,447.9,1013,1700.1
LEE_SWEATT,20102011,131,1013,2076.1
KEN_KLEE,20082009,419,1014.5,1736.1
ROBERT_ESCHE,20062007,352,1015,1797.1
TOMAS_HERTL,20132014,176,1016,2029
MARK_STONE,20132014,159.9,1016.5,2061
RILEY_NASH,20132014,215,1017,1993
SEMYON_VARLAMOV,20132014,420,1018,1731
STEVE_DUBINSKY,20022003,157,1018,2094
JAMES_WYMAN,20122013,173,1018.5,2038.1
OLLI_MAATTA,20132014,232,1019,1977
JAMES_WISNIEWSKI,20132014,451,1023,1711
CHAD_BILLINS,20132014,140,1024.5,2071
JONI_ORTIO,20132014,162,1025.5,2065.1
KRYS_KOLANOS,20112012,190,1026,2015
HAROLD_DRUKEN,20032004,159,1026,2047
RADEK_DVORAK,20132014,462,1027,1701
JONAS_HILLER,20132014,447.9,1027,1709.1
RON_FRANCIS,20032004,273.9,1027,1928.1
ANDREAS_JOHANSSON,20032004,233,1028,1953.1
CALLE_JOHANSSON,20032004,239.9,1028.5,1958.1
ROMAN_JOSI,20132014,319,1029,1880.1
KURTIS_FOSTER,20122013,396.9,1030,1760
JAKE_ALLEN,20122013,220,1030,1999
KYLE_QUINCEY,20132014,410,1030.5,1734
LASSE_KUKKONEN,20082009,290.9,1032,1900
NOLAN_YONKMAN,20132014,204,1032,2022.1
ROB_DIMAIO,20052006,260.9,1032.5,1922
STEFAN_ELLIOTT,20132014,225,1035,1995
ZACH_HAMILL,20112012,163,1035.5,2078
JOSH_GORGES,20132014,447,1036,1723
CHRISTOPHER_BREEN,20132014,155,1036,2077
PETER_SARNO,20052006,147,1037,2088
MATT_NIETO,20132014,192,1037.5,2034
JOE_SAKIC,20082009,404,1038,1759
BEN_EAGER,20132014,339,1039,1851
OSCAR_MOLLER,20102011,225,1039,2021
KYLE_OKPOSO,20132014,396,1040,1810
SCOTT_PARKER,20062007,183,1040,2055
BATES_BATTAGLIA,20062007,323,1040.5,1905
CHRIS_DURNO,20092010,161,1042,2072
CHRIS_CAMPOLI,20112012,429,1043,1762
SERGEI_BOBROVSKY,20132014,397,1043,1812.1
JAN_LASAK,20022003,165,1043,2083
JEAN-SEBASTIEN_GIGUERE,20132014,531,1045,1636
TOM_GILBERT,20132014,477,1045,1715.1
MAGNUS_PAAJARVI,20132014,312,1047,1923.1
DAVID_MOSS,20132014,411,1048,1799
ERIK_JOHNSON,20132014,450.9,1049,1762.1
JAMIE_HEWARD,20082009,296,1049,1898.1
JAMIE_LANGENBRUNNER,20122013,430,1050,1763
VLADIMIR_ZHARKOV,20112012,194,1051,2042
SCOTT_NIEDERMAYER,20092010,461,1051.5,1747
TODD_GILL,20022003,166,1052,2128
EVGENI_NABOKOV,20132014,497,1053,1669
TURNER_STEVENSON,20052006,249,1053,1992.1
VALERI_NICHUSHKIN,20132014,201,1054,2034.1
DREW_SHORE,20132014,213,1056,2035.1
ANDY_MCDONALD,20122013,476,1057,1722
BRYAN_SMOLINSKI,20072008,413,1059,1814.1
PAVEL_VOROBIEV,20052006,229,1060,2032
ADAM_DEADMARSH,20022003,163,1061,2094.1
ANDY_ROACH,20052006,167.9,1061,2126.1
CHRIS_KREIDER,20132014,267,1063,1982
RYAN_STONE,20092010,204,1063,2047
ERIC_SELLECK,20122013,171.9,1063,2099
BRAD_RICHARDS,20132014,503,1065,1702.1
NICK_PALMIERI,20112012,242.9,1065,2007
JASON_KROG,20082009,293,1067,1986
STEFAN_RUZICKA,20072008,207,1068,2051.1
ALLEN_YORK,20112012,192.9,1068,2067
CARL_CORAZZINI,20062007,162,1068,2098
DAVID_SAVARD,20132014,250.9,1070,1994.1
TOMAS_JURCO,20132014,203.9,1070,2069
ROBERT_SCHNABEL,20032004,168,1070.5,2078.1
TOMAS_SUROVY,20052006,298.9,1071,1962.1
BEN_SMITH,20132014,245,1072,2003
KRIS_LETANG,20132014,496,1073,1745
TOMAS_KANA,20092010,165,1074,2119
DAVID_GOVE,20052006,163,1074,2123
RICHARD_BRENNAN,20022003,161,1074.5,2078
ADRIAN_AUCOIN,20122013,529,1076,1703
ROMAN_HORAK,20132014,239.9,1076,2042
MIKE_BRODEUR,20102011,190.9,1076,2090
CURTIS_SANFORD,20112012,418,1077,1832.1
TRAVIS_ROCHE,20062007,226,1077,2024
PATRICK_MARLEAU,20132014,517,1078,1706
AL_MACINNIS,20032004,292,1078,1972
JASON_BOTTERILL,20032004,196,1078,2092
KRONWALL_KRONVALL,20072008,383.9,1080,1883.1
JUSTIN_MERCIER,20092010,177.9,1081,2120
MATT_CALVERT,20132014,297.9,1082,1971
MICHAEL_KOSTKA,20132014,259,1083,2014.1
NOLAN_SCHAEFER,20052006,180,1083,2120.1
PETR_KALUS,20062007,172,1083,2123
CARL_SODERBERG,20132014,237,1084,2048.1
MANNY_MALHOTRA,20132014,484,1085,1759
CARTER_HUTTON,20132014,269,1085,2024.1
MATT_STAJAN,20132014,506,1086,1729
JOHAN_HOLMQVIST,20072008,323,1088.5,1942
MIKKO_KOSKINEN,20102011,204,1089,2087.1
SCOTT_CLEMMENSEN,20132014,453,1090,1799
MARC-ANDRE_BOURDON,20112012,228.9,1090,2036
TODD_BERTUZZI,20132014,520,1091,1738
CORY_CROSS,20052006,346,1091.5,1923.1
DAVID_ULLSTROM,20122013,219.9,1092,2048.1
BOBBY_ALLEN,20072008,208,1093,2095.1
CHRIS_HOLT,20082009,167,1093,2131.1
BRIAN_EKLUND,20052006,189,1094,2124.1
MARTIN_PRUSEK,20052006,305.9,1095,1991
MILAN_BARTOVIC,20052006,229.9,1096,2080
ROSTISLAV_KLESLA,20132014,505,1098,1750.1
CURTIS_BROWN,20072008,376,1098,1909
TED_DONATO,20032004,218.9,1098,2081
SCOTT_BARNEY,20052006,194.9,1098,2117
RICHARD_PARK,20112012,466,1099,1813
ANTTI_RAANTA,20132014,247.9,1099,2033
BARRET_JACKMAN,20132014,528,1100,1721
JEFF_FRAZEE,20122013,171.9,1100,2146
ZACH_REDMOND,20132014,191.9,1101,2106.1
TUOMO_RUUTU,20132014,516,1102,1781
KENNY_AGOSTINO,20132014,165,1102,2138
EVAN_OBERG,20112012,174,1102.5,2133
DWAYNE_ZINGER,20032004,168,1103,2125
CORY_SARICH,20132014,477,1104,1788
ANDY_MIELE,20132014,186,1104,2116
PHIL_HOUSLEY,20022003,259,1105,2049
MIKHAIL_GRIGORENKO,20132014,206.9,1105,2083
KARRI_RAMO,20132014,359.9,1106,1933.1
ALAIN_NASREDDINE,20072008,262,1106,2057
MATTIAS_WEINHANDL,20062007,311,1107,1992.1
SERGEI_BEREZIN,20022003,249,1107,2047
MICHAEL_RAFFL,20132014,239,1107,2089.1
JEAN_LABBE,20022003,217,1107,2080.1
PETER_OLVECKY,20082009,200,1107,2106
COREY_SCHWAB,20032004,213,1107.5,2109
KENT_HUSKINS,20122013,425,1108,1858.1
JASON_AKESON,20132014,199.9,1108,2120
JORDAN_LAVALLEE-SMOTHERMAN,20082009,193,1108,2154.1
PAUL_GAUSTAD,20132014,467,1109.5,1803
ILKKA_HEIKKINEN,20092010,174,1109.5,2145
ULF_DAHLEN,20022003,247,1110,2056
BRETT_FESTERLING,20112012,266,1111,2041
SHJON_PODEIN,20022003,222.9,1111,2107
ANDERS_ERIKSSON,20092010,391,1112,1892
SHELDON_BROOKBANK,20132014,415,1113,1905.1
ALEXEY_MARCHENKO,20132014,175,1113,2133.1
VITALI_YACHMENEV,20022003,243,1113.5,2062
VESA_TOSKALA,20092010,471,1114,1792
DERRICK_WALSER,20062007,274,1114,2023
KEVIN_QUICK,20082009,197.9,1114,2137
SHAWN_HORCOFF,20132014,531,1115,1743.1
FRED_BRATHWAITE,20032004,313.8,1115,1985
RYAN_POTULNY,20102011,302,1115,2019
WADE_BROOKBANK,20082009,232,1115,2069.1
BRIAN_SALCIDO,20082009,179,1115,2147.2
JIM_FAHEY,20062007,242,1116,2085
ROB_COLLINS,20052006,192,1116.5,2147
BRETT_BULMER,20112012,171,1116.5,2130
EVGENY_DADONOV,20112012,259,1117,2075
JEAN-PHILIPPE_COTE,20132014,195,1117,2136
KRISTERS_GUDLEVSKIS,20132014,185,1117,2146.1
ALEXEI_ZHAMNOV,20052006,362,1118,1960
MATT_TAORMINA,20132014,262,1118,2055
OLLI_MALMIVAARA,20072008,191,1118,2145
ALEX_GALCHENYUK,20132014,305,1118.5,2007.1
JORDAN_NOLAN,20132014,253,1118.5,2078.1
GABRIEL_BOURQUE,20132014,343,1119,1966
BRAD_FAST,20032004,211,1120,2157
MIKE_CAMMALLERI,20132014,518,1121,1766
CORY_MURPHY,20092010,292.9,1121,2021
AKIM_ALIU,20122013,194.9,1122,2137
TEPPO_NUMMINEN,20082009,466,1123,1834
JORDIN_TOOTOO,20132014,432.9,1124,1862.1
GRANT_MARSHALL,20052006,307,1124,2021
MATTHEW_YEATS,20032004,207,1124,2108
JOSH_OLSON,20032004,189,1124,2148
TYLER_MYERS,20132014,449,1127,1851.1
RYAN_BAYDA,20082009,318,1127,1990
SHANE_O'BRIEN,20132014,502,1127.5,1801
MATT_PELECH,20132014,199.9,1128,2134.1
RYAN_JOHANSEN,20132014,337.9,1128.5,1979
SEAN_BERGENHEIM,20132014,470,1129.5,1872.1
DAVID_LENEVEU,20102011,277,1130,2051
CHAD_RUHWEDEL,20132014,217,1130,2111
BRETT_LEBDA,20112012,444.9,1131,1859
DARREN_HELM,20132014,405,1131,1913
ADAM_LARSSON,20132014,350,1132,1988.1
CONNOR_MURPHY,20132014,235,1132,2119
PETER_MANNINO,20112012,215,1132,2130
MARCEL_GOC,20132014,474,1134,1845.1
KEVIN_MILLER,20032004,191,1134,2146
MAX_REINHART,20132014,192,1134.5,2138
DAMIAN_SURMA,20032004,202,1135,2158
AARON_PALUSHAJ,20132014,227,1135.5,2111.1
TONY_SALMELAINEN,20062007,257,1136,2073
PEKKA_RINNE,20132014,492,1137.5,1802
PATRICK_KANE,20132014,509,1138,1796
STEVE_MONTADOR,20112012,505,1139,1794
CHRIS_STEWART,20132014,458,1139,1871
CONNOR_KNAPP,20132014,202.9,1140,2158
JONAS_NORDQVIST,20062007,190,1140,2158
KEITH_PRIMEAU,20052006,342,1141,2000
DAN_SNYDER,20022003,236,1141,2127
TIM_ERIXON,20132014,263,1141.5,2085
JEREMY_DUCHESNE,20092010,184,1143,2153.1
DOUG_DOULL,20052006,208.9,1144,2152.1
IVAN_BARANKA,20072008,199.9,1144.5,2176.1
TREVOR_DALEY,20132014,544,1145,1773.1
TYE_MCGINN,20132014,235,1145,2112.1
PASI_NURMINEN,20032004,370,1146,1962
CHRIS_PORTER,20132014,298,1146,2042
ALEX_STALOCK,20132014,267,1146,2099
MARK_GREIG,20022003,199,1146,2160
KURTIS_MCLEAN,20082009,187.9,1146,2153.1
MATT_BRADLEY,20112012,461,1148,1889.1
MARTIN_STRAKA,20072008,446,1148,1893.1
MIKE_WILSON,20022003,212,1148,2150
DARREN_ARCHIBALD,20132014,200,1148,2145.1
JAKE_DOWELL,20132014,319,1148.5,2026.1
MICHAEL_PECA,20082009,465,1149,1883
STEVE_RUCCHIN,20062007,406.9,1149,1920
MIKE_GLUMAC,20072008,232.9,1150,2119.1
PAUL_CAREY,20132014,198,1150,2143
WADE_REDDEN,20132014,550.9,1151,1811
DAN_SEXTON,20102011,313,1151,2063
JOE_JENSEN,20072008,205,1151,2132.1
DAN_SMITH,20052006,213,1151,2155
KONSTANTIN_PUSHKARYOV,20062007,230,1152,2141
COLE_JARRETT,20052006,198,1152,2156
DAVID_LALIBERTE,20092010,194.9,1153.5,2151
JAKUB_PETRUZALEK,20082009,185,1153.5,2147
JACK_HILLEN,20132014,437,1154,1925
JOZEF_BALEJ,20052006,204,1154,2130
MATT_ANDERSON,20122013,189.9,1154,2170
CASEY_CIZIKAS,20132014,298,1154.5,2055.2
BOONE_JENNER,20132014,254,1155,2102
KYLE_WILSON,20112012,251,1155.5,2090
KARL_STOLLERY,20132014,203,1155.5,2178.1
DON_MACLEAN,20062007,222,1156,2139
JARNO_KULTANEN,20022003,200,1156.5,2161
ANDRE_ROY,20082009,310,1157,2061
HAMPUS_LINDHOLM,20132014,268,1157,2078.1
BRIAN_FOSTER,20112012,212,1157.5,2157
MARKUS_GRANLUND,20132014,204,1158,2163
JONATHAN_GIRARD,20022003,301.9,1159,2041
ZACH_BOYCHUK,20132014,275,1159,2072
SVEN_BAERTSCHI,20132014,259,1159,2109
KARI_HAAKANA,20022003,203.9,1159,2140
TOMAS_MOJZIS,20082009,210.9,1159,2157.1
CEDRICK_DESJARDINS,20132014,235.9,1159.5,2142.1
DWAYNE_ROLOSON,20112012,628,1160,1711
DMITRY_ORLOV,20132014,321,1160,2023
ALEXANDER_PECHURSKI,20092010,210,1160,2155
LADISLAV_KOHN,20022003,205,1160,2168
RADEK_SMOLENAK,20082009,195,1160,2192.1
CARTER_CAMPER,20112012,193.9,1160.5,2170.1
RICK_DIPIETRO,20122013,534,1161,1792
MATTIAS_TIMANDER,20032004,299,1161,2033
COLBY_ROBAK,20132014,262,1161,2103.1
CORBAN_KNIGHT,20132014,208,1161,2170
DRAYSON_BOWMAN,20132014,322,1162,2046
PETTERI_WIRTANEN,20072008,191,1162.5,2180.1
ALEX_KILLORN,20132014,332,1163,2034.1
JOSH_HENNESSY,20112012,223,1163.5,2171
CHRIS_BROWN,20132014,204,1163.5,2171
NIKOLAI_KULEMIN,20132014,474,1164,1895
MARK_FRASER,20132014,385,1164,1979.1
JARRED_TINORDI,20132014,254,1164,2121.1
JOEY_CRABB,20132014,365,1165.5,2012
MIKE_RICHTER,20022003,219,1166.5,2167
KELLAN_LAIN,20132014,217,1166.5,2169
JOHN_TRIPP,20032004,238.9,1167,2141
VACLAV_NEDOROST,20032004,271,1167.5,2093
BRANDON_REID,20062007,215,1167.5,2144
OLIVER_LAURIDSEN,20122013,226.9,1168.5,2125
THOMAS_PIHLMAN,20052006,210,1168.5,2163
PATRICK_FISCHER,20062007,249,1169,2138
GARRETT_BURNETT,20032004,226,1169,2150
AARON_GAVEY,20022003,204,1169,2157
ROB_SKRLAC,20032004,203,1169,2177.1
PETR_KANKO,20052006,200.9,1170,2153
CHRIS_HIGGINS,20132014,556,1170.5,1818
TODD_WHITE,20102011,522,1172,1861
STEVE_HEINZE,20022003,212,1172,2160.1
SEAN_O'DONNELL,20112012,576,1173,1815
SHAWN_LALONDE,20122013,211,1173.5,2159.1
CHRISTOPH_SCHUBERT,20092010,452,1174,1942
DYLAN_REESE,20122013,324,1174,2042.1
SERGEI_VARLAMOV,20022003,204,1174,2187.1
JOHAN_LARSSON,20132014,224,1174.5,2158
CAREY_PRICE,20132014,567.9,1175,1807
JONAS_HOLOS,20102011,266,1175,2107
JUSTIN_FLOREK,20132014,220,1175,2173.1
DREW_MACINTYRE,20132014,225,1175.5,2165
MATT_ELLIS,20132014,354.9,1176,2043
ALEXANDER_VASYUNOV,20102011,214.9,1176.5,2165
JONAS_ANDERSSON,20102011,206,1176.5,2192
VIKTOR_STALBERG,20132014,439,1177,1949
PATRICK_THORESEN,20072008,307,1177,2068
KEVIN_WESTGARTH,20132014,288,1177,2105
MATT_KASSIAN,20132014,247,1177,2149
YANICK_LEHOUX,20062007,235,1177,2160
ANDRE_SAVAGE,20022003,214.8,1177,2154
TAYLOR_FEDUN,20132014,229,1177.5,2155.1
STEVENN_HALKO,20022003,217,1177.5,2171
ERIC_GRYBA,20132014,309,1178,2091
GERALD_COLEMAN,20052006,216.9,1178,2169
MIKE_COMRIE,20102011,531,1179,1861.1
CHRIS_CONNER,20132014,368.9,1179,2014
TRAVIS_BRIGLEY,20032004,253,1179,2136
AARON_MACKENZIE,20082009,212,1179,2174
JASON_JAFFRAY,20112012,239,1180.5,2140
ERIK_WESTRUM,20062007,231.9,1180.5,2156.1
BRETT_MACLEAN,20112012,248,1181,2162
CARL_SNEEP,20112012,225,1181,2188.1
STEVE_MASON,20132014,564.9,1182,1813.1
ANDRE_BENOIT,20132014,367.9,1182,2012
MARTIN_MARINCIN,20132014,275.9,1182.5,2139.1
BROOKS_LAICH,20132014,569.9,1183,1841
DAVE_SCATCHARD,20102011,437,1183,1957.1
NICHOLAS_DIMITRAKOS,20062007,311,1183,2095
PAVEL_BURE,20022003,259,1183.5,2116.1
MATHEW_DUMBA,20132014,216,1184,2180
JULIEN_VAUCLAIR,20032004,209,1184,2174
IAN_MACNEIL,20022003,211.9,1185,2185
ALEXEI_KAIGORODOV,20062007,215,1185.5,2160.1
CODY_HODGSON,20132014,420.9,1186,1973
PATRICK_MAROON,20132014,287,1186,2116.1
JUSTIN_PAPINEAU,20032004,271,1186,2120
TONI_LYDMAN,20122013,602,1187,1801
DERIAN_HATCHER,20072008,486,1187,1885
TYLER_MOSS,20022003,221,1187,2170
ALES_KOTALIK,20102011,533,1188,1858
JOSH_LANGFELD,20062007,295.9,1188,2113
DAN_BYLSMA,20032004,254,1188,2167
KAMIL_PIROS,20032004,249,1188,2164
RAY_MACIAS,20102011,224,1189,2161
TRAVIS_TURNBULL,20112012,229,1189,2179.1
KRIS_RUSSELL,20132014,498,1189.5,1876
ADAM_ALMQUIST,20132014,230.9,1189.5,2171.1
MICHAEL_HUTCHINSON,20132014,228,1190,2177
BRAD_MORAN,20062007,220,1190,2174
JAMIE_FRITSCH,20082009,223,1190,2182
JONATHAN_RHEAULT,20122013,213.9,1190,2182.1
T.J._GALIARDI,20132014,447,1191,1939
REM_MURRAY,20052006,353,1191,2039
ANDREW_MURRAY,20112012,357.9,1191.5,2043
KEITH_KINKAID,20122013,217.9,1191.5,2155
JAKE_MUZZIN,20132014,362,1192,2040
ANDREI_LOKTIONOV,20132014,355,1192,2060
MATT_CAREY,20132014,241,1192,2176
MIKKO_JOKELA,20022003,230,1192,2181
MATHIEU_CARLE,20092010,205,1192.5,2187
JOE_MOTZKO,20082009,268,1193.5,2139
TOMAS_FLEISCHMANN,20132014,553,1194,1871
ANDREW_DESJARDINS,20132014,341,1194,2066
CHRIS_ARMSTRONG,20032004,245,1194,2170
GUILLAUME_LEFEBVRE,20052006,259,1194.5,2160
JOHN_ALBERT,20132014,220.9,1194.5,2180
CHRIS_DRURY,20102011,577,1195,1824
DMITRY_KULIKOV,20132014,483,1195,1895.1
CHRISTIAN_BERGLUND,20032004,252.9,1195,2148
BJORN_MELIN,20062007,226,1195,2162.1
ARTEM_ANISIMOV,20132014,481,1196,1938
BRIAN_FLYNN,20132014,295.9,1196,2109
MARIUSZ_CZERKAWSKI,20052006,348.9,1197,2050
CHRIS_SCHMIDT,20022003,236,1197,2175
BLAKE_COMEAU,20132014,496,1198,1909.1
ANDY_BERENZWEIG,20022003,206,1198,2195
MARK_MESSIER,20032004,388,1198.5,2039.1
MIKE_VAN RYN,20082009,320,1198.5,2099
MARTIN_LOJEK,20072008,244,1199,2194
PETER_WHITE,20032004,214,1199,2170
SERGEI_ZINOVJEV,20032004,224,1199,2180.1
DONALD_AUDETTE,20032004,347,1200,2079
RADOVAN_SOMIK,20032004,318,1200.5,2070
FEDOR_TYUTIN,20132014,600,1201,1804
AARON_DOWNEY,20082009,305,1201,2120
JAMIE_LUNDMARK,20092010,421,1202,1995.1
ZACH_FITZGERALD,20072008,231,1202,2189
NIKITA_ALEXEEV,20062007,293,1202.5,2141.1
TODD_WARRINER,20022003,252,1202.5,2157
JOHN_CURRY,20132014,265.9,1203,2148
MAGNUS_ARVEDSON,20032004,343,1203.5,2042
CASEY_WELLMAN,20132014,273,1203.5,2139
LINDEN_VEY,20132014,227,1203.5,2181
ROBERT_REICHEL,20032004,364,1204,2044.1
SAMI_AITTOKALLIO,20132014,247,1204,2163
PAUL_MANNING,20022003,250,1204,2178
TRAVIS_MORIN,20132014,236.9,1204,2172
SHAWN_BELLE,20102011,254,1205,2165.1
JOHAN_HEDBERG,20122013,614,1205.5,1809.1
MARC_LAMOTHE,20032004,243,1205.5,2193.1
MAXIM_KUZNETSOV,20032004,303,1206,2120
PETR_SCHASTLIVY,20032004,293,1206,2127
MICHAEL_BOURNIVAL,20132014,291,1206,2129
ROB_MCVICAR,20052006,241,1206,2173
CASEY_HANKINSON,20032004,232,1206.5,2189
PATRIK_STEFAN,20062007,436,1207,1976.1
ELIAS_LINDHOLM,20132014,281,1207,2128
BROCK_NELSON,20132014,277,1207,2142
DOUG_MURRAY,20062007,260,1207,2142
EVAN_BROPHEY,20112012,248,1207,2183.1
BEN_STREET,20132014,241,1207,2179
IVAN_VISHNEVSKIY,20092010,233.9,1207,2195
CHAY_GENOWAY,20112012,233,1207,2201
ERIC_GELINAS,20132014,314,1208,2124
MARTIN_HANZAL,20132014,493.9,1209,1928
SHAWN_HEINS,20032004,287,1209,2118.1
DAVID_JONES,20132014,476,1210,1954.1
CHRISTOPH_BRANDNER,20032004,266,1210,2163
KEVIN_HENDERSON,20122013,234,1210,2194
TRISTON_GRANT,20092010,241.9,1210.5,2180.1
SIMON_MOSER,20132014,243,1210.5,2194
MARC-ANDRE_FLEURY,20132014,647,1211,1784
TRENT_WHITFIELD,20092010,316,1211,2122
MATT_TENNYSON,20122013,238,1211,2190
GARRETT_STAFFORD,20102011,251,1211,2205
ANSON_CARTER,20062007,470,1212,1965
JORDAN_KRESTANOVICH,20032004,248,1212,2187
MIKE_SMITH,20132014,601,1212.5,1818.1
PATRICK_TRAVERSE,20022003,320,1214.5,2097.1
TANNER_PEARSON,20132014,276,1214.5,2158
CHRIS_HAJT,20032004,238.9,1214.5,2191
MIKE_LUNDIN,20122013,485,1215,1957
CHRISTIAN_HANSON,20092010,288.9,1215,2126.1
JONAS_FROGREN,20082009,272,1215,2141
KEVIN_HODSON,20022003,234,1215.5,2173.1
IGOR_RADULOV,20032004,266,1216,2135
BEN_HANOWSKI,20132014,236,1216,2171
PAT_KAVANAGH,20052006,248.9,1216,2187.1
ALEX_PLANTE,20112012,242,1216,2182
DEVANTE_SMITH-PELLY,20132014,312,1217,2108
JEFF_SCHULTZ,20132014,538,1218,1878
TOMAS_PLIHAL,20082009,287,1218,2147.1
PHILIPPE_CORNET,20112012,247,1218,2193
TOMAS_MALEC,20052006,279,1218.5,2154.1
TIMOFEI_SHISHKANOV,20052006,260.9,1218.5,2176.1
TRENT_KLATT,20032004,341,1219,2079
WADE_FLAHERTY,20022003,242.9,1219,2187
DARREL_SCOVILLE,20032004,253,1219,2198
RASTISLAV_STANA,20032004,276,1220,2179
BEN_WALTER,20082009,264,1220,2195
ANDREJ_SEKERA,20132014,560,1221,1883
DAVID_MCINTYRE,20112012,239,1221,2199
WES_O'NEILL,20092010,228,1221.5,2201.1
RICHARD_SMEHLIK,20022003,293,1222,2135
MARK_VISENTIN,20132014,235,1222,2204.1
UWE_KRUPP,20022003,229,1222.5,2200.1
MARCUS_KRUGER,20132014,434,1223.5,2019
IGOR_ULANOV,20052006,393,1224,2075
VICTOR_HEDMAN,20132014,549,1225,1895
NIKLAS_HJALMARSSON,20132014,544,1225,1895
BENOIT_DUSABLON,20032004,242,1225,2211.1
RADOSLAV_HECL,20022003,229,1225.5,2185
ANTTI_MIETTINEN,20122013,534.9,1226,1897
JERRY_D'AMIGO,20132014,268.9,1226,2189
TEUVO_TERAVAINEN,20132014,229,1226,2189
BEN_GUITE,20092010,373,1226.5,2066.1
GLEN_METROPOLIT,20092010,464.9,1227,1975
DAVID_WARSOFSKY,20132014,243,1227,2175
MICHAEL_LATTA,20132014,228,1227,2192.1
JARED_AULIN,20022003,239.9,1227,2205
SHANE_WILLIS,20032004,256.9,1227.5,2169
RYAN_REAVES,20132014,332,1228,2124
ALEKSANDER_BARKOV,20132014,298,1228,2135
STEFAN_MEYER,20102011,261,1228,2199
BRAD_DEFAUW,20022003,239,1228,2181
ERIK_ERSBERG,20092010,390.9,1229,2048
EVGENY_KUZNETSOV,20132014,251,1229,2182
VLADISLAV_NAMESTNIKOV,20132014,221.9,1230.5,2196.1
GEOFF_SANDERSON,20072008,474,1231,1974
DANE_BYERS,20112012,260,1231,2201
ZENITH_KOMARNISKI,20032004,241.9,1231,2198
JAMIE_WRIGHT,20022003,253,1231.5,2200
CHRIS_O'SULLIVAN,20022003,217.9,1231.5,2202.1
BRAYDEN_MCNABB,20132014,282.9,1232,2151
STEVE_KONOWALCHUK,20052006,416,1232.5,2023.1
ANTHONY_STEWART,20112012,424.9,1232.5,2033
VLADIMIR_ORSZAGH,20052006,422,1232.5,2038
RAYMOND_GIROUX,20032004,269.9,1233,2155.1
TOM_BARRASSO,20022003,237,1233.5,2215
STANISLAV_CHISTOV,20062007,392,1234,2065.1
ZACK_KASSIAN,20132014,379,1234,2088
CHRIS_BECKFORD-TSEU,20072008,232.9,1234,2214
JANNE_NISKALA,20082009,252.9,1235.5,2177.1
KEVIN_BIEKSA,20132014,616,1236,1865
CHRIS_THORBURN,20132014,467,1236,1984
MIKKO_LUOMA,20032004,241.9,1236,2193.1
JOHAN_BACKLUND,20092010,234,1236,2201
CHAD_RAU,20112012,250,1237,2195
CEDRIC_PAQUETTE,20132014,229,1237,2196
MARTIN_SONNENBERG,20032004,259,1237.5,2228
