player,season,beta,ppm,pm,salary
TONY_SALMELAINEN,20062007,0,0,-1,0.65
DOMINIC_MOORE,20062007,0,0,-9,0.7
JOHN_POHL,20062007,0,0,-1,0.45
KARL_STEWART,20062007,0,0,-8,0.45
BRETT_CLARK,20062007,0,0,0,1.5
MATHIAS_TJARNQVIST,20062007,0,0,-13,0.45
PATRICK_RISSMILLER,20062007,0,0,-10,0.52
MARK_MOWERS,20062007,0,0,-26,0.45
FREDRIK_SJOSTROM,20062007,0,0,-35,0.75
ANTERO_NIITTYMAKI,20062007,0,0,-44,1
LUKAS_KRAJICEK,20062007,0,0,0,0.625
NOAH_CLARKE,20062007,0,0,-4,0.45
MARK_POPOVIC,20062007,0,0,1,0
MIKE_SMITH,20062007,0,0,7,0.495
TYLER_BOUCK,20062007,0,0,-1,0.495
ZBYNEK_MICHALEK,20062007,0,0,-31,0.9
LAWRENCE_NYCHOLAT,20062007,0,0,0,0.475
CARLO_COLAIACOVO,20062007,0,0,5,0.90174
JEREMY_REICH,20062007,0,0,-13,0.45
GARTH_MURRAY,20062007,0,0,-12,0.575
CHRIS_KELLY,20062007,0,0,-2,0.725
FEDOR_TYUTIN,20062007,0,0,-28,0.95
SERGE_PAYER,20062007,0,0,-1,0
MATT_KEITH,20062007,0,0,-2,0.475
RANDY_JONES,20062007,0,0,-15,0.525
BROOKS_LAICH,20062007,0,0,-10,0.6061
WADE_DUBIELEWICZ,20062007,0,0,5,0.495
ERIC_PERRIN,20062007,0,0,-8,0.45
MARCEL_GOC,20062007,0,0,-9,0.775
ANDREW_ALBERTS,20062007,0,0,-41,0.6613
KEVIN_DALLMAN,20062007,0,0,-3,0.465
HANNU_TOIVONEN,20062007,0,0,-34,0
CHRIS_CAMPOLI,20062007,0,0,1,0.45
ROBERT_NILSSON,20062007,0,0,0,0
GILBERT_BRULE,20062007,0,0,-13,0.85
JAMIE_HEWARD,20062007,0,0,14,0.675
BRAYDON_COBURN,20062007,0,0,3,0.4712
ROSTISLAV_OLESZ,20062007,0,0,-11,0.9842
JIM_SLATER,20062007,0,0,2,0.9006
BRANDON_BOCHENSKI,20062007,0,0,6,0.5
BRIAN_MCGRATTAN,20062007,0,0,-1,0.5
ANDY_WOZNIEWSKI,20062007,0,0,-2,0.475
MAXIME_TALBOT,20062007,0,0,-32,0.545
TIMO_HELBLING,20062007,0,0,-1,0
JEFF_HOGGAN,20062007,0,0,-11,0.45
BRETT_LEBDA,20062007,0,0,25,0.55
RYANE_CLOWE,20062007,0,0,2,0.525
DEREK_BOOGAARD,20062007,0,0,3,0.525
MATT_FOY,20062007,0,0,-3,0
GEORGE_PARROS,20062007,0,0,-3,0.45
KEITH_BALLARD,20062007,0,0,-20,0.9006
ALEXANDER_PEREZHOGIN,20062007,0,0,11,0.627
JEFF_WOYWITKA,20062007,0,0,4,0.627
JOSH_GORGES,20062007,0,0,-7,0.45
PETR_PRUCHA,20062007,0,0,21,0.55
MILAN_JURCINA,20062007,0,0,-19,0.5
PAUL_RANGER,20062007,0,0,-8,0.45
KYLE_BRODZIAK,20062007,0,0,-1,0
ANTHONY_STEWART,20062007,0,0,1,0
CHRISTOPH_SCHUBERT,20062007,0,0,21,0.525
VOJTECH_POLAK,20062007,0,0,-1,0
JAKUB_KLEPIS,20062007,0,0,2,0.722
ERIK_CHRISTENSEN,20062007,0,0,13,0.488
RYAN_WHITNEY,20062007,0,0,41,0.9006
TOMAS_FLEISCHMANN,20062007,0,0,-1,0.602
DANNY_SYVRET,20062007,0,0,-9,0
STEVE_BERNIER,20062007,0,0,16,0.85
DENNIS_WIDEMAN,20062007,0,0,4,0.4728
DANNY_RICHMOND,20062007,0,0,-4,0.602
BARRY_TALLACKSON,20062007,0,0,-2,0
ALEXANDRE_PICARD,20062007,0,0,-1,0.55
OLE-KRISTIAN_TOLLEFSEN,20062007,0,0,-11,0.526
KYLE_QUINCEY,20062007,0,0,0,0
BEN_EAGER,20062007,0,0,-9,0.646
JEFF_TAMBELLINI,20062007,0,0,5,0
GEOFF_PLATT,20062007,0,0,-1,0.45
GREG_ZANON,20062007,0,0,-3,0.45
DOUG_MURRAY,20062007,0,0,-1,0.5
CHRIS_THORBURN,20062007,0,0,3,0.45
JOSH_GRATTON,20062007,0,0,-10,0.5
KEVIN_BIEKSA,20062007,0,0,1,0.5
DANIEL_PAILLE,20062007,0,0,5,0.76
RICHIE_REGEHR,20062007,0,0,0,0.45
NATHAN_PAETSCH,20062007,0,0,19,0.495
KEITH_AUCOIN,20062007,0,0,1,0
JAY_HARRISON,20062007,0,0,-4,0
BEN_GUITE,20062007,0,0,-13,0.45
JAMES_WISNIEWSKI,20062007,0,0,0,0.532
TOMAS_MOJZIS,20062007,0,0,-1,0.495
STEFAN_RUZICKA,20062007,0,0,1,0.55
JOAKIM_LINDSTROM,20062007,0,0,-3,0
MATHIEU_ROY,20062007,0,0,-7,0.475
DUSTIN_BYFUGLIEN,20062007,0,0,0,0
YAN_STASTNY,20062007,0,0,-5,0.65
MARK_STUART,20062007,0,0,4,0.9424
BRENDAN_BELL,20062007,0,0,-15,0.45
NOAH_WELCH,20062007,0,0,4,0
ALEXANDRE_GIROUX,20062007,0,0,-3,0
BILL_THOMAS,20062007,0,0,6,0
MARC-ANTOINE_POULIOT,20062007,0,0,-4,0.9424
RYAN_POTULNY,20062007,0,0,2,0.835
ERIK_REITZ,20062007,0,0,1,0
JOEL_PERRAULT,20062007,0,0,-4,0.45
JEREMY_WILLIAMS,20062007,0,0,1,0
NIGEL_DAWES,20062007,0,0,-6,0
ANDREAS_KARLSSON,20062007,0,0,1,0.5
KRIS_LETANG,20062007,0,0,1,0
NIKLAS_BACKSTROM,20062007,0,0,21,0.75
PETTERI_NUMMELIN,20062007,0,0,15,1
LADISLAV_SMID,20062007,0,0,-21,0.9842
PATRICK_THORESEN,20062007,0,0,0,0.5175
PATRICK_FISCHER,20062007,0,0,-3,0.575
D.J._KING,20062007,0,0,-2,0.45
JOHNNY_ODUYA,20062007,0,0,7,0.505
FREDRIK_NORRENA,20062007,0,0,-22,0.75
GUILLAUME_LATENDRESSE,20062007,0,0,-8,0.85
SHANE_O'BRIEN,20062007,0,0,7,0.495
PATRICK_O'SULLIVAN,20062007,0,0,2,0.8
RYAN_SHANNON,20062007,0,0,-8,0.4775
ADAM_BURISH,20062007,0,0,-6,0
JANIS_SPRUKTS,20062007,0,0,0,0.55
VILLE_PELTONEN,20062007,0,0,-20,0.795
MIKE_BLUNDEN,20062007,0,0,-5,0
DAVE_BOLLAND,20062007,0,0,-1,0
MATT_LASHOFF,20062007,0,0,-10,0
BRANDON_PRUST,20062007,0,0,0,0.525
JAN_HEJDA,20062007,0,0,-21,0.9424
NATHAN_MCIVER,20062007,0,0,-3,0
PETR_TENKRAT,20062007,0,0,-15,0.525
DAVID_BOOTH,20062007,0,0,-4,0.5
BLAIR_JONES,20062007,0,0,0,0.485
PETER_HARROLD,20062007,0,0,-2,0
RYAN_CALLAHAN,20062007,0,0,10,0.55
KARRI_RAMO,20062007,0,0,0,0.6
NICKLAS_GROSSMANN,20062007,0,0,-1,0.55
CHRIS_CONNER,20062007,0,0,-1,0
MATT_ELLIS,20062007,0,0,-1,0
DAVID_MOSS,20062007,0,0,13,0.485
JEFF_FINGER,20062007,0,0,10,0.45
JEFF_SCHULTZ,20062007,0,0,-8,0.825
KRIS_NEWBURY,20062007,0,0,4,0.495
TROY_BROUWER,20062007,0,0,-3,0
KENT_HUSKINS,20062007,0,0,1,0.45
KYLE_CUMISKEY,20062007,0,0,2,0
TIM_BRENT,20062007,0,0,-5,0.5222
KAMIL_KREPS,20062007,0,0,-2,0
ANDREW_GREENE,20062007,0,0,1,0.85
KRYS_BARCH,20062007,0,0,0,0.45
NATHAN_GUENIN,20062007,0,0,0,0
ZACK_STORTINI,20062007,0,0,-5,0.507
DANIEL_GIRARDI,20062007,0,0,-3,0.525
ROD_PELLEY,20062007,0,0,-2,0
SHELDON_BROOKBANK,20062007,0,0,0,0
JOHN_ZEILER,20062007,0,0,-1,0.45
PATRICK_KALETA,20062007,0,0,3,0
MARK_MANCARI,20062007,0,0,0,0
MARC_METHOT,20062007,0,0,1,0.575
DAN_CARCILLO,20062007,0,0,3,0.5
RICH_PEVERLEY,20062007,0,0,-1,0.45
BRYAN_YOUNG,20062007,0,0,-6,0.52
DAVID_KOCI,20062007,0,0,0,0.5
DAVID_CLARKSON,20062007,0,0,2,0.53
JOE_PISKULA,20062007,0,0,-3,0
PETR_KALUS,20062007,0,0,0,0.585
RILEY_COTE,20062007,0,0,0,0.45
DREW_MILLER,20062007,0,0,1,0
RYAN_CARTER,20062007,0,0,-1,0
JASON_CHIMERA,20072008,0,0,-12,1
MIKE_COMRIE,20072008,0,0,9,3.375
DERIAN_HATCHER,20072008,0,0,-21,3.5
GEORGES_LARAQUE,20072008,0,0,-1,1.3
MANNY_MALHOTRA,20072008,0,0,-18,1.2
TODD_MARCHANT,20072008,0,0,-32,2.47
MIKE_MODANO,20072008,0,0,27,4.25
STEVE_STAIOS,20072008,0,0,-39,2.9
DARRYL_SYDOR,20072008,0,0,7,2.5
MARTY_TURCO,20072008,0,0,33,5.7
MIKE_YORK,20072008,0,0,0,1
ARRON_ASHAM,20072008,0,0,-3,0.7
ADRIAN_AUCOIN,20072008,0,0,36,4
DANIEL_BRIERE,20072008,0,0,42,10
DARCY_HORDICHUK,20072008,0,0,-1,0.517
BRAD_ISBISTER,20072008,0,0,-4,0.525
PAUL_MARA,20072008,0,0,9,3
RADEK_MARTINEK,20072008,0,0,-45,0.7
CHRIS_OSGOOD,20072008,0,0,69,0.8
MARK_PARRISH,20072008,0,0,20,2.65
DONALD_BRASHEAR,20072008,0,0,-5,1.1
MIKE_FISHER,20072008,0,0,-18,1.5
KIM_JOHNSSON,20072008,0,0,-11,4.8
MARK_RECCHI,20072008,0,0,15,1.75
WADE_REDDEN,20072008,0,0,19,6.5
JEREMY_ROENICK,20072008,0,0,18,0.5
ANTON_VOLCHENKOV,20072008,0,0,-25,2.1
TODD_WHITE,20072008,0,0,-8,2.1
PATRICE_BRISEBOIS,20072008,0,0,14,0.7
KEITH_CARNEY,20072008,0,0,4,2.1
MARTIN_GERBER,20072008,0,0,16,3.7
JEAN-SEBASTIEN_GIGUERE,20072008,0,0,11,5.5
RON_HAINSEY,20072008,0,0,10,0.9
CHAD_KILGER,20072008,0,0,-7,0.8
ANDY_MCDONALD,20072008,0,0,4,3.333333
YANIC_PERREAULT,20072008,0,0,-3,1.5
CRAIG_RIVET,20072008,0,0,30,3.5
RICHARD_ZEDNIK,20072008,0,0,14,1.5
KEVYN_ADAMS,20072008,0,0,-20,0.65
JESSE_BOULERICE,20072008,0,0,-2,0
ROD_BRIND'AMOUR,20072008,0,0,-7,4
MARTIN_BRODEUR,20072008,0,0,7,5.2
SERGEI_BRYLIN,20072008,0,0,-16,1.52
SCOTT_GOMEZ,20072008,0,0,46,10
BRET_HEDICAN,20072008,0,0,3,2.432
JAMIE_LANGENBRUNNER,20072008,0,0,10,2.8
SCOTT_NIEDERMAYER,20072008,0,0,4,6.75
DAVID_TANABE,20072008,0,0,2,0.6
GLEN_WESLEY,20072008,0,0,-45,1.4
JEFF_COWAN,20072008,0,0,-7,0.725
FRANTISEK_KABERLE,20072008,0,0,8,2.2
IAN_LAPERRIERE,20072008,0,0,-29,1.064
JAROSLAV_MODRY,20072008,0,0,-40,1.2
BRYAN_SMOLINSKI,20072008,0,0,-17,2
MARK_BELL,20072008,0,0,0,2
KYLE_CALDER,20072008,0,0,9,2.7
MARC_DENIS,20072008,0,0,-9,0
ROSTISLAV_KLESLA,20072008,0,0,-6,1.45
GEOFF_SANDERSON,20072008,0,0,-7,1.5
MIKE_SILLINGER,20072008,0,0,-16,2.2
TODD_BERTUZZI,20072008,0,0,37,4
MARTIN_BIRON,20072008,0,0,17,3.5
ERIC_BOULTON,20072008,0,0,-10,0.525
CURTIS_BROWN,20072008,0,0,-1,0.7
DAN_CLOUTIER,20072008,0,0,-8,0
TIM_CONNOLLY,20072008,0,0,24,3
CHRIS_GRATTON,20072008,0,0,0,1.5
JAN_HLAVAC,20072008,0,0,-1,0.7
ED_JOVANOVSKI,20072008,0,0,26,7
ALES_KOTALIK,20072008,0,0,30,2.5
TREVOR_LETOWSKI,20072008,0,0,-32,0.8
ADAM_MAIR,20072008,0,0,-2,0.75
TAYLOR_PYATT,20072008,0,0,20,1.575
JARKKO_RUUTU,20072008,0,0,-8,1.15
BRENT_SOPEL,20072008,0,0,-11,1.36
HENRIK_TALLINDER,20072008,0,0,-23,2.5
RHETT_WARRENER,20072008,0,0,-8,2.5
ALEXEI_ZHITNIK,20072008,0,0,-20,3.5
J-SEBASTIEN_AUBIN,20072008,0,0,-7,0.525
KRIS_BEECH,20072008,0,0,9,0.585
SHEAN_DONOVAN,20072008,0,0,-8,0.925
JOHAN_HEDBERG,20072008,0,0,-40,1.15
DICK_TARNSTROM,20072008,0,0,-10,2
HAL_GILL,20072008,0,0,-45,2.075
GLEN_METROPOLIT,20072008,0,0,-33,0.5
GLEN_MURRAY,20072008,0,0,25,4.15
SEAN_O'DONNELL,20072008,0,0,-18,1.25
DAINIUS_ZUBRUS,20072008,0,0,14,3.4
NIKOLAI_KHABIBULIN,20072008,0,0,12,6.75
PAVEL_KUBINA,20072008,0,0,1,5
BRAD_LUKOWICH,20072008,0,0,-35,1.25
FREDRIK_MODIN,20072008,0,0,3,2.75
TOM_POTI,20072008,0,0,-17,3.5
BRAD_RICHARDS,20072008,0,0,-5,7.8
ANDRE_ROY,20072008,0,0,0,1
CORY_SARICH,20072008,0,0,-24,3.9
BARRET_JACKMAN,20072008,0,0,-28,2.2
CORY_STILLMAN,20072008,0,0,13,1.75
MIKE_VAN RYN,20072008,0,0,-1,3.2
SANDIS_OZOLINSH,20072008,0,0,10,0.625
DARCY_TUCKER,20072008,0,0,14,3
MATT_BRADLEY,20072008,0,0,-5,0.7
JONATHAN_CHEECHOO,20072008,0,0,45,2.5
JIM_DOWD,20072008,0,0,-16,0.5
MANNY_FERNANDEZ,20072008,0,0,-6,4.5
PATRICK_MARLEAU,20072008,0,0,19,4.5
EVGENI_NABOKOV,20072008,0,0,29,5
RICHARD_PARK,20072008,0,0,-33,0.475
NICK_SCHULTZ,20072008,0,0,-15,1.85
MARK_SMITH,20072008,0,0,-11,0.4875
WES_WALZ,20072008,0,0,-6,0.9
CHRIS_CLARK,20072008,0,0,-1,1.1
CHRIS_DRURY,20072008,0,0,20,7.1
CHUCK_KOBASEW,20072008,0,0,5,1.2
JORDAN_LEOPOLD,20072008,0,0,8,1.5
TONI_LYDMAN,20072008,0,0,-28,2.9
SCOTT_NICHOL,20072008,0,0,3,0.75
ROB_NIEDERMAYER,20072008,0,0,-32,2
DAVID_AEBISCHER,20072008,0,0,-3,0
ROB_BLAKE,20072008,0,0,-31,6
GREG_DE VRIES,20072008,0,0,-13,2.25
DAN_HINOTE,20072008,0,0,-9,1
JOE_SAKIC,20072008,0,0,17,6.75
BRIAN_SUTHERBY,20072008,0,0,-8,0.8
SHAWN_HORCOFF,20072008,0,0,9,3.6
DMITRI_KALININ,20072008,0,0,-6,2.25
JAY_PANDOLFO,20072008,0,0,-10,0.836
JOHN_GRAHAME,20072008,0,0,-15,1.4
MATHIEU_DANDENAULT,20072008,0,0,-20,1.75
BOYD_DEVEREAUX,20072008,0,0,-22,0.55
DARREN_MCCARTY,20072008,0,0,3,0
JASON_WILLIAMS,20072008,0,0,24,1.6
MICHAEL_PECA,20072008,0,0,1,1.315
MARTIN_RUCINSKY,20072008,0,0,-3,3
VERNON_FIDDLER,20072008,0,0,-13,0.8
WYATT_SMITH,20072008,0,0,-13,0.5
RADEK_DVORAK,20072008,0,0,-24,1.5
DANIEL_CLEARY,20072008,0,0,29,0.675
MARTIN_STRAKA,20072008,0,0,18,3.3
OLAF_KOLZIG,20072008,0,0,-3,5.45
MARK_EATON,20072008,0,0,-15,1.6
MIKE_CAMMALLERI,20072008,0,0,14,3.1
AARON_MILLER,20072008,0,0,-16,1.5
AARON_DOWNEY,20072008,0,0,-1,0.525
JOHAN_HOLMQVIST,20072008,0,0,-3,1
SCOTT_THORNTON,20072008,0,0,1,1.5
CHRIS_NEIL,20072008,0,0,5,1.1
STEVE_MONTADOR,20072008,0,0,12,0.8
BRAD_STUART,20072008,0,0,-7,3.5
RANDY_ROBITAILLE,20072008,0,0,15,0.625
RICK_DIPIETRO,20072008,0,0,-31,4.5
CRAIG_MACDONALD,20072008,0,0,-19,0.5
BRIAN_WILLSIE,20072008,0,0,-8,0.9
KYLE_WANVIG,20072008,0,0,-1,0.475
SCOTT_WALKER,20072008,0,0,5,2.5
MARK_HARTIGAN,20072008,0,0,-2,0
DEAN_MCAMMOND,20072008,0,0,-10,0.85
DUVIE_WESTCOTT,20072008,0,0,0,1.1
BOBBY_HOLIK,20072008,0,0,-13,4.25
ERIC_GODARD,20072008,0,0,-8,0.475
JOSEF_VASICEK,20072008,0,0,-1,0.75
BRETT_MCLEAN,20072008,0,0,-2,1.7
BROOKS_ORPIK,20072008,0,0,-3,1.075
SCOTT_CLEMMENSEN,20072008,0,0,-4,0.5
MATT_WALKER,20072008,0,0,-10,0.6
JONATHAN_SIM,20072008,0,0,0,1
BRANISLAV_MEZEI,20072008,0,0,-24,0.85
ALAIN_NASREDDINE,20072008,0,0,-4,0
ALEXEI_SEMENOV,20072008,0,0,-4,0.65
BOBBY_ALLEN,20072008,0,0,-4,0.5
MICHAEL_LEIGHTON,20072008,0,0,-1,0.55
JIM_VANDERMEER,20072008,0,0,-9,1.225
MARCEL_HOSSA,20072008,0,0,-7,0.78
TOM_KOSTOPOULOS,20072008,0,0,-19,0.9
JEFF_TAFFE,20072008,0,0,7,0.5
ANDREW_RAYCROFT,20072008,0,0,-23,2
BRAD_MAY,20072008,0,0,3,0.6
MATHIEU_DARCHE,20072008,0,0,-9,0.475
MIKAEL_TELLQVIST,20072008,0,0,-1,0.8
ANDERS_ERIKSSON,20072008,0,0,-13,1.5
MAXIM_AFINOGENOV,20072008,0,0,-3,3.5
MATHIEU_GARON,20072008,0,0,-4,1.2
JOSH_HARDING,20072008,0,0,-11,0.7
BRIAN_POTHIER,20072008,0,0,6,2.5
MIKE_MOTTAU,20072008,0,0,-15,0.475
RYAN_BAYDA,20072008,0,0,-3,0
GARY_ROBERTS,20072008,0,0,2,2.5
STEPHEN_VALIQUETTE,20072008,0,0,0,0.635
MICHAEL_ZIGOMANIS,20072008,0,0,-19,0.65
CURTIS_SANFORD,20072008,0,0,-6,0.6
ROB_DAVISON,20072008,0,0,-12,0.525
GARNET_EXELBY,20072008,0,0,-47,1.05
MARC-ANDRE_BERGERON,20072008,0,0,7,1.197
DOUG_JANIK,20072008,0,0,-5,0.475
VESA_TOSKALA,20072008,0,0,1,1.375
JASON_KING,20072008,0,0,-2,0
PAUL_GAUSTAD,20072008,0,0,9,0.75
CHRIS_MASON,20072008,0,0,-10,1.25
JOE_DIPENTA,20072008,0,0,-3,0.7
DAVID_HALE,20072008,0,0,-10,0.59
PAUL_MARTIN,20072008,0,0,18,3
ANTTI_MIETTINEN,20072008,0,0,19,0.885
LASSE_KUKKONEN,20072008,0,0,-9,0.85
TUOMO_RUUTU,20072008,0,0,15,2.25
SHELDON_SOURAY,20072008,0,0,-1,6.25
ANTOINE_VERMETTE,20072008,0,0,-21,1.075
ANDREW_PETERS,20072008,0,0,-4,0.5
SEAN_BERGENHEIM,20072008,0,0,-4,0.5
MATT_PETTINGER,20072008,0,0,-18,1
DAN_FRITSCHE,20072008,0,0,4,0.75
TIM_GLEASON,20072008,0,0,-20,1.175
MATTHEW_LOMBARDI,20072008,0,0,-32,1.55
MARC-ANDRE_FLEURY,20072008,0,0,36,1.6
MATTHEW_SPILLER,20072008,0,0,-8,0
CHRIS_HIGGINS,20072008,0,0,31,1.5
DAN_HAMHUIS,20072008,0,0,-27,1.75
JORDIN_TOOTOO,20072008,0,0,-7,0.7
MAREK_ZIDLICKY,20072008,0,0,32,3.2
TOM_PREISSING,20072008,0,0,0,2.75
CODY_MCCORMICK,20072008,0,0,-4,0.475
WADE_BROOKBANK,20072008,0,0,4,0.5
TREVOR_DALEY,20072008,0,0,-12,0.8
DOMINIC_MOORE,20072008,0,0,-16,0.7
JOHN_POHL,20072008,0,0,-4,0.475
KARL_STEWART,20072008,0,0,-2,0
BRETT_CLARK,20072008,0,0,-4,1.5
MATHIAS_TJARNQVIST,20072008,0,0,-25,0.475
PATRICK_RISSMILLER,20072008,0,0,-21,0.595
MARK_MOWERS,20072008,0,0,2,0
FREDRIK_SJOSTROM,20072008,0,0,-9,0.8
ANTERO_NIITTYMAKI,20072008,0,0,-1,1.075
LUKAS_KRAJICEK,20072008,0,0,4,1.1
NOAH_CLARKE,20072008,0,0,0,0
MARK_POPOVIC,20072008,0,0,-5,0.535
MIKE_SMITH,20072008,0,0,-5,0.95
ZBYNEK_MICHALEK,20072008,0,0,-15,1.2
LAWRENCE_NYCHOLAT,20072008,0,0,1,0
CARLO_COLAIACOVO,20072008,0,0,-10,1.05
JEREMY_REICH,20072008,0,0,-18,0.475
CHRIS_KELLY,20072008,0,0,-18,1.2625
DAN_ELLIS,20072008,0,0,10,0.5
FEDOR_TYUTIN,20072008,0,0,0,1.025
MATT_KEITH,20072008,0,0,-2,0
DENIS_GREBESHKOV,20072008,0,0,7,0.95
QUINTIN_LAING,20072008,0,0,-10,0.475
RANDY_JONES,20072008,0,0,15,0.525
FREDERICK_MEYER,20072008,0,0,-10,0.525
BROOKS_LAICH,20072008,0,0,-13,0.725
WADE_DUBIELEWICZ,20072008,0,0,-8,0.5
ERIC_PERRIN,20072008,0,0,-22,0.75
MARCEL_GOC,20072008,0,0,-23,0.8
ANDREW_ALBERTS,20072008,0,0,-12,1.1
KEVIN_DALLMAN,20072008,0,0,7,0.49
HANNU_TOIVONEN,20072008,0,0,-22,0.532
CHRIS_CAMPOLI,20072008,0,0,13,0.6
ROBERT_NILSSON,20072008,0,0,19,0.9424
PETTERI_NOKELAINEN,20072008,0,0,1,0.9842
GILBERT_BRULE,20072008,0,0,-3,0.85
ROSTISLAV_OLESZ,20072008,0,0,21,0.9842
JIM_SLATER,20072008,0,0,-25,0.75
BRANDON_BOCHENSKI,20072008,0,0,9,0.6
BRIAN_MCGRATTAN,20072008,0,0,0,0.55
ANDREJ_MESZAROS,20072008,0,0,7,0.9842
ANDY_WOZNIEWSKI,20072008,0,0,-14,0.5
MAXIME_TALBOT,20072008,0,0,-7,0.65
JEFF_HOGGAN,20072008,0,0,-1,0
BRETT_LEBDA,20072008,0,0,3,0.55
RYANE_CLOWE,20072008,0,0,7,0.6
DEREK_BOOGAARD,20072008,0,0,-6,0.75
MATT_FOY,20072008,0,0,0,0.506
GEORGE_PARROS,20072008,0,0,3,0.525
KEITH_BALLARD,20072008,0,0,-20,2.05
JEFF_WOYWITKA,20072008,0,0,0,0
JOSH_GORGES,20072008,0,0,-10,0.495
PETR_PRUCHA,20072008,0,0,13,1.6
MILAN_JURCINA,20072008,0,0,-15,0.85
PAUL_RANGER,20072008,0,0,-31,0.75
KYLE_BRODZIAK,20072008,0,0,-21,0.495
ANTHONY_STEWART,20072008,0,0,-1,0.475
CHRISTOPH_SCHUBERT,20072008,0,0,2,0.85
DIMITRI_PATZOLD,20072008,0,0,-2,0.475
ERIK_CHRISTENSEN,20072008,0,0,1,0.75
RYAN_WHITNEY,20072008,0,0,37,2.5
TOMAS_FLEISCHMANN,20072008,0,0,3,0.495
MARTIN_ST. PIERRE,20072008,0,0,-3,0
STEVE_BERNIER,20072008,0,0,17,0.85
JEFF_GIULIANO,20072008,0,0,-25,0.475
JAY_LEACH,20072008,0,0,-1,0
DENNIS_WIDEMAN,20072008,0,0,17,0.6
DANNY_RICHMOND,20072008,0,0,-7,0.55
ALEXANDRE_PICARD,20072008,0,0,1,0
OLE-KRISTIAN_TOLLEFSEN,20072008,0,0,-11,0.6
KYLE_QUINCEY,20072008,0,0,-4,0
BEN_EAGER,20072008,0,0,-9,0.55
JEFF_TAMBELLINI,20072008,0,0,-8,0
GEOFF_PLATT,20072008,0,0,2,0
GREG_ZANON,20072008,0,0,-34,0.7
CHRIS_THORBURN,20072008,0,0,-4,0.485
JOSH_GRATTON,20072008,0,0,1,0
KEVIN_BIEKSA,20072008,0,0,-5,0.55
RICK_RYPIEN,20072008,0,0,-5,0.475
DANIEL_PAILLE,20072008,0,0,-1,0.5852
NATHAN_PAETSCH,20072008,0,0,8,0.7
BEN_WALTER,20072008,0,0,0,0
COREY_CRAWFORD,20072008,0,0,0,0
KEITH_AUCOIN,20072008,0,0,6,0.475
BEN_GUITE,20072008,0,0,-25,0.475
JAMES_WISNIEWSKI,20072008,0,0,14,0.65
STEFAN_RUZICKA,20072008,0,0,6,0.525
JOAKIM_LINDSTROM,20072008,0,0,6,0.525
MATHIEU_ROY,20072008,0,0,-1,0
DUSTIN_BYFUGLIEN,20072008,0,0,16,0.675
YAN_STASTNY,20072008,0,0,-2,0
MARK_STUART,20072008,0,0,-21,0.9424
BRENDAN_BELL,20072008,0,0,-2,0.495
NOAH_WELCH,20072008,0,0,1,0.55
BILL_THOMAS,20072008,0,0,0,0
MARC-ANTOINE_POULIOT,20072008,0,0,-1,0
RYAN_POTULNY,20072008,0,0,1,0.6435
ERIK_REITZ,20072008,0,0,-1,0
JOEL_PERRAULT,20072008,0,0,3,0.495
JEREMY_WILLIAMS,20072008,0,0,-3,0
NIGEL_DAWES,20072008,0,0,21,0.475
ANDREAS_KARLSSON,20072008,0,0,-14,0.5
KRIS_LETANG,20072008,0,0,22,0.56
NIKLAS_BACKSTROM,20072008,0,0,10,3.1
PETTERI_NUMMELIN,20072008,0,0,6,1.2
LADISLAV_SMID,20072008,0,0,-32,0.720759
PATRICK_THORESEN,20072008,0,0,-12,0.5425
D.J._KING,20072008,0,0,-4,0.5
JOHNNY_ODUYA,20072008,0,0,26,0.6
FREDRIK_NORRENA,20072008,0,0,-16,0.8
GUILLAUME_LATENDRESSE,20072008,0,0,7,0.85
SHANE_O'BRIEN,20072008,0,0,-16,0.875
PATRICK_O'SULLIVAN,20072008,0,0,-22,0.65
RYAN_SHANNON,20072008,0,0,9,0
ADAM_BURISH,20072008,0,0,-36,0.575
VILLE_PELTONEN,20072008,0,0,-11,1
MIKE_BLUNDEN,20072008,0,0,-1,0
DAVE_BOLLAND,20072008,0,0,0,0.825
MATT_LASHOFF,20072008,0,0,0,0.585
JAN_HEJDA,20072008,0,0,-12,1
NATHAN_MCIVER,20072008,0,0,-8,0.495
DAVID_BOOTH,20072008,0,0,13,0.625
PETER_HARROLD,20072008,0,0,3,0
RYAN_CALLAHAN,20072008,0,0,7,0.575
KARRI_RAMO,20072008,0,0,-9,0.65
NICKLAS_GROSSMANN,20072008,0,0,-3,0.675
BLAKE_COMEAU,20072008,0,0,3,0.7
CHRIS_CONNER,20072008,0,0,-1,0.475
ANDREJ_SEKERA,20072008,0,0,1,0.658
MATT_ELLIS,20072008,0,0,-2,0.475
DAVID_MOSS,20072008,0,0,-8,0.525
JEFF_FINGER,20072008,0,0,-2,0.475
JEFF_SCHULTZ,20072008,0,0,-10,0.775
KRIS_NEWBURY,20072008,0,0,-7,0
TROY_BROUWER,20072008,0,0,1,0.675
KENT_HUSKINS,20072008,0,0,13,0.6
KYLE_CUMISKEY,20072008,0,0,1,0.5125
TIM_BRENT,20072008,0,0,-1,0
TOBIAS_STEPHAN,20072008,0,0,-1,0
KAMIL_KREPS,20072008,0,0,5,0.495
ANDREW_GREENE,20072008,0,0,-3,0.6
KRYS_BARCH,20072008,0,0,-3,0.475
NATHAN_GUENIN,20072008,0,0,2,0
