who,last_active,mean_effect
GARY_ROBERTS,20082009,0.0672422834409935
JORDAN_STAAL,20132014,0.0672073102534618
RICHARD_PETIOT,20102011,0.0668637595387014
MARTIN_BRODEUR,20132014,0.0667323993670984
MANNY_LEGACE,20092010,0.0662757644341909
RUSLAN_SALEI,20102011,0.0652740990683062
DEAN_MCAMMOND,20092010,0.0650449761738105
FREDERIK_ANDERSEN,20132014,0.0650011016530493
ANTON_BABCHUK,20122013,0.0640942894200981
MARK_MOWERS,20072008,0.0638709899039489
JOHN_TAVARES,20132014,0.0638200191838401
AARON_JOHNSON,20122013,0.0635536157191983
COLIN_STUART,20112012,0.0634571547646581
JAKE_GARDINER,20132014,0.0633647499352167
JIRI_TLUSTY,20132014,0.0632112354616124
JOHNNY_BOYCHUK,20132014,0.0626908125234689
MARK_LETESTU,20132014,0.0625568613882136
WES_WALZ,20072008,0.062401173580639
PASCAL_DUPUIS,20132014,0.0623168713424638
LOUIS_LEBLANC,20132014,0.0619812539530624
DEVAN_DUBNYK,20132014,0.061903857327063
JEFF_TOMS,20022003,0.0618504571055346
TOMAS_HOLMSTROM,20112012,0.0618279884524888
VILLE_PELTONEN,20082009,0.0618200733320529
BEN_BISHOP,20132014,0.0615438829049708
ALYN_MCCAULEY,20062007,0.0610535182563835
MARTIN_ST. LOUIS,20132014,0.0610398401703433
PETER_REGIN,20132014,0.0608706099454315
TOMAS_VOKOUN,20122013,0.0607058913320009
MATT_READ,20132014,0.0596749093790597
KEITH_AUCOIN,20122013,0.059437065839451
JAMES_REIMER,20132014,0.0594058832914451
JOHN-MICHAEL_LILES,20132014,0.0592922562336701
NIKITA_FILATOV,20112012,0.0587727294293457
JAROSLAV_HLINKA,20072008,0.0583844313158079
TUUKKA_RASK,20132014,0.0582498601231983
MARKUS_NASLUND,20082009,0.0580788576802543
DION_PHANEUF,20132014,0.0579946555897763
CHRIS_KREIDER,20132014,0.0576561247030438
DUNCAN_KEITH,20132014,0.0574874719868312
RYAN_MILLER,20132014,0.0574167428304076
JASON_GARRISON,20132014,0.0572180139091359
LUC_ROBITAILLE,20052006,0.0570647509591283
JAMES_NEAL,20132014,0.0567718146299829
PIERRE_DAGENAIS,20052006,0.0567611323720986
VILLE_LEINO,20132014,0.0565211094495498
DEREK_ARMSTRONG,20092010,0.0565057441144154
JONI_PITKANEN,20122013,0.056422592820266
PAUL_HEALEY,20022003,0.0563683782653405
GRANT_CLITSOME,20132014,0.0563353722962472
JASON_ZUCKER,20132014,0.0562903373612946
NIKITA_NIKITIN,20132014,0.0560115763592651
BILL_GUERIN,20092010,0.0559243869684561
RYAN_JONES,20132014,0.0559222655477885
QUINTIN_LAING,20092010,0.0556665734524649
ADAM_OATES,20032004,0.0555514434437601
DANIEL_LACOSTA,20082009,0.0555223776786153
MICHAEL_GARNETT,20052006,0.0554916168910984
DREW_DOUGHTY,20132014,0.0552501577329194
JACOB_JOSEFSON,20132014,0.0552403590977156
SAMI_VATANEN,20132014,0.0551826532996803
JEAN-GABRIEL_PAGEAU,20132014,0.0551752745677054
DOUGIE_HAMILTON,20132014,0.0551686028094319
JAROSLAV_HALAK,20132014,0.0549366447806266
BOBBY_HOLIK,20082009,0.0548161038045414
ADAM_CRACKNELL,20132014,0.054239473379524
JONATHAN_QUICK,20132014,0.0535634301550093
TYLER_ARNASON,20082009,0.0535375307638114
COLBY_ARMSTRONG,20122013,0.05349991024565
TOMAS_KURKA,20032004,0.0531878877446732
LUC_BOURDON,20072008,0.052976087273233
JUSTIN_FONTAINE,20132014,0.0529707679749757
SAMI_HELENIUS,20022003,0.0527262373283331
ANDREW_MACDONALD,20132014,0.0523785994955868
MARK_FAYNE,20132014,0.0522410512020797
ARTURS_KULDA,20112012,0.0519557630292761
MAREK_MAZANEC,20132014,0.0519458637912627
TRAVIS_HAMONIC,20132014,0.0517439726887097
ROBERT_NILSSON,20092010,0.0511516491241119
JIM_SLATER,20132014,0.0510173996922865
NICK_BONINO,20132014,0.0506713554399477
SAKU_KOIVU,20132014,0.0506024959781016
ANTTI_NIEMI,20132014,0.0504006780360696
DARREN_HAYDAR,20072008,0.0499612129965322
RICHARD_ZEDNIK,20082009,0.0498175067128458
PETRI_KONTIOLA,20072008,0.0497003829418212
BRENT_SEABROOK,20132014,0.0494217680219779
RANDY_ROBITAILLE,20072008,0.0491983682112388
TIM_CONNOLLY,20112012,0.0491946793414569
CARLO_COLAIACOVO,20132014,0.049056316180062
ANTON_KHUDOBIN,20132014,0.0486052205031677
RONALD_PETROVICKY,20062007,0.0485437147358065
SEAN_COUTURIER,20132014,0.0484416780193992
MARK_FISTRIC,20132014,0.0480247798681673
BRETT_SKINNER,20082009,0.0479167069115785
MIKKEL_BOEDKER,20132014,0.0477898278621137
MATT_HALISCHUK,20132014,0.047752902553058
ALEXANDER_KOROLYUK,20032004,0.0476852460986628
JIRI_SLEGR,20052006,0.0476442964284285
JUSTIN_ABDELKADER,20132014,0.0474497973012783
LASSE_PIRJETA,20052006,0.047019918539653
MICHAL_GROSEK,20032004,0.0469082508108745
NATE_SCHMIDT,20132014,0.0467016803293728
CRAIG_SMITH,20132014,0.0466171493878452
JOE_NIEUWENDYK,20062007,0.0465078895525529
JAMES_VAN RIEMSDYK,20132014,0.0464529004990824
BRENT_BURNS,20132014,0.0459221688191153
KEVAN_MILLER,20132014,0.0457586983517556
KAMIL_KREPS,20092010,0.0453121968947112
MIKE_MURPHY,20112012,0.0452170713653041
SHAYNE_CORSON,20032004,0.045137659792732
DAVID_LIFFITON,20102011,0.0449762946447381
MARK_BELL,20072008,0.0448754330614267
ZACK_STORTINI,20102011,0.0448526356470753
JAN_HLAVAC,20072008,0.0448234113231857
CRAIG_MACDONALD,20082009,0.0446489515739326
COLIN_GREENING,20132014,0.0446286413898301
ZEMGUS_GIRGENSONS,20132014,0.0445684435961726
