who,last_active,career_effect,current_effect
JAMAL_MAYERS,20122013,-0.129912317882076,0
JAY_ROSEHILL,20132014,-0.131250514288912,-0.131250514288912
AARON_WARD,20092010,-0.131450611691765,0
JUSTIN_FALK,20132014,-0.132842141544052,-0.132842141544052
YANNICK_TREMBLAY,20062007,-0.135537920243779,0
BLAIR_BETTS,20102011,-0.135778721934763,0
JARED_BOLL,20132014,-0.135895786946107,-0.135895786946107
MIKA_NORONEN,20052006,-0.136958888756587,0
SEAN_HILL,20072008,-0.139010291393319,0
ALEXEI_EMELIN,20132014,-0.140962949851949,-0.140962949851949
JAY_MCCLEMENT,20132014,-0.141693010910461,-0.141693010910461
JASON_WARD,20072008,-0.1424272804403,0
MIKE_BROWN,20132014,-0.147227213873471,-0.147227213873471
DAVID_RUNDBLAD,20132014,-0.148866818781858,-0.148866818781858
CAM_FOWLER,20132014,-0.150844047538109,-0.150844047538109
TRAVIS_MOEN,20132014,-0.159120366341591,-0.159120366341591
SHANE_HNIDY,20102011,-0.159985816325555,0
PATRICK_LALIME,20102011,-0.161620596883325,0
LUKE_RICHARDSON,20082009,-0.166968214860785,0
JAY_BOUWMEESTER,20132014,-0.167736996791312,-0.167736996791312
MICHAEL_RYAN,20082009,-0.168768030463196,0
LUCA_SBISA,20132014,-0.168992673529979,-0.168992673529979
TIM_JACKMAN,20132014,-0.172453249332193,-0.172453249332193
BRYAN_BERARD,20072008,-0.173874154873361,0
JOHN_ERSKINE,20132014,-0.174582366970247,-0.174582366970247
NICK_TARNASKY,20092010,-0.175136720603986,0
KENT_MANDERVILLE,20022003,-0.175286037813207,0
BRUNO_GERVAIS,20122013,-0.175839174967643,0
STEVE_MCCARTHY,20072008,-0.175901015005368,0
BRETT_HULL,20052006,-0.176840492263266,0
RYAN_PARENT,20102011,-0.177354663630504,0
DERON_QUINT,20062007,-0.179316147214232,0
CLARKE_WILM,20052006,-0.181590973541672,0
BYRON_DAFOE,20032004,-0.184592081290896,0
KELLY_BUCHBERGER,20032004,-0.187348544824409,0
BRIAN_BOUCHER,20122013,-0.189417536497382,0
TANNER_GLASS,20132014,-0.190604958067369,-0.190604958067369
AARON_VOROS,20102011,-0.190712179614306,0
MATT_JONES,20072008,-0.193614580262725,0
JOE_JUNEAU,20032004,-0.20177294995531,0
JEAN-FRANCOIS_JACQUES,20112012,-0.204413909972559,0
BRENDAN_WITT,20092010,-0.205871781276446,0
RICHARD_MATVICHUK,20062007,-0.205939654158509,0
DANIEL_MCGILLIS,20052006,-0.205940135927967,0
WAYNE_PRIMEAU,20092010,-0.206014726984329,0
RYAN_CRAIG,20132014,-0.20710150777819,-0.20710150777819
MARTIN_LAPOINTE,20072008,-0.210170420424184,0
BRIAN_LASHOFF,20132014,-0.210946823652581,-0.210946823652581
JERRED_SMITHSON,20132014,-0.213016489654835,-0.213016489654835
CRAIG_ADAMS,20132014,-0.214013605802062,-0.214013605802062
TAYLOR_CHORNEY,20112012,-0.214111250639808,0
BRAD_FERENCE,20062007,-0.215123965415373,0
DEREK_MEECH,20122013,-0.227403297728912,0
RORY_FITZPATRICK,20072008,-0.22804010348281,0
CRAIG_JOHNSON,20032004,-0.229502973640769,0
JACK_JOHNSON,20132014,-0.230223890723448,-0.230223890723448
ERIC_NYSTROM,20132014,-0.230783173501247,-0.230783173501247
NICLAS_WALLIN,20102011,-0.23257161235959,0
WADE_BELAK,20102011,-0.23302719735397,0
IVAN_MAJESKY,20052006,-0.239868086847307,0
JEAN-PIERRE_VIGIER,20062007,-0.242214633092489,0
SCOTT_LACHANCE,20032004,-0.246998032410756,0
ZENON_KONOPKA,20132014,-0.250136947538158,-0.250136947538158
CAM_JANSSEN,20132014,-0.251496504635593,-0.251496504635593
ENVER_LISIN,20092010,-0.256500286917261,0
STEPHANE_VEILLEUX,20132014,-0.261140259521499,-0.261140259521499
RYAN_JOHNSON,20102011,-0.264020435329493,0
ERIK_GUDBRANSON,20132014,-0.276356410214582,-0.276356410214582
JASON_STRUDWICK,20102011,-0.284513926291933,0
DARROLL_POWE,20132014,-0.284871103113667,-0.284871103113667
STEVEN_GOERTZEN,20092010,-0.287298716165393,0
CHRIS_DINGMAN,20052006,-0.294368074533727,0
RYAN_HOLLWEG,20102011,-0.326017638828017,0
NICLAS_HAVELID,20082009,-0.327507202790847,0
PHILIPPE_SAUVE,20062007,-0.339743456249851,0
MATHIEU_BIRON,20052006,-0.341737633784538,0
JAMIE_ALLISON,20052006,-0.354732031568683,0
P. J._AXELSSON,20082009,-0.360971624455743,0
THOMAS_POCK,20082009,-0.394203479325394,0
RAITIS_IVANANS,20112012,-0.47194692625561,0
JOHN_MCCARTHY,20132014,-0.577421926774052,-0.577421926774052
TIM_TAYLOR,20062007,-0.676417048917577,0
