player,season,beta,prob,ppm,pm,fp,beta.po,prob.po,ppm.po,pm.po,fp.po
RAY_WHITNEY,20022003,0.15,0.54,107.11,59,0.52,0,0.5,0,0,0
STEVE_SULLIVAN,20032004,0.14,0.53,106.88,192,0.56,0.14,0.53,7.42,-14,0.44
DEVIN_SETOGUCHI,20112012,0.13,0.53,106.72,139,0.54,0,0.5,0,0,0
PETER_BONDRA,20022003,0.18,0.55,106.67,108,0.55,0.18,0.55,11.68,27,0.61
ERIC_FEHR,20122013,0.3,0.58,106.67,42,0.53,0.3,0.58,21.45,10,0.54
DEREK_STEPAN,20122013,0.15,0.54,106.6,112,0.54,0.24,0.56,50.62,18,0.52
JOHAN_FRANZEN,20052006,0.17,0.54,106.59,-34,0.49,0.17,0.54,7.91,-4,0.48
P.A._PARENTEAU,20122013,0.16,0.54,106.54,134,0.55,0,0.5,0,0,0
NATHAN_GERBE,20112012,0.18,0.54,106.51,-62,0.47,0,0.5,0,0,0
JASON_BLAKE,20022003,0.18,0.54,106.15,-8,0.5,0.18,0.54,6.85,5,0.53
JOCHEN_HECHT,20052006,0.14,0.53,105.97,48,0.52,0.14,0.53,22.05,-23,0.46
JORDAN_EBERLE,20112012,0.11,0.53,105.94,136,0.54,0,0.5,0,0,0
LEE_STEMPNIAK,20112012,0.16,0.54,105.8,30,0.51,0,0.5,0,0,0
ALES_HEMSKY,20132014,0.2,0.55,105.78,48,0.52,0,0.5,0,0,0
BRAD_BOYES,20102011,0.11,0.53,105.77,263,0.57,0.11,0.53,7.51,12,0.54
BRAD_MARCHAND,20122013,0.19,0.55,105.74,234,0.6,0.23,0.56,68.41,102,0.58
LADISLAV_NAGY,20072008,0.29,0.57,105.69,117,0.58,0,0.5,0,0,0
RUSLAN_FEDOTENKO,20052006,0.13,0.53,105.65,375,0.62,0.13,0.53,7.05,23,0.61
MARK_LETESTU,20102011,0.17,0.54,105.63,256,0.61,0.17,0.54,14.18,61,0.69
BLAKE_WHEELER,20122013,0.16,0.54,105.63,147,0.56,0,0.5,0,0,0
ANZE_KOPITAR,20062007,0.1,0.53,105.53,274,0.57,0,0.5,0,0,0
OLEG_KVASHA,20052006,0.18,0.54,105.38,86,0.54,0,0.5,0,0,0
KYLE_CALDER,20082009,0.15,0.54,105.33,196,0.57,0,0.5,0,0,0
TOMAS_FLEISCHMANN,20082009,0.14,0.53,105.24,236,0.58,0.14,0.53,16.79,9,0.52
TEEMU_SELANNE,20082009,0.13,0.53,105.21,412,0.63,0.13,0.53,18.69,-3,0.49
VILLE_PELTONEN,20062007,0.13,0.53,105.17,9,0.5,0,0.5,0,0,0
MARCEL_GOC,20112012,0.15,0.54,105.16,-10,0.5,0.15,0.54,14.49,12,0.53
ILYA_KOVALCHUK,20072008,0.1,0.52,105.15,118,0.53,0,0.5,0,0,0
NIGEL_DAWES,20072008,0.2,0.55,105.01,201,0.6,0.2,0.55,16.25,19,0.56
FERNANDO_PISANI,20032004,0.25,0.56,104.9,83,0.55,0,0.5,0,0,0
ALEX_TANGUAY,20022003,0.19,0.55,104.87,297,0.63,0.19,0.55,11.2,41,0.67
DAN_SEXTON,20092010,0.27,0.57,104.64,104,0.57,0,0.5,0,0,0
ALEX_TANGUAY,20062007,0.11,0.53,104.51,234,0.56,0.11,0.53,7.31,0,0.5
JUSSI_JOKINEN,20062007,0.15,0.54,104.51,395,0.64,0.15,0.54,2.76,21,0.78
DAVID_MOSS,20112012,0.34,0.58,104.51,2,0.5,0,0.5,0,0,0
DERICK_BRASSARD,20132014,0.15,0.54,104.51,284,0.6,0.15,0.54,29.3,63,0.58
DAINIUS_ZUBRUS,20092010,0.21,0.55,104.47,142,0.57,0.21,0.55,11.21,38,0.68
MATT_ELLIS,20092010,0.24,0.56,104.46,44,0.53,0.24,0.56,5.16,-11,0.37
HENRIK_SEDIN,20072008,0.1,0.52,104.41,450,0.6,0,0.5,0,0,0
JEFF_O'NEILL,20052006,0.16,0.54,104.38,284,0.61,0,0.5,0,0,0
JORDIN_TOOTOO,20062007,0.3,0.57,104.32,-5,0.5,0.3,0.57,6.51,0,0.5
TORREY_MITCHELL,20112012,0.16,0.54,104.32,-20,0.49,0.16,0.54,6.15,-3,0.48
JONATHAN_TOEWS,20072008,0.14,0.54,104.25,189,0.56,0,0.5,0,0,0
RAFFI_TORRES,20052006,0.15,0.54,104.01,275,0.6,0.15,0.54,25.41,35,0.55
TOM_WANDELL,20092010,0.23,0.56,104,-58,0.47,0,0.5,0,0,0
COREY_PERRY,20062007,0.15,0.54,103.97,407,0.65,0.15,0.54,33.71,104,0.62
MARTY_REASONER,20072008,0.13,0.53,103.88,-283,0.41,0,0.5,0,0,0
SAKU_KOIVU,20112012,0.12,0.53,103.78,64,0.52,0,0.5,0,0,0
SAM_GAGNER,20112012,0.12,0.53,103.74,128,0.54,0,0.5,0,0,0
LEE_STEMPNIAK,20102011,0.11,0.53,103.65,36,0.51,0.11,0.53,4.19,-3,0.48
MARTIN_HANZAL,20132014,0.15,0.54,103.63,174,0.56,0,0.5,0,0,0
CHRIS_NEIL,20062007,0.15,0.54,103.51,190,0.57,0.15,0.54,19.45,32,0.56
T.J._OSHIE,20112012,0.1,0.52,103.5,261,0.56,0.1,0.52,9.65,7,0.52
LUBOMIR_VISNOVSKY,20122013,0.2,0.55,103.4,223,0.61,0.2,0.55,19.21,39,0.6
RYAN_GARBUTT,20132014,0.24,0.56,103.27,-4,0.5,0.24,0.56,2.6,6,0.64
PATRICK_MARLEAU,20072008,0.11,0.53,103.13,435,0.62,0.11,0.53,22.27,90,0.62
MAXIME_TALBOT,20102011,0.13,0.53,103.07,-170,0.45,0.13,0.53,9.9,-9,0.47
MICHAEL_RYDER,20052006,0.11,0.53,103.03,428,0.61,0.11,0.53,7.31,-8,0.47
ARTEM_ANISIMOV,20112012,0.13,0.53,103.02,79,0.52,0.13,0.53,22.91,7,0.51
BRAD_BOYES,20062007,0.12,0.53,102.81,145,0.54,0,0.5,0,0,0
SIDNEY_CROSBY,20102011,0.15,0.54,102.72,305,0.61,0,0.5,0,0,0
OLLI_JOKINEN,20052006,0.08,0.52,102.66,399,0.58,0,0.5,0,0,0
ANDREW_COGLIANO,20112012,0.13,0.53,102.64,-162,0.45,0,0.5,0,0,0
TOMAS_KOPECKY,20112012,0.11,0.53,102.62,-44,0.49,0.19,0.55,10.86,-2,0.49
MILAN_LUCIC,20112012,0.11,0.53,102.6,312,0.58,0.11,0.53,10.31,34,0.59
VLADIMIR_SOBOTKA,20112012,0.13,0.53,102.51,23,0.51,0.13,0.53,10.01,-44,0.36
BROOKS_LAICH,20092010,0.09,0.52,102.5,122,0.53,0.09,0.52,10.63,49,0.61
ALEXEI_PONIKAROVSKY,20032004,0.27,0.57,102.37,78,0.55,0.27,0.57,21.03,-37,0.38
PAVEL_DATSYUK,20062007,0.1,0.52,102.29,537,0.63,0.1,0.52,26.04,140,0.63
TONY_AMONTE,20022003,0.19,0.55,102.27,170,0.58,0.19,0.55,18.57,55,0.64
JUSSI_JOKINEN,20082009,0.14,0.54,102.19,-103,0.46,0.14,0.54,28.06,-19,0.48
COREY_PERRY,20072008,0.13,0.53,102.13,379,0.62,0.13,0.53,3.98,4,0.53
EVANDER_KANE,20122013,0.15,0.54,102.09,85,0.53,0,0.5,0,0,0
MARTIN_RUCINSKY,20052006,0.16,0.54,101.97,265,0.6,0.16,0.54,3.08,27,0.85
MARC-ANDRE_BERGERON,20082009,0.12,0.53,101.88,316,0.6,0,0.5,0,0,0
SHAWN_MCEACHERN,20032004,0.14,0.53,101.73,5,0.5,0,0.5,0,0,0
KEITH_AUCOIN,20072008,0.3,0.57,101.72,165,0.62,0,0.5,0,0,0
MATT_D'AGOSTINI,20112012,0.19,0.55,101.67,223,0.61,0.19,0.55,5.9,15,0.62
ANTTI_PIHLSTROM,20082009,0.26,0.56,101.64,97,0.56,0,0.5,0,0,0
JOEL_WARD,20112012,0.18,0.55,101.63,-59,0.47,0.18,0.55,16.05,-9,0.47
DAVID_BACKES,20122013,0.18,0.54,101.54,110,0.55,0.18,0.54,14.29,27,0.58
TONY_AMONTE,20032004,0.19,0.55,101.53,254,0.62,0.19,0.55,20.06,37,0.59
PAUL_KARIYA,20062007,0.09,0.52,101.48,291,0.57,0.09,0.52,5.55,3,0.51
WOJTEK_WOLSKI,20102011,0.14,0.54,101.47,200,0.57,0.14,0.54,5,6,0.54
SEAN_COUTURIER,20132014,0.14,0.54,101.47,-76,0.47,0.14,0.54,13.51,-43,0.39
JESSE_WINCHESTER,20102011,0.2,0.55,101.05,20,0.51,0,0.5,0,0,0
HENRIK_SEDIN,20062007,0.1,0.52,101.04,554,0.63,-0.1,0.47,-16.28,23,0.54
TEEMU_SELANNE,20052006,0.1,0.53,101.01,620,0.66,0.1,0.53,20.89,178,0.72
NIKOLAI_KULEMIN,20092010,0.11,0.53,100.97,113,0.53,0,0.5,0,0,0
STEVE_DOWNIE,20102011,0.18,0.54,100.83,167,0.57,0.18,0.54,26.31,39,0.57
MATT_STAJAN,20082009,0.11,0.53,100.78,88,0.52,0,0.5,0,0,0
ROSTISLAV_OLESZ,20062007,0.12,0.53,100.62,9,0.5,0,0.5,0,0,0
ADAM_HALL,20022003,0.21,0.55,100.55,232,0.62,0,0.5,0,0,0
KYLE_WELLWOOD,20072008,0.21,0.55,100.42,216,0.61,0,0.5,0,0,0
KYLE_OKPOSO,20122013,0.19,0.55,100.41,78,0.54,0.19,0.55,13.1,34,0.62
NICK_FOLIGNO,20112012,0.13,0.53,100.38,142,0.54,0.13,0.53,10.51,30,0.59
P.K._SUBBAN,20102011,0.08,0.52,100.28,251,0.55,0.08,0.52,10.78,-1,0.5
COLBY_ARMSTRONG,20072008,0.12,0.53,100.19,-213,0.43,0,0.5,0,0,0
MARTIN_ERAT,20032004,0.21,0.55,100,128,0.57,0.21,0.55,8.35,-16,0.4
PATRICK_KANE,20132014,0.15,0.54,100,305,0.61,0.15,0.54,32.82,60,0.57
DEREK_ROY,20122013,0.18,0.54,99.9,46,0.52,0.18,0.54,8.06,-2,0.49
PETR_SYKORA,20112012,0.13,0.53,99.84,204,0.57,0.13,0.53,16.79,47,0.59
EVGENY_ARTYUKHIN,20052006,0.27,0.57,99.79,83,0.56,0.27,0.57,7.37,12,0.61
VYACHESLAV_KOZLOV,20052006,0.1,0.53,99.77,375,0.6,0,0.5,0,0,0
KRIS_LETANG,20102011,0.07,0.52,99.72,424,0.58,0.07,0.52,9.69,92,0.67
MIKE_KNUBLE,20052006,0.09,0.52,99.69,508,0.61,0.09,0.52,6.51,21,0.57
JOHN_POHL,20062007,0.18,0.55,99.68,175,0.58,0,0.5,0,0,0
TOM_WANDELL,20112012,0.22,0.55,99.59,107,0.56,0,0.5,0,0,0
JOSH_LANGFELD,20052006,0.26,0.56,99.5,-5,0.5,0,0.5,0,0,0
PASCAL_DUPUIS,20072008,0.13,0.53,99.46,-292,0.4,0.13,0.53,29.9,-86,0.41
ALEXEI_YASHIN,20062007,0.15,0.54,99.41,204,0.58,0.15,0.54,5.2,11,0.58
JAMIE_BENN,20122013,0.18,0.54,99.39,102,0.55,0,0.5,0,0,0
VLADIMIR_ZHARKOV,20092010,0.37,0.59,99.21,131,0.62,0,0.5,0,0,0
ERIC_PERRIN,20072008,0.11,0.53,99.18,-205,0.45,0,0.5,0,0,0
CURTIS_GLENCROSS,20082009,0.13,0.53,99.1,81,0.53,0.13,0.53,8.22,-8,0.47
CURTIS_GLENCROSS,20072008,0.23,0.56,99.03,102,0.56,0,0.5,0,0,0
PETER_REGIN,20102011,0.2,0.55,98.99,96,0.55,0,0.5,0,0,0
JAMIE_LANGENBRUNNER,20022003,0.17,0.54,98.94,245,0.61,0.17,0.54,25.02,30,0.55
COLIN_GREENING,20112012,0.11,0.53,98.87,152,0.54,0.11,0.53,7.61,32,0.61
BRANDON_DUBINSKY,20132014,0.18,0.54,98.86,80,0.54,0.18,0.54,14.32,12,0.54
NICK_FOLIGNO,20132014,0.25,0.56,98.8,119,0.58,0.25,0.56,6.89,-3,0.47
LOUI_ERIKSSON,20132014,0.19,0.55,98.79,157,0.57,0.19,0.55,24.81,41,0.58
PAUL_KARIYA,20022003,0.15,0.54,98.67,247,0.59,0.15,0.54,25.84,34,0.55
BROOKS_LAICH,20102011,0.09,0.52,98.63,180,0.54,0.09,0.52,12.85,34,0.56
KYLE_CALDER,20072008,0.18,0.55,98.59,121,0.56,0,0.5,0,0,0
VYACHESLAV_KOZLOV,20082009,0.1,0.53,98.52,251,0.57,0,0.5,0,0,0
DAYMOND_LANGKOW,20112012,0.13,0.53,98.5,83,0.53,0.13,0.53,23.35,-51,0.43
BROOKS_LAICH,20112012,0.09,0.52,98.44,-138,0.47,0.09,0.52,18.66,-45,0.44
MIKE_RIBEIRO,20092010,0.11,0.53,98.3,145,0.54,0,0.5,0,0,0
MARIAN_GABORIK,20052006,0.12,0.53,98.28,228,0.57,0,0.5,0,0,0
ALES_KOTALIK,20092010,0.15,0.54,98.26,260,0.6,0,0.5,0,0,0
MIKAEL_BACKLUND,20122013,0.3,0.57,98.23,44,0.53,0,0.5,0,0,0
ERIK_KARLSSON,20132014,0.12,0.53,98.04,200,0.56,0,0.5,0,0,0
MASON_RAYMOND,20082009,0.16,0.54,98.02,38,0.52,0.16,0.54,14.33,-51,0.36
BROOKS_LAICH,20082009,0.09,0.52,97.97,136,0.53,0.09,0.52,16.34,2,0.5
MIKE_KNUBLE,20082009,0.09,0.52,97.82,28,0.51,0.09,0.52,7.53,17,0.55
PAUL_KARIYA,20052006,0.09,0.52,97.81,383,0.59,0.09,0.52,6.01,47,0.68
KRIS_VERSTEEG,20082009,0.11,0.53,97.77,116,0.53,0.11,0.53,19.11,28,0.54
ZIGMUND_PALFFY,20052006,0.17,0.54,97.71,131,0.56,0,0.5,0,0,0
ALEX_KOVALEV,20022003,0.13,0.53,97.67,210,0.57,0,0.5,0,0,0
JOEL_WARD,20132014,0.17,0.54,97.65,-84,0.46,0,0.5,0,0,0
JASON_BLAKE,20112012,0.23,0.56,97.6,129,0.58,0,0.5,0,0,0
SCOTT_GOMEZ,20102011,0.09,0.52,97.5,293,0.57,0.09,0.52,9.57,12,0.53
BRAD_BOYES,20052006,0.11,0.53,97.41,363,0.6,0,0.5,0,0,0
EVANDER_KANE,20092010,0.15,0.54,97.39,-102,0.46,0,0.5,0,0,0
CLAUDE_GIROUX,20122013,0.13,0.53,97.38,195,0.57,0,0.5,0,0,0
ANDREW_MURRAY,20082009,0.23,0.56,97.33,-5,0.5,0,0.5,0,0,0
RILEY_SHEAHAN,20132014,0.29,0.57,97.17,168,0.63,0.29,0.57,13.76,28,0.65
P.A._PARENTEAU,20132014,0.17,0.54,97.05,128,0.56,0.17,0.54,10.07,10,0.54
TOM_KOSTOPOULOS,20052006,0.15,0.54,96.95,-212,0.42,0,0.5,0,0,0
ANDREW_LADD,20072008,0.18,0.54,96.94,116,0.55,0,0.5,0,0,0
ANDREI_KOSTITSYN,20112012,0.13,0.53,96.81,52,0.52,0.13,0.53,10.91,14,0.54
MARIAN_GABORIK,20112012,0.09,0.52,96.76,294,0.57,0.09,0.52,24.6,95,0.59
VIKTOR_STALBERG,20122013,0.24,0.56,96.64,152,0.6,0.24,0.56,28.51,52,0.61
RADIM_VRBATA,20062007,0.13,0.53,96.62,159,0.55,0,0.5,0,0,0
MARCO_STURM,20092010,0.11,0.53,96.59,202,0.56,0.11,0.53,6.73,7,0.53
TRAVIS_ZAJAC,20092010,0.08,0.52,96.58,346,0.58,0.08,0.52,6.48,22,0.57
RUSLAN_FEDOTENKO,20082009,0.16,0.54,96.48,85,0.54,0.16,0.54,38.12,31,0.53
SERGEI_SAMSONOV,20102011,0.11,0.53,96.47,167,0.55,0,0.5,0,0,0
MATS_ZUCCARELLO,20132014,0.13,0.53,96.41,226,0.58,0.13,0.53,33.72,53,0.55
ROB_KLINKHAMMER,20132014,0.21,0.55,96.38,36,0.52,0,0.5,0,0,0
PIERRE_TURGEON,20022003,0.25,0.56,96.37,191,0.62,0.25,0.56,6.03,28,0.79
ANDREI_KOSTITSYN,20092010,0.15,0.54,96.35,125,0.55,0.15,0.54,27.94,-8,0.49
CHAD_LAROSE,20112012,0.11,0.53,96.05,52,0.52,0,0.5,0,0,0
MARTIN_ERAT,20132014,0.21,0.55,96.04,25,0.51,0,0.5,0,0,0
BOBBY_RYAN,20112012,0.1,0.52,95.91,107,0.53,0,0.5,0,0,0
ERIC_STAAL,20062007,0.08,0.52,95.9,554,0.62,0,0.5,0,0,0
CHRIS_NEIL,20102011,0.15,0.54,95.89,27,0.51,0,0.5,0,0,0
DAVID_BOOTH,20092010,0.25,0.56,95.8,88,0.56,0,0.5,0,0,0
BRANKO_RADIVOJEVIC,20072008,0.15,0.54,95.73,-103,0.46,0.15,0.54,2.64,-12,0.33
STEVEN_STAMKOS,20122013,0.14,0.53,95.73,119,0.54,0,0.5,0,0,0
TOMAS_PLEKANEC,20082009,0.1,0.52,95.68,134,0.53,0.1,0.52,2.61,-11,0.4
JARRET_STOLL,20092010,0.11,0.53,95.51,182,0.55,0.07,0.52,4.53,-36,0.37
DANIEL_WINNIK,20112012,0.1,0.53,95.48,-121,0.47,0.1,0.53,3.82,-10,0.43
MATT_BRADLEY,20052006,0.16,0.54,95.43,-185,0.42,0,0.5,0,0,0
TROY_BROUWER,20112012,0.1,0.53,95.33,-17,0.5,0.1,0.53,17.19,-68,0.4
DAINIUS_ZUBRUS,20102011,0.12,0.53,95.28,300,0.59,0,0.5,0,0,0
KEVYN_ADAMS,20052006,0.13,0.53,95.26,-212,0.43,0.13,0.53,23.19,-86,0.38
TYLER_KENNEDY,20132014,0.25,0.56,95.25,102,0.57,0,0.5,0,0,0
MIKE_RIBEIRO,20052006,0.11,0.53,95.22,337,0.59,0.11,0.53,8.3,16,0.55
DAVID_MOSS,20092010,0.16,0.54,95.19,91,0.54,0,0.5,0,0,0
TEEMU_SELANNE,20092010,0.14,0.53,95.15,226,0.58,0,0.5,0,0,0
NIKOLAI_ZHERDEV,20032004,0.2,0.55,95.05,115,0.56,0,0.5,0,0,0
GLEN_MURRAY,20072008,0.12,0.53,94.93,203,0.57,0.12,0.53,9.62,17,0.55
GLEN_MURRAY,20062007,0.12,0.53,94.87,216,0.57,0,0.5,0,0,0
KIP_MILLER,20022003,0.23,0.56,94.86,187,0.61,0.23,0.56,3.08,7,0.63
JASON_CHIMERA,20062007,0.12,0.53,94.85,-113,0.46,0,0.5,0,0,0
DAINIUS_ZUBRUS,20062007,0.09,0.52,94.85,251,0.56,0.09,0.52,15.35,-9,0.49
TYLER_KENNEDY,20122013,0.25,0.56,94.75,46,0.53,0.25,0.56,18.87,7,0.52
SERGEI_BRYLIN,20062007,0.11,0.53,94.73,-57,0.48,0.11,0.53,11.86,-65,0.35
KYLE_BRODZIAK,20112012,0.09,0.52,94.72,-257,0.44,0,0.5,0,0,0
NIKLAS_HAGMAN,20092010,0.1,0.53,94.69,235,0.56,0,0.5,0,0,0
LOUI_ERIKSSON,20122013,0.14,0.53,94.61,62,0.52,0,0.5,0,0,0
PASCAL_DUPUIS,20062007,0.13,0.53,94.58,-155,0.45,0.13,0.53,7.8,6,0.52
CHRIS_HIGGINS,20072008,0.09,0.52,94.54,60,0.51,0.05,0.51,8.14,27,0.54
TEEMU_SELANNE,20062007,0.1,0.53,94.5,580,0.66,0.1,0.53,24.77,128,0.63
PASCAL_DUPUIS,20052006,0.13,0.53,94.45,-101,0.47,0,0.5,0,0,0
MIKE_MODANO,20072008,0.09,0.52,94.37,281,0.57,0.09,0.52,19.42,-29,0.47
RYAN_NUGENT-HOPKINS,20112012,0.13,0.53,94.21,146,0.55,0,0.5,0,0,0
PAUL_STASTNY,20122013,0.17,0.54,94.17,-9,0.5,0,0.5,0,0,0
TRAVIS_ZAJAC,20082009,0.08,0.52,94.1,463,0.6,0.08,0.52,8.16,22,0.56
MILAN_LUCIC,20102011,0.1,0.52,94.03,294,0.58,0.1,0.52,33.18,87,0.56
DAYMOND_LANGKOW,20032004,0.12,0.53,93.94,6,0.5,0,0.5,0,0,0
JASON_CHIMERA,20092010,0.13,0.53,93.87,-64,0.48,0.13,0.53,7.93,19,0.58
MIKE_RICHARDS,20092010,0.08,0.52,93.86,279,0.56,0.08,0.52,26.16,18,0.51
TEEMU_SELANNE,20102011,0.1,0.53,93.84,185,0.55,0.1,0.53,7.87,11,0.54
ANTTI_MIETTINEN,20102011,0.12,0.53,93.79,57,0.52,0,0.5,0,0,0
JOHAN_FRANZEN,20132014,0.17,0.54,93.78,177,0.58,0.17,0.54,9.71,5,0.52
MARTIN_HAVLAT,20022003,0.2,0.55,93.75,262,0.64,0.2,0.55,23.49,43,0.59
SEAN_COUTURIER,20112012,0.14,0.54,93.68,-132,0.45,0.14,0.54,14.36,-71,0.33
DEREK_STEPAN,20132014,0.1,0.53,93.64,232,0.56,0.1,0.53,29.29,43,0.54
JASON_POMINVILLE,20122013,0.13,0.53,93.63,-6,0.5,0.13,0.53,2.56,9,0.62
JIRI_HUDLER,20102011,0.13,0.53,93.58,258,0.59,0.13,0.53,12.41,43,0.61
SEAN_AVERY,20082009,0.21,0.55,93.45,157,0.59,0.21,0.55,16.74,19,0.56
RUSLAN_FEDOTENKO,20072008,0.13,0.53,93.41,114,0.54,0,0.5,0,0,0
PASCAL_DUPUIS,20082009,0.13,0.53,93.41,-177,0.44,-0.02,0.5,-1.55,-41,0.37
SHANE_DOAN,20052006,0.09,0.52,93.39,309,0.58,0,0.5,0,0,0
KIMMO_TIMONEN,20122013,0.14,0.53,93.16,185,0.57,0,0.5,0,0,0
HENRIK_ZETTERBERG,20062007,0.1,0.53,93.08,368,0.6,0.1,0.53,29.7,135,0.62
MIKE_KNUBLE,20072008,0.09,0.52,93.05,182,0.54,0.09,0.52,13.5,27,0.54
VIKTOR_KOZLOV,20052006,0.16,0.54,93.02,278,0.62,0.16,0.54,3.04,3,0.54
TOMAS_PLEKANEC,20052006,0.15,0.54,92.97,-13,0.49,0.15,0.54,11.1,17,0.56
ALEX_KOVALEV,20032004,0.13,0.53,92.81,175,0.56,0.13,0.53,13.77,33,0.58
DAVID_CLARKSON,20122013,0.17,0.54,92.68,395,0.68,0,0.5,0,0,0
MARK_GIORDANO,20132014,0.17,0.54,92.63,109,0.55,0,0.5,0,0,0
PATRICK_MARLEAU,20132014,0.11,0.53,92.4,214,0.57,0.11,0.53,9.87,48,0.64
FEDOR_TYUTIN,20112012,0.09,0.52,92.25,136,0.53,0,0.5,0,0,0
R.J._UMBERGER,20072008,0.1,0.53,92.07,-147,0.46,0.1,0.53,22.45,-24,0.47
RYAN_CALLAHAN,20082009,0.09,0.52,92.07,97,0.52,0.09,0.52,8.67,-20,0.45
RICHARD_PARK,20052006,0.21,0.55,92.05,-41,0.48,0,0.5,0,0,0
TOMAS_FLEISCHMANN,20132014,0.17,0.54,92.04,83,0.54,0,0.5,0,0,0
CAL_CLUTTERBUCK,20092010,0.14,0.53,91.85,-127,0.45,0,0.5,0,0,0
MARIAN_GABORIK,20072008,0.09,0.52,91.84,121,0.53,0.09,0.52,7.54,35,0.6
NATE_THOMPSON,20102011,0.12,0.53,91.68,-179,0.44,0.12,0.53,20.58,-103,0.35
CHRIS_NEIL,20112012,0.15,0.54,91.68,139,0.56,0.15,0.54,9.44,44,0.67
GABRIEL_LANDESKOG,20122013,0.19,0.55,91.57,47,0.52,0,0.5,0,0,0
NATHAN_MACKINNON,20132014,0.1,0.53,91.57,125,0.53,0.1,0.53,7.5,13,0.54
BILL_GUERIN,20082009,0.1,0.52,91.55,225,0.56,0.1,0.52,28.07,110,0.6
BLAKE_COMEAU,20112012,0.13,0.53,91.51,-113,0.46,0,0.5,0,0,0
ALEX_BURROWS,20062007,0.17,0.54,91.43,-224,0.4,0.17,0.54,10.11,-49,0.29
TEDDY_PURCELL,20122013,0.16,0.54,91.4,119,0.55,0,0.5,0,0,0
DANIEL_CLEARY,20072008,0.13,0.53,91.37,289,0.6,0.1,0.53,26.95,78,0.57
PATRICK_KANE,20122013,0.16,0.54,91.24,143,0.56,0.16,0.54,49.61,122,0.6
JAY_PANDOLFO,20032004,0.17,0.54,91.22,32,0.51,0.17,0.54,4.42,0,0.5
PAUL_KARIYA,20072008,0.09,0.52,91.2,279,0.57,0,0.5,0,0,0
SIDNEY_CROSBY,20112012,0.27,0.57,91.19,215,0.66,0.27,0.57,23.1,53,0.65
DAVID_CLARKSON,20082009,0.14,0.53,91.17,122,0.55,0.14,0.53,6.07,7,0.54
BRYAN_LITTLE,20112012,0.08,0.52,90.98,232,0.55,0,0.5,0,0,0
PAVOL_DEMITRA,20052006,0.12,0.53,90.85,210,0.57,0,0.5,0,0,0
TYLER_KENNEDY,20072008,0.21,0.55,90.47,-3,0.5,0.21,0.55,26.96,-8,0.48
BRIAN_ROLSTON,20052006,0.08,0.52,90.43,130,0.53,0,0.5,0,0,0
BRAD_RICHARDS,20092010,0.07,0.52,90.41,375,0.57,0,0.5,0,0,0
VLADIMIR_SOBOTKA,20102011,0.13,0.53,90.27,-43,0.48,0,0.5,0,0,0
NIKO_KAPANEN,20072008,0.12,0.53,90.15,158,0.55,0,0.5,0,0,0
STEVE_MCKENNA,20022003,0.38,0.59,90.14,76,0.58,0,0.5,0,0,0
BEN_CLYMER,20052006,0.14,0.53,90.14,87,0.53,0,0.5,0,0,0
JED_ORTMEYER,20092010,0.15,0.54,90.13,-81,0.47,0.15,0.54,2.82,-7,0.41
JAROME_IGINLA,20112012,0.08,0.52,90.04,28,0.51,0,0.5,0,0,0
VLADIMIR_SOBOTKA,20072008,0.41,0.6,89.98,68,0.58,0.41,0.6,13.86,7,0.55
DANIEL_CLEARY,20112012,0.11,0.53,89.96,122,0.54,0.11,0.53,5.54,5,0.52
MIKHAIL_GRABOVSKI,20132014,0.24,0.56,89.93,53,0.53,0,0.5,0,0,0
ANTTI_MIETTINEN,20052006,0.16,0.54,89.86,198,0.59,0.16,0.54,6.82,21,0.63
PASCAL_DUPUIS,20092010,0.11,0.53,89.82,-104,0.47,0.11,0.53,16.47,37,0.56
JOE_PAVELSKI,20132014,0.12,0.53,89.64,212,0.57,0.12,0.53,10.14,36,0.6
NATHAN_HORTON,20122013,0.17,0.54,89.59,171,0.58,0.17,0.54,52.75,45,0.54
PETR_SYKORA,20032004,0.13,0.53,89.48,305,0.61,0,0.5,0,0,0
RAFFI_TORRES,20102011,0.13,0.53,89.48,17,0.51,0.13,0.53,22.78,5,0.51
TOMAS_KOPECKY,20102011,0.11,0.53,89.39,284,0.59,0.11,0.53,0.33,-2,0.33
JUSSI_JOKINEN,20072008,0.13,0.53,89.37,225,0.58,0,0.5,0,0,0
VILLE_LEINO,20092010,0.18,0.54,89.32,185,0.59,0.18,0.54,33.66,30,0.54
MIKE_RIBEIRO,20132014,0.11,0.53,89.31,272,0.58,0,0.5,0,0,0
JAMES_NEAL,20132014,0.16,0.54,89.31,277,0.63,0.16,0.54,24.15,61,0.6
PATRICK_THORESEN,20072008,0.32,0.58,89.28,28,0.53,0.32,0.58,24.96,-10,0.47
ALEXANDER_RADULOV,20062007,0.2,0.55,89.23,92,0.55,0.2,0.55,5.24,1,0.51
VLADIMIR_ZHARKOV,20102011,0.34,0.59,89.22,46,0.54,0,0.5,0,0,0
NICK_FOLIGNO,20102011,0.1,0.53,89.16,43,0.51,0,0.5,0,0,0
VILLE_PELTONEN,20082009,0.1,0.53,89.13,-389,0.39,0,0.5,0,0,0
SEAN_BERGENHEIM,20132014,0.24,0.56,89.09,89,0.56,0,0.5,0,0,0
DWIGHT_KING,20112012,0.32,0.58,89.07,104,0.59,0.32,0.58,55.79,25,0.54
