player,season,beta,prob,ppm,pm,fp,beta.po,prob.po,ppm.po,pm.po,fp.po
MAXIM_KUZNETSOV,20022003,0,0.5,0,4,0.5,0,0.5,0,0,0
IGOR_LARIONOV,20022003,0,0.5,0,168,0.6,0,0.5,0,34,0.77
JESSE_WALLIN,20022003,0,0.5,0,-6,0.49,0,0.5,0,0,0
PETER_WORRELL,20022003,0,0.5,0,-87,0.41,0,0.5,0,0,0
TODD_WARRINER,20022003,0,0.5,0,-18,0.48,0,0.5,0,0,0
KEVIN_DINEEN,20022003,0,0.5,0,-5,0.27,0,0.5,0,0,0
LYNN_LOYNS,20022003,0,0.5,0,-9,0.46,0,0.5,0,0,0
ERIC_MANLOW,20022003,0,0.5,0,1,0.51,0,0.5,0,0,0
TED_DONATO,20022003,0,0.5,0,-39,0.44,0,0.5,0,0,0
DIXON_WARD,20022003,0,0.5,0,1,0.53,0,0.5,0,0,0
BLAKE_SLOAN,20022003,0,0.5,0,-87,0.43,0,0.5,0,0,0
LEVENTE_SZUPER,20022003,0,0.5,0,1,1,0,0.5,0,0,0
SAMI_HELENIUS,20022003,0,0.5,0,22,0.57,0,0.5,0,0,0
J-F_DAMPHOUSSE,20022003,0,0.5,0,1,1,0,0.5,0,0,0
DOMENIC_PITTIS,20022003,0,0.5,0,4,0.75,0,0.5,0,0,0
ALEXEI_SMIRNOV,20022003,0,0.5,0,0,0.5,0,0.5,0,1,0.52
MARTY_MURRAY,20022003,0,0.5,0,113,0.58,0,0.5,0,4,0.57
WADE_FLAHERTY,20022003,0,0.5,0,-4,0.46,0,0.5,0,0,0
TOM_BARRASSO,20022003,0,0.5,0,2,0.5,0,0.5,0,0,0
CAMERON_MANN,20022003,0,0.5,0,-1,0.48,0,0.5,0,0,0
JOSH_HOLDEN,20022003,0,0.5,0,-8,0.38,0,0.5,0,0,0
JOHAN_HOLMQVIST,20022003,0,0.5,0,12,0.62,0,0.5,0,0,0
BRANTT_MYHRES,20022003,0,0.5,0,0,0.5,0,0.5,0,0,0
ANDY_BERENZWEIG,20022003,0,0.5,0,11,0.6,0,0.5,0,0,0
LANCE_WARD,20022003,0,0.5,0,-37,0.46,0,0.5,0,0,0
MATTHEW_HERR,20022003,0,0.5,0,-4,0.4,0,0.5,0,0,0
MARK_GREIG,20022003,0,0.5,0,0,0.5,0,0.5,0,0,0
FRANK_BANHAM,20022003,0,0.5,0,-5,0.44,0,0.5,0,0,0
BLAKE_BELLEFEUILLE,20022003,0,0.5,0,-7,0.23,0,0.5,0,0,0
ANDREJ_NEDOROST,20022003,0,0.5,0,2,0.51,0,0.5,0,0,0
NATHAN_PERROTT,20022003,0,0.5,0,1,1,0,0.5,0,0,0
EVGENY_KONSTANTINOV,20022003,0,0.5,0,8,0.72,0,0.5,0,0,0
PAUL_HEALEY,20022003,0,0.5,0,-73,0.41,0,0.5,0,-6,0.38
MATT_HERR,20022003,0,0.5,0,1,0.67,0,0.5,0,0,0
CRAIG_DARBY,20022003,0,0.5,0,4,0.59,0,0.5,0,0,0
MICKI_DUPONT,20022003,0,0.5,0,17,0.55,0,0.5,0,0,0
SERGEI_VARLAMOV,20022003,0,0.5,0,9,0.62,0,0.5,0,0,0
ERIC_FICHAUD,20022003,0,0.5,0,1,1,0,0.5,0,0,0
GUILLAUME_LEFEBVRE,20022003,0,0.5,0,-7,0.49,0,0.5,0,0,0
BRIAN_HOLZINGER,20022003,0,0.5,0,-6,0.48,0,0.5,0,0,0
RYAN_KRAFT,20022003,0,0.5,0,-4,0.46,0,0.5,0,0,0
KYLE_WANVIG,20022003,0,0.5,0,14,0.63,0,0.5,0,0,0
COLIN_FORBES,20022003,0,0.5,0,-8,0.39,0,0.5,0,0,0
ADAM_OATES,20022003,0,0.5,0,198,0.6,0,0.5,0,24,0.54
PAVEL_ROSA,20022003,0,0.5,0,4,0.59,0,0.5,0,0,0
PETER_WHITE,20022003,0,0.5,0,-4,0.45,0,0.5,0,0,0
STEVE_HEINZE,20022003,0,0.5,0,12,0.52,0,0.5,0,0,0
DAVE_KARPA,20022003,0,0.5,0,5,0.51,0,0.5,0,0,0
RADOSLAV_HECL,20022003,0,0.5,0,-17,0.42,0,0.5,0,0,0
JEAN-MARC_PELLETIER,20022003,0,0.5,0,7,0.53,0,0.5,0,0,0
REID_SIMPSON,20022003,0,0.5,0,-6,0.47,0,0.5,0,0,0
JAN_LASAK,20022003,0,0.5,0,11,0.56,0,0.5,0,0,0
THEOREN_FLEURY,20022003,0,0.5,0,110,0.56,0,0.5,0,0,0
STEVE_DUBINSKY,20022003,0,0.5,0,-22,0.45,0,0.5,0,0,0
ROMAN_LYASHENKO,20022003,0,0.5,0,6,0.65,0,0.5,0,0,0
ROSS_LUPASCHUK,20022003,0,0.5,0,-15,0.32,0,0.5,0,0,0
TRENT_WHITFIELD,20022003,0,0.5,0,-35,0.33,0,0.5,0,-10,0.41
RICKARD_WALLIN,20022003,0,0.5,0,9,0.7,0,0.5,0,0,0
NORMAN_MILLEY,20022003,0,0.5,0,-2,0.49,0,0.5,0,0,0
KIRILL_SAFRONOV,20022003,0,0.5,0,-15,0.48,0,0.5,0,0,0
JEAN-PIERRE_VIGIER,20022003,0,0.5,0,-5,0.49,0,0.5,0,0,0
JEAN-GUY_TRUDEL,20022003,0,0.5,0,-4,0.17,0,0.5,0,0,0
TOMAS_MALEC,20022003,0,0.5,0,46,0.56,0,0.5,0,0,0
CURTIS_MURPHY,20022003,0,0.5,0,-2,0.33,0,0.5,0,0,0
GORDIE_DWYER,20022003,0,0.5,0,-20,0.43,0,0.5,0,0,0
RICHARD_LINTNER,20022003,0,0.5,0,13,0.51,0,0.5,0,0,0
BRAD_TAPPER,20022003,0,0.5,0,19,0.52,0,0.5,0,0,0
LADISLAV_KOHN,20022003,0,0.5,0,3,0.6,0,0.5,0,0,0
JARED_AULIN,20022003,0,0.5,0,11,0.54,0,0.5,0,0,0
IAN_MACNEIL,20022003,0,0.5,0,2,0.58,0,0.5,0,0,0
BILLY_TIBBETTS,20022003,0,0.5,0,-7,0.46,0,0.5,0,0,0
PATRICK_BOILEAU,20022003,0,0.5,0,24,0.55,0,0.5,0,0,0
ZENITH_KOMARNISKI,20022003,0,0.5,0,0,0.5,0,0.5,0,0,0
TYLER_MOSS,20022003,0,0.5,0,0,0.5,0,0.5,0,0,0
JIM_MONTGOMERY,20022003,0,0.5,0,-1,0.43,0,0.5,0,0,0
CHARLIE_STEPHENS,20022003,0,0.5,0,4,0.7,0,0.5,0,0,0
BRIAN_FINLEY,20022003,0,0.5,0,14,0.68,0,0.5,0,0,0
BOBBY_ALLEN,20022003,0,0.5,0,2,1,0,0.5,0,0,0
MICHAEL_LEIGHTON,20022003,0,0.5,0,-1,0.5,0,0.5,0,0,0
STEVEN_HALKO,20022003,0,0.5,0,2,0.56,0,0.5,0,0,0
STEVENN_HALKO,20022003,0,0.5,0,4,0.57,0,0.5,0,0,0
AARON_GAVEY,20022003,0,0.5,0,-15,0.39,0,0.5,0,0,0
PAUL_MANNING,20022003,0,0.5,0,-18,0.42,0,0.5,0,0,0
HNAT_DOMENICHELLI,20022003,0,0.5,0,0,0.5,0,0.5,0,0,0
SEBASTIEN_CARON,20022003,0,0.5,0,-155,0.44,0,0.5,0,0,0
DIETER_KOCHAN,20022003,0,0.5,0,2,0.52,0,0.5,0,0,0
ROB_VALICEVIC,20022003,0,0.5,0,-22,0.32,0,0.5,0,0,0
JAROSLAV_KRISTEK,20022003,0,0.5,0,0,0.5,0,0.5,0,0,0
ROBERT_SCHNABEL,20022003,0,0.5,0,3,1,0,0.5,0,0,0
ROBERT_DOME,20022003,0,0.5,0,0,0.5,0,0.5,0,0,0
TOMAS_KLOUCEK,20022003,0,0.5,0,6,0.62,0,0.5,0,0,0
BRANDON_SMITH,20022003,0,0.5,0,3,0.57,0,0.5,0,0,0
RICHARD_BRENNAN,20022003,0,0.5,0,22,0.62,0,0.5,0,0,0
MARTIN_SAMUELSSON,20022003,0,0.5,0,21,0.64,0,0.5,0,0,0
JOE_SACCO,20022003,0,0.5,0,6,0.51,0,0.5,0,3,0.58
BRYAN_HELMER,20022003,0,0.5,0,16,0.81,0,0.5,0,0,0
DAVE_LOWRY,20022003,0,0.5,0,56,0.56,0,0.5,0,0,0
MIKAEL_TELLQVIST,20022003,0,0.5,0,-12,0.41,0,0.5,0,0,0
JANI_RITA,20022003,0,0.5,0,25,0.62,0,0.5,0,0,0
KRIS_VERNARSKY,20022003,0,0.5,0,14,0.55,0,0.5,0,0,0
COREY_HIRSCH,20022003,0,0.5,0,9,0.55,0,0.5,0,0,0
JEFF_FARKAS,20022003,0,0.5,0,-4,0.44,0,0.5,0,0,0
TONI_DAHLMAN,20022003,0,0.5,0,-5,0.46,0,0.5,0,0,0
KYLE_ROSSITER,20022003,0,0.5,0,-1,0.48,0,0.5,0,0,0
SCOTT_BARNEY,20022003,0,0.5,0,1,0.51,0,0.5,0,0,0
MIKE_SIKLENKA,20022003,0,0.5,0,5,0.86,0,0.5,0,0,0
ERIC_CHOUINARD,20022003,0,0.5,0,26,0.55,0,0.5,0,0,0
MATHIEU_BIRON,20022003,0,0.5,0,22,0.52,0,0.5,0,0,0
CRISTOBAL_HUET,20022003,0,0.5,0,-3,0.5,0,0.5,0,0,0
RYAN_FLINN,20022003,0,0.5,0,-5,0.47,0,0.5,0,0,0
MARTIN_GRENIER,20022003,0,0.5,0,-2,0.44,0,0.5,0,0,0
ZDENEK_KUTLAK,20022003,0,0.5,0,-4,0.39,0,0.5,0,0,0
CHRIS_SCHMIDT,20022003,0,0.5,0,-17,0.41,0,0.5,0,0,0
MIKE_WILSON,20022003,0,0.5,0,4,1,0,0.5,0,0,0
RAYMOND_GIROUX,20022003,0,0.5,0,64,0.66,0,0.5,0,0,0
RYAN_BAYDA,20022003,0,0.5,0,60,0.57,0,0.5,0,0,0
UWE_KRUPP,20022003,0,0.5,0,0,0.5,0,0.5,0,0,0
BENJAMIN_SIMON,20022003,0,0.5,0,-12,0.42,0,0.5,0,0,0
FREDERIC_CASSIVI,20022003,0,0.5,0,-7,0.47,0,0.5,0,0,0
MIKKO_JOKELA,20022003,0,0.5,0,4,0.7,0,0.5,0,0,0
STACY_ROEST,20022003,0,0.5,0,6,0.69,0,0.5,0,0,0
STEVE_YZERMAN,20022003,0,0.5,0,7,0.51,0,0.5,0,-4,0.48
DRAKE_BEREHOWSKY,20022003,0,0.5,0,13,0.58,0,0.5,0,0,0
DEREK_BEKAR,20022003,0,0.5,0,1,0.55,0,0.5,0,0,0
ALAN_LETANG,20022003,0,0.5,0,-12,0.37,0,0.5,0,0,0
JOEY_TETARENKO,20022003,0,0.5,0,0,0.5,0,0.5,0,0,0
ALEX_AULD,20022003,0,0.5,0,24,0.53,0,0.5,0,8,0.72
PAT_KAVANAGH,20022003,0,0.5,0,-5,0.42,0,0.5,0,0,0
CHAD_WISEMAN,20022003,0,0.5,0,-6,0.39,0,0.5,0,0,0
JASON_BACASHIHUA,20022003,0,0.5,0,1,1,0,0.5,0,0,0
JESSE_FIBIGER,20022003,0,0.5,0,-11,0.42,0,0.5,0,0,0
ERIC_MELOCHE,20022003,0,0.5,0,-53,0.38,0,0.5,0,0,0
BRAD_DEFAUW,20022003,0,0.5,0,-15,0.43,0,0.5,0,0,0
DARREL_SCOVILLE,20022003,0,0.5,0,-5,0.4,0,0.5,0,0,0
MIROSLAV_ZALESAK,20022003,0,0.5,0,-5,0.46,0,0.5,0,0,0
CHRIS_TAYLOR,20022003,0,0.5,0,-38,0.37,0,0.5,0,0,0
TODD_GILL,20022003,0,0.5,0,19,0.65,0,0.5,0,0,0
JASON_KING,20022003,0,0.5,0,6,0.53,0,0.5,0,0,0
DAMIAN_SURMA,20022003,0,0.5,0,-1,0.33,0,0.5,0,0,0
DOUG_HOUDA,20022003,0,0.5,0,-1,0.47,0,0.5,0,0,0
ZDENEK_BLATNY,20022003,0,0.5,0,1,0.51,0,0.5,0,0,0
JASON_HOLLAND,20022003,0,0.5,0,1,0.52,0,0.5,0,0,0
SEAN_MCMORROW,20022003,0,0.5,0,-1,0,0,0.5,0,0,0
MIKE_WATT,20022003,0,0.5,0,10,0.68,0,0.5,0,0,0
IGOR_RADULOV,20022003,0,0.5,0,-7,0.46,0,0.5,0,0,0
CHRIS_PRONGER,20022003,0,0.5,0,3,0.51,0,0.5,0,9,0.53
CAM_SEVERSON,20022003,0,0.5,0,-6,0.31,0,0.5,0,0,0
MILAN_BARTOVIC,20022003,0,0.5,0,-7,0.39,0,0.5,0,0,0
KENT_MCDONELL,20022003,0,0.5,0,-3,0.43,0,0.5,0,0,0
BILL_MUCKALT,20022003,0,0.5,0,3,0.6,0,0.5,0,-12,0.34
RICK_MROZIK,20022003,0,0.5,0,2,0.6,0,0.5,0,0,0
TOMI_PETTINEN,20022003,0,0.5,0,-1,0.47,0,0.5,0,0,0
MIKE_COMRIE,20032004,0,0.5,0,119,0.59,0,0.5,0,0,0
JUSSI_MARKKANEN,20032004,0,0.5,0,-59,0.48,0,0.5,0,0,0
SCOTT_PELLERIN,20032004,0,0.5,0,-1,0.48,0,0.5,0,0,0
BRIAN_SWANSON,20032004,0,0.5,0,-1,0.44,0,0.5,0,0,0
RON_TUGNUTT,20032004,0,0.5,0,22,0.52,0,0.5,0,-1,0
MARTY_TURCO,20032004,0,0.5,0,213,0.53,0,0.5,0,31,0.56
SCOTT_YOUNG,20032004,0,0.5,0,103,0.58,0,0.5,0,18,0.7
SHAWN_BATES,20032004,0,0.5,0,-23,0.49,0,0.5,0,13,0.59
BRIAN_BOUCHER,20032004,0,0.5,0,-121,0.47,0,0.5,0,0,0
KENNY_JONSSON,20032004,0,0.5,0,65,0.52,0,0.5,0,-1,0.49
JUSTIN_MAPLETOFT,20032004,0,0.5,0,0,0.5,0,0.5,0,0,0
ANDREI_NAZAROV,20032004,0,0.5,0,-16,0.44,0,0.5,0,0,0
STEVE_WEBB,20032004,0,0.5,0,3,0.53,0,0.5,0,3,0.67
DENNIS_BONVIE,20032004,0,0.5,0,0,0.5,0,0.5,0,0,0
MIKE_FISHER,20032004,0,0.5,0,11,0.52,0,0.5,0,15,0.57
JODY_HULL,20032004,0,0.5,0,0,0.5,0,0.5,0,0,0
KIRBY_LAW,20032004,0,0.5,0,-6,0.42,0,0.5,0,0,0
PETR_SCHASTLIVY,20032004,0,0.5,0,40,0.54,0,0.5,0,0,0
MIKE_LECLERC,20032004,0,0.5,0,30,0.6,0,0.5,0,0,0
BILL_LINDSAY,20032004,0,0.5,0,-11,0.45,0,0.5,0,0,0
ROD_BRIND'AMOUR,20032004,0,0.5,0,10,0.5,0,0.5,0,0,0
MARTIN_BRODEUR,20032004,0,0.5,0,291,0.54,0,0.5,0,3,0.51
MIKE_DANTON,20032004,0,0.5,0,-35,0.47,0,0.5,0,-6,0.38
DARREN_LANGDON,20032004,0,0.5,0,-42,0.43,0,0.5,0,-6,0.36
JOE_NIEUWENDYK,20032004,0,0.5,0,163,0.59,0,0.5,0,-13,0.45
COREY_SCHWAB,20032004,0,0.5,0,14,0.55,0,0.5,0,0,0
BRAD_CHARTRAND,20032004,0,0.5,0,-3,0.5,0,0.5,0,0,0
DANY_HEATLEY,20032004,0,0.5,0,83,0.58,0,0.5,0,0,0
MILAN_HNILICKA,20032004,0,0.5,0,-6,0.46,0,0.5,0,0,0
IAN_LAPERRIERE,20032004,0,0.5,0,-119,0.43,0,0.5,0,0,0
FRANCIS_LESSARD,20032004,0,0.5,0,-10,0.48,0,0.5,0,0,0
PATRIK_STEFAN,20032004,0,0.5,0,-154,0.43,0,0.5,0,0,0
JAMIE_STORR,20032004,0,0.5,0,71,0.56,0,0.5,0,0,0
ESPEN_KNUTSEN,20032004,0,0.5,0,-2,0.49,0,0.5,0,0,0
IGOR_KOROLEV,20032004,0,0.5,0,-40,0.47,0,0.5,0,0,0
GRANT_MARSHALL,20032004,0,0.5,0,95,0.57,0,0.5,0,0,0
SEAN_PRONGER,20032004,0,0.5,0,-6,0.4,0,0.5,0,0,0
STEVE_THOMAS,20032004,0,0.5,0,71,0.57,0,0.5,0,10,0.59
DERRICK_WALSER,20032004,0,0.5,0,34,0.54,0,0.5,0,0,0
TYLER_WRIGHT,20032004,0,0.5,0,-78,0.46,0,0.5,0,0,0
TRENT_KLATT,20032004,0,0.5,0,153,0.57,0,0.5,0,0,0
ADAM_MAIR,20032004,0,0.5,0,-13,0.49,0,0.5,0,0,0
BRENDAN_MORRISON,20032004,0,0.5,0,146,0.55,0,0.5,0,23,0.59
J-SEBASTIEN_AUBIN,20032004,0,0.5,0,-153,0.42,0,0.5,0,0,0
JOHAN_HEDBERG,20032004,0,0.5,0,49,0.53,0,0.5,0,-11,0.42
IVAN_HUML,20032004,0,0.5,0,9,0.59,0,0.5,0,0,0
STEPHEN_PEAT,20032004,0,0.5,0,-36,0.44,0,0.5,0,0,0
STEVE_SHIELDS,20032004,0,0.5,0,-32,0.47,0,0.5,0,0,0
P.J._STOCK,20032004,0,0.5,0,-1,0.4,0,0.5,0,0,0
SANDY_MCCARTHY,20032004,0,0.5,0,28,0.55,0,0.5,0,0,0
KRZYSZTOF_OLIWA,20032004,0,0.5,0,9,0.52,0,0.5,0,-4,0.47
ERIC_BOGUNIECKI,20032004,0,0.5,0,52,0.58,0,0.5,0,-5,0.14
FRED_BRATHWAITE,20032004,0,0.5,0,-103,0.45,0,0.5,0,0,0
MIKE_DUNHAM,20032004,0,0.5,0,9,0.5,0,0.5,0,0,0
REED_LOW,20032004,0,0.5,0,0,0.5,0,0.5,0,0,0
AL_MACINNIS,20032004,0,0.5,0,4,0.53,0,0.5,0,0,0
JAMAL_MAYERS,20032004,0,0.5,0,-97,0.44,0,0.5,0,-8,0.39
VLADIMIR_ORSZAGH,20032004,0,0.5,0,-107,0.46,0,0.5,0,-32,0.3
TOMAS_VOKOUN,20032004,0,0.5,0,-76,0.49,0,0.5,0,-70,0.39
CLARKE_WILM,20032004,0,0.5,0,-4,0.48,0,0.5,0,-13,0.38
IVAN_NOVOSELTSEV,20032004,0,0.5,0,-26,0.46,0,0.5,0,0,0
DENIS_SHVIDKI,20032004,0,0.5,0,4,0.57,0,0.5,0,0,0
DON_SWEENEY,20032004,0,0.5,0,44,0.53,0,0.5,0,2,0.52
ED_BELFOUR,20032004,0,0.5,0,30,0.51,0,0.5,0,-75,0.44
SHAYNE_CORSON,20032004,0,0.5,0,4,0.51,0,0.5,0,-12,0.4
TIE_DOMI,20032004,0,0.5,0,6,0.5,0,0.5,0,1,0.5
ALYN_MCCAULEY,20032004,0,0.5,0,-30,0.49,0,0.5,0,2,0.51
ALEXANDER_MOGILNY,20032004,0,0.5,0,22,0.52,0,0.5,0,5,0.51
KAREL_PILAR,20032004,0,0.5,0,97,0.56,0,0.5,0,7,0.65
ROBERT_REICHEL,20032004,0,0.5,0,-11,0.49,0,0.5,0,-18,0.45
JASON_MARSHALL,20032004,0,0.5,0,-2,0.5,0,0.5,0,13,0.53
LUBOMIR_SEKERAS,20032004,0,0.5,0,4,0.54,0,0.5,0,0,0
SERGEI_ZHOLTOK,20032004,0,0.5,0,78,0.54,0,0.5,0,1,0.51
STEVE_KELLY,20032004,0,0.5,0,2,0.54,0,0.5,0,0,0
CRAIG_CONROY,20032004,0,0.5,0,52,0.53,0,0.5,0,24,0.53
SCOTT_NICHOL,20032004,0,0.5,0,-168,0.43,0,0.5,0,0,0
ROB_RAY,20032004,0,0.5,0,0,0.5,0,0.5,0,0,0
DAVID_AEBISCHER,20032004,0,0.5,0,11,0.5,0,0.5,0,-15,0.49
HAROLD_DRUKEN,20032004,0,0.5,0,-2,0.49,0,0.5,0,0,0
MIKE_KEANE,20032004,0,0.5,0,-85,0.43,0,0.5,0,-28,0.27
ERIC_MESSIER,20032004,0,0.5,0,-45,0.39,0,0.5,0,0,0
STEVEN_REINPRECHT,20032004,0,0.5,0,60,0.55,0,0.5,0,0,0
JOHN_GRAHAME,20032004,0,0.5,0,174,0.56,0,0.5,0,2,0.53
MAXIM_KUZNETSOV,20032004,0,0.5,0,6,0.52,0,0.5,0,0,0
DARREN_MCCARTY,20032004,0,0.5,0,-10,0.49,0,0.5,0,12,0.54
KELLY_BUCHBERGER,20032004,0,0.5,0,-186,0.35,0,0.5,0,0,0
LYNN_LOYNS,20032004,0,0.5,0,-13,0.45,0,0.5,0,0,0
ERIC_MANLOW,20032004,0,0.5,0,-31,0.41,0,0.5,0,0,0
MATTIAS_WEINHANDL,20032004,0,0.5,0,74,0.57,0,0.5,0,7,0.56
TED_DONATO,20032004,0,0.5,0,-32,0.47,0,0.5,0,2,0.6
BLAKE_SLOAN,20032004,0,0.5,0,18,0.56,0,0.5,0,0,0
DOMENIC_PITTIS,20032004,0,0.5,0,0,0.5,0,0.5,0,0,0
ALEXEI_SMIRNOV,20032004,0,0.5,0,4,0.54,0,0.5,0,0,0
BRIAN_CAMPBELL,20032004,0,0.5,0,63,0.54,0,0.5,0,0,0
JOSH_HOLDEN,20032004,0,0.5,0,-2,0.33,0,0.5,0,0,0
ANDREJ_NEDOROST,20032004,0,0.5,0,-7,0.47,0,0.5,0,0,0
NATHAN_PERROTT,20032004,0,0.5,0,33,0.56,0,0.5,0,0,0
PAUL_HEALEY,20032004,0,0.5,0,-3,0.36,0,0.5,0,0,0
CRAIG_DARBY,20032004,0,0.5,0,-3,0.38,0,0.5,0,0,0
CRAIG_MACDONALD,20032004,0,0.5,0,-112,0.4,0,0.5,0,1,0.67
KYLE_WANVIG,20032004,0,0.5,0,0,0.5,0,0.5,0,0,0
BYRON_DAFOE,20032004,0,0.5,0,-59,0.47,0,0.5,0,0,0
COLIN_FORBES,20032004,0,0.5,0,-4,0.38,0,0.5,0,0,0
ADAM_OATES,20032004,0,0.5,0,135,0.59,0,0.5,0,0,0
PAVEL_ROSA,20032004,0,0.5,0,13,0.88,0,0.5,0,0,0
MARK_HARTIGAN,20032004,0,0.5,0,-6,0.48,0,0.5,0,0,0
PETER_WHITE,20032004,0,0.5,0,0,0.5,0,0.5,0,0,0
JEAN-MARC_PELLETIER,20032004,0,0.5,0,2,0.51,0,0.5,0,0,0
REID_SIMPSON,20032004,0,0.5,0,-1,0.4,0,0.5,0,0,0
JIRI_BICEK,20032004,0,0.5,0,4,0.52,0,0.5,0,-6,0.2
TRENT_WHITFIELD,20032004,0,0.5,0,-156,0.35,0,0.5,0,0,0
RICKARD_WALLIN,20032004,0,0.5,0,7,0.52,0,0.5,0,0,0
NORMAN_MILLEY,20032004,0,0.5,0,1,0.54,0,0.5,0,0,0
TOMAS_MALEC,20032004,0,0.5,0,-1,0.47,0,0.5,0,0,0
GORDIE_DWYER,20032004,0,0.5,0,2,0.57,0,0.5,0,0,0
PATRICK_BOILEAU,20032004,0,0.5,0,-2,0.5,0,0.5,0,0,0
ZENITH_KOMARNISKI,20032004,0,0.5,0,-1,0.47,0,0.5,0,0,0
TYLER_MOSS,20032004,0,0.5,0,-1,0,0,0.5,0,0,0
CHARLIE_STEPHENS,20032004,0,0.5,0,6,0.64,0,0.5,0,0,0
MICHAEL_LEIGHTON,20032004,0,0.5,0,-31,0.49,0,0.5,0,0,0
RAY_EMERY,20032004,0,0.5,0,18,0.58,0,0.5,0,0,0
SEBASTIEN_CARON,20032004,0,0.5,0,-214,0.45,0,0.5,0,0,0
DIETER_KOCHAN,20032004,0,0.5,0,1,1,0,0.5,0,0,0
ROB_VALICEVIC,20032004,0,0.5,0,-7,0.42,0,0.5,0,0,0
ROBERT_SCHNABEL,20032004,0,0.5,0,-25,0.45,0,0.5,0,0,0
TOMAS_KLOUCEK,20032004,0,0.5,0,-8,0.49,0,0.5,0,0,0
ARI_AHONEN,20032004,0,0.5,0,1,1,0,0.5,0,0,0
MARTIN_SAMUELSSON,20032004,0,0.5,0,-6,0.39,0,0.5,0,0,0
BRYAN_HELMER,20032004,0,0.5,0,-2,0.49,0,0.5,0,0,0
DAVE_LOWRY,20032004,0,0.5,0,-12,0.44,0,0.5,0,6,0.54
JANI_RITA,20032004,0,0.5,0,0,0.5,0,0.5,0,0,0
KRIS_VERNARSKY,20032004,0,0.5,0,-4,0.36,0,0.5,0,0,0
KYLE_ROSSITER,20032004,0,0.5,0,3,0.52,0,0.5,0,0,0
SCOTT_BARNEY,20032004,0,0.5,0,6,0.52,0,0.5,0,0,0
MIKE_SIKLENKA,20032004,0,0.5,0,2,1,0,0.5,0,0,0
ERIC_CHOUINARD,20032004,0,0.5,0,38,0.54,0,0.5,0,0,0
CRISTOBAL_HUET,20032004,0,0.5,0,84,0.52,0,0.5,0,0,0
MARTIN_GRENIER,20032004,0,0.5,0,12,0.62,0,0.5,0,0,0
ZDENEK_KUTLAK,20032004,0,0.5,0,-2,0.44,0,0.5,0,0,0
RYAN_BAYDA,20032004,0,0.5,0,36,0.54,0,0.5,0,0,0
BENJAMIN_SIMON,20032004,0,0.5,0,-32,0.44,0,0.5,0,0,0
FREDERIC_CASSIVI,20032004,0,0.5,0,0,0.5,0,0.5,0,0,0
STEVE_YZERMAN,20032004,0,0.5,0,111,0.54,0,0.5,0,9,0.53
DEREK_BEKAR,20032004,0,0.5,0,1,0.53,0,0.5,0,0,0
JOEY_TETARENKO,20032004,0,0.5,0,-1,0,0,0.5,0,0,0
ALEX_AULD,20032004,0,0.5,0,9,0.51,0,0.5,0,22,0.56
PAT_KAVANAGH,20032004,0,0.5,0,4,0.6,0,0.5,0,0,0
CHAD_WISEMAN,20032004,0,0.5,0,-3,0.44,0,0.5,0,0,0
JASON_BACASHIHUA,20032004,0,0.5,0,1,1,0,0.5,0,0,0
MAXIME_OUELLET,20032004,0,0.5,0,-68,0.4,0,0.5,0,0,0
ERIC_MELOCHE,20032004,0,0.5,0,-53,0.42,0,0.5,0,0,0
DARREL_SCOVILLE,20032004,0,0.5,0,-6,0.48,0,0.5,0,0,0
MIROSLAV_ZALESAK,20032004,0,0.5,0,5,0.65,0,0.5,0,0,0
CHRIS_TAYLOR,20032004,0,0.5,0,-54,0.45,0,0.5,0,0,0
DAMIAN_SURMA,20032004,0,0.5,0,-1,0.44,0,0.5,0,0,0
ZDENEK_BLATNY,20032004,0,0.5,0,7,0.52,0,0.5,0,0,0
NEIL_LITTLE,20032004,0,0.5,0,4,0.6,0,0.5,0,0,0
JASON_HOLLAND,20032004,0,0.5,0,-5,0.5,0,0.5,0,0,0
CAM_SEVERSON,20032004,0,0.5,0,-18,0.46,0,0.5,0,0,0
MILAN_BARTOVIC,20032004,0,0.5,0,-9,0.48,0,0.5,0,0,0
KENT_MCDONELL,20032004,0,0.5,0,-31,0.44,0,0.5,0,0,0
TOMI_PETTINEN,20032004,0,0.5,0,9,0.62,0,0.5,0,0,0
TRAVIS_ROCHE,20032004,0,0.5,0,-11,0.44,0,0.5,0,0,0
JOHN_GRUDEN,20032004,0,0.5,0,-26,0.4,0,0.5,0,0,0
ESA_PIRNES,20032004,0,0.5,0,-37,0.47,0,0.5,0,0,0
MARTIN_STRBAK,20032004,0,0.5,0,-90,0.44,0,0.5,0,0,0
JIM_CUMMINS,20032004,0,0.5,0,4,0.51,0,0.5,0,0,0
MAXIM_KONDRATIEV,20032004,0,0.5,0,6,0.55,0,0.5,0,0,0
PAVEL_VOROBIEV,20032004,0,0.5,0,37,0.59,0,0.5,0,0,0
MIKAEL_HOLMQVIST,20032004,0,0.5,0,-1,0.5,0,0.5,0,0,0
BOYD_KANE,20032004,0,0.5,0,-7,0.41,0,0.5,0,0,0
ARIS_BRIMANIS,20032004,0,0.5,0,-2,0.49,0,0.5,0,0,0
MICHAEL_FARRELL,20032004,0,0.5,0,-4,0.25,0,0.5,0,0,0
MIKE_STUART,20032004,0,0.5,0,-5,0.27,0,0.5,0,0,0
