player,season,beta,prob,ppm,pm,fp,beta.po,prob.po,ppm.po,pm.po,fp.po,beta.avg,prob.avg,ppm.avg,pm.avg,fp.avg
BEN_MAXWELL,20082009,0,0.5,0,-28,0.39,0,0.5,0,0,0,0,0.5,0,-28,0.39
JONAS_JUNLAND,20082009,0,0.5,0,1,0.52,0,0.5,0,0,0,0,0.5,0,1,0.52
SCOTT_LEHMAN,20082009,0,0.5,0,0,0.5,0,0.5,0,0,0,0,0.5,0,0,0.5
BRETT_SUTTER,20082009,0,0.5,0,5,0.55,0,0.5,0,0,0,0,0.5,0,5,0.55
JOSH_TORDJMAN,20082009,0,0.5,0,-1,0.5,0,0.5,0,0,0,0,0.5,0,-1,0.5
TY_WISHART,20082009,0,0.5,0,-10,0.44,0,0.5,0,0,0,0,0.5,0,-10,0.44
MAKSIM_MAYOROV,20082009,0,0.5,0,-12,0.32,0,0.5,0,0,0,0,0.5,0,-12,0.32
KEVIN_QUICK,20082009,0,0.5,0,2,0.51,0,0.5,0,0,0,0,0.5,0,2,0.51
KURTIS_MCLEAN,20082009,0,0.5,0,0,0.5,0,0.5,0,0,0,0,0.5,0,0,0.5
KEVIN_WESTGARTH,20082009,0,0.5,0,-16,0.34,0,0.5,0,0,0,0,0.5,0,-16,0.34
RIKU_HELENIUS,20082009,0,0.5,0,7,0.77,0,0.5,0,0,0,0,0.5,0,7,0.77
PETER_OLVECKY,20082009,0,0.5,0,-27,0.47,0,0.5,0,0,0,0,0.5,0,-27,0.47
LUCA_CAPUTI,20082009,0,0.5,0,-14,0.42,0,0.5,0,0,0,0,0.5,0,-14,0.42
DAVID_SCHLEMKO,20082009,0,0.5,0,26,0.61,0,0.5,0,0,0,0,0.5,0,26,0.61
JAKUB_PETRUZALEK,20082009,0,0.5,0,1,0.52,0,0.5,0,0,0,0,0.5,0,1,0.52
RYAN_VESCE,20082009,0,0.5,0,-26,0.42,0,0.5,0,0,0,0,0.5,0,-26,0.42
RAYMOND_SAWADA,20082009,0,0.5,0,2,0.52,0,0.5,0,0,0,0,0.5,0,2,0.52
BRIAN_SALCIDO,20082009,0,0.5,0,1,0.51,0,0.5,0,0,0,0,0.5,0,1,0.51
TIM_STAPLETON,20082009,0,0.5,0,10,0.54,0,0.5,0,0,0,0,0.5,0,10,0.54
GRANT_LEWIS,20082009,0,0.5,0,4,0.58,0,0.5,0,0,0,0,0.5,0,4,0.58
JOEL_RECHLICZ,20082009,0,0.5,0,-45,0.34,0,0.5,0,0,0,0,0.5,0,-45,0.34
KRIS_CHUCKO,20082009,0,0.5,0,-12,0.23,0,0.5,0,0,0,0,0.5,0,-12,0.23
SPENCER_MACHACEK,20082009,0,0.5,0,-10,0.29,0,0.5,0,0,0,0,0.5,0,-10,0.29
MICHAEL_VERNACE,20082009,0,0.5,0,-68,0.41,0,0.5,0,0,0,0,0.5,-0.31,-68,0.41
WES_O'NEILL,20082009,0,0.5,0,-2,0.48,0,0.5,0,0,0,0,0.5,0,-2,0.48
RAY_MACIAS,20082009,0,0.5,0,7,0.52,0,0.5,0,0,0,0,0.5,0,7,0.52
SEAN_BENTIVOGLIO,20082009,0,0.5,0,-7,0.35,0,0.5,0,0,0,0,0.5,0,-7,0.35
JOHN_NEGRIN,20082009,0,0.5,0,18,0.62,0,0.5,0,0,0,0,0.5,0,18,0.62
MATT_PELECH,20082009,0,0.5,0,34,0.63,0,0.5,0,0,0,0,0.5,0,34,0.63
JAMIE_FRASER,20082009,0,0.5,0,-1,0.47,0,0.5,0,0,0,0,0.5,0,-1,0.47
MATT_CLIMIE,20082009,0,0.5,0,1,0.5,0,0.5,0,0,0,0,0.5,0,1,0.5
AARON_MACKENZIE,20082009,0,0.5,0,-8,0.47,0,0.5,0,0,0,0,0.5,0,-8,0.47
IVAN_VISHNEVSKIY,20082009,0,0.5,0,33,0.66,0,0.5,0,0,0,0,0.5,0,33,0.66
DAVID_SLOANE,20082009,0,0.5,0,3,0.67,0,0.5,0,0,0,0,0.5,0,3,0.67
GEOFF_KINRADE,20082009,0,0.5,0,1,0.52,0,0.5,0,0,0,0,0.5,0,1,0.52
PER_LEDIN,20082009,0,0.5,0,-20,0.32,0,0.5,0,0,0,0,0.5,0,-20,0.32
JAMIE_FRITSCH,20082009,0,0.5,0,3,0.67,0,0.5,0,0,0,0,0.5,0,3,0.67
MARTY_REASONER,20092010,0,0.5,0,-487,0.37,0,0.5,0,0,0,0,0.5,0,-487,0.37
MARK_PARRISH,20092010,0,0.5,0,-55,0.43,0,0.5,0,0,0,0,0.5,0,-55,0.43
DAVE_SCATCHARD,20092010,0,0.5,0,13,0.52,0,0.5,0,0,0,0,0.5,0,13,0.52
MIKE_FISHER,20092010,0,0.5,0,-37,0.49,0,0.5,0,-42,0.41,0,0.5,0,-79,0.49
JODY_SHELLEY,20092010,0,0.5,0,-12,0.49,0,0.5,0,0,0,0,0.5,0,-12,0.49
JEFF_HALPERN,20092010,0,0.5,0,-206,0.44,0,0.5,0,-35,0.32,0,0.5,0,-241,0.43
TOMAS_VOKOUN,20092010,0,0.5,0,-694,0.45,0,0.5,0,0,0,0,0.5,0,-694,0.45
MIIKKA_KIPRUSOFF,20092010,0,0.5,0,48,0.5,0,0.5,0,0,0,0,0.5,-0.43,48,0.5
STEVEN_REINPRECHT,20092010,0,0.5,0,-52,0.49,0,0.5,0,0,0,0,0.5,0,-52,0.49
JAY_PANDOLFO,20092010,0,0.5,0,-233,0.4,0,0.5,0,0,0,0,0.5,0,-233,0.4
CHRIS_CHELIOS,20092010,0,0.5,0,6,0.52,0,0.5,0,0,0,0.01,0.5,0.39,6,0.52
KIRK_MALTBY,20092010,0,0.5,0,-129,0.42,0,0.5,0,0,0,-0.01,0.5,-2.52,-129,0.42
GUILLAUME_LEFEBVRE,20092010,0,0.5,0,0,0.5,0,0.5,0,0,0,0,0.5,0,0,0.5
BRENT_JOHNSON,20092010,0,0.5,0,83,0.52,0,0.5,0,39,0.82,0,0.5,0,122,0.53
RAY_EMERY,20092010,0,0.5,0,133,0.52,0,0.5,0,0,0,0,0.5,0,133,0.52
JEFF_TAFFE,20092010,0,0.5,0,-70,0.39,0,0.5,0,0,0,0,0.5,0,-70,0.39
MIKE_RUPP,20092010,0,0.5,0,-42,0.48,0,0.5,0,-8,0.47,0,0.5,0,-50,0.48
BRAD_MAY,20092010,0,0.5,0,-20,0.48,0,0.5,0,0,0,0,0.5,0,-20,0.48
JOSH_HARDING,20092010,0,0.5,0,-156,0.47,0,0.5,0,0,0,0,0.5,-0.36,-156,0.47
TOM_PREISSING,20092010,0,0.5,0,14,0.57,0,0.5,0,0,0,0,0.5,0,14,0.57
BOYD_KANE,20092010,0,0.5,0,-10,0.35,0,0.5,0,0,0,0,0.5,0,-10,0.35
MIKE_SMITH,20092010,0,0.5,0,-118,0.49,0,0.5,0,0,0,0,0.5,0,-118,0.49
DAN_ELLIS,20092010,0,0.5,0,-20,0.5,0,0.5,0,0,0,0,0.5,-5.11,-20,0.5
GREG_MAULDIN,20092010,0,0.5,0,1,0.52,0,0.5,0,0,0,0,0.5,0,1,0.52
PETTERI_NOKELAINEN,20092010,0,0.5,0,-324,0.39,0,0.5,0,-35,0.25,0,0.5,0,-359,0.38
JEFF_HOGGAN,20092010,0,0.5,0,2,0.52,0,0.5,0,0,0,0,0.5,0,2,0.52
GEORGE_PARROS,20092010,0,0.5,0,-88,0.42,0,0.5,0,0,0,0,0.5,0,-88,0.42
STEVEN_GOERTZEN,20092010,0,0.5,0,-8,0.45,0,0.5,0,0,0,0,0.5,0,-8,0.45
MARTIN_ST. PIERRE,20092010,0,0.5,0,6,0.57,0,0.5,0,0,0,0,0.5,0,6,0.57
MAXIM_LAPIERRE,20092010,0,0.5,0,-259,0.42,0.02,0.51,5.24,-46,0.45,0,0.5,0,-305,0.43
JEFF_TAMBELLINI,20092010,0,0.5,0,-101,0.43,0,0.5,0,0,0,0,0.5,0,-101,0.43
PEKKA_RINNE,20092010,0,0.5,0,299,0.53,0,0.5,0,-11,0.49,0,0.5,0,288,0.52
RICK_RYPIEN,20092010,0,0.5,0,-143,0.41,0,0.5,0,-15,0.35,0,0.5,0,-158,0.4
NATHAN_PAETSCH,20092010,0,0.5,0,60,0.58,0,0.5,0,0,0,0,0.5,0,60,0.58
BEN_WALTER,20092010,0,0.5,0,-1,0.48,0,0.5,0,0,0,0,0.5,0,-1,0.48
BEN_GUITE,20092010,0,0.5,0,-35,0.29,0,0.5,0,0,0,0,0.5,0,-35,0.29
JOEL_PERRAULT,20092010,0,0.5,0,5,0.59,0,0.5,0,0,0,0,0.5,0,5,0.59
NIKLAS_BACKSTROM,20092010,0,0.5,0,-141,0.49,0,0.5,0,0,0,0,0.5,0,-141,0.49
D.J._KING,20092010,0,0.5,0,8,0.55,0,0.5,0,0,0,0,0.5,0,8,0.55
MIKKO_LEHTONEN,20092010,0,0.5,0,8,0.83,0,0.5,0,0,0,0,0.5,0,8,0.83
ADAM_BURISH,20092010,0,0.5,0,-8,0.48,0,0.5,0,-8,0.47,0,0.5,0,-16,0.48
TRISTON_GRANT,20092010,0,0.5,0,-1,0.49,0,0.5,0,0,0,0,0.5,0,-1,0.49
DREW_LARMAN,20092010,0,0.5,0,26,0.77,0,0.5,0,0,0,0,0.5,0,26,0.77
JEFF_DESLAURIERS,20092010,0,0.5,0,-538,0.44,0,0.5,0,0,0,0,0.5,0,-538,0.44
DEREK_MEECH,20092010,0,0.5,0,121,0.56,0,0.5,0,0,0,0,0.5,0,121,0.56
CHRIS_CONNER,20092010,0,0.5,0,-1,0.5,0,0.5,0,0,0.5,0,0.5,0.08,-1,0.5
JOSHUA_HENNESSY,20092010,0,0.5,0,3,0.55,0,0.5,0,0,0,0,0.5,0,3,0.55
KAMIL_KREPS,20092010,0,0.5,0,-495,0.36,0,0.5,0,0,0,0,0.5,0,-495,0.36
KRYS_BARCH,20092010,0,0.5,0,-119,0.42,0,0.5,0,0,0,0,0.5,0,-119,0.42
ZACK_STORTINI,20092010,0,0.5,0,-180,0.43,0,0.5,0,0,0,0,0.5,0,-180,0.43
PETR_KALUS,20092010,0,0.5,0,-1,0.47,0,0.5,0,0,0,0,0.5,0,-1,0.47
RILEY_COTE,20092010,0,0.5,0,6,0.54,0,0.5,0,0,0,0,0.5,0,6,0.54
CURTIS_MCELHINNEY,20092010,0,0.5,0,45,0.51,0,0.5,0,0,0,0,0.5,0,45,0.51
JARED_BOLL,20092010,0,0.5,0,-45,0.47,0,0.5,0,0,0,0,0.5,0,-45,0.47
TUUKKA_RASK,20092010,0,0.5,0,340,0.54,0,0.5,0,72,0.52,0,0.5,-14.04,412,0.53
AARON_VOROS,20092010,0,0.5,0,-57,0.44,0,0.5,0,0,0,0,0.5,0,-57,0.44
JEFF_DROUIN-DESLAURIERS,20092010,0,0.5,0,-32,0.45,0,0.5,0,0,0,0,0.5,0,-32,0.45
GREG_MOORE,20092010,0,0.5,0,-14,0.34,0,0.5,0,0,0,0,0.5,0,-14,0.34
JAKE_DOWELL,20092010,0,0.5,0,8,0.61,0,0.5,0,0,0,0,0.5,0.06,8,0.61
T.J._HENSICK,20092010,0,0.5,0,-41,0.33,0,0.5,0,0,0,0,0.5,0,-41,0.33
JASON_JAFFRAY,20092010,0,0.5,0,0,0.5,0,0.5,0,0,0,0,0.5,0,0,0.5
COREY_LOCKE,20092010,0,0.5,0,-15,0.26,0,0.5,0,0,0,0,0.5,0,-15,0.26
TIM_CONBOY,20092010,0,0.5,0,-18,0.39,0,0.5,0,0,0,0,0.5,0,-18,0.39
CHRISTOPHER_MINARD,20092010,0,0.5,0,-24,0.36,0,0.5,0,0,0,0,0.5,0,-24,0.36
ROBERT_EARL,20092010,0,0.5,0,-27,0.47,0,0.5,0,0,0,0,0.5,0,-27,0.47
BRIAN_BOYLE,20092010,0,0.5,0,-203,0.4,0,0.5,0,0,0,0,0.5,0,-203,0.4
DANE_BYERS,20092010,0,0.5,0,1,0.51,0,0.5,0,0,0,0,0.5,0,1,0.51
MIKE_BRODEUR,20092010,0,0.5,0,-21,0.47,0,0.5,0,0,0,0,0.5,0,-21,0.47
ANDREW_EBBETT,20092010,0,0.5,0,-93,0.47,0,0.5,0,0,0,0,0.5,0,-93,0.47
GREGORY_STEWART,20092010,0,0.5,0,1,0.51,0,0.5,0,0,0,0,0.5,0,1,0.51
VLADIMIR_MIHALIK,20092010,0,0.5,0,-1,0.49,0,0.5,0,0,0,0,0.5,0,-1,0.49
BRANDON_SUTTER,20092010,0,0.5,0,-143,0.47,0,0.5,0,0,0,0,0.5,0,-143,0.47
JARED_ROSS,20092010,0,0.5,0,15,0.78,0,0.5,0,5,0.59,0,0.5,0,20,0.68
NATHAN_OYSTRICK,20092010,0,0.5,0,-13,0.38,0,0.5,0,0,0,0,0.5,0,-13,0.38
PIERRE-LUC_LETOURNEAU-LEBLOND,20092010,0,0.5,0,-19,0.45,0,0.5,0,2,0.53,0,0.5,0,-17,0.47
DWIGHT_HELMINEN,20092010,0,0.5,0,-4,0.47,0,0.5,0,0,0.5,0,0.5,0,-4,0.48
JOHN_CURRY,20092010,0,0.5,0,-9,0.38,0,0.5,0,0,0,0,0.5,0,-9,0.38
JON_KALINSKI,20092010,0,0.5,0,13,0.56,0,0.5,0,0,0,0,0.5,0,13,0.56
ANDRE_DEVEAUX,20092010,0,0.5,0,-3,0.38,0,0.5,0,0,0,0,0.5,0,-3,0.38
ALEXANDRE_BOLDUC,20092010,0,0.5,0,-73,0.35,0,0.5,0,0,0,0,0.5,0,-73,0.35
RADEK_SMOLENAK,20092010,0,0.5,0,4,0.83,0,0.5,0,0,0,0,0.5,0,4,0.83
JUSTIN_PETERS,20092010,0,0.5,0,-36,0.48,0,0.5,0,0,0,0,0.5,0,-36,0.48
TIM_WALLACE,20092010,0,0.5,0,-10,0,0,0.5,0,0,0,0,0.5,0,-10,0
OSKAR_OSALA,20092010,0,0.5,0,3,0.62,0,0.5,0,0,0,0,0.5,0,3,0.62
BRYAN_RODNEY,20092010,0,0.5,0,61,0.54,0,0.5,0,0,0,0,0.5,0,61,0.54
PHILIPPE_DUPUIS,20092010,0,0.5,0,-10,0.41,0,0.5,0,0,0,0,0.5,0,-10,0.41
BEN_MAXWELL,20092010,0,0.5,0,-48,0.38,0,0.5,0,-2,0,0,0.5,0,-50,0.38
JONAS_JUNLAND,20092010,0,0.5,0,43,0.68,0,0.5,0,0,0,0,0.5,0,43,0.68
MAKSIM_MAYOROV,20092010,0,0.5,0,-9,0.42,0,0.5,0,0,0,0,0.5,0,-9,0.42
PETER_OLVECKY,20092010,0,0.5,0,2,0.67,0,0.5,0,0,0,0,0.5,0,2,0.67
LUCA_CAPUTI,20092010,0,0.5,0,61,0.55,0,0.5,0,0,0,0,0.5,0,61,0.55
DAVID_SCHLEMKO,20092010,0,0.5,0,111,0.6,0,0.5,0,0,0,0,0.5,0,111,0.6
RYAN_VESCE,20092010,0,0.5,0,12,0.54,0,0.5,0,0,0,0,0.5,0,12,0.54
RAYMOND_SAWADA,20092010,0,0.5,0,-9,0.42,0,0.5,0,0,0,0,0.5,0,-9,0.42
TIM_STAPLETON,20092010,0,0.5,0,-26,0.41,0,0.5,0,0,0,0,0.5,0,-26,0.41
JOEL_RECHLICZ,20092010,0,0.5,0,-4,0.42,0,0.5,0,0,0,0,0.5,0,-4,0.42
WES_O'NEILL,20092010,0,0.5,0,-1,0.48,0,0.5,0,0,0,0,0.5,0,-1,0.48
MATT_CLIMIE,20092010,0,0.5,0,1,0.5,0,0.5,0,0,0,0,0.5,0,1,0.5
IVAN_VISHNEVSKIY,20092010,0,0.5,0,0,0.5,0,0.5,0,0,0,0,0.5,0,0,0.5
SERGEI_SHIROKOV,20092010,0,0.5,0,17,0.56,0,0.5,0,0,0,0,0.5,0,17,0.56
JOHAN_BACKLUND,20092010,0,0.5,0,-14,0.41,0,0.5,0,1,1,0,0.5,0,-13,0.42
ILKKA_PIKKARAINEN,20092010,0,0.5,0,-28,0.46,0,0.5,0,0,0,0,0.5,0,-28,0.46
ALEXANDER_SALAK,20092010,0,0.5,0,-17,0.44,0,0.5,0,0,0,0,0.5,0,-17,0.44
GUILLAUME_DESBIENS,20092010,0,0.5,0,-1,0.43,0,0.5,0,0,0,0,0.5,0,-1,0.43
STEVEN_ZALEWSKI,20092010,0,0.5,0,-7,0.41,0,0.5,0,0,0,0,0.5,0,-7,0.41
PERTTU_LINDGREN,20092010,0,0.5,0,3,0.71,0,0.5,0,0,0,0,0.5,0,3,0.71
FRANCIS_WATHIER,20092010,0,0.5,0,-18,0.29,0,0.5,0,0,0,0,0.5,0,-18,0.29
MARIO_BLIZNAK,20092010,0,0.5,0,-11,0.32,0,0.5,0,0,0,0,0.5,0,-11,0.32
DAVID_LALIBERTE,20092010,0,0.5,0,6,0.52,0,0.5,0,-6,0.12,0,0.5,0,0,0.5
VICTOR_ORESKOVICH,20092010,0,0.5,0,-159,0.4,0,0.5,0,0,0,0,0.5,0,-159,0.4
MATHIEU_CARLE,20092010,0,0.5,0,12,0.58,0,0.5,0,0,0,0,0.5,0,12,0.58
TOM_PYATT,20092010,0,0.5,0,-139,0.41,0,0.5,0,-173,0.33,0,0.5,0,-312,0.38
SHAUN_HESHKA,20092010,0,0.5,0,17,0.55,0,0.5,0,0,0,0,0.5,0,17,0.55
RYAN_O'MARRA,20092010,0,0.5,0,3,0.55,0,0.5,0,0,0,0,0.5,0,3,0.55
DANNY_IRMEN,20092010,0,0.5,0,-7,0.27,0,0.5,0,0,0,0,0.5,0,-7,0.27
TYLER_ECKFORD,20092010,0,0.5,0,1,0.52,0,0.5,0,0,0,0,0.5,0,1,0.52
MACGREGOR_SHARP,20092010,0,0.5,0,-15,0.37,0,0.5,0,0,0,0,0.5,0,-15,0.37
MATTHEW_CORRENTE,20092010,0,0.5,0,23,0.57,0,0.5,0,4,0.6,0,0.5,0,27,0.57
JAMES_WYMAN,20092010,0,0.5,0,-12,0.23,0,0.5,0,0,0,0,0.5,0,-12,0.23
RYAN_KELLER,20092010,0,0.5,0,11,0.61,0,0.5,0,0,0,0,0.5,0,11,0.61
MIKE_DUCO,20092010,0,0.5,0,-26,0.4,0,0.5,0,0,0,0,0.5,0,-26,0.4
ILKKA_HEIKKINEN,20092010,0,0.5,0,-7,0.47,0,0.5,0,0,0,0,0.5,0,-7,0.47
CHAD_JOHNSON,20092010,0,0.5,0,3,0.5,0,0.5,0,0,0,0,0.5,0,3,0.5
JUSTIN_MERCIER,20092010,0,0.5,0,-3,0.48,0,0.5,0,0,0,0,0.5,0,-3,0.48
COREY_ELKINS,20092010,0,0.5,0,-15,0.36,0,0.5,0,0,0,0,0.5,0,-15,0.36
MAXIME_FORTUNUS,20092010,0,0.5,0,-26,0.44,0,0.5,0,0,0,-0.01,0.5,-1.37,-26,0.44
MATT_ZABA,20092010,0,0.5,0,4,0.53,0,0.5,0,0,0,0,0.5,0,4,0.53
EVAN_OBERG,20092010,0,0.5,0,-5,0.4,0,0.5,0,0,0,0,0.5,0,-5,0.4
KASPARS_DAUGAVINS,20092010,0,0.5,0,2,0.57,0,0.5,0,0,0,0,0.5,0,2,0.57
ALEXANDER_PECHURSKI,20092010,0,0.5,0,-1,0.49,0,0.5,0,0,0,0,0.5,0,-1,0.49
ALEX_PLANTE,20092010,0,0.5,0,-20,0.4,0,0.5,0,0,0,0,0.5,0,-20,0.4
BROCK_TROTTER,20092010,0,0.5,0,0,0.5,0,0.5,0,0,0,0,0.5,0,0,0.5
RICH_CLUNE,20092010,0,0.5,0,-21,0.44,0,0.5,0,-10,0.27,0,0.5,0,-31,0.43
CODY_ALMOND,20092010,0,0.5,0,-12,0.43,0,0.5,0,0,0,0,0.5,0,-12,0.43
DEREK_SMITH,20092010,0,0.5,0,4,0.54,0,0.5,0,0,0,0,0.5,0,4,0.54
MARC-ANDRE_CLICHE,20092010,0,0.5,0,-2,0.42,0,0.5,0,0,0,0,0.5,0,-2,0.42
JOHAN_MOTIN,20092010,0,0.5,0,-15,0.26,0,0.5,0,0,0,0,0.5,0,-15,0.26
JEFFREY_PENNER,20092010,0,0.5,0,-3,0.47,0,0.5,0,0,0,0,0.5,0,-3,0.47
JEREMY_DUCHESNE,20092010,0,0.5,0,19,0.81,0,0.5,0,0,0,0,0.5,0,19,0.81
CASEY_WELLMAN,20092010,0,0.5,0,-46,0.4,0,0.5,0,0,0,0,0.5,0,-46,0.4
NICK_BONINO,20092010,0,0.5,0,14,0.53,0,0.5,0,0,0,0,0.5,0.11,14,0.53
ANTON_KLEMENTYEV,20092010,0,0.5,0,2,0.67,0,0.5,0,0,0,0,0.5,0,2,0.67
TREVOR_FRISCHMON,20092010,0,0.5,0,5,0.65,0,0.5,0,0,0,0,0.5,0,5,0.65
TOMAS_KANA,20092010,0,0.5,0,-6,0.46,0,0.5,0,0,0,0,0.5,0,-6,0.46
BRAYDEN_IRWIN,20092010,0,0.5,0,-4,0.45,0,0.5,0,0,0,0,0.5,0,-4,0.45
CHARLES_LINGLET,20092010,0,0.5,0,-23,0.38,0,0.5,0,0,0,0,0.5,0,-23,0.38
ANDREW_BODNARCHUK,20092010,0,0.5,0,-11,0.42,0,0.5,0,0,0,0,0.5,0,-11,0.42
CHAD_KOLARIK,20092010,0,0.5,0,-8,0.32,0,0.5,0,0,0,0,0.5,0,-8,0.32
MAXIM_NOREAU,20092010,0,0.5,0,0,0.5,0,0.5,0,0,0,0,0.5,0,0,0.5
MICHEAL_HALEY,20092010,0,0.5,0,-10,0.31,0,0.5,0,0,0,0,0.5,0,-10,0.31
ZACH_HAMILL,20092010,0,0.5,0,-8,0.32,0,0.5,0,0,0,0,0.5,0,-8,0.32
SCOTT_JACKSON,20092010,0,0.5,0,-2,0.45,0,0.5,0,0,0,0,0.5,0,-2,0.45
MIKE_COMRIE,20102011,0,0.5,0,84,0.59,0,0.5,0,0,0,0,0.5,0,84,0.59
MARK_PARRISH,20102011,0,0.5,0,4,0.54,0,0.5,0,0,0,0,0.5,0,4,0.54
DAVE_SCATCHARD,20102011,0,0.5,0,-3,0.47,0,0.5,0,0,0,0,0.5,0,-3,0.47
PETER_SCHAEFER,20102011,0,0.5,0,-80,0.36,0,0.5,0,0,0,0,0.5,0,-80,0.36
MARTIN_GERBER,20102011,0,0.5,0,-15,0.48,0,0.5,0,0,0,0,0.5,0,-15,0.48
FRANCIS_LESSARD,20102011,0,0.5,0,6,0.52,0,0.5,0,0,0,0,0.5,0,6,0.52
JODY_SHELLEY,20102011,0,0.5,0,-96,0.42,0,0.5,0,-1,0.46,0,0.5,0,-97,0.42
TAYLOR_PYATT,20102011,0,0.5,0,-186,0.46,0,0.5,0,-2,0.49,0,0.5,0.65,-188,0.46
JEFF_HALPERN,20102011,0,0.5,0,-303,0.41,0,0.5,0,-3,0.49,0,0.5,0,-306,0.41
DAN_BOYLE,20102011,0,0.5,0,625,0.58,0,0.5,0,128,0.56,0,0.5,0,753,0.57
MIIKKA_KIPRUSOFF,20102011,0,0.5,0,170,0.51,0,0.5,0,0,0,0,0.5,0,170,0.51
CHRIS_CLARK,20102011,0,0.5,0,-222,0.41,0,0.5,0,0,0,0,0.5,0,-222,0.41
STEVEN_REINPRECHT,20102011,0,0.5,0,-5,0.5,0,0.5,0,0,0,0,0.5,0,-5,0.5
JASON_LABARBERA,20102011,0,0.5,0,-22,0.49,0,0.5,0,0,0,0,0.5,0.08,-22,0.49
SCOTT_CLEMMENSEN,20102011,0,0.5,0,25,0.5,0,0.5,0,0,0,0,0.5,0,25,0.5
BRENT_JOHNSON,20102011,0,0.5,0,130,0.53,0,0.5,0,15,0.63,0,0.5,0,145,0.53
JOE_CORVO,20102011,0,0.5,0,19,0.5,0,0.5,0,0,0,0,0.5,1.68,19,0.5
MICHAEL_LEIGHTON,20102011,0,0.5,0,-19,0.42,0,0.5,0,53,0.68,0,0.5,0,34,0.56
RAY_EMERY,20102011,0,0.5,0,-155,0.42,0,0.5,0,-68,0.44,0,0.5,0,-223,0.43
JEFF_TAFFE,20102011,0,0.5,0,-1,0,0,0.5,0,0,0,0,0.5,0,-1,0
CHRIS_MASON,20102011,0,0.5,0,3,0.5,0,0.5,0,0,0,0,0.5,0,3,0.5
CHRIS_PRONGER,20102011,0,0.5,0,76,0.52,0,0.5,0,15,0.59,0,0.5,0,91,0.52
ANTERO_NIITTYMAKI,20102011,0,0.5,0,375,0.57,0,0.5,0,58,0.66,0,0.5,-1.19,433,0.58
MIKE_SMITH,20102011,0,0.5,0,-4,0.5,0.14,0.54,15.35,39,0.59,0,0.5,2.52,35,0.51
DAVID_LENEVEU,20102011,0,0.5,0,-6,0.41,0,0.5,0,0,0,0,0.5,0,-6,0.41
ERIK_CHRISTENSEN,20102011,0,0.5,0,40,0.51,0,0.5,0,12,0.55,0,0.5,0,52,0.52
DENNIS_WIDEMAN,20102011,0,0.5,0,181,0.53,0,0.5,0,0,0,0,0.5,0,181,0.53
MAXIM_LAPIERRE,20102011,0,0.5,0,-207,0.43,0,0.5,0,-84,0.43,0,0.5,0,-291,0.43
JEREMY_COLLITON,20102011,0,0.5,0,-52,0.42,0,0.5,0,0,0,0,0.5,0,-52,0.42
PEKKA_RINNE,20102011,0,0.5,0,-150,0.49,0,0.5,0,-7,0.5,0,0.5,0,-157,0.49
RICK_RYPIEN,20102011,0,0.5,0,-37,0.26,0,0.5,0,0,0,0,0.5,0,-37,0.26
RICHARD_PETIOT,20102011,0,0.5,0,-13,0.37,0,0.5,0,0,0,0,0.5,0,-13,0.37
BILL_THOMAS,20102011,0,0.5,0,-21,0.47,0,0.5,0,0,0,0,0.5,0,-21,0.47
JOEL_PERRAULT,20102011,0,0.5,0,-15,0.4,0,0.5,0,0,0,0,0.5,0,-15,0.4
DAVID_LIFFITON,20102011,0,0.5,0,8,0.56,0,0.5,0,0,0,0,0.5,0,8,0.56
JEREMY_WILLIAMS,20102011,0,0.5,0,-9,0.2,0,0.5,0,0,0,0,0.5,0,-9,0.2
D.J._KING,20102011,0,0.5,0,-15,0.45,0,0.5,0,0,0,0,0.5,0,-15,0.45
ADAM_BURISH,20102011,0,0.5,0,-380,0.38,0,0.5,0,0,0,0,0.5,0,-380,0.38
KYLE_CUMISKEY,20102011,0,0.5,0,-69,0.45,0,0.5,0,0,0,0,0.5,0,-69,0.45
KRYS_BARCH,20102011,0,0.5,0,-54,0.43,0,0.5,0,0,0,0,0.5,0,-54,0.43
JOHN_ZEILER,20102011,0,0.5,0,2,0.52,0,0.5,0,0,0,0,0.5,0,2,0.52
STEFAN_MEYER,20102011,0,0.5,0,0,0.5,0,0.5,0,0,0,0,0.5,0,0,0.5
TUUKKA_RASK,20102011,0,0.5,0,89,0.51,0,0.5,0,0,0,0,0.5,-7.19,89,0.51
AARON_VOROS,20102011,0,0.5,0,-8,0.46,0,0.5,0,0,0,0,0.5,0,-8,0.46
JAKE_DOWELL,20102011,0,0.5,0,-144,0.46,0,0.5,0,2,0.54,0,0.5,2.57,-142,0.46
T.J._HENSICK,20102011,0,0.5,0,17,0.54,0,0.5,0,0,0,0,0.5,0,17,0.54
COLIN_STUART,20102011,0,0.5,0,3,0.52,0,0.5,0,0,0,0,0.5,0,3,0.52
COREY_LOCKE,20102011,0,0.5,0,-17,0.39,0,0.5,0,0,0,0,0.5,0,-17,0.39
JOHNNY_BOYCHUK,20102011,0,0.5,0,53,0.51,-0.05,0.49,-26.73,-71,0.47,0,0.5,0,-18,0.5
DARRYL_BOYCE,20102011,0,0.5,0,-128,0.43,0,0.5,0,0,0,0,0.5,0,-128,0.43
ROBERT_EARL,20102011,0,0.5,0,-26,0.34,0,0.5,0,0,0,0,0.5,0,-26,0.34
