player,season,beta,prob,ppm,pm,fp,beta.po,prob.po,ppm.po,pm.po,fp.po,beta.avg,prob.avg,ppm.avg,pm.avg,fp.avg
DANIEL_SEDIN,20102011,0.42,0.6,615.14,876,0.65,0.67,0.66,328.64,339,0.67,0.46,0.61,897.07,1215,0.65
ERIC_STAAL,20082009,0.34,0.58,605.41,619,0.59,0.34,0.58,124.13,116,0.58,0.34,0.58,731.91,735,0.58
MIKHAIL_GRABOVSKI,20102011,0.39,0.6,597.05,465,0.57,0,0.5,0,0,0,0.39,0.6,598.55,465,0.57
JOE_THORNTON,20112012,0.35,0.59,596.37,742,0.61,0.35,0.59,36.99,85,0.7,0.35,0.59,632.81,827,0.61
ALEX_OVECHKIN,20092010,0.35,0.59,575.72,1047,0.66,0.35,0.59,67.19,161,0.71,0.35,0.59,639.18,1208,0.66
DANIEL_SEDIN,20072008,0.42,0.6,562.11,685,0.63,0,0.5,0,0,0,0.42,0.6,562.07,685,0.63
DANIEL_SEDIN,20082009,0.4,0.6,547.83,680,0.62,0.4,0.6,62.4,82,0.63,0.4,0.6,608.76,762,0.62
RYAN_KESLER,20102011,0.31,0.58,530.05,649,0.59,0.31,0.58,168.57,131,0.56,0.29,0.57,650.86,780,0.59
SIDNEY_CROSBY,20092010,0.3,0.57,517.86,815,0.62,0.32,0.58,98.48,260,0.71,0.29,0.57,599.74,1075,0.63
DANIEL_SEDIN,20112012,0.4,0.6,510.16,880,0.67,0.4,0.6,18.25,9,0.55,0.4,0.6,525.65,889,0.67
HENRIK_ZETTERBERG,20112012,0.33,0.58,497.04,596,0.6,0.33,0.58,32.5,52,0.63,0.33,0.58,529.34,648,0.6
CLAUDE_GIROUX,20102011,0.32,0.58,487.53,347,0.56,0.32,0.58,81.81,153,0.65,0.33,0.58,580.87,500,0.57
ZACH_PARISE,20082009,0.33,0.58,486.45,843,0.64,0.33,0.58,45.25,29,0.55,0.32,0.58,515.9,872,0.64
JOE_THORNTON,20102011,0.31,0.58,482.72,647,0.6,0.31,0.58,127.55,179,0.61,0.32,0.58,636.1,826,0.6
ALEX_STEEN,20102011,0.38,0.59,475.5,561,0.61,0,0.5,0,0,0,0.38,0.59,480.02,561,0.61
LUBOMIR_VISNOVSKY,20102011,0.26,0.56,474.91,446,0.56,0.26,0.56,30.28,44,0.59,0.26,0.57,513.49,490,0.56
ERIC_STAAL,20102011,0.26,0.56,473.92,415,0.56,0,0.5,0,0,0,0.26,0.56,475.73,415,0.56
JUSTIN_WILLIAMS,20112012,0.34,0.59,471.53,717,0.63,0.34,0.59,121.16,171,0.62,0.34,0.58,588.44,888,0.63
ALEX_OVECHKIN,20072008,0.26,0.56,463.14,1094,0.65,0.26,0.56,45.93,105,0.65,0.26,0.56,511.3,1199,0.65
PATRIK_ELIAS,20102011,0.39,0.6,461.75,461,0.6,0,0.5,0,0,0,0.39,0.6,462.07,461,0.6
SIDNEY_CROSBY,20132014,0.41,0.6,459.92,480,0.61,0.41,0.6,96.48,148,0.66,0.41,0.6,551.51,628,0.62
DUSTIN_BYFUGLIEN,20102011,0.25,0.56,456.04,705,0.6,0,0.5,0,0,0,0.25,0.56,446.48,705,0.6
JAROMIR_JAGR,20072008,0.31,0.58,455.78,911,0.65,0.31,0.58,50.49,116,0.67,0.31,0.58,520.01,1027,0.65
ALEX_OVECHKIN,20082009,0.24,0.56,455.46,1065,0.64,0.24,0.56,78.43,182,0.64,0.24,0.56,540.02,1247,0.64
JASON_BLAKE,20082009,0.32,0.58,454.7,278,0.55,0,0.5,0,0,0,0.32,0.58,454.1,278,0.55
DANIEL_SEDIN,20092010,0.4,0.6,454.04,576,0.62,0.4,0.6,84.76,132,0.65,0.4,0.6,537.51,708,0.63
ERIK_KARLSSON,20112012,0.22,0.55,452.44,810,0.6,0.22,0.55,40.97,98,0.63,0.22,0.56,497.82,908,0.6
DANIEL_ALFREDSSON,20082009,0.3,0.57,452.02,408,0.57,0,0.5,0,0,0,0.31,0.58,461.79,408,0.57
JAMES_NEAL,20102011,0.35,0.59,450.64,432,0.58,0.35,0.59,41.09,102,0.72,0.36,0.59,508.18,534,0.59
PAVEL_DATSYUK,20072008,0.29,0.57,449.63,1090,0.67,0.29,0.57,126.9,317,0.68,0.29,0.57,577.72,1407,0.67
JUSTIN_WILLIAMS,20102011,0.39,0.6,448.19,532,0.61,0.39,0.6,39.41,7,0.52,0.38,0.59,485.84,539,0.61
PAVEL_DATSYUK,20082009,0.31,0.58,444.35,820,0.64,0.37,0.59,104.97,203,0.67,0.32,0.58,551.99,1023,0.65
JOHN_TAVARES,20112012,0.27,0.57,442.06,434,0.57,0,0.5,0,0,0,0.27,0.57,449.28,434,0.57
HENRIK_ZETTERBERG,20072008,0.29,0.57,435.43,1021,0.67,0.29,0.57,135.13,311,0.66,0.29,0.57,564.88,1332,0.67
NIKOLAI_ZHERDEV,20072008,0.33,0.58,431.44,647,0.62,0,0.5,0,0,0,0.33,0.58,431.97,647,0.62
NICKLAS_BACKSTROM,20092010,0.25,0.56,431.16,779,0.61,0.25,0.56,44.4,129,0.68,0.25,0.56,477.17,908,0.62
MIKAEL_SAMUELSSON,20092010,0.38,0.59,427.51,618,0.63,0.38,0.59,76.83,137,0.67,0.38,0.59,509.75,755,0.64
PAVEL_DATSYUK,20112012,0.36,0.59,426.74,585,0.62,0.36,0.59,33.71,46,0.62,0.36,0.59,459.52,631,0.62
SIDNEY_CROSBY,20082009,0.26,0.56,426.63,487,0.57,0.26,0.56,120.63,153,0.58,0.25,0.56,538.75,640,0.58
LEE_STEMPNIAK,20092010,0.31,0.58,426.07,379,0.57,0.31,0.58,31.79,-4,0.49,0.31,0.58,455.52,375,0.56
PAUL_STASTNY,20092010,0.26,0.57,422.11,108,0.52,0.26,0.57,30.08,-31,0.43,0.26,0.57,456.9,77,0.51
PATRIC_HORNQVIST,20092010,0.37,0.59,416.74,571,0.62,0.37,0.59,8.02,2,0.52,0.37,0.59,423.03,573,0.62
JOE_THORNTON,20092010,0.27,0.57,416.46,545,0.59,0.27,0.57,86.29,121,0.59,0.28,0.57,513.66,666,0.59
PAVEL_DATSYUK,20092010,0.28,0.57,414.76,776,0.63,0.28,0.57,66.07,97,0.6,0.29,0.57,486.01,873,0.63
LOUI_ERIKSSON,20082009,0.3,0.57,411.88,268,0.55,0,0.5,0,0,0,0.29,0.57,411.59,268,0.55
DUSTIN_PENNER,20082009,0.38,0.59,407.74,364,0.58,0,0.5,0,0,0,0.38,0.59,410.21,364,0.58
JOE_THORNTON,20082009,0.27,0.57,406.96,788,0.63,0.27,0.57,29.83,63,0.64,0.28,0.57,446.27,851,0.63
ALEX_FROLOV,20092010,0.33,0.58,405.1,239,0.55,0.33,0.58,30.86,13,0.53,0.33,0.58,439.07,252,0.55
PATRIC_HORNQVIST,20102011,0.37,0.59,402.89,423,0.6,0.37,0.59,61.23,82,0.62,0.37,0.59,462.23,505,0.6
LOGAN_COUTURE,20112012,0.28,0.57,402.33,536,0.59,0.28,0.57,28.11,33,0.58,0.28,0.57,430.66,569,0.59
PATRIK_ELIAS,20082009,0.31,0.58,402.12,584,0.61,0.31,0.58,39.03,49,0.6,0.31,0.58,429.99,633,0.61
ALEX_OVECHKIN,20102011,0.24,0.56,401.96,850,0.62,0.24,0.56,54.2,153,0.67,0.24,0.56,461.4,1003,0.63
COREY_PERRY,20112012,0.26,0.56,401.94,532,0.59,0,0.5,0,0,0,0.26,0.56,403.03,532,0.59
NICKLAS_BACKSTROM,20102011,0.25,0.56,401.81,573,0.59,0.25,0.56,56.71,106,0.62,0.25,0.56,460.08,679,0.59
ZACH_PARISE,20092010,0.27,0.57,401.67,572,0.6,0.27,0.57,25.17,58,0.66,0.27,0.57,417.54,630,0.6
DANIEL_ALFREDSSON,20112012,0.3,0.57,401.15,514,0.59,0.3,0.57,20.26,25,0.59,0.28,0.57,398.6,539,0.59
ALEXANDER_SEMIN,20092010,0.27,0.57,400.88,581,0.6,0.27,0.57,44.94,111,0.67,0.28,0.57,455.17,692,0.61
DANIEL_SEDIN,20062007,0.31,0.58,399.2,369,0.57,0.31,0.58,56.74,40,0.55,0.3,0.58,444.41,409,0.57
SCOTT_GOMEZ,20082009,0.25,0.56,398.66,681,0.61,0.25,0.56,34.78,42,0.57,0.26,0.56,448.68,723,0.6
MIKHAIL_GRABOVSKI,20112012,0.32,0.58,397.8,307,0.56,0,0.5,0,0,0,0.32,0.58,398.86,307,0.56
RICK_NASH,20092010,0.28,0.57,395.03,132,0.52,0,0.5,0,0,0,0.28,0.57,393.82,132,0.52
DANIEL_SEDIN,20132014,0.4,0.6,393.02,491,0.62,0,0.5,0,0,0,0.4,0.6,392.08,491,0.62
PIERRE-MARC_BOUCHARD,20072008,0.33,0.58,392.44,549,0.61,0.33,0.58,32.17,68,0.67,0.33,0.58,418.54,617,0.62
JOE_THORNTON,20072008,0.27,0.57,390.78,807,0.64,0.27,0.57,72.78,128,0.62,0.28,0.57,473.61,935,0.63
DAVID_BOOTH,20102011,0.26,0.56,390.68,374,0.56,0,0.5,0,0,0,0.25,0.56,386.07,374,0.56
RYAN_SMYTH,20102011,0.29,0.57,387.7,543,0.6,0.29,0.57,29.1,39,0.6,0.29,0.57,416.7,582,0.6
LUBOMIR_VISNOVSKY,20092010,0.26,0.57,387.45,456,0.58,0,0.5,0,0,0,0.27,0.57,392.46,456,0.58
ALEXEI_PONIKAROVSKY,20082009,0.31,0.58,385.34,361,0.57,0,0.5,0,0,0,0.31,0.58,392.7,361,0.57
LOGAN_COUTURE,20102011,0.28,0.57,385.32,502,0.59,0.28,0.57,101.61,57,0.54,0.28,0.57,487.19,559,0.58
EVGENI_MALKIN,20072008,0.24,0.56,385.14,395,0.56,0.24,0.56,98.67,127,0.58,0.24,0.56,498.6,522,0.56
JOEL_WARD,20102011,0.33,0.58,385,34,0.51,0.33,0.58,67.45,29,0.54,0.33,0.58,447.72,63,0.51
ALEXEI_PONIKAROVSKY,20092010,0.31,0.58,383.53,602,0.62,0.31,0.58,39.06,57,0.61,0.32,0.58,433.42,659,0.62
PATRICK_SHARP,20112012,0.29,0.57,382.76,556,0.6,0.29,0.57,34.33,80,0.67,0.28,0.57,415.55,636,0.61
DUSTIN_BROWN,20112012,0.25,0.56,381.94,568,0.59,0.25,0.56,93.76,146,0.6,0.24,0.56,466.62,714,0.59
PHIL_KESSEL,20132014,0.28,0.57,381.92,113,0.52,0,0.5,0,0,0,0.28,0.57,381.37,113,0.52
NATHAN_HORTON,20102011,0.29,0.57,378.18,506,0.6,0.29,0.57,108.16,159,0.61,0.3,0.57,488.62,665,0.6
PATRIC_HORNQVIST,20112012,0.37,0.59,375.56,319,0.58,0.37,0.59,52.3,59,0.6,0.37,0.59,426.12,378,0.58
PHIL_KESSEL,20112012,0.23,0.56,375.11,381,0.56,0,0.5,0,0,0,0.22,0.56,371.89,381,0.56
MIKE_RIBEIRO,20082009,0.25,0.56,374.43,579,0.6,0,0.5,0,0,0,0.25,0.56,378.33,579,0.6
MIKHAIL_GRABOVSKI,20082009,0.32,0.58,373.64,338,0.57,0,0.5,0,0,0,0.32,0.58,374.43,338,0.57
RYAN_GETZLAF,20112012,0.23,0.56,371.38,558,0.59,0,0.5,0,0,0,0.23,0.56,372.87,558,0.59
PATRIC_HORNQVIST,20132014,0.42,0.6,371.01,306,0.59,0,0.5,0,0,0,0.42,0.6,370.95,306,0.59
DANIEL_SEDIN,20122013,0.48,0.62,367.36,546,0.67,0.48,0.62,37.58,38,0.62,0.49,0.62,411.14,584,0.67
ALES_HEMSKY,20082009,0.3,0.57,361.55,504,0.6,0,0.5,0,0,0,0.3,0.57,363.96,504,0.6
KYLE_OKPOSO,20092010,0.23,0.56,361.3,348,0.56,0,0.5,0,0,0,0.23,0.56,360.75,348,0.56
JORDAN_STAAL,20132014,0.33,0.58,360.15,263,0.56,0,0.5,0,0,0,0.33,0.58,359.77,263,0.56
JAKUB_VORACEK,20112012,0.29,0.57,358.45,545,0.61,0.29,0.57,46.08,41,0.56,0.29,0.57,400.69,586,0.6
MAX_PACIORETTY,20112012,0.26,0.56,357.87,426,0.58,0,0.5,0,0,0,0.26,0.56,359.89,426,0.58
JOHN_TAVARES,20102011,0.24,0.56,356.29,339,0.56,0,0.5,0,0,0,0.24,0.56,355.7,339,0.56
RYANE_CLOWE,20102011,0.26,0.57,356.23,658,0.62,0.21,0.55,73.96,60,0.54,0.26,0.57,448.63,718,0.6
SHANE_DOAN,20072008,0.23,0.56,354.02,364,0.56,0,0.5,0,0,0,0.23,0.56,350.24,364,0.56
NICKLAS_BACKSTROM,20072008,0.25,0.56,352.07,847,0.65,0.25,0.56,36.44,83,0.64,0.25,0.56,389.82,930,0.65
SEAN_BERGENHEIM,20102011,0.34,0.59,351.15,155,0.54,0.34,0.59,71.66,-31,0.46,0.35,0.59,428.22,124,0.52
VACLAV_PROSPAL,20112012,0.25,0.56,351.11,509,0.59,0,0.5,0,0,0,0.25,0.56,351.73,509,0.59
ALEXANDER_SEMIN,20112012,0.28,0.57,351.08,382,0.58,0.28,0.57,65.67,44,0.55,0.29,0.57,424.78,426,0.57
BRIAN_GIONTA,20102011,0.22,0.55,349.89,409,0.56,0.22,0.55,34.59,11,0.52,0.21,0.55,376.61,420,0.56
PAVEL_DATSYUK,20122013,0.42,0.6,349.05,398,0.62,0.42,0.6,111.89,113,0.6,0.42,0.6,459.51,511,0.61
MARIAN_HOSSA,20082009,0.29,0.57,348.86,739,0.65,0.29,0.57,118.81,222,0.63,0.29,0.57,470.73,961,0.65
ALEX_OVECHKIN,20052006,0.22,0.56,348.8,393,0.56,0,0.5,0,0,0,0.22,0.56,346.91,393,0.56
HENRIK_ZETTERBERG,20082009,0.24,0.56,348.18,740,0.63,0.24,0.56,114.72,166,0.59,0.24,0.56,471.92,906,0.62
MARTIN_ERAT,20092010,0.28,0.57,347.67,405,0.58,0.28,0.57,30.24,33,0.58,0.29,0.57,385.74,438,0.58
KEITH_YANDLE,20102011,0.18,0.55,347.4,413,0.55,0.18,0.55,18.72,43,0.6,0.18,0.54,355.22,456,0.56
JONATHAN_TOEWS,20082009,0.27,0.57,345.81,716,0.64,0.27,0.57,61.94,122,0.63,0.28,0.57,411.92,838,0.64
RYAN_SMYTH,20082009,0.24,0.56,344.02,351,0.56,0,0.5,0,0,0,0.24,0.56,343.79,351,0.56
DEREK_ROY,20072008,0.24,0.56,343.14,349,0.56,0,0.5,0,0,0,0.24,0.56,341.76,349,0.56
SHANE_DOAN,20092010,0.24,0.56,342.7,470,0.58,0.24,0.56,9.84,7,0.54,0.25,0.56,362.39,477,0.58
JOCHEN_HECHT,20102011,0.32,0.58,341.75,148,0.53,0.32,0.58,6.45,11,0.63,0.32,0.58,354.78,159,0.54
FRANS_NIELSEN,20092010,0.28,0.57,341.44,179,0.54,0,0.5,0,0,0,0.28,0.57,342.95,179,0.54
JUSTIN_WILLIAMS,20132014,0.3,0.58,340.14,589,0.63,0.3,0.58,93.37,119,0.6,0.31,0.58,436.61,708,0.62
EVGENI_MALKIN,20082009,0.2,0.55,339.95,380,0.55,0.2,0.55,94.93,177,0.59,0.2,0.55,446.22,557,0.56
HENRIK_ZETTERBERG,20102011,0.22,0.56,339.7,608,0.6,0.22,0.56,35.42,53,0.58,0.22,0.55,367.71,661,0.6
HENRIK_ZETTERBERG,20092010,0.24,0.56,338.71,641,0.61,0.24,0.56,58.21,120,0.62,0.24,0.56,406.65,761,0.61
P.A._PARENTEAU,20112012,0.24,0.56,338.53,376,0.57,0,0.5,0,0,0,0.24,0.56,338.04,376,0.57
ALEXEI_PONIKAROVSKY,20112012,0.32,0.58,338.18,322,0.58,0.32,0.58,83.27,20,0.52,0.32,0.58,424.11,342,0.56
SIDNEY_CROSBY,20072008,0.32,0.58,337.67,353,0.58,0.32,0.58,132.75,115,0.57,0.32,0.58,467.27,468,0.58
MIKKO_KOIVU,20082009,0.22,0.56,336.13,189,0.53,0,0.5,0,0,0,0.22,0.56,336.93,189,0.53
PATRICK_KANE,20112012,0.22,0.56,335.84,656,0.61,0.22,0.56,24.34,94,0.71,0.23,0.56,366.41,750,0.62
MATT_DUCHENE,20102011,0.24,0.56,334.64,219,0.54,0,0.5,0,0,0,0.24,0.56,335.44,219,0.54
JOHN_TAVARES,20092010,0.24,0.56,334.48,444,0.58,0,0.5,0,0,0,0.24,0.56,333.93,444,0.58
JIRI_HUDLER,20082009,0.33,0.58,333.73,705,0.67,0.33,0.58,100.2,232,0.69,0.33,0.58,436.28,937,0.68
DANIEL_ALFREDSSON,20072008,0.23,0.56,333.43,362,0.56,0.23,0.56,8.11,-4,0.47,0.23,0.56,340.73,358,0.56
MIKHAIL_GRABOVSKI,20092010,0.32,0.58,333.25,465,0.61,0,0.5,0,0,0,0.32,0.58,334.14,465,0.61
JAMES_NEAL,20112012,0.21,0.55,333.12,977,0.65,0.21,0.55,21.09,88,0.72,0.2,0.55,344.38,1065,0.66
ERIC_STAAL,20112012,0.19,0.55,332.42,238,0.53,0,0.5,0,0,0,0.19,0.55,332.92,238,0.53
ANZE_KOPITAR,20112012,0.2,0.55,332.41,565,0.58,0.2,0.55,84.76,151,0.59,0.2,0.55,425.31,716,0.58
SCOTT_GOMEZ,20072008,0.22,0.55,332.3,752,0.62,0.22,0.55,41.76,50,0.57,0.22,0.56,377.43,802,0.62
PATRICK_KANE,20102011,0.26,0.56,331.39,636,0.62,0.26,0.56,34.7,28,0.55,0.26,0.56,366.7,664,0.62
BOBBY_RYAN,20102011,0.21,0.55,330.61,76,0.51,0.21,0.55,16.12,18,0.56,0.21,0.55,347.58,94,0.51
SCOTT_GOMEZ,20092010,0.21,0.55,329.8,128,0.52,0.21,0.55,84.09,2,0.5,0.22,0.55,419.23,130,0.52
MARTIN_ST. LOUIS,20082009,0.2,0.55,328.96,412,0.56,0,0.5,0,0,0,0.2,0.55,327.24,412,0.56
RAY_WHITNEY,20082009,0.23,0.56,328.79,647,0.61,0.23,0.56,71.27,149,0.62,0.23,0.56,408.39,796,0.61
MASON_RAYMOND,20092010,0.25,0.56,327.76,386,0.57,0.25,0.56,47.84,-28,0.46,0.25,0.56,378,358,0.56
BRAD_MARCHAND,20112012,0.26,0.56,327.29,501,0.6,0.26,0.56,31.36,57,0.62,0.26,0.56,360.37,558,0.6
PATRICE_BERGERON,20102011,0.23,0.56,327.02,254,0.54,0.23,0.56,93.69,46,0.53,0.23,0.56,413.67,300,0.54
KYLE_WELLWOOD,20112012,0.32,0.58,326.85,416,0.6,0,0.5,0,0,0,0.32,0.58,328.01,416,0.6
CHRIS_KUNITZ,20112012,0.21,0.55,326.48,955,0.65,0.21,0.55,24.15,89,0.69,0.21,0.55,356.47,1044,0.66
ANZE_KOPITAR,20092010,0.2,0.55,326.28,509,0.58,0.2,0.55,23.44,17,0.54,0.2,0.55,356.54,526,0.57
ALEXANDER_SEMIN,20082009,0.27,0.57,325.64,611,0.63,0.27,0.57,71.36,129,0.62,0.28,0.57,403.11,740,0.63
MICHAEL_FROLIK,20092010,0.24,0.56,325.34,192,0.54,0,0.5,0,0,0,0.24,0.56,323.66,192,0.54
P.A._PARENTEAU,20102011,0.23,0.56,324.78,375,0.57,0,0.5,0,0,0,0.23,0.56,323.66,375,0.57
RICK_NASH,20132014,0.35,0.59,324.75,362,0.6,0.35,0.59,129.07,72,0.55,0.36,0.59,467.69,434,0.58
ZACH_PARISE,20112012,0.22,0.55,322.14,297,0.55,0.22,0.55,99.92,101,0.56,0.22,0.55,416.3,398,0.55
ALEX_STEEN,20132014,0.34,0.58,322.13,362,0.59,0.34,0.58,47.42,63,0.61,0.34,0.58,374.92,425,0.6
EVGENI_MALKIN,20112012,0.2,0.55,321.83,1017,0.65,0.2,0.55,25.86,112,0.71,0.2,0.55,356.75,1129,0.66
MIKE_RIBEIRO,20102011,0.21,0.55,321.1,366,0.56,0,0.5,0,0,0,0.21,0.55,319.51,366,0.56
PATRICE_BERGERON,20092010,0.26,0.56,319.5,398,0.58,0.26,0.56,62.58,39,0.54,0.26,0.56,375.73,437,0.57
GABRIEL_LANDESKOG,20112012,0.22,0.56,318.93,398,0.57,0,0.5,0,0,0,0.22,0.56,319.09,398,0.57
DUSTIN_BROWN,20102011,0.22,0.55,318.3,373,0.56,0.22,0.55,24.78,5,0.51,0.22,0.55,342.21,378,0.56
RYANE_CLOWE,20092010,0.22,0.56,318.24,417,0.57,0.22,0.56,73.03,149,0.61,0.23,0.56,396.49,566,0.58
MARTIN_HAVLAT,20082009,0.28,0.57,318.17,603,0.63,0.28,0.57,60.45,53,0.56,0.28,0.57,384.26,656,0.62
ERIC_STAAL,20072008,0.18,0.55,318.05,621,0.59,0,0.5,0,0,0,0.18,0.55,322.15,621,0.59
RAY_WHITNEY,20112012,0.22,0.55,316.82,616,0.61,0.22,0.55,62.05,36,0.53,0.22,0.55,378.78,652,0.59
PATRICK_KANE,20092010,0.22,0.56,316.71,847,0.65,0.22,0.56,84.07,184,0.62,0.23,0.56,407.71,1031,0.64
ANZE_KOPITAR,20072008,0.2,0.55,315.5,286,0.54,0,0.5,0,0,0,0.2,0.55,321.66,286,0.54
PHIL_KESSEL,20092010,0.23,0.56,313.74,593,0.61,0,0.5,0,0,0,0.22,0.56,311.04,593,0.61
ERIK_COLE,20112012,0.22,0.55,313.67,457,0.58,0,0.5,0,0,0,0.21,0.55,310.34,457,0.58
ANZE_KOPITAR,20082009,0.2,0.55,313.62,569,0.59,0,0.5,0,0,0,0.2,0.55,319.74,569,0.59
MATT_DUCHENE,20092010,0.25,0.56,312.7,144,0.53,0.25,0.56,29.49,-11,0.48,0.25,0.56,339.4,133,0.52
COREY_PERRY,20082009,0.23,0.56,312.25,768,0.64,0.23,0.56,61.3,70,0.57,0.22,0.56,361.37,838,0.63
NATHAN_HORTON,20092010,0.24,0.56,312.17,139,0.53,0,0.5,0,0,0,0.24,0.56,308.97,139,0.53
BOBBY_RYAN,20092010,0.23,0.56,311.99,431,0.58,0,0.5,0,0,0,0.23,0.56,309.94,431,0.58
ALEX_BURROWS,20082009,0.27,0.57,311.96,-87,0.48,0.27,0.57,41.37,-17,0.47,0.27,0.57,353.3,-104,0.48
JASON_POMINVILLE,20092010,0.21,0.55,311.72,362,0.56,0.21,0.55,23.95,4,0.51,0.21,0.55,333.93,366,0.56
ALEXANDER_SEMIN,20102011,0.27,0.57,311.42,488,0.61,0.27,0.57,45.09,85,0.63,0.28,0.57,362,573,0.61
RYAN_O'REILLY,20112012,0.21,0.55,310.65,423,0.57,0,0.5,0,0,0,0.21,0.55,312.56,423,0.57
MIKKO_KOIVU,20092010,0.22,0.55,310.07,283,0.55,0,0.5,0,0,0,0.22,0.56,314.21,283,0.55
FRANS_NIELSEN,20102011,0.26,0.57,309.5,-38,0.49,0,0.5,0,0,0,0.26,0.57,313.48,-38,0.49
WOJTEK_WOLSKI,20092010,0.22,0.56,308.98,280,0.55,0.22,0.56,26.23,59,0.62,0.23,0.56,339.42,339,0.56
TYLER_KENNEDY,20082009,0.37,0.59,307.96,178,0.55,0.37,0.59,107.42,23,0.52,0.36,0.59,408.38,201,0.54
JOHAN_FRANZEN,20112012,0.26,0.56,307.62,629,0.63,0.26,0.56,18.06,45,0.66,0.26,0.57,329.37,674,0.63
JASON_SPEZZA,20112012,0.19,0.55,307.61,590,0.59,0.19,0.55,29.63,96,0.65,0.19,0.55,337.19,686,0.6
RAY_WHITNEY,20072008,0.26,0.56,307.56,625,0.63,0,0.5,0,0,0,0.26,0.56,309.21,625,0.63
DANIEL_WINNIK,20102011,0.26,0.56,307.36,-222,0.45,0,0.5,0,0,0,0.26,0.57,309.53,-222,0.45
BRENDAN_GALLAGHER,20132014,0.3,0.57,306.61,309,0.57,0.3,0.57,68.4,54,0.56,0.29,0.57,370.84,363,0.57
ERIK_CONDRA,20112012,0.29,0.57,306.32,-163,0.46,0.29,0.57,22.68,-4,0.49,0.28,0.57,327.99,-167,0.46
ALEX_FROLOV,20082009,0.22,0.55,306.11,244,0.54,0,0.5,0,0,0,0.22,0.55,304.94,244,0.54
JAKUB_VORACEK,20102011,0.23,0.56,306.03,527,0.6,0,0.5,0,0,0,0.23,0.56,305.6,527,0.6
MASON_RAYMOND,20102011,0.29,0.57,305.24,326,0.58,0.29,0.57,105.38,50,0.53,0.28,0.57,393.02,376,0.57
RYAN_GETZLAF,20082009,0.2,0.55,304.63,880,0.64,0.2,0.55,58.34,27,0.52,0.19,0.55,348.62,907,0.62
MARKUS_NASLUND,20072008,0.25,0.56,303.68,480,0.6,0,0.5,0,0,0,0.26,0.56,307.08,480,0.6
SHANE_DOAN,20112012,0.21,0.55,303.12,396,0.57,0.21,0.55,66.71,-47,0.46,0.22,0.55,373.7,349,0.55
DAVID_BOOTH,20082009,0.26,0.56,302.73,348,0.57,0,0.5,0,0,0,0.25,0.56,299.21,348,0.57
PATRICK_MARLEAU,20112012,0.18,0.54,302.14,539,0.58,0.18,0.54,17.16,30,0.58,0.18,0.54,314.05,569,0.58
ERIK_COLE,20082009,0.24,0.56,302.13,148,0.53,0.24,0.56,67.5,43,0.54,0.24,0.56,372.23,191,0.53
ALEX_STEEN,20112012,0.39,0.6,301.96,313,0.6,0.39,0.6,69.98,19,0.53,0.38,0.59,356.73,332,0.59
ANZE_KOPITAR,20102011,0.2,0.55,301.65,376,0.56,0,0.5,0,0,0,0.2,0.55,309.02,376,0.56
ANDREW_LADD,20082009,0.31,0.58,301.4,154,0.54,0.31,0.58,57.76,-15,0.48,0.3,0.58,357.1,139,0.53
TYLER_KENNEDY,20102011,0.27,0.57,299.77,438,0.6,0.27,0.57,34,100,0.7,0.27,0.57,332.82,538,0.61
PATRIK_ELIAS,20072008,0.25,0.56,299,614,0.63,0.25,0.56,24.24,36,0.59,0.26,0.56,325.51,650,0.63
ROBERT_LANG,20072008,0.28,0.57,298.82,404,0.59,0,0.5,0,0,0,0.28,0.57,298.2,404,0.59
SHANE_DOAN,20082009,0.19,0.55,298.71,69,0.51,0,0.5,0,0,0,0.19,0.55,300.21,69,0.51
BRANDON_DUBINSKY,20102011,0.2,0.55,298.67,56,0.51,0.2,0.55,23.47,-28,0.44,0.2,0.55,316.96,28,0.5
TRENT_HUNTER,20092010,0.33,0.58,297.83,315,0.59,0,0.5,0,0,0,0.33,0.58,300.1,315,0.59
OLLI_JOKINEN,20072008,0.19,0.55,297.24,445,0.57,0,0.5,0,0,0,0.19,0.55,298.41,445,0.57
DAVID_BACKES,20082009,0.23,0.56,295.93,102,0.52,0.23,0.56,18.08,32,0.6,0.23,0.56,314.74,134,0.52
MARTIN_HAVLAT,20102011,0.22,0.55,295.46,243,0.54,0,0.5,0,0,0,0.22,0.55,291.59,243,0.54
MICHAEL_RYDER,20082009,0.29,0.57,295.4,437,0.61,0.29,0.57,45.85,78,0.62,0.29,0.57,338.12,515,0.61
VACLAV_PROSPAL,20082009,0.22,0.56,295.31,330,0.56,0,0.5,0,0,0,0.22,0.56,294.17,330,0.56
FRANS_NIELSEN,20112012,0.23,0.56,295.14,30,0.51,0,0.5,0,0,0,0.23,0.56,298.48,30,0.51
RYAN_KESLER,20092010,0.19,0.55,294.76,317,0.55,0.19,0.55,44.13,-16,0.48,0.19,0.55,340.73,301,0.54
JASON_POMINVILLE,20132014,0.31,0.58,292.5,402,0.61,0.31,0.58,57.78,65,0.59,0.31,0.58,350.15,467,0.6
DAVID_MOSS,20082009,0.29,0.57,292.19,458,0.61,0.29,0.57,18.65,1,0.5,0.29,0.57,312.76,459,0.61
KEITH_YANDLE,20112012,0.17,0.54,292.07,487,0.57,0.17,0.54,57.12,-4,0.5,0.19,0.55,376.31,483,0.56
