Who,Last Active Year,effect
MARTIN_BIRON,20132014,0
ERIC_BOULTON,20132014,0
CURTIS_BROWN,20072008,0
ARTEM_CHUBAROV,20032004,0
DAN_CLOUTIER,20072008,0
TIM_CONNOLLY,20112012,0
CHRIS_GRATTON,20082009,0
JAN_HLAVAC,20072008,0
ED_JOVANOVSKI,20122013,0
TRENT_KLATT,20032004,0
ALES_KOTALIK,20102011,0
TREVOR_LETOWSKI,20072008,0
TREVOR_LINDEN,20072008,0
ADAM_MAIR,20102011,0
JAY_MCKEE,20092010,0
MIKA_NORONEN,20052006,0
JAMES_PATRICK,20032004,0
TAYLOR_PYATT,20132014,0
JARKKO_RUUTU,20102011,0
PETER_SKUDRA,20022003,0
BRENT_SOPEL,20102011,0
HENRIK_TALLINDER,20132014,0
VACLAV_VARADA,20052006,0
RHETT_WARRENER,20072008,0
JASON_WOOLLEY,20052006,0
ALEXEI_ZHITNIK,20072008,0
J-SEBASTIEN_AUBIN,20072008,0
KRIS_BEECH,20072008,0
MARC_BERGEVIN,20032004,0
ALEXANDRE_DAIGLE,20052006,0
SHEAN_DONOVAN,20092010,0
JAN_HRDINA,20052006,0
DAN_LACOUTURE,20082009,0
JANNE_LAUKKANEN,20022003,0
MARIO_LEMIEUX,20052006,0
KENT_MANDERVILLE,20022003,0
STEVE_MCKENNA,20032004,0
IAN_MORAN,20062007,0
ALEKSEY_MOROZOV,20032004,0
VILLE_NIEMINEN,20062007,0
JAMIE_PUSHOR,20052006,0
BRAD_SMYTH,20022003,0
DICK_TARNSTROM,20072008,0
P.J._AXELSSON,20072008,0
RICK_BERRY,20032004,0
CRAIG_BILLINGTON,20022003,0
NICK_BOYNTON,20102011,0
SEAN_BROWN,20052006,0
SEBASTIEN_CHARPENTIER,20032004,0
JEAN-FRANCOIS_FORTIN,20022003,0
HAL_GILL,20122013,0
JONATHAN_GIRARD,20022003,0
SERGEI_GONCHAR,20132014,0
MICHAL_GROSEK,20032004,0
IVAN_HUML,20032004,0
CALLE_JOHANSSON,20032004,0
KEN_KLEE,20082009,0
STEVE_KONOWALCHUK,20052006,0
JARNO_KULTANEN,20022003,0
MARTY_MCINNIS,20022003,0
GLEN_METROPOLIT,20092010,0
KIP_MILLER,20032004,0
SEAN_O'DONNELL,20112012,0
STEPHEN_PEAT,20052006,0
ANDREAS_SALOMONSSON,20022003,0
STEVE_SHIELDS,20052006,0
