player,season,beta,prob,ppm,pm,fp,beta.po,prob.po,ppm.po,pm.po,fp.po,beta.avg,prob.avg,ppm.avg,pm.avg,fp.avg
AL_MONTOYA,20082009,0.11,0.53,1.05,1,0.53,0,0.5,0,0,0,0.1,0.53,0.99,1,0.53
STEPHEN_WEISS,20132014,0.12,0.53,1.05,-4,0.39,0,0.5,0,0,0,0.11,0.53,1.03,-4,0.39
OLEG_SAPRYKIN,20022003,0.05,0.51,1.04,12,0.64,0,0.5,0,0,0,0.05,0.51,1.05,12,0.64
MIKE_GREEN,20052006,0.06,0.52,1.04,-6,0.41,0,0.5,0,0,0,0.06,0.52,1.06,-6,0.41
NIKLAS_HAGMAN,20062007,0.02,0.51,1.04,-4,0.48,0.02,0.51,0.04,-1,0.33,0.01,0.5,0.53,-5,0.47
MATT_STAJAN,20082009,0.01,0.5,1.04,0,0.5,0,0.5,0,0,0,0.01,0.5,0.99,0,0.5
MARTIN_GERBER,20032004,0.02,0.5,1.03,3,0.51,0,0.5,0,0,0,0,0.5,0,3,0.51
BENOIT_POULIOT,20072008,0.26,0.56,1.03,0,0.5,0.26,0.56,0.13,1,1,0.24,0.56,1.09,1,0.56
NIKLAS_HAGMAN,20112012,0.02,0.51,1.03,-13,0.42,0,0.5,0,0,0,0.01,0.5,0.5,-13,0.42
DION_PHANEUF,20122013,0.02,0.5,1.03,11,0.54,0.02,0.5,0.14,-4,0.39,0.01,0.5,0.87,7,0.52
CHRISTOPHER_TANEV,20122013,0.05,0.51,1.03,1,0.51,0,0.5,0,0,0,0.04,0.51,0.7,1,0.51
MILAN_MICHALEK,20052006,0.05,0.51,1.02,-4,0.45,0.05,0.51,0.05,2,1,0.05,0.51,1.14,-2,0.48
BRENDEN_MORROW,20112012,0.03,0.51,1.02,10,0.56,0,0.5,0,0,0,0.02,0.51,0.94,10,0.56
JERE_LEHTINEN,20022003,0.02,0.5,1.01,30,0.64,0.02,0.5,0.14,4,0.64,0.02,0.51,1.47,34,0.64
AARON_JOHNSON,20032004,0.05,0.51,1.01,1,0.51,0,0.5,0,0,0,0.05,0.51,0.91,1,0.51
P.J._AXELSSON,20062007,0.02,0.51,1.01,-18,0.41,0,0.5,0,0,0,0.01,0.5,0.63,-18,0.41
JONATHAN_BERNIER,20092010,0.13,0.53,1.01,7,0.73,0,0.5,0,0,0,0.08,0.52,0.6,7,0.73
BRADEN_HOLTBY,20132014,0.01,0.5,1.01,-1,0.5,0,0.5,0,0,0,0.05,0.51,4.1,-1,0.5
KIRK_MALTBY,20032004,0.02,0.51,1,14,0.58,0.02,0.51,0.07,2,0.67,0.02,0.5,0.71,16,0.59
SAMI_SALO,20122013,0.02,0.51,1,0,0.5,0,0.5,0,0,0,0.01,0.5,0.5,0,0.5
MIKE_JOHNSON,20072008,0.13,0.53,0.99,-5,0.33,0,0.5,0,0,0,0.12,0.53,0.89,-5,0.33
AARON_JOHNSON,20072008,0.05,0.51,0.99,4,0.55,0,0.5,0,0,0,0.05,0.51,0.89,4,0.55
RYAN_JONES,20082009,0.07,0.52,0.99,8,0.63,0,0.5,0,0,0,0.05,0.51,0.7,8,0.63
MATT_COOKE,20102011,0.02,0.51,0.99,4,0.52,0,0.5,0,0,0,0.02,0.5,0.7,4,0.52
FRANS_NIELSEN,20072008,0.28,0.57,0.98,1,0.57,0,0.5,0,0,0,0.28,0.57,0.97,1,0.57
SAMI_SALO,20132014,0.02,0.51,0.98,4,0.52,0.02,0.51,0.03,-3,0,0.01,0.5,0.51,1,0.51
BRENDEN_MORROW,20022003,0.03,0.51,0.97,6,0.54,0.03,0.51,0.26,8,0.7,0.02,0.51,1.13,14,0.57
NIKLAS_HAGMAN,20102011,0.02,0.51,0.97,10,0.56,0,0.5,0,0,0,0.01,0.5,0.47,10,0.56
GRANT_CLITSOME,20102011,0.03,0.51,0.97,13,0.6,0,0.5,0,0,0,0.02,0.51,0.78,13,0.6
STEVE_MASON,20112012,0.01,0.5,0.97,-41,0.42,0,0.5,0,0,0,0,0.5,0.39,-41,0.42
MAREK_SVATOS,20092010,0.04,0.51,0.96,-4,0.45,0.04,0.51,0.07,-1,0.33,0.06,0.51,1.31,-5,0.45
BRENDEN_MORROW,20122013,0.03,0.51,0.96,7,0.55,0.03,0.51,0.16,0,0.5,0.02,0.51,1.03,7,0.54
MATT_STAJAN,20072008,0.01,0.5,0.95,-27,0.41,0,0.5,0,0,0,0.01,0.5,0.91,-27,0.41
RENE_BOURQUE,20072008,0.02,0.51,0.95,-7,0.46,0,0.5,0,0,0,0.01,0.5,0.54,-7,0.46
VALTTERI_FILPPULA,20092010,0.02,0.51,0.95,1,0.51,0.02,0.51,0.26,5,0.61,0.03,0.51,1.78,6,0.53
MARK_FAYNE,20122013,0.05,0.51,0.95,-2,0.48,0,0.5,0,0,0,0.04,0.51,0.71,-2,0.48
RYAN_JONES,20132014,0.07,0.52,0.95,-1,0.48,0,0.5,0,0,0,0.05,0.51,0.68,-1,0.48
TRAVIS_ZAJAC,20122013,0.03,0.51,0.94,6,0.54,0,0.5,0,0,0,0.04,0.51,1.51,6,0.54
LANDON_WILSON,20082009,0.1,0.53,0.93,6,0.67,0,0.5,0,0,0,0.07,0.52,0.64,6,0.67
DAN_BOYLE,20122013,0.02,0.51,0.93,19,0.61,0.02,0.51,0.24,7,0.65,0.02,0.5,1,26,0.62
BRENT_SEABROOK,20122013,0.02,0.51,0.93,10,0.55,0.02,0.51,0.33,-1,0.48,0.01,0.5,0.83,9,0.54
P.J._AXELSSON,20022003,0.02,0.51,0.92,-1,0.49,0,0.5,0,0,0,0.01,0.5,0.57,-1,0.49
NOLAN_BAUMGARTNER,20092010,0.12,0.53,0.92,7,0.73,0,0.5,0,0,0,0.1,0.52,0.72,7,0.73
ALEXEI_PONIKAROVSKY,20022003,0.23,0.56,0.91,4,0.75,0,0.5,0,0,0,0.22,0.56,0.9,4,0.75
JERE_LEHTINEN,20072008,0.02,0.5,0.91,29,0.66,0.02,0.5,0.25,12,0.73,0.02,0.51,1.48,41,0.67
DEREK_MACKENZIE,20092010,0.2,0.55,0.91,1,0.56,0,0.5,0,0,0,0.18,0.54,0.81,1,0.56
ROB_SCUDERI,20082009,0.01,0.5,0.9,-4,0.49,0.01,0.5,0.34,-7,0.43,0,0.5,0.4,-11,0.47
NICK_FOLIGNO,20092010,0.03,0.51,0.9,15,0.62,0.03,0.51,0.09,0,0.5,0.01,0.5,0.5,15,0.61
ALEX_KOVALEV,20122013,0.11,0.53,0.9,4,0.62,0,0.5,0,0,0,0.12,0.53,0.98,4,0.62
ROB_KLINKHAMMER,20132014,0.04,0.51,0.9,7,0.57,0,0.5,0,0,0,0,0.5,0,7,0.57
PASCAL_DUPUIS,20032004,0.03,0.51,0.89,16,0.63,0,0.5,0,0,0,0,0.5,0.15,16,0.63
NIKLAS_HAGMAN,20052006,0.02,0.51,0.89,-20,0.36,0.02,0.51,0.1,-2,0.38,0.01,0.5,0.49,-22,0.36
MIKE_WEAVER,20052006,0.05,0.51,0.89,-13,0.3,0,0.5,0,0,0,0.06,0.51,0.97,-13,0.3
AARON_JOHNSON,20052006,0.05,0.51,0.88,12,0.68,0,0.5,0,0,0,0.05,0.51,0.8,12,0.68
MATT_COOKE,20072008,0.02,0.51,0.88,-10,0.43,0.02,0.51,0.06,-1,0.4,0.02,0.5,0.65,-11,0.43
NIKLAS_HAGMAN,20032004,0.02,0.51,0.87,-2,0.49,0,0.5,0,0,0,0.01,0.5,0.43,-2,0.49
BRENDAN_SHANAHAN,20052006,0.01,0.5,0.87,64,0.72,0.01,0.5,0.05,2,0.62,0.01,0.5,0.69,66,0.72
KURTIS_FOSTER,20092010,0.01,0.5,0.87,27,0.61,0,0.5,0,0,0,0.01,0.5,0.42,27,0.61
DAN_BOYLE,20052006,0.02,0.51,0.86,23,0.64,0.02,0.51,0.06,2,0.67,0.02,0.5,0.79,25,0.64
BRENT_BURNS,20102011,0.01,0.5,0.86,-5,0.49,0,0.5,0,0,0,0.01,0.5,0.49,-5,0.49
CHRIS_SIMON,20072008,0.1,0.53,0.85,-1,0.47,0.1,0.53,0.05,-1,0,0.1,0.52,0.87,-2,0.44
MATT_COOKE,20032004,0.02,0.51,0.84,-1,0.49,0.02,0.51,0.08,3,0.71,0.02,0.5,0.65,2,0.51
MARCUS_NILSON,20032004,0.02,0.51,0.84,-9,0.45,0.02,0.51,0.27,-1,0.48,0.01,0.5,0.51,-10,0.45
FRANS_NIELSEN,20062007,0.28,0.57,0.84,-2,0.33,0,0.5,0,0,0,0.28,0.57,0.83,-2,0.33
DEREK_ARMSTRONG,20082009,0.05,0.51,0.84,-10,0.34,0,0.5,0,0,0,0.04,0.51,0.57,-10,0.34
MATT_COOKE,20122013,0.02,0.51,0.84,-23,0.34,0.02,0.51,0.2,-1,0.47,0.02,0.5,0.73,-24,0.37
MIKE_RICHARDS,20132014,0.02,0.5,0.84,-1,0.5,0.02,0.5,0.2,-7,0.36,0.05,0.51,3.33,-8,0.47
NICK_FOLIGNO,20132014,0.03,0.51,0.84,5,0.54,0.03,0.51,0.04,1,0.67,0.01,0.5,0.45,6,0.55
CRAIG_ANDERSON,20022003,0.07,0.52,0.83,-11,0.28,0,0.5,0,0,0,0.06,0.52,0.76,-11,0.28
P.J._AXELSSON,20052006,0.02,0.51,0.83,-18,0.39,0,0.5,0,0,0,0.01,0.5,0.51,-18,0.39
VESA_TOSKALA,20052006,0.02,0.5,0.83,1,0.51,0.02,0.5,0.19,-1,0.48,0,0.5,0,0,0.5
DAVID_BACKES,20062007,0.03,0.51,0.83,10,0.6,0,0.5,0,0,0,0.03,0.51,0.74,10,0.6
CURTIS_JOSEPH,20072008,0.05,0.51,0.83,2,0.53,0.05,0.51,0.14,4,0.83,0.03,0.51,0.57,6,0.57
PETER_SCHAEFER,20102011,0.1,0.52,0.83,-9,0.24,0,0.5,0,0,0,0.09,0.52,0.75,-9,0.24
DAN_BOYLE,20132014,0.02,0.51,0.83,6,0.54,0.02,0.51,0.09,4,0.75,0.02,0.5,0.78,10,0.56
BRENDAN_SHANAHAN,20022003,0.01,0.5,0.82,34,0.62,0.01,0.5,0.04,1,0.57,0.01,0.5,0.64,35,0.62
MATT_PETTINGER,20052006,0.02,0.5,0.82,1,0.5,0,0.5,0,0,0,0,0.5,0,1,0.5
JOE_CORVO,20082009,0.01,0.5,0.82,30,0.58,0.01,0.5,0.17,-6,0.42,0.02,0.51,2.36,24,0.55
CHRISTOPHER_TANEV,20112012,0.05,0.51,0.82,5,0.58,0.05,0.51,0.05,0,0.5,0.04,0.51,0.59,5,0.58
STEVE_MASON,20132014,0.01,0.5,0.82,17,0.54,0.01,0.5,0.07,1,0.53,0,0.5,0.35,18,0.54
BRENDAN_SHANAHAN,20032004,0.01,0.5,0.81,40,0.65,0.01,0.5,0.11,5,0.63,0.01,0.5,0.69,45,0.65
COLBY_ARMSTRONG,20122013,0.06,0.52,0.81,-6,0.38,0.06,0.52,0.03,-1,0,0.05,0.51,0.69,-7,0.37
TOMAS_TATAR,20122013,0.11,0.53,0.81,3,0.6,0,0.5,0,0,0,0.07,0.52,0.55,3,0.6
JOHN_LECLAIR,20022003,0.05,0.51,0.8,12,0.7,0.05,0.51,0.43,8,0.75,0.03,0.51,0.72,20,0.72
CRAIG_CONROY,20062007,0.02,0.51,0.8,0,0.5,0.02,0.51,0.07,-2,0.33,0.01,0.5,0.24,-2,0.49
JOZEF_STUMPEL,20072008,0.02,0.51,0.8,-2,0.49,0,0.5,0,0,0,0.01,0.5,0.4,-2,0.49
JOE_CORVO,20102011,0.01,0.5,0.8,-1,0.5,0,0.5,0,0,0,0.02,0.51,1.93,-1,0.5
MATT_COOKE,20132014,0.02,0.51,0.8,-17,0.38,0.02,0.51,0.08,1,0.57,0.02,0.5,0.61,-16,0.39
ERIC_DESJARDINS,20052006,0.01,0.5,0.79,0,0.5,0.01,0.5,0.16,-5,0.39,0,0.5,0,-5,0.48
JERE_LEHTINEN,20082009,0.02,0.5,0.79,5,0.53,0,0.5,0,0,0,0.02,0.51,1.01,5,0.53
P.J._AXELSSON,20032004,0.02,0.51,0.78,-13,0.42,0.02,0.51,0.02,-2,0,0.01,0.5,0.5,-15,0.41
BRENDAN_SHANAHAN,20072008,0.01,0.5,0.78,15,0.56,0.01,0.5,0.12,-2,0.45,0.01,0.5,0.67,13,0.54
MILAN_MICHALEK,20122013,0.05,0.51,0.78,14,0.72,0.05,0.51,0.39,4,0.62,0.05,0.51,1.25,18,0.69
BRENT_BURNS,20072008,0.01,0.5,0.77,26,0.58,0.01,0.5,0.05,-2,0.42,0.01,0.5,0.47,24,0.57
NIKLAS_HAGMAN,20022003,0.02,0.51,0.76,-5,0.46,0,0.5,0,0,0,0.01,0.5,0.37,-5,0.46
DEREK_ARMSTRONG,20032004,0.05,0.51,0.76,1,0.52,0,0.5,0,0,0,0.04,0.51,0.51,1,0.52
BRENDAN_SHANAHAN,20062007,0.01,0.5,0.76,28,0.61,0.01,0.5,0.14,2,0.54,0.01,0.5,0.68,30,0.6
MAX_PACIORETTY,20092010,0.04,0.51,0.76,0,0.5,0,0.5,0,0,0,0.03,0.51,0.64,0,0.5
MICHAEL_NYLANDER,20032004,0.07,0.52,0.75,7,0.65,0.07,0.52,0.36,3,0.64,0.06,0.51,1,10,0.65
BRENDEN_MORROW,20062007,0.03,0.51,0.75,7,0.56,0.03,0.51,0.09,1,0.57,0.02,0.51,0.77,8,0.56
MATTHEW_BARNABY,20062007,0.06,0.51,0.75,4,0.58,0,0.5,0,0,0,0.04,0.51,0.51,4,0.58
VESA_TOSKALA,20062007,0.02,0.5,0.75,23,0.63,0,0.5,0,0,0,0,0.5,0,23,0.63
ROMAN_HAMRLIK,20122013,0.12,0.53,0.75,-6,0.25,0.12,0.53,0.12,0,0.5,0.12,0.53,0.81,-6,0.29
JERE_LEHTINEN,20032004,0.02,0.5,0.74,4,0.53,0.02,0.5,0.08,-6,0.12,0.02,0.51,1.04,-2,0.49
MARCUS_NILSON,20052006,0.02,0.51,0.74,1,0.51,0,0.5,0,0,0,0.01,0.5,0.34,1,0.51
CHRISTOPHER_TANEV,20102011,0.05,0.51,0.74,-2,0.46,0.05,0.51,0.05,0,0.5,0.04,0.51,0.54,-2,0.47
DAN_BOYLE,20032004,0.02,0.51,0.73,27,0.7,0.02,0.51,0.21,8,0.7,0.02,0.5,0.81,35,0.7
BRIAN_GIONTA,20022003,0.06,0.51,0.72,3,0.56,0.06,0.51,0.17,2,0.67,0.05,0.51,0.81,5,0.58
MAX_PACIORETTY,20082009,0.04,0.51,0.72,4,0.55,0,0.5,0,0,0,0.03,0.51,0.61,4,0.55
KURTIS_FOSTER,20102011,0.01,0.5,0.72,12,0.56,0,0.5,0,0,0,0.01,0.5,0.35,12,0.56
RYAN_JONES,20122013,0.07,0.52,0.72,-4,0.41,0,0.5,0,0,0,0.05,0.51,0.52,-4,0.41
CHRIS_KUNITZ,20032004,0.13,0.53,0.71,1,0.55,0,0.5,0,0,0,0.13,0.53,0.71,1,0.55
NATHAN_GERBE,20092010,0.13,0.53,0.71,3,0.64,0.13,0.53,0.13,2,1,0.12,0.53,0.77,5,0.69
TOMAS_HOLMSTROM,20022003,0.02,0.5,0.7,39,0.73,0.02,0.5,0.03,3,1,0.03,0.51,1.08,42,0.74
VILLE_KOISTINEN,20082009,0.03,0.51,0.7,11,0.61,0,0.5,0,0,0,0,0.5,0.03,11,0.61
JERE_LEHTINEN,20092010,0.02,0.5,0.7,-18,0.38,0,0.5,0,0,0,0.02,0.51,0.89,-18,0.38
ERIC_FEHR,20052006,0.35,0.59,0.69,0,0.5,0,0.5,0,0,0,0.34,0.58,0.66,0,0.5
TOM_GILBERT,20062007,0.07,0.52,0.69,0,0.5,0,0.5,0,0,0,0.06,0.52,0.65,0,0.5
TEDDY_PURCELL,20072008,0.17,0.54,0.69,2,0.62,0,0.5,0,0,0,0.18,0.54,0.72,2,0.62
SERGEI_ZUBOV,20082009,0.06,0.51,0.69,-1,0.48,0,0.5,0,0,0,0.04,0.51,0.52,-1,0.48
TYLER_ENNIS,20092010,0.07,0.52,0.69,6,0.65,0.07,0.52,0.31,1,0.56,0.06,0.52,0.93,7,0.62
BRENT_BURNS,20112012,0.01,0.5,0.69,15,0.55,0.01,0.5,0.05,2,0.6,0.01,0.5,0.42,17,0.55
CLAYTON_STONER,20132014,0.04,0.51,0.69,-9,0.36,0.04,0.51,0.25,0,0.5,0.04,0.51,1,-9,0.4
MATT_STAJAN,20062007,0.01,0.5,0.68,0,0.5,0,0.5,0,0,0,0.01,0.5,0.65,0,0.5
RENE_BOURQUE,20062007,0.02,0.51,0.68,-1,0.49,0,0.5,0,0,0,0.01,0.5,0.38,-1,0.49
MATT_COOKE,20052006,0.02,0.51,0.67,-10,0.41,0,0.5,0,0,0,0.02,0.5,0.47,-10,0.41
CRAIG_CONROY,20092010,0.02,0.51,0.67,-20,0.33,0,0.5,0,0,0,0.01,0.5,0.19,-20,0.33
NICK_FOLIGNO,20122013,0.03,0.51,0.67,13,0.64,0,0.5,0,0,0,0.01,0.5,0.34,13,0.64
VESA_TOSKALA,20032004,0.02,0.5,0.66,2,0.51,0,0.5,0,0,0,0,0.5,0,2,0.51
ANDREI_KOSTITSYN,20052006,0.13,0.53,0.66,0,0.5,0,0.5,0,0,0,0.12,0.53,0.59,0,0.5
TRAVIS_ZAJAC,20062007,0.03,0.51,0.66,17,0.67,0.03,0.51,0.03,-2,0,0.04,0.51,1.1,15,0.65
DAN_BOYLE,20022003,0.02,0.51,0.65,11,0.59,0.02,0.51,0.05,5,1,0.02,0.5,0.6,16,0.62
RANDY_JONES,20072008,0.01,0.5,0.65,10,0.54,0.01,0.5,0.13,5,0.59,0,0.5,0,15,0.54
GRANT_CLITSOME,20132014,0.03,0.51,0.65,-1,0.49,0,0.5,0,0,0,0.02,0.51,0.53,-1,0.49
CURTIS_GLENCROSS,20062007,0.16,0.54,0.64,-6,0.12,0,0.5,0,0,0,0.15,0.54,0.61,-6,0.12
JOE_CORVO,20072008,0.01,0.5,0.64,57,0.7,0,0.5,0,0,0,0.02,0.51,1.53,57,0.7
MATT_STAJAN,20102011,0.01,0.5,0.64,0,0.5,0,0.5,0,0,0,0.01,0.5,0.61,0,0.5
KURTIS_FOSTER,20052006,0.01,0.5,0.63,20,0.61,0,0.5,0,0,0,0.01,0.5,0.3,20,0.61
RUSLAN_SALEI,20092010,0.05,0.51,0.63,-5,0.41,0,0.5,0,0,0,0.04,0.51,0.59,-5,0.41
DEREK_STEPAN,20112012,0.01,0.5,0.63,25,0.6,0.01,0.5,0.16,2,0.53,0.01,0.5,0.88,27,0.58
BRENDEN_MORROW,20132014,0.03,0.51,0.63,4,0.54,0,0.5,0,0,0,0.02,0.51,0.58,4,0.54
RYAN_WILSON,20132014,0.04,0.51,0.63,2,0.54,0.04,0.51,0.11,-1,0.4,0.04,0.51,0.63,1,0.52
WOJTEK_WOLSKI,20052006,0.11,0.53,0.62,1,0.55,0.11,0.53,0.62,-1,0.45,0.13,0.53,1.37,0,0.5
MARCUS_NILSON,20062007,0.02,0.51,0.62,-13,0.39,0.02,0.51,0.05,-5,0,0.01,0.5,0.31,-18,0.36
JOE_CORVO,20062007,0.01,0.5,0.61,24,0.59,0.01,0.5,0.11,14,0.77,0.02,0.51,1.73,38,0.62
KURTIS_FOSTER,20072008,0.01,0.5,0.61,14,0.58,0,0.5,0,0,0,0.01,0.5,0.3,14,0.58
JEFFREY_HAMILTON,20062007,0.01,0.5,0.6,19,0.61,0,0.5,0,0,0,0,0.5,0.16,19,0.61
DEREK_MACKENZIE,20072008,0.2,0.55,0.6,-2,0.33,0,0.5,0,0,0,0.18,0.54,0.54,-2,0.33
MATS_ZUCCARELLO,20132014,0.01,0.5,0.6,21,0.62,0.01,0.5,0.22,7,0.61,0.02,0.5,1.23,28,0.61
JOZEF_STUMPEL,20032004,0.02,0.51,0.59,0,0.5,0,0.5,0,0,0,0.01,0.5,0.29,0,0.5
JOE_CORVO,20112012,0.01,0.5,0.59,28,0.6,0.01,0.5,0.02,3,0.8,0.02,0.51,1.47,31,0.61
PATRICK_SHARP,20032004,0.05,0.51,0.58,2,0.55,0.05,0.51,0.08,-3,0,0.05,0.51,0.57,-1,0.48
MIKE_WEAVER,20062007,0.05,0.51,0.57,-3,0.43,0,0.5,0,0,0,0.06,0.51,0.62,-3,0.43
VALTTERI_FILPPULA,20062007,0.02,0.51,0.57,7,0.57,0.02,0.51,0.12,-3,0.36,0.03,0.51,1.02,4,0.53
DEREK_STEPAN,20102011,0.01,0.5,0.57,24,0.61,0.01,0.5,0.03,-4,0.17,0.01,0.5,0.66,20,0.58
MATT_STAJAN,20052006,0.01,0.5,0.56,-12,0.43,0,0.5,0,0,0,0.01,0.5,0.54,-12,0.43
BRENDEN_MORROW,20082009,0.03,0.51,0.56,-1,0.49,0,0.5,0,0,0,0.02,0.51,0.52,-1,0.49
MATT_STAJAN,20122013,0.01,0.5,0.56,-7,0.46,0,0.5,0,0,0,0.01,0.5,0.53,-7,0.46
VALTTERI_FILPPULA,20122013,0.02,0.51,0.56,-4,0.46,0.02,0.51,0.2,-2,0.44,0.03,0.51,1.12,-6,0.46
KRIS_VERSTEEG,20122013,0.06,0.51,0.56,-7,0.32,0,0.5,0,0,0,0.04,0.51,0.42,-7,0.32
JAKUB_KINDL,20132014,0.02,0.5,0.56,8,0.56,0.02,0.5,0.03,-3,0,0,0.5,0.03,5,0.54
JIRI_HUDLER,20032004,0.18,0.55,0.54,0,0.5,0,0.5,0,0,0,0.17,0.54,0.51,0,0.5
ADAM_MCQUAID,20122013,0.04,0.51,0.54,0,0.5,0.04,0.51,0.36,6,0.65,0.02,0.51,0.57,6,0.56
CRAIG_ANDERSON,20062007,0.07,0.52,0.53,0,0.5,0,0.5,0,0,0,0.06,0.52,0.49,0,0.5
COLBY_ARMSTRONG,20112012,0.06,0.52,0.53,-9,0.24,0,0.5,0,0,0,0.05,0.51,0.43,-9,0.24
DEREK_STEPAN,20132014,0.01,0.5,0.53,21,0.6,0.01,0.5,0.15,4,0.57,0.01,0.5,0.76,25,0.59
RYAN_KESLER,20032004,0.08,0.52,0.52,-3,0.38,0,0.5,0,0,0,0.07,0.52,0.44,-3,0.38
KURTIS_FOSTER,20062007,0.01,0.5,0.52,18,0.62,0.01,0.5,0.03,-1,0.4,0.01,0.5,0.27,17,0.61
JIRI_TLUSTY,20092010,0.06,0.52,0.52,0,0.5,0,0.5,0,0,0,0.06,0.51,0.46,0,0.5
MAREK_SVATOS,20102011,0.04,0.51,0.52,0,0.5,0,0.5,0,0,0,0.06,0.51,0.67,0,0.5
KURTIS_FOSTER,20112012,0.01,0.5,0.52,7,0.55,0,0.5,0,0,0,0.01,0.5,0.25,7,0.55
PASCAL_DUPUIS,20132014,0.03,0.51,0.52,-1,0.49,0,0.5,0,0,0,0,0.5,0.09,-1,0.49
TRAVIS_ZAJAC,20072008,0.01,0.5,0.5,11,0.55,0.01,0.5,0.02,0,0.5,0.04,0.51,2.31,11,0.55
KRIS_VERSTEEG,20072008,0.06,0.51,0.5,-1,0.47,0,0.5,0,0,0,0.04,0.51,0.38,-1,0.47
BRENT_BURNS,20082009,0.01,0.5,0.5,6,0.53,0,0.5,0,0,0,0.01,0.5,0.29,6,0.53
JOE_CORVO,20092010,0.01,0.5,0.5,-8,0.46,0.01,0.5,0.04,-2,0.38,0.02,0.51,1.29,-10,0.46
ERIC_DESJARDINS,20032004,0.01,0.5,0.49,9,0.56,0,0.5,0,0,0,0,0.5,0,9,0.56
NOLAN_BAUMGARTNER,20062007,0.12,0.53,0.49,0,0.5,0,0.5,0,0,0,0.1,0.52,0.38,0,0.5
PETR_SYKORA,20092010,0.07,0.52,0.49,-6,0.29,0,0.5,0,0,0,0.04,0.51,0.27,-6,0.29
TRENT_HUNTER,20112012,0.04,0.51,0.49,-2,0.45,0,0.5,0,0,0,0.04,0.51,0.4,-2,0.45
RENE_BOURQUE,20132014,0.02,0.51,0.49,9,0.6,0.02,0.51,0.22,5,0.63,0.01,0.5,0.4,14,0.61
MARTIN_ERAT,20022003,0.06,0.52,0.48,-3,0.4,0,0.5,0,0,0,0.06,0.52,0.48,-3,0.4
MARTIN_GERBER,20022003,0.02,0.5,0.47,0,0.5,0.02,0.5,0.02,0,0.5,0,0.5,0,0,0.5
RYAN_WILSON,20122013,0.04,0.51,0.47,-3,0.43,0,0.5,0,0,0,0.04,0.51,0.4,-3,0.43
DARIUS_KASPARAITIS,20062007,0.04,0.51,0.45,-5,0.4,0,0.5,0,0,0,0.03,0.51,0.36,-5,0.4
JEFFREY_HAMILTON,20072008,0.01,0.5,0.45,27,0.71,0,0.5,0,0,0,0,0.5,0.12,27,0.71
NATHAN_GERBE,20082009,0.13,0.53,0.45,5,0.86,0,0.5,0,0,0,0.12,0.53,0.41,5,0.86
BRENT_BURNS,20092010,0.01,0.5,0.45,-3,0.49,0,0.5,0,0,0,0.01,0.5,0.26,-3,0.49
SAMI_SALO,20102011,0.02,0.51,0.45,1,0.51,0.02,0.51,0.31,-4,0.43,0.01,0.5,0.38,-3,0.48
JAKUB_KINDL,20102011,0.02,0.5,0.45,-7,0.43,0,0.5,0,0,0,0,0.5,0.03,-7,0.43
JAKUB_KINDL,20112012,0.02,0.5,0.45,8,0.58,0,0.5,0,0,0,0,0.5,0.03,8,0.58
BRENT_BURNS,20062007,0.01,0.5,0.44,18,0.59,0.01,0.5,0.05,0,0.5,0.01,0.5,0.28,18,0.58
RANDY_JONES,20062007,0.01,0.5,0.44,-15,0.42,0,0.5,0,0,0,0,0.5,0,-15,0.42
RANDY_JONES,20102011,0.01,0.5,0.44,-20,0.4,0.01,0.5,0.02,1,0.6,0,0.5,0,-19,0.41
SEAN_AVERY,20112012,0.15,0.54,0.44,2,0.67,0,0.5,0,0,0,0.13,0.53,0.4,2,0.67
JASON_CHIMERA,20062007,0.01,0.5,0.43,-3,0.49,0,0.5,0,0,0,0,0.5,0,-3,0.49
MIKAEL_SAMUELSSON,20132014,0.12,0.53,0.42,-1,0.43,0,0.5,0,0,0,0.12,0.53,0.41,-1,0.43
MATT_STAJAN,20032004,0.01,0.5,0.41,4,0.53,0,0.5,0,0,0,0.01,0.5,0.39,4,0.53
RENE_BOURQUE,20122013,0.02,0.51,0.41,8,0.61,0.02,0.51,0.13,-1,0.45,0.01,0.5,0.31,7,0.57
SERGEI_SAMSONOV,20022003,0.08,0.52,0.4,6,0.8,0.08,0.52,0.12,1,0.67,0.07,0.52,0.48,7,0.77
DEREK_MACKENZIE,20052006,0.2,0.55,0.4,0,0.5,0,0.5,0,0,0,0.18,0.54,0.36,0,0.5
CLARKE_MACARTHUR,20062007,0.04,0.51,0.4,6,0.67,0,0.5,0,0,0,0.04,0.51,0.36,6,0.67
NICK_FOLIGNO,20072008,0.03,0.51,0.4,0,0.5,0.03,0.51,0.06,0,0.5,0.01,0.5,0.23,0,0.5
DUSTIN_BROWN,20032004,0.13,0.53,0.39,0,0.5,0,0.5,0,0,0,0.13,0.53,0.39,0,0.5
BENOIT_POULIOT,20062007,0.26,0.56,0.39,-1,0.33,0,0.5,0,0,0,0.24,0.56,0.36,-1,0.33
JIRI_TLUSTY,20082009,0.06,0.52,0.39,2,0.58,0,0.5,0,0,0,0.06,0.51,0.35,2,0.58
KYLE_QUINCEY,20092010,0,0.5,0.39,1,0.5,0,0.5,0.02,-1,0.44,0,0.5,0,0,0.5
RYAN_GARBUTT,20132014,0.01,0.5,0.39,2,0.52,0.01,0.5,0.01,1,1,0,0.5,0,3,0.53
KEITH_YANDLE,20062007,0.1,0.52,0.38,0,0.5,0,0.5,0,0,0,0.08,0.52,0.3,0,0.5
