player,position,beta.goals,beta.corsi,beta.fenwick,ppm.goals,ppm.corsi,ppm.fenwick
JAMIE_ARNIEL,C,0,0,0,0,0,0
JARED_SPURGEON,D,0.122804403800406,0.0146989944194654,0,21.6477784023734,59.9708174585546,0
RICHARD_BACHMAN,G,0,0,0,0,0,0
ROB_KLINKHAMMER,C,0.251823645531528,0.183696935046117,0.196050147891657,9.26854605640101,186.93734103449,153.017468850757
JONAS_ANDERSSON,R,0,0,0,0,0,0
STEVEN_KAMPFER,D,0,-0.0391374380673106,-0.074211192588935,0,-38.9172146999361,-55.0394473184951
LINUS_OMARK,L,0,0.148971037259191,0.108339856689675,0,140.815249878814,76.3049776005252
RHETT_RAKHSHANI,R,0,0,0,0,0,0
ADAM_CRACKNELL,R,0,0.0933924413021507,0.0636188516625124,0,50.9085794275091,25.470759896018
DALE_WEISE,R,0,-0.0214959530480721,-0.00195572671521978,0,-27.4815177676322,-1.84620543071009
NATHAN_LAWSON,G,0,-0.0359718666136483,-0.00867059325941289,0,-14.027515407203,-2.50578575341196
AARON_VOLPATTI,L,0,0,0,0,0,0
CEDRICK_DESJARDINS,G,0,0,0,0,0,0
MATS_ZUCCARELLO,C,0.139531618789198,0.227547393146234,0.252043325083565,16.0201531302584,538.784945626848,437.752711477496
JAN_MURSAK,L,0,0.136727697571639,0.0512066819427857,0,39.9989215974511,10.9558360767261
PATRICE_CORMIER,C,0,0,0,0,0,0
CHRIS_MUELLER,C,0,0,0,0,0,0
JEFF_PETRY,D,-0.064221780252243,-0.04481465072266,-0.0468985816222489,-12.968342657897,-186.868227106529,-144.725946367415
BRANDON_MASHINTER,L,0,0,0,0,0,0
BRETT_MACLEAN,L,0,0,0,0,0,0
TOMAS_TATAR,C,0.235021016511904,0.36383230629577,0.262795973329106,10.9954234002998,375.345702328942,207.72866430245
JIM_O'BRIEN,C,0,-0.00787962827032205,0,0,-5.57874795072422,0
ANDREW_DESJARDINS,C,0,0.00154840512871045,0.04711252891524,0,2.97603406278074,65.0974745955637
KEVIN_POULIN,G,0,0.0474319657038873,0.0248289908884895,0,93.6131501194244,36.3105338040905
RYAN_MCDONAGH,D,0.165212509448043,-0.0681673250408303,0,46.1545672972932,-451.604084689516,0
MATT_CALVERT,L,0,0.164201244966236,0.162226263055375,0,246.732955042466,180.89130771843
MATT_BARTKOWSKI,D,0,0,-0.0569139756117679,0,0,-56.8417189868206
PHILIP_MCRAE,C,0,-0.165050594888559,-0.0720992977412327,0,-20.7492924970667,-6.48612729909639
MATT_HACKETT,G,0,-0.0254137376988526,-0.0567624240907647,0,-24.0655143725456,-38.701582500725
THOMAS_MCCOLLUM,G,0,0,0,0,0,0
CHRISTOPHER_TANEV,D,0.105713260072722,0,0,9.03007582324558,0,0
CHRIS_SUMMERS,D,0,-0.124516083989438,-0.149481696239185,0,-67.6493678458187,-61.3228325689388
ANDREAS_ENGQVIST,C,0,0,0,0,0,0
CORY_EMMERTON,C,0,-0.054888084812712,-0.0195496478817856,0,-62.3646520005365,-16.8610342933502
JACOB_MARKSTROM,G,-0.0965371979704565,-0.0536596562998059,-0.0545697067237246,-9.5979983656201,-105.228167906821,-82.5707618447407
PAUL_BYRON,C,0,0,0,0,0,0
TRAVIS_MORIN,C,0,0,0,0,0,0
LEE_SWEATT,D,0,0,0,0,0,0
ALEX_STALOCK,G,0,0.118205497376711,0.0565739406389358,0,111.338174451755,38.884213639745
SCOTT_TIMMINS,C,0,0,0,0,0,0
COLIN_GREENING,C,0,0.135284044303855,0.12543702342109,0,409.286622005583,285.496730081292
CODY_HODGSON,C,0,0.0750224402066103,0.0103480114731439,0,220.987491127269,22.9775544375359
MIKKO_KOSKINEN,G,0,0,0,0,0,0
COLTON_SCEVIOUR,C,0,0,0,0,0,0
JOHN_MOORE,D,-0.0360971243818723,-0.154541597978174,-0.126253085860545,-3.69955354727303,-407.256865360549,-246.560485116948
LANCE_BOUMA,L,0,-0.145192021134285,-0.0480358789030636,0,-110.949652383306,-26.5107076824036
TOMAS_VINCOUR,C,0,0.162308101959305,0.160402331250122,0,124.62261715081,88.4327627382985
JOE_VITALE,C,0,0.0490977032192151,0.071513770215149,0,70.7110374805858,74.843023164081
CAMERON_GAUNCE,D,0,0,0,0,0,0
BRENDON_NASH,D,0,0,0,0,0,0
ERIK_CONDRA,R,0,0.160496986829633,0.2290898316522,0,437.939330248825,466.564507526891
YANN_SAUVE,D,0,0,-0.00739117345804805,0,0,-0.491510797382051
ANDRE_BENOIT,D,0,-0.119574847706606,-0.12954153003484,0,-254.09280598664,-205.036678420815
BEN_SCRIVENS,G,-0.0086972128378055,-0.0722876006603629,-0.0724230479574084,-1.17846491112648,-231.617053177637,-173.956555957495
BRIAN_STRAIT,D,0,-0.13616829563753,-0.0927253164694221,0,-139.76511649856,-71.9033343163189
JONATHON_BLUM,D,0,-0.0970067947746936,-0.110203913775898,0,-154.216893612558,-127.817409238555
MARK_KATIC,D,0,0,0,0,0,0
ROMAN_WICK,R,0,0,0,0,0,0
BLAKE_GEOFFRION,C,0,0,-0.0024960009115787,0,0,-1.00339184552538
ERIK_GUSTAFSSON,D,0.171617702204916,-0.159070368131917,-0.190842952346175,10.6998576857743,-233.976564033296,-200.349918375246
HUGH_JESSIMAN,R,0,0,0,0,0,0
CAM_TALBOT,G,0,0.0259870193806085,0.00976827763163309,0,21.9058245554923,6.3444458733049
JUSTIN_DIBENEDETTO,C,0,0,0,0,0,0
BEN_HOLMSTROM,C,0,0,0,0,0,0
PAUL_POSTMA,D,0,0,-0.00237976247309868,0,0,-1.25651399279816
AARON_PALUSHAJ,R,0,0.169865730849107,0.14339631640773,0,98.8790106099607,59.7655863399544
TEEMU_HARTIKAINEN,C,0,0.0460554829107455,0.0210874804401732,0,27.0758382237255,9.1727140823865
