,20022003,20032004,20052006,20062007,20072008,20082009,20092010,20102011,20112012,20122013,20132014
ANA,0.163844727255867,-0.237551984617432,0.121255607258701,0.166060756665641,0.122235444194534,0.0410517344732642,-0.0464670541538073,-0.0652319911121605,-0.0865468157071449,0.311997820241888,0.232509102663968
ATL,-0.37811414354776,-0.217520438145204,0.649848981574545,0.436293864432937,-0.295325940599927,-0.0695869554001105,-0.0797567271794349,-0.185743423862726,0,0,0
BOS,-0.134069287383052,0.0489864195314095,-0.0477454882212651,-0.505205104934342,-0.00515093535364369,0.290541320981894,-0.0389433506055996,0.383883772154023,0.261000527301696,0.176857278038376,0.488850932236829
BUF,-0.323535884570895,-0.0365075942622233,0.0863442582326762,0.151641943023406,-0.0175326631496407,0.0247602753019142,0.0631542732697169,-0.0211162074735813,-0.0453228394991231,-0.233773589906482,-0.591434436874291
CAR,-0.275797059767649,-0.124424903065998,0.0702353969306121,-0.223995129261586,-0.101145392658899,0.0258669978609472,-0.145844423381782,-0.0438351333247276,-0.138238796692792,-0.363822808063677,-0.164095680550637
CBJ,-0.270705670379035,-0.575481250505556,-0.203371477651722,-0.122385855428956,0.0102324327370409,0.0228496676854563,-0.150129271601122,-0.156376566548565,-0.250479852235934,0.168829317129877,-0.0622797824463241
CGY,-0.25277948315051,0.182046733129943,0.0254926517652776,0.236364051386855,0.0667725433153341,-0.0268880048410657,0.0822910664554885,-0.00508791247466503,-0.135295563511832,-0.108334271295065,-0.131467513682663
CHI,-0.0493322425008741,-0.434044286282819,-0.255272731699743,0.0114129122723865,0.142640426563034,0.181587910703518,0.299198239745655,0.124825139411904,0.00757587440051229,0.526238418396289,0.209000125681362
COL,1.07694913418514,0.0777780336540611,-2.02881482298321e-05,0.0665567861064967,0.0555164599231207,-0.264538299635104,0.041895290396785,-0.207932538186864,-0.0728532239048417,-0.078218863713745,0.122469352227247
DAL,0.286287553160595,-0.0616853999574794,0.11229534411069,-0.0447858119973991,0.169093332326728,-0.064992239989282,-0.0437665115768888,-0.0439361908584688,-0.0042386619638955,0.0858291568731996,0.0102674361222926
DET,0.194540154285038,0.170025066493018,0.186890975927942,0.318889397933254,0.399518019707669,0.227634502060015,0.0984860188668256,0.0859154487060724,0.141856999463377,0.237630455263441,-0.071121514462156
EDM,0.0351009205592229,0.0560786602259192,0.0359649085582323,-0.209297151207284,-0.116980213694153,-0.06036343105618,-0.2411939516651,-0.236014639370002,-0.15250137142967,0.0313137353702313,-0.285277768782301
FLA,-0.453825304844937,0.336637475348705,0.546872725193195,0.387080616668563,-0.10700636464887,0.0377877921791881,-0.141165991100152,-0.176807011573597,-0.17061532023673,-0.620018888595691,-0.283605353092383
LAK,-0.0317267451975459,-0.0711427838231956,0.0630841028532635,-0.268595279157467,-0.0802007306668238,-0.191521715302103,0.0117248487192328,-0.00586996051927974,0.208536854567734,0.29630562129937,0.17397713170578
MIN,-0.0109300285238868,-0.11680248152312,-0.0454340356097972,0.0989516180757815,-0.00639246274146994,-0.053150995973781,-0.162090797806841,-0.131129310980025,-0.260548913091859,0.0184838029530605,0.0335113664541731
MTL,-0.244915660657566,0.0241302343652372,0.00968891755380918,-0.150035836565958,0.0374615585625135,-0.0771504143506105,-0.139926851581048,0.0216716664737847,-0.0305922602796724,-0.0904185386635745,0.148135317262834
NJD,0.144609622725964,0.228117221590234,-0.086376210140866,-0.0528139227179369,0.276184170751581,0.681860507558419,0.128035032469707,-0.231975221688292,0.000679337282551768,-0.254420407798388,-0.0407555450007701
NSH,-0.215052332861793,-0.0606054216131517,0.0400208524005235,0.271212342789469,0.0386829482180294,-0.0473895194476012,0.0315451678940861,0.100117291523277,0.07820747686828,0.013568377429337,-0.0698168482776931
NYI,-0.0284616048761496,0.0123204199899899,-0.267704110093361,0.113364307200248,-0.243329576299658,-0.271143040980153,-0.152704184388667,-0.140813845973105,-0.300228705152246,-0.185613212031054,-0.113978455223481
NYR,-0.0756173383218216,0.200224642125344,0.0725872963759675,-0.0215315644961172,0.0685283438621755,-0.148952980775701,-0.0478860890758081,0.0885584727684584,0.138274179445061,0.0440778033141764,0.00402199478211717
OTT,0.516820497537548,0.387381260669161,0.385108731155769,0.239852315254471,0.0810011526635809,-0.0545973220867279,-0.123700340025659,-0.290359496336736,0.0182123830702809,-0.0342175607077562,-0.0629358771548954
PHI,0.0776023812811542,0.234015514106865,0.447305466930519,-0.366820602605324,0.0118909967979903,0.118046073088264,0.0270440955106561,0.154433394283625,0.102892525218199,-0.24238628845507,-0.0960059217714979
PHX,-0.0927673357348253,-0.277466491974342,-0.202861099755257,-0.240312666541626,-0.0461755453522097,-0.190862783705844,0.0230030134926633,0.0233094946464543,0.0684747125899172,0.178443700851985,0.0182698812486555
