player,season,beta,prob,ppm,pm,fp,beta.po,prob.po,ppm.po,pm.po,fp.po
SHAWN_MATTHIAS,20112012,0.03,0.51,17.26,-90,0.46,0.03,0.51,1.02,-7,0.44
NICK_JOHNSON,20122013,0.22,0.5,17.25,16,0.55,0,0.5,0,0,0
RANDY_ROBITAILLE,20022003,0.06,0.52,17.24,4,0.5,0.06,0.52,2.03,21,0.67
NIKO_KAPANEN,20032004,0.06,0.52,17.24,-5,0.5,0.06,0.52,0.15,1,0.6
VINCENT_LECAVALIER,20032004,0.03,0.51,17.22,267,0.6,0.03,0.51,4.87,67,0.59
CAM_WARD,20122013,0.04,0.5,17.19,13,0.51,0,0.5,0,0,0
BRAD_WINCHESTER,20082009,0.05,0.51,17.15,6,0.5,0.05,0.51,1.16,-2,0.48
BRAD_RICHARDSON,20132014,0.05,0.5,17.14,-86,0.44,0,0.5,0,0,0
GUSTAV_NYQUIST,20112012,0.2,0.55,17.11,39,0.61,0.2,0.55,2.6,8,0.65
PAUL_BISSONNETTE,20092010,0.16,0.5,17.09,-1,0.5,0,0.5,0,0,0
J-SEBASTIEN_AUBIN,20052006,0.05,0.5,17.07,14,0.51,0,0.5,0,0,0
RADOVAN_SOMIK,20032004,0.08,0.52,17.06,26,0.53,0.08,0.52,2.8,-1,0.49
VINCENT_LECAVALIER,20102011,0.03,0.51,17.05,194,0.58,0.03,0.51,5.07,22,0.53
KAMIL_KREPS,20082009,0.04,0.5,17.03,-206,0.39,0,0.5,0,0,0
ALEXANDER_RADULOV,20112012,0.19,0.55,16.98,9,0.53,0.19,0.55,13.39,8,0.53
RYAN_CARTER,20122013,0.07,0.5,16.98,21,0.52,0,0.5,0,0,0
MILAN_MICHALEK,20052006,0.03,0.51,16.96,126,0.56,0.03,0.51,1.75,10,0.54
VINCENT_LECAVALIER,20022003,0.03,0.51,16.92,183,0.57,0.03,0.51,2.55,22,0.56
BRIAN_SAVAGE,20052006,0.04,0.51,16.91,-62,0.46,0.04,0.51,1.77,-17,0.4
PETER_FORSBERG,20072008,0.19,0.55,16.89,56,0.66,0.19,0.55,11.8,7,0.53
TOM_WANDELL,20122013,0.26,0.5,16.89,-14,0.45,0,0.5,0,0,0
NIKITA_ALEXEEV,20022003,0.1,0.53,16.86,58,0.59,0.1,0.53,3.96,5,0.53
MANNY_MALHOTRA,20032004,0.04,0.5,16.85,-20,0.49,0,0.5,0,0,0
DRAYSON_BOWMAN,20102011,0.17,0.5,16.83,5,0.51,0,0.5,0,0,0
FREDRIK_MODIN,20082009,0.04,0.51,16.76,81,0.55,0.04,0.51,1.15,1,0.51
T.J._HENSICK,20082009,0.04,0.5,16.75,74,0.55,0,0.5,0,0,0
SCOTT_CLEMMENSEN,20102011,0.02,0.5,16.75,26,0.51,0,0.5,0,0,0
SERGEI_KOSTITSYN,20072008,0.05,0.51,16.74,-25,0.48,0.05,0.51,4.2,22,0.56
MARTIN_HAVLAT,20052006,0.09,0.52,16.69,50,0.57,0.09,0.52,7.06,12,0.54
DAN_CARCILLO,20112012,0.11,0.5,16.69,36,0.56,0,0.5,0,0,0
PATRICK_KALETA,20102011,0.07,0.52,16.67,12,0.51,0.07,0.52,2.33,-5,0.46
GILBERT_BRULE,20112012,0.09,0.52,16.67,0,0.5,0.09,0.52,3.78,7,0.54
MARCO_STURM,20062007,0.02,0.5,16.59,49,0.52,0,0.5,0,0,0
MATT_COOKE,20132014,0.04,0.51,16.59,-167,0.39,0.04,0.51,1.4,-1,0.49
BOYD_DEVEREAUX,20082009,0.1,0.5,16.56,-50,0.43,0,0.5,0,0,0
CHRIS_PORTER,20122013,0.12,0.53,16.56,-2,0.5,0.12,0.53,2.66,5,0.56
TIM_JACKMAN,20072008,0.16,0.5,16.55,30,0.57,0,0.5,0,0,0
ALEC_MARTINEZ,20122013,0.09,0.52,16.55,57,0.58,0.09,0.52,3.97,10,0.56
JONI_ORTIO,20132014,0.14,0.5,16.55,22,0.55,0,0.5,0,0,0
DARCY_HORDICHUK,20032004,0.09,0.5,16.53,-24,0.47,0,0.5,0,0,0
STEPHANE_VEILLEUX,20082009,0.03,0.5,16.53,-238,0.4,0,0.5,0,0,0
ANDREI_KOSTITSYN,20062007,0.11,0.5,16.5,-1,0.5,0,0.5,0,0,0
KYLE_CLIFFORD,20122013,0.07,0.52,16.5,9,0.51,0.07,0.52,4.39,-17,0.43
JONATHAN_SIM,20022003,0.16,0.5,16.47,43,0.61,0,0.5,0,0,0
VYACHESLAV_KOZLOV,20062007,0.02,0.51,16.45,233,0.57,0.02,0.51,0.64,-14,0.39
JEFF_CARTER,20062007,0.03,0.5,16.41,-35,0.49,0,0.5,0,0,0
BATES_BATTAGLIA,20062007,0.04,0.5,16.4,7,0.5,0,0.5,0,0,0
JOSH_GREEN,20052006,0.13,0.5,16.37,-23,0.45,0,0.5,0,0,0
PATRIK_BERGLUND,20132014,0.04,0.51,16.36,-14,0.49,0.04,0.51,1.21,-1,0.49
MICHAEL_BOURNIVAL,20132014,0.08,0.52,16.34,-6,0.49,0.08,0.52,4.65,0,0.5
SHAWN_MATTHIAS,20122013,0.04,0.5,16.33,-44,0.47,0,0.5,0,0,0
RYAN_REAVES,20132014,0.1,0.52,16.32,9,0.51,0.1,0.52,1.54,-1,0.48
MIKE_CAMMALLERI,20022003,0.11,0.5,16.31,60,0.6,0,0.5,0,0,0
KEITH_TKACHUK,20062007,0.03,0.51,16.29,170,0.57,0.03,0.51,0.87,6,0.54
SEAN_COLLINS,20082009,0.16,0.5,16.29,36,0.59,0,0.5,0,0,0
ERIK_COLE,20132014,0.05,0.51,16.28,48,0.54,0.05,0.51,0.28,1,0.55
MIKE_GREEN,20122013,0.04,0.51,16.27,25,0.51,0.04,0.51,3.29,43,0.62
TRAVIS_GREEN,20022003,0.05,0.51,16.26,-37,0.47,0.05,0.51,1.39,-5,0.46
PATRICK_KALETA,20092010,0.07,0.52,16.25,-6,0.49,0.07,0.52,1.81,-2,0.48
MARCEL_GOC,20092010,0.03,0.51,16.24,-37,0.48,0.03,0.51,1.3,-19,0.39
CRAIG_ADAMS,20132014,0.05,0.51,16.24,-197,0.34,0.05,0.51,3.08,-39,0.33
ROB_ZAMUNER,20032004,0.07,0.52,16.23,-5,0.49,0.07,0.52,1.33,5,0.56
DAVE_BOLLAND,20072008,0.06,0.5,16.15,-28,0.47,0,0.5,0,0,0
ZACK_STORTINI,20062007,0.17,0.5,16.11,23,0.56,0,0.5,0,0,0
VERNON_FIDDLER,20072008,0.03,0.51,16.11,-119,0.44,0.03,0.51,1.67,-44,0.3
EVGENY_DADONOV,20112012,0.2,0.5,16.11,-1,0.5,0,0.5,0,0,0
JAKUB_KINDL,20122013,0.04,0.51,16.11,115,0.58,0.04,0.51,5.5,21,0.54
GUILLAUME_LATENDRESSE,20072008,0.04,0.51,16.08,-26,0.48,0.04,0.51,1.97,12,0.56
DALLAS_DRAKE,20052006,0.03,0.5,15.99,-138,0.43,0,0.5,0,0,0
CODY_MCCORMICK,20032004,0.1,0.5,15.98,-2,0.5,0,0.5,0,0,0
TAYLOR_PYATT,20052006,0.07,0.52,15.96,-2,0.5,0.07,0.52,4.89,-3,0.49
TIM_CONNOLLY,20112012,0.03,0.5,15.96,-77,0.47,0,0.5,0,0,0
BEAU_BENNETT,20132014,0.15,0.54,15.94,36,0.58,0.15,0.54,7.31,10,0.55
SERGEI_FEDOROV,20032004,0.02,0.5,15.9,166,0.55,0,0.5,0,0,0
DANIEL_BRIERE,20132014,0.05,0.51,15.9,26,0.52,0.05,0.51,2.98,11,0.54
JOSH_LANGFELD,20022003,0.3,0.5,15.89,35,0.67,0,0.5,0,0,0
SCOTT_NIEDERMAYER,20022003,0.02,0.51,15.86,280,0.59,0.02,0.51,5.38,37,0.54
SCOTT_PARKER,20032004,0.11,0.5,15.85,21,0.54,0,0.5,0,0,0
MARTIN_RUCINSKY,20022003,0.04,0.51,15.84,33,0.52,0.04,0.51,1.92,-6,0.47
ANDREAS_NODL,20112012,0.05,0.5,15.78,-55,0.46,0,0.5,0,0,0
JEREMY_STEVENSON,20052006,0.1,0.52,15.74,-18,0.47,0.1,0.52,0.2,-2,0.25
TAYLOR_BECK,20122013,0.12,0.5,15.72,37,0.57,0,0.5,0,0,0
RYAN_KESLER,20032004,0.13,0.5,15.69,0,0.5,0,0.5,0,0,0
PATRICK_DWYER,20112012,0.03,0.5,15.67,-163,0.42,0,0.5,0,0,0
ALEXEI_PONIKAROVSKY,20022003,0.28,0.5,15.65,-11,0.45,0,0.5,0,0,0
CHRISTIAN_EHRHOFF,20092010,0.02,0.5,15.63,231,0.56,0.02,0.5,2.55,9,0.52
TOREY_KRUG,20132014,0.03,0.51,15.59,174,0.59,0.03,0.51,3.35,21,0.55
RYAN_REAVES,20112012,0.1,0.52,15.53,25,0.54,0.1,0.52,0.4,2,0.62
FREDRIK_MODIN,20092010,0.05,0.51,15.52,-37,0.47,0.05,0.51,2.64,4,0.52
SAKU_KOIVU,20132014,0.07,0.52,15.52,-32,0.46,0.07,0.52,2.16,-12,0.4
JAME_POLLOCK,20032004,0.25,0.5,15.51,58,0.73,0,0.5,0,0,0
TOMAS_HOLMSTROM,20112012,0.04,0.51,15.5,216,0.63,0.04,0.51,0.77,25,0.8
ANDY_MCDONALD,20072008,0.02,0.5,15.49,171,0.57,0,0.5,0,0,0
MARTIN_STRAKA,20032004,0.04,0.5,15.47,55,0.53,0,0.5,0,0,0
NAZEM_KADRI,20112012,0.11,0.5,15.45,12,0.52,0,0.5,0,0,0
ANDREI_LOKTIONOV,20122013,0.09,0.5,15.45,76,0.61,0,0.5,0,0,0
MATTHEW_NIETO,20132014,0.18,0.5,15.45,24,0.57,0,0.5,0,0,0
DARREN_HELM,20082009,0.14,0.53,15.42,38,0.58,0.14,0.53,17.49,12,0.52
DAVID_DESHARNAIS,20102011,0.06,0.51,15.4,52,0.55,0.06,0.51,1.4,2,0.52
CODY_MCLEOD,20112012,0.06,0.5,15.39,-20,0.48,0,0.5,0,0,0
CAM_WARD,20132014,0.03,0.5,15.36,23,0.51,0,0.5,0,0,0
AARON_PALUSHAJ,20122013,0.1,0.5,15.33,5,0.51,0,0.5,0,0,0
R.J._UMBERGER,20132014,0.05,0.51,15.33,-2,0.5,0.05,0.51,0.77,-10,0.35
JORDAN_CARON,20132014,0.12,0.53,15.32,1,0.5,0.12,0.53,3.24,-1,0.49
MIKHAIL_GRABOVSKI,20072008,0.11,0.5,15.29,-19,0.47,0,0.5,0,0,0
PATRICK_O'SULLIVAN,20092010,0.02,0.5,15.26,-66,0.48,0,0.5,0,0,0
TOM_PREISSING,20082009,0.08,0.5,15.25,96,0.63,0,0.5,0,0,0
NIKOLAI_KULEMIN,20122013,0.04,0.51,15.24,-169,0.39,0.04,0.51,2.62,-19,0.43
DOUG_WEIGHT,20022003,0.03,0.51,15.18,182,0.58,0.03,0.51,2.05,37,0.62
CODY_MCCORMICK,20052006,0.1,0.5,15.18,0,0.5,0,0.5,0,0,0
DANIEL_BRIERE,20032004,0.02,0.5,15.17,153,0.56,0,0.5,0,0,0
SCOTT_CLEMMENSEN,20092010,0.02,0.5,15.17,-106,0.46,0,0.5,0,0,0
TYLER_SEGUIN,20102011,0.03,0.51,15.15,1,0.5,0.03,0.51,2.06,7,0.53
VACLAV_NEDOROST,20032004,0.09,0.5,15.13,-13,0.48,0,0.5,0,0,0
ADAM_HALL,20112012,0.05,0.5,15.13,-156,0.38,0,0.5,0,0,0
MATT_COOKE,20122013,0.04,0.52,15.1,-136,0.4,0.1,0.52,10.06,-28,0.43
GUILLAUME_LATENDRESSE,20122013,0.07,0.52,15.08,55,0.57,0.07,0.52,2.19,-11,0.41
DAVID_STECKEL,20072008,0.04,0.51,15.03,-139,0.41,0.04,0.51,1.83,-40,0.3
SCOTT_CLEMMENSEN,20112012,0.02,0.5,15,-30,0.49,0.02,0.5,1.53,-21,0.43
MARK_STREIT,20132014,0.03,0.51,15,92,0.54,0.03,0.51,1.69,6,0.52
MIKE_GRIER,20032004,0.02,0.5,14.99,-252,0.4,0,0.5,0,0,0
RYAN_STANTON,20132014,0.04,0.5,14.96,51,0.54,0,0.5,0,0,0
MARK_STREIT,20122013,0.03,0.51,14.95,114,0.55,0.03,0.51,1.56,42,0.68
TOM_KOSTOPOULOS,20112012,0.03,0.5,14.93,-124,0.43,0,0.5,0,0,0
MATT_FRATTIN,20132014,0.07,0.5,14.9,41,0.55,0,0.5,0,0,0
FERNANDO_PISANI,20072008,0.03,0.5,14.87,-137,0.42,0,0.5,0,0,0
KYLE_OKPOSO,20072008,0.19,0.5,14.87,-5,0.48,0,0.5,0,0,0
T.J._GALIARDI,20132014,0.06,0.5,14.87,-53,0.44,0,0.5,0,0,0
MARK_GIORDANO,20102011,0.02,0.5,14.86,238,0.57,0,0.5,0,0,0
JACK_SKILLE,20112012,0.06,0.5,14.85,-33,0.47,0,0.5,0,0,0
TODD_HARVEY,20052006,0.08,0.52,14.84,45,0.56,0.08,0.52,2.43,-3,0.47
KYLE_TURRIS,20102011,0.04,0.51,14.82,55,0.54,0.04,0.51,1.11,1,0.51
ANDERS_LEE,20132014,0.16,0.5,14.81,56,0.65,0,0.5,0,0,0
ERIK_HAULA,20132014,0.1,0.53,14.81,-17,0.47,0.1,0.53,5.95,0,0.5
SERGEI_KOSTITSYN,20092010,0.05,0.51,14.8,-103,0.42,0.05,0.51,1.18,0,0.5
DAN_CLOUTIER,20062007,0.02,0.5,14.78,107,0.54,0,0.5,0,0,0
SERGEI_KOSTITSYN,20122013,0.05,0.5,14.76,-21,0.48,0,0.5,0,0,0
JED_ORTMEYER,20112012,0.1,0.5,14.75,-71,0.38,0,0.5,0,0,0
MATT_COOKE,20032004,0.04,0.51,14.73,-35,0.47,0.04,0.51,2.64,13,0.55
TYLER_TOFFOLI,20122013,0.24,0.56,14.72,11,0.54,0.24,0.56,13.31,27,0.62
RICHARD_PARK,20092010,0.02,0.5,14.7,-285,0.39,0,0.5,0,0,0
STANISLAV_CHISTOV,20062007,0.06,0.5,14.69,-6,0.49,0,0.5,0,0,0
NICK_BONINO,20102011,0.12,0.53,14.68,-2,0.5,0.12,0.53,3.42,-11,0.4
NATHAN_OYSTRICK,20102011,0.3,0.5,14.67,46,0.73,0,0.5,0,0,0
TIM_WALLACE,20112012,0.08,0.5,14.65,-34,0.45,0,0.5,0,0,0
JACK_SKILLE,20122013,0.06,0.5,14.62,-67,0.43,0,0.5,0,0,0
ANDREW_DESJARDINS,20122013,0.08,0.52,14.6,-57,0.43,0.08,0.52,4.56,-17,0.43
DARCY_TUCKER,20092010,0.04,0.51,14.59,9,0.51,0.04,0.51,1.18,-9,0.43
ERIC_LINDROS,20052006,0.05,0.5,14.53,-30,0.47,0,0.5,0,0,0
JOHN_ZEILER,20062007,0.19,0.5,14.52,10,0.53,0,0.5,0,0,0
MARTIN_ST. PIERRE,20062007,0.22,0.5,14.51,39,0.65,0,0.5,0,0,0
JODY_SHELLEY,20032004,0.06,0.5,14.48,-19,0.48,0,0.5,0,0,0
KRIS_DRAPER,20092010,0.03,0.52,14.48,-32,0.48,0.08,0.52,3.51,13,0.58
DAINIUS_ZUBRUS,20122013,0.1,0.5,14.46,29,0.55,0,0.5,0,0,0
DANIEL_CLEARY,20022003,0.06,0.5,14.44,10,0.51,0,0.5,0,0,0
JEAN-PIERRE_DUMONT,20032004,0.03,0.5,14.44,86,0.54,0,0.5,0,0,0
ALEXANDRE R._PICARD,20102011,0.04,0.5,14.43,100,0.58,0,0.5,0,0,0
CORY_STILLMAN,20032004,0.02,0.51,14.42,240,0.59,0.02,0.51,2.71,11,0.52
MARK_STONE,20132014,0.19,0.5,14.42,30,0.6,0,0.5,0,0,0
PATRICK_KALETA,20082009,0.07,0.5,14.41,-33,0.46,0,0.5,0,0,0
MATT_DAVIDSON,20022003,0.09,0.5,14.4,-49,0.42,0,0.5,0,0,0
MATS_ZUCCARELLO,20112012,0.34,0.5,14.4,29,0.67,0,0.5,0,0,0
ZACH_BOYCHUK,20092010,0.09,0.5,14.35,2,0.5,0,0.5,0,0,0
BROOKS_LAICH,20052006,0.03,0.5,14.33,83,0.55,0,0.5,0,0,0
TIM_JACKMAN,20092010,0.06,0.5,14.33,-78,0.42,0,0.5,0,0,0
TORREY_MITCHELL,20132014,0.06,0.5,14.29,-102,0.39,0,0.5,0,0,0
DREW_STAFFORD,20132014,0.03,0.5,14.26,-104,0.44,0,0.5,0,0,0
SHAWN_HORCOFF,20112012,0.02,0.5,14.24,-104,0.47,0,0.5,0,0,0
MAXIME_TALBOT,20122013,0.06,0.5,14.22,-80,0.42,0,0.5,0,0,0
DAVID_VYBORNY,20032004,0.02,0.5,14.21,-27,0.49,0,0.5,0,0,0
CORY_STILLMAN,20052006,0.02,0.51,14.21,221,0.58,0.02,0.51,4.67,95,0.61
DARCY_HORDICHUK,20082009,0.09,0.52,14.21,-63,0.4,0.09,0.52,2.12,-13,0.36
ALEXANDER_BURMISTROV,20102011,0.03,0.5,14.21,-102,0.44,0,0.5,0,0,0
SCOTT_NICHOL,20052006,0.08,0.52,14.2,-39,0.44,0.08,0.52,0.89,-12,0.23
GEORGES_LARAQUE,20072008,0.06,0.51,14.2,-73,0.42,0.06,0.51,1.68,-9,0.42
DAVID_KREJCI,20112012,0.02,0.5,14.2,148,0.55,0.02,0.5,1.6,15,0.54
MILAN_HEJDUK,20122013,0.08,0.5,14.2,36,0.55,0,0.5,0,0,0
JARED_SPURGEON,20122013,0.03,0.51,14.19,106,0.56,0.03,0.51,1.67,6,0.53
DANIEL_BRIERE,20112012,0.02,0.51,14.18,186,0.58,0.02,0.51,2.38,4,0.51
JOHAN_HEDBERG,20062007,0.03,0.51,14.16,35,0.52,0.03,0.51,1.66,-14,0.44
ALEX_TANGUAY,20052006,0.02,0.51,14.14,236,0.59,0.02,0.51,1.54,13,0.55
TROY_BODIE,20132014,0.09,0.5,14.13,-40,0.44,0,0.5,0,0,0
CASEY_CIZIKAS,20122013,0.06,0.52,14.11,-17,0.48,0.06,0.52,1.94,-3,0.48
BRENDAN_MORRISON,20092010,0.02,0.51,14.05,69,0.53,0.02,0.51,0.83,11,0.58
JEREMY_STEVENSON,20022003,0.1,0.52,14.02,39,0.57,0.1,0.52,6.84,35,0.63
JOHN_MCCARTHY,20102011,0.09,0.5,14.01,-7,0.49,0,0.5,0,0,0
JAMIE_MCGINN,20092010,0.05,0.51,14,-28,0.48,0.05,0.51,2.63,-3,0.49
TONY_SALMELAINEN,20032004,0.26,0.5,13.99,25,0.62,0,0.5,0,0,0
BLAIR_JONES,20092010,0.16,0.5,13.98,5,0.51,0,0.5,0,0,0
JASON_BOTTERILL,20032004,0.15,0.5,13.97,25,0.57,0,0.5,0,0,0
JED_ORTMEYER,20052006,0.04,0.51,13.94,-164,0.39,0.04,0.51,0.67,-19,0.24
MIKE_SANTORELLI,20102011,0.02,0.5,13.94,41,0.51,0,0.5,0,0,0
NATE_THOMPSON,20122013,0.05,0.5,13.94,-118,0.4,0,0.5,0,0,0
GEOFF_SANDERSON,20072008,0.07,0.5,13.91,-44,0.44,0,0.5,0,0,0
JASON_BOTTERILL,20022003,0.15,0.5,13.9,14,0.54,0,0.5,0,0,0
DAVID_VYBORNY,20062007,0.02,0.5,13.88,45,0.51,0,0.5,0,0,0
KYLE_CHIPCHURA,20132014,0.04,0.5,13.87,3,0.5,0,0.5,0,0,0
PAUL_BISSONNETTE,20112012,0.16,0.54,13.86,18,0.55,0.16,0.54,0.63,0,0.5
CODY_MCLEOD,20072008,0.06,0.52,13.81,-13,0.49,0.06,0.52,3.75,-23,0.4
MARCUS_FOLIGNO,20112012,0.12,0.5,13.81,4,0.51,0,0.5,0,0,0
DREW_MILLER,20072008,0.11,0.5,13.78,-10,0.48,0,0.5,0,0,0
MIKE_GRIER,20052006,0.02,0.53,13.73,-237,0.39,0.11,0.53,15.18,-29,0.45
BRIAN_CAMPBELL,20102011,0.02,0.5,13.7,159,0.56,0.02,0.5,1.67,-10,0.47
EVGENI_NABOKOV,20112012,0.01,0.5,13.67,-50,0.49,0,0.5,0,0,0
MAXIM_LAPIERRE,20112012,0.03,0.51,13.66,-134,0.42,0.03,0.51,0.9,7,0.56
DAVE_SCATCHARD,20062007,0.05,0.5,13.65,-51,0.46,0,0.5,0,0,0
ROB_KLINKHAMMER,20112012,0.17,0.5,13.65,10,0.53,0,0.5,0,0,0
TYE_MCGINN,20122013,0.13,0.5,13.64,46,0.61,0,0.5,0,0,0
BRENT_BURNS,20102011,0.01,0.5,13.63,-99,0.47,0,0.5,0,0,0
DAVID_VAN DER GULIK,20122013,0.35,0.5,13.6,1,0.51,0,0.5,0,0,0
TAYLOR_PYATT,20022003,0.03,0.5,13.59,-10,0.49,0,0.5,0,0,0
STEVE_SULLIVAN,20082009,0.04,0.5,13.57,67,0.54,0,0.5,0,0,0
CHUCK_KOBASEW,20082009,0.03,0.51,13.57,10,0.51,0.03,0.51,2.27,4,0.51
JACOB_JOSEFSON,20102011,0.09,0.5,13.56,48,0.58,0,0.5,0,0,0
BOBBY_BUTLER,20122013,0.09,0.5,13.53,28,0.55,0,0.5,0,0,0
DARCY_HORDICHUK,20102011,0.09,0.5,13.5,2,0.5,0,0.5,0,0,0
MATT_D'AGOSTINI,20122013,0.11,0.5,13.5,27,0.55,0,0.5,0,0,0
B.J._CROMBEEN,20112012,0.11,0.53,13.49,10,0.52,0.11,0.53,2.53,8,0.58
ZACH_REDMOND,20122013,0.22,0.5,13.46,30,0.62,0,0.5,0,0,0
BRAD_RICHARDS,20102011,0.02,0.5,13.44,181,0.56,0,0.5,0,0,0
MICHAL_ROZSIVAL,20022003,0.04,0.5,13.43,-61,0.46,0,0.5,0,0,0
TOMAS_VINCOUR,20102011,0.13,0.5,13.42,0,0.5,0,0.5,0,0,0
JOHN_LECLAIR,20062007,0.11,0.5,13.39,-18,0.46,0,0.5,0,0,0
JOHN_POHL,20072008,0.12,0.5,13.33,-7,0.48,0,0.5,0,0,0
RYAN_CARTER,20082009,0.07,0.52,13.33,17,0.52,0.07,0.52,4.83,-23,0.41
ARRON_ASHAM,20102011,0.07,0.52,13.32,12,0.52,0.07,0.52,2.36,-3,0.48
STEVEN_REINPRECHT,20092010,0.02,0.5,13.28,-1,0.5,0,0.5,0,0,0
BRYAN_LITTLE,20112012,0.02,0.5,13.28,124,0.54,0,0.5,0,0,0
STEVE_BERNIER,20122013,0.05,0.5,13.28,71,0.57,0,0.5,0,0,0
JAKE_DOWELL,20102011,0.03,0.51,13.24,-27,0.48,0.03,0.51,0.22,1,0.53
JAY_BEAGLE,20112012,0.06,0.52,13.22,-33,0.46,0.06,0.52,5.33,-39,0.39
CODY_MCLEOD,20132014,0.04,0.51,13.22,-160,0.37,0.04,0.51,0.94,-7,0.42
RYAN_CARTER,20092010,0.07,0.5,13.19,-58,0.42,0,0.5,0,0,0
KYLE_WILSON,20102011,0.08,0.5,13.19,7,0.51,0,0.5,0,0,0
PATRIK_BERGLUND,20122013,0.04,0.51,13.17,32,0.52,0.04,0.51,1.94,-3,0.49
CODY_EAKIN,20132014,0.03,0.51,13.16,13,0.51,0.03,0.51,0.25,4,0.62
PETER_MUELLER,20112012,0.05,0.5,13.1,45,0.54,0,0.5,0,0,0
DAVID_SCHLEMKO,20112012,0.03,0.47,13.1,-41,0.48,-0.1,0.47,-4.3,-34,0.29
SEAN_BERGENHEIM,20032004,0.22,0.5,13.09,-7,0.47,0,0.5,0,0,0
PAVEL_VOROBIEV,20052006,0.05,0.5,13.09,114,0.6,0,0.5,0,0,0
SCOTT_GOMEZ,20132014,0.09,0.5,13.09,10,0.52,0,0.5,0,0,0
JAROSLAV_BEDNAR,20032004,0.18,0.5,13.08,21,0.57,0,0.5,0,0,0
MIKE_GLUMAC,20052006,0.07,0.5,13.06,74,0.6,0,0.5,0,0,0
RYAN_CARTER,20132014,0.07,0.5,13.05,-18,0.48,0,0.5,0,0,0
IVAN_NOVOSELTSEV,20022003,0.03,0.5,13.01,-140,0.42,0,0.5,0,0,0
MATT_COOKE,20052006,0.04,0.5,12.99,-43,0.46,0,0.5,0,0,0
PETER_BUDAJ,20122013,0.04,0.51,12.99,65,0.55,0.04,0.51,1.4,4,0.53
GARRETT_BURNETT,20032004,0.17,0.5,12.95,26,0.58,0,0.5,0,0,0
VACLAV_NEDOROST,20022003,0.09,0.5,12.92,41,0.57,0,0.5,0,0,0
KEITH_BALLARD,20122013,0.05,0.5,12.91,-5,0.5,0,0.5,0,0,0
NATHAN_GERBE,20092010,0.19,0.55,12.87,4,0.51,0.19,0.55,2.4,5,0.6
ALEX_KOVALEV,20122013,0.12,0.5,12.86,25,0.56,0,0.5,0,0,0
PATRICK_RISSMILLER,20052006,0.19,0.55,12.84,29,0.6,0.19,0.55,5.54,10,0.58
DREW_STAFFORD,20072008,0.03,0.5,12.81,70,0.54,0,0.5,0,0,0
NATE_THOMPSON,20082009,0.05,0.5,12.81,-118,0.39,0,0.5,0,0,0
DAVID_LEGWAND,20122013,0.03,0.5,12.79,22,0.51,0,0.5,0,0,0
MARC-ANTOINE_POULIOT,20112012,0.16,0.54,12.74,-4,0.49,0.16,0.54,4.3,10,0.59
RICH_PEVERLEY,20122013,0.04,0.51,12.72,19,0.51,0.04,0.51,5.53,-29,0.45
PETER_REGIN,20112012,0.2,0.5,12.71,11,0.54,0,0.5,0,0,0
CURTIS_JOSEPH,20052006,0.01,0.5,12.7,-114,0.48,0,0.5,0,0,0
SCOTT_NICHOL,20072008,0.03,0.51,12.68,-116,0.44,0.03,0.51,0.23,-9,0.24
DEVIN_SETOGUCHI,20072008,0.05,0.51,12.68,112,0.6,0.05,0.51,2,-2,0.49
DAVID_JONES,20102011,0.02,0.5,12.68,-52,0.48,0,0.5,0,0,0
DAN_BOYLE,20112012,0.01,0.5,12.65,387,0.59,0.01,0.5,0.75,22,0.58
BILL_THOMAS,20062007,0.09,0.5,12.6,18,0.53,0,0.5,0,0,0
GEORGES_LARAQUE,20082009,0.11,0.53,12.6,-21,0.46,0.11,0.53,1.88,1,0.51
DAMIEN_BRUNNER,20122013,0.03,0.51,12.59,111,0.58,0.03,0.51,3.43,35,0.59
CHRIS_THORBURN,20062007,0.09,0.5,12.56,-1,0.5,0,0.5,0,0,0
DERICK_BRASSARD,20082009,0.06,0.5,12.56,115,0.64,0,0.5,0,0,0
CORY_STILLMAN,20102011,0.02,0.5,12.54,46,0.52,0,0.5,0,0,0
DAN_BOYLE,20102011,0.01,0.5,12.53,365,0.58,0.01,0.5,3.11,86,0.58
TRENT_HUNTER,20102011,0.12,0.5,12.53,-6,0.49,0,0.5,0,0,0
ERIK_CHRISTENSEN,20052006,0.05,0.5,12.52,30,0.53,0,0.5,0,0,0
PAUL_BISSONNETTE,20132014,0.16,0.5,12.52,19,0.56,0,0.5,0,0,0
MATT_FOY,20072008,0.12,0.53,12.5,10,0.52,0.12,0.53,0.49,-2,0.38
ALEX_KILLORN,20132014,0.02,0.51,12.42,95,0.55,0.02,0.51,0.97,-8,0.45
DREW_STAFFORD,20122013,0.03,0.5,12.4,-78,0.45,0,0.5,0,0,0
AARON_DOWNEY,20032004,0.24,0.5,12.39,36,0.67,0,0.5,0,0,0
DAVID_LEGWAND,20102011,0.02,0.51,12.38,-35,0.49,0.02,0.51,2.45,16,0.53
JAN_MURSAK,20102011,0.19,0.5,12.38,33,0.62,0,0.5,0,0,0
CRAIG_ADAMS,20122013,0.05,0.51,12.36,-116,0.37,0.05,0.51,3.96,-46,0.34
JASON_SPEZZA,20132014,0.04,0.5,12.36,24,0.52,0,0.5,0,0,0
JAY_BEAGLE,20132014,0.06,0.5,12.36,-75,0.41,0,0.5,0,0,0
